Date,Id,reinvestment 
2008,128,2.56
2009,128,6.32
2010,128,6.04
2011,128,4.29
2012,128,26.87
2013,128,4.14
2014,128,4.2
2015,128,5.12
2016,128,4.84
2017,128,7.95
2018,128,4.85
2019,128,
2020,128,
2008,129,0.55
2009,129,1.67
2010,129,3.29
2011,129,6.45
2012,129,2.78
2013,129,-0.92
2014,129,-0.32
2015,129,0.37
2016,129,1.86
2017,129,
2018,129,
2019,129,
2020,129,
2008,130,24.53
2009,130,21.13
2010,130,17.96
2011,130,
2012,130,11.84
2013,130,10.55
2014,130,10.36
2015,130,9.39
2016,130,11.55
2017,130,9.15
2018,130,
2019,130,
2020,130,
2008,131,3.17
2009,131,2.96
2010,131,4.17
2011,131,4.91
2012,131,7.46
2013,131,2.98
2014,131,0.48
2015,131,2.27
2016,131,0.49
2017,131,0.59
2018,131,1.35
2019,131,11.92
2020,131,-11.05
2008,132,8.43
2009,132,7.25
2010,132,7.94
2011,132,10.96
2012,132,9.09
2013,132,3.13
2014,132,1.38
2015,132,1.94
2016,132,4.6
2017,132,2.18
2018,132,0.95
2019,132,1.72
2020,132,-17.32
2008,133,0.49
2009,133,-12.05
2010,133,3.13
2011,133,-1.84
2012,133,-25.38
2013,133,-22.56
2014,133,-37.35
2015,133,-130.07
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,2.2
2009,134,6.38
2010,134,6.86
2011,134,6.34
2012,134,26.79
2013,134,3.68
2014,134,2.7
2015,134,4.62
2016,134,2.95
2017,134,5.75
2018,134,6.2
2019,134,4.07
2020,134,4.15
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,
2013,135,
2014,135,
2015,135,0.99
2016,135,0.8
2017,135,1.07
2018,135,0.99
2019,135,11.85
2020,135,-7.93
2008,136,7.97
2009,136,-17.51
2010,136,-0.76
2011,136,-11.78
2012,136,4.38
2013,136,-6.48
2014,136,4.01
2015,136,24.71
2016,136,25.94
2017,136,17.07
2018,136,14.57
2019,136,-2.31
2020,136,17.92
2008,137,10.71
2009,137,5.06
2010,137,8.99
2011,137,12.87
2012,137,7.78
2013,137,7.5
2014,137,6.13
2015,137,6.7
2016,137,-23.56
2017,137,8.22
2018,137,18.94
2019,137,35.48
2020,137,-3.54
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,-47.72
2009,139,5.31
2010,139,1.78
2011,139,5.52
2012,139,5.65
2013,139,-23.36
2014,139,6.04
2015,139,5.87
2016,139,16.66
2017,139,18.98
2018,139,-56.96
2019,139,6.46
2020,139,6.78
2008,140,-19.72
2009,140,-16.86
2010,140,1.4
2011,140,-27.71
2012,140,-80.05
2013,140,-714.87
2014,140,
2015,140,46.67
2016,140,168.11
2017,140,-16.08
2018,140,-34.73
2019,140,
2020,140,
2008,141,-2.05
2009,141,-5.66
2010,141,-0.03
2011,141,-4.65
2012,141,-8.75
2013,141,-11.58
2014,141,-6.08
2015,141,-3.51
2016,141,-12.1
2017,141,-6.44
2018,141,-1.82
2019,141,-7.44
2020,141,-11.85
2008,142,1.85
2009,142,-4.98
2010,142,1.93
2011,142,0.23
2012,142,-3.76
2013,142,57.4
2014,142,2.1
2015,142,-3.81
2016,142,4.97
2017,142,10.47
2018,142,10.01
2019,142,9.46
2020,142,2.39
2008,143,-25.92
2009,143,3.23
2010,143,-10.9
2011,143,-10.64
2012,143,-22.97
2013,143,-59.57
2014,143,-14.59
2015,143,21.76
2016,143,-14.44
2017,143,-26.86
2018,143,64.49
2019,143,-20.56
2020,143,
2008,144,1.83
2009,144,-16.04
2010,144,-14.46
2011,144,-3.6
2012,144,-20.35
2013,144,-47.48
2014,144,-8.48
2015,144,-24.44
2016,144,-267.7
2017,144,93.36
2018,144,-15.55
2019,144,-3.32
2020,144,-2.75
2008,145,
2009,145,-0.5
2010,145,-0.2
2011,145,-9.53
2012,145,-3.94
2013,145,-6.03
2014,145,-14.71
2015,145,7.99
2016,145,6.23
2017,145,-5.17
2018,145,1.52
2019,145,6.69
2020,145,-0.81
2008,146,-4.23
2009,146,0
2010,146,-2.93
2011,146,7.25
2012,146,-18.25
2013,146,-42.28
2014,146,-18.15
2015,146,-41.73
2016,146,-49.88
2017,146,-84.25
2018,146,-47.69
2019,146,-42.24
2020,146,-563.78
2008,147,19.41
2009,147,6.54
2010,147,0.3
2011,147,8.72
2012,147,-35.36
2013,147,-60.36
2014,147,0.25
2015,147,2.44
2016,147,8.18
2017,147,10.08
2018,147,-77.39
2019,147,18.05
2020,147,2.63
2008,148,-20.62
2009,148,-8.49
2010,148,-4.22
2011,148,0.54
2012,148,-9.08
2013,148,-33.1
2014,148,7.4
2015,148,-7.92
2016,148,2.75
2017,148,-10.23
2018,148,2.03
2019,148,-52.29
2020,148,
2008,149,4.07
2009,149,1.25
2010,149,9.8
2011,149,6.17
2012,149,3.97
2013,149,0.66
2014,149,1.52
2015,149,2.95
2016,149,1.75
2017,149,-21.03
2018,149,-5.96
2019,149,-28.05
2020,149,
2008,150,0.9
2009,150,0.94
2010,150,-1.84
2011,150,4.46
2012,150,-12.35
2013,150,0.42
2014,150,0.04
2015,150,-0.81
2016,150,-13.89
2017,150,4.68
2018,150,-1.24
2019,150,7.78
2020,150,-7.86
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,-5.82
2015,151,-1.88
2016,151,3.68
2017,151,0.4
2018,151,-0.62
2019,151,0.18
2020,151,1.77
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,
2015,152,8.13
2016,152,-30.66
2017,152,-50.63
2018,152,-38.49
2019,152,13.18
2020,152,-0.89
2008,153,3.12
2009,153,-12.82
2010,153,0.76
2011,153,-40.84
2012,153,-134.43
2013,153,-156.72
2014,153,-35.28
2015,153,-95.38
2016,153,3.57
2017,153,53.42
2018,153,25.58
2019,153,25.72
2020,153,5.49
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,42.49
2015,154,30.48
2016,154,8.03
2017,154,1.3
2018,154,10.7
2019,154,21.4
2020,154,-8.28
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,
2015,155,17.08
2016,155,11.73
2017,155,10.15
2018,155,7.74
2019,155,6.39
2020,155,3.3
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,-6.04
2015,156,-0.01
2016,156,0.01
2017,156,0.68
2018,156,0.01
2019,156,0.01
2020,156,0
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,
2013,157,
2014,157,13.92
2015,157,5.07
2016,157,5.62
2017,157,-308.3
2018,157,
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,
2016,158,-3.89
2017,158,-4.63
2018,158,-15.29
2019,158,-15.75
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,
2017,159,
2018,159,
2019,159,58.64
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,
2015,160,16.59
2016,160,12.04
2017,160,0.29
2018,160,-65.85
2019,160,-395.34
2020,160,
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,
2015,161,15.07
2016,161,8.28
2017,161,-1.01
2018,161,-0.23
2019,161,1.69
2020,161,-4.08
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,
2015,162,10.62
2016,162,7.42
2017,162,11.81
2018,162,8.28
2019,162,5.02
2020,162,-15.91
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,13.88
2016,163,0.49
2017,163,-1.15
2018,163,0.32
2019,163,10.16
2020,163,12.19
2008,164,11.5
2009,164,1.97
2010,164,-3.28
2011,164,2.71
2012,164,-9.39
2013,164,-20.26
2014,164,-53.39
2015,164,-51.36
2016,164,-43.21
2017,164,-95.2
2018,164,-330.14
2019,164,
2020,164,-36.76
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,
2016,166,0.66
2017,166,0.85
2018,166,0.93
2019,166,3.87
2020,166,-3.26
2008,167,-7.06
2009,167,5.7
2010,167,-0.76
2011,167,4.69
2012,167,-7.27
2013,167,-25.72
2014,167,-33.35
2015,167,8.64
2016,167,11.37
2017,167,12.88
2018,167,6.02
2019,167,2.42
2020,167,-29.89
2008,168,2.32
2009,168,3.52
2010,168,-6.63
2011,168,-2.98
2012,168,3.64
2013,168,2.24
2014,168,5.84
2015,168,1.25
2016,168,-1.95
2017,168,0.36
2018,168,-0.87
2019,168,-0.29
2020,168,-17.53
2008,169,9.69
2009,169,1.68
2010,169,5.51
2011,169,5.77
2012,169,6.76
2013,169,2
2014,169,-4.67
2015,169,-20.92
2016,169,-8.01
2017,169,0.98
2018,169,2.3
2019,169,-5.94
2020,169,-23.27
2008,170,36.23
2009,170,-2.83
2010,170,-2.78
2011,170,0.33
2012,170,5.33
2013,170,-6.45
2014,170,-1.37
2015,170,-7.41
2016,170,3.04
2017,170,5.28
2018,170,1.13
2019,170,-4.44
2020,170,-0.21
2008,171,28.29
2009,171,15.85
2010,171,10.97
2011,171,-115.06
2012,171,
2013,171,
2014,171,84.71
2015,171,29.14
2016,171,32.76
2017,171,39.17
2018,171,24.1
2019,171,31.46
2020,171,4.79
2008,172,44.08
2009,172,37.49
2010,172,12.1
2011,172,8.25
2012,172,4.9
2013,172,3.66
2014,172,-0.89
2015,172,0.67
2016,172,0.33
2017,172,-4.25
2018,172,1.61
2019,172,1.42
2020,172,-18.57
2008,173,26.73
2009,173,15.9
2010,173,15.15
2011,173,13.99
2012,173,11.89
2013,173,-3.25
2014,173,-5.74
2015,173,-21.19
2016,173,-33.79
2017,173,-6.95
2018,173,-11.08
2019,173,0.05
2020,173,-32.78
2008,174,11.14
2009,174,5.86
2010,174,6.79
2011,174,6.61
2012,174,7.23
2013,174,5.84
2014,174,-0.94
2015,174,7.3
2016,174,7.31
2017,174,6.87
2018,174,
2019,174,
2020,174,
2008,175,7.81
2009,175,6.34
2010,175,7.54
2011,175,9.03
2012,175,8.72
2013,175,6.59
2014,175,4.47
2015,175,3.77
2016,175,3.02
2017,175,2.27
2018,175,1.31
2019,175,4.31
2020,175,-7.01
2008,176,14
2009,176,8.84
2010,176,6.87
2011,176,6.31
2012,176,-23.45
2013,176,6.9
2014,176,11.35
2015,176,12.87
2016,176,7.44
2017,176,7.61
2018,176,14.74
2019,176,12.41
2020,176,4.56
2008,177,13.87
2009,177,3.63
2010,177,2.43
2011,177,1.78
2012,177,-1.22
2013,177,-7.85
2014,177,-0.81
2015,177,-1.49
2016,177,-0.87
2017,177,-0.05
2018,177,-3.38
2019,177,-7.74
2020,177,-55.42
2008,178,-2.8
2009,178,-56.88
2010,178,0.09
2011,178,3.57
2012,178,3.05
2013,178,1.83
2014,178,4.3
2015,178,-5.36
2016,178,-15.2
2017,178,-35.78
2018,178,-7.24
2019,178,-55.72
2020,178,-28.35
2008,179,-95.45
2009,179,-89.22
2010,179,-28.74
2011,179,30.46
2012,179,4.11
2013,179,1.02
2014,179,0.01
2015,179,1.35
2016,179,2.08
2017,179,5.49
2018,179,10
2019,179,23
2020,179,0.7
2008,180,4.15
2009,180,-13.08
2010,180,-9.14
2011,180,-3.23
2012,180,-2.28
2013,180,-2.49
2014,180,2.14
2015,180,1.16
2016,180,2.72
2017,180,8.15
2018,180,10.77
2019,180,6.97
2020,180,-13.46
2008,181,-19.91
2009,181,-21.15
2010,181,10.31
2011,181,7.46
2012,181,11.9
2013,181,9.01
2014,181,5
2015,181,5.57
2016,181,5.94
2017,181,
2018,181,-40.41
2019,181,1.86
2020,181,-17.41
2008,182,-30.93
2009,182,-93.87
2010,182,-42.7
2011,182,24.57
2012,182,-36.72
2013,182,-76.48
2014,182,-53.16
2015,182,
2016,182,
2017,182,
2018,182,
2019,182,
2020,182,
2008,183,
2009,183,-13.9
2010,183,28.76
2011,183,16.9
2012,183,20.88
2013,183,26.26
2014,183,20.64
2015,183,18.47
2016,183,19.78
2017,183,7.7
2018,183,4.2
2019,183,11.51
2020,183,-9.11
2008,184,-24.68
2009,184,-50.03
2010,184,-72.97
2011,184,-113.77
2012,184,
2013,184,
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,22.55
2013,185,17.7
2014,185,16.23
2015,185,13.8
2016,185,12.47
2017,185,13.71
2018,185,11.14
2019,185,18.05
2020,185,-11.93
2008,186,7.94
2009,186,7.87
2010,186,6.82
2011,186,1.66
2012,186,9.06
2013,186,5.07
2014,186,5.13
2015,186,0.32
2016,186,0.45
2017,186,-0.4
2018,186,-17.7
2019,186,-5.95
2020,186,-11.76
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,
2013,187,4.96
2014,187,3.37
2015,187,4.44
2016,187,
2017,187,-179.41
2018,187,-289.49
2019,187,-586.75
2020,187,
2008,188,
2009,188,
2010,188,
2011,188,
2012,188,
2013,188,18.71
2014,188,27.6
2015,188,27.51
2016,188,24.23
2017,188,21.95
2018,188,22.67
2019,188,29.4
2020,188,12.27
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,
2014,189,
2015,189,-0.95
2016,189,7.33
2017,189,4.98
2018,189,0.6
2019,189,2.99
2020,189,-17.58
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,
2017,190,4.21
2018,190,7.37
2019,190,12.51
2020,190,3.65
2008,191,-40.21
2009,191,-55.6
2010,191,-55.63
2011,191,-174.2
2012,191,
2013,191,
2014,191,
2015,191,
2016,191,
2017,191,
2018,191,23.97
2019,191,18.12
2020,191,13.54
2008,192,-31.41
2009,192,-63.94
2010,192,-101.24
2011,192,-68.87
2012,192,-17.48
2013,192,-29.1
2014,192,-36.74
2015,192,-62.01
2016,192,-34.58
2017,192,-9.32
2018,192,-24.53
2019,192,-44.1
2020,192,-77.71
2008,193,-64.68
2009,193,-46.51
2010,193,-45.4
2011,193,-38.79
2012,193,-64.6
2013,193,-105.24
2014,193,-113.2
2015,193,-93.11
2016,193,-50.61
2017,193,-36.92
2018,193,-16.98
2019,193,-1.82
2020,193,
2008,194,12.28
2009,194,11.83
2010,194,9.98
2011,194,9.66
2012,194,9.34
2013,194,9.86
2014,194,7.98
2015,194,9.11
2016,194,10.46
2017,194,11.67
2018,194,12.6
2019,194,15.14
2020,194,11.21
2008,195,
2009,195,
2010,195,
2011,195,
2012,195,
2013,195,
2014,195,
2015,195,7.79
2016,195,9.09
2017,195,20.62
2018,195,14.4
2019,195,
2020,195,
2008,196,15.55
2009,196,11.47
2010,196,12.49
2011,196,13.34
2012,196,13.26
2013,196,14.44
2014,196,17
2015,196,17.32
2016,196,17.96
2017,196,17.55
2018,196,18.74
2019,196,17.66
2020,196,16.31
2008,197,3.29
2009,197,11.22
2010,197,10.02
2011,197,8.17
2012,197,10.79
2013,197,12.36
2014,197,5.43
2015,197,11.7
2016,197,
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-89.34
2009,198,-22.29
2010,198,2.24
2011,198,4.33
2012,198,2.09
2013,198,0.68
2014,198,0.64
2015,198,4.15
2016,198,4.55
2017,198,3.45
2018,198,4.91
2019,198,5.81
2020,198,7.55
2008,199,2.24
2009,199,-0.45
2010,199,-1.13
2011,199,-0.54
2012,199,0.96
2013,199,-0.55
2014,199,-1.22
2015,199,-0.79
2016,199,-1.22
2017,199,6.86
2018,199,9.51
2019,199,
2020,199,
2008,200,-231.14
2009,200,
2010,200,
2011,200,
2012,200,
2013,200,
2014,200,
2015,200,
2016,200,
2017,200,
2018,200,
2019,200,
2020,200,
2008,201,11.73
2009,201,10.37
2010,201,-27.1
2011,201,-16.29
2012,201,1.9
2013,201,-2.66
2014,201,-4.39
2015,201,2.44
2016,201,0.32
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-17.42
2009,202,-31.39
2010,202,1.23
2011,202,-23.03
2012,202,11.47
2013,202,-1.46
2014,202,7.28
2015,202,3.05
2016,202,6.02
2017,202,102.63
2018,202,-5.68
2019,202,0.37
2020,202,4.79
2008,203,-52.9
2009,203,-1142.92
2010,203,
2011,203,-2870.93
2012,203,
2013,203,-24.1
2014,203,-53.13
2015,203,-197.86
2016,203,-25.76
2017,203,-6.59
2018,203,0.83
2019,203,19.97
2020,203,26.2
2008,204,-336.31
2009,204,-13.11
2010,204,-6.31
2011,204,-21.51
2012,204,-17.4
2013,204,-37.08
2014,204,-29.18
2015,204,2.83
2016,204,-6.47
2017,204,-43.27
2018,204,-179.77
2019,204,-542.81
2020,204,-116.67
2008,205,10.71
2009,205,5.11
2010,205,4.53
2011,205,2.7
2012,205,3.23
2013,205,3.5
2014,205,2.87
2015,205,4.7
2016,205,3.77
2017,205,-0.03
2018,205,0.17
2019,205,
2020,205,
2008,206,8.94
2009,206,4.78
2010,206,5.16
2011,206,1.73
2012,206,-12.44
2013,206,-40.76
2014,206,-4.26
2015,206,4.69
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,
2009,207,-3.56
2010,207,-3.69
2011,207,-1.73
2012,207,-2.24
2013,207,1.03
2014,207,-3.51
2015,207,18.87
2016,207,17.79
2017,207,18.29
2018,207,
2019,207,
2020,207,
2008,208,
2009,208,
2010,208,
2011,208,-54.71
2012,208,-1.54
2013,208,32.58
2014,208,72.34
2015,208,31.62
2016,208,23.47
2017,208,-8.76
2018,208,-3.69
2019,208,-37.66
2020,208,-60.4
2008,209,
2009,209,
2010,209,
2011,209,2.04
2012,209,-0.64
2013,209,13.36
2014,209,10.74
2015,209,9.63
2016,209,10.11
2017,209,9
2018,209,8.87
2019,209,9.21
2020,209,16.62
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,
2015,210,-67.28
2016,210,3.58
2017,210,-4.25
2018,210,0.98
2019,210,-28.91
2020,210,-45.62
2008,211,
2009,211,
2010,211,
2011,211,
2012,211,
2013,211,
2014,211,-49.99
2015,211,-190.6
2016,211,-207.69
2017,211,-142.89
2018,211,-44.25
2019,211,-97.88
2020,211,-373.84
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,
2014,212,0.05
2015,212,-16.66
2016,212,-41.84
2017,212,-41.24
2018,212,-21.94
2019,212,-5.21
2020,212,
2008,213,
2009,213,
2010,213,
2011,213,6.06
2012,213,11.35
2013,213,4.16
2014,213,0.73
2015,213,1.71
2016,213,21.88
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,
2015,214,
2016,214,11.85
2017,214,5.42
2018,214,8.45
2019,214,6.99
2020,214,3.3
2008,215,
2009,215,
2010,215,
2011,215,
2012,215,
2013,215,
2014,215,
2015,215,8.93
2016,215,-0.79
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,
2018,216,
2019,216,
2020,216,-24.36
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,
2014,217,
2015,217,
2016,217,5.81
2017,217,2.15
2018,217,8.29
2019,217,0.99
2020,217,10.91
2008,218,2.75
2009,218,-5.18
2010,218,3.5
2011,218,-5.04
2012,218,-3.27
2013,218,-36.44
2014,218,-73.35
2015,218,3.12
2016,218,-31.3
2017,218,2.65
2018,218,13.32
2019,218,26.62
2020,218,-39.78
2008,219,-18.52
2009,219,-9.26
2010,219,-3.79
2011,219,0.39
2012,219,-53.56
2013,219,-3.27
2014,219,2.91
2015,219,0.98
2016,219,2.26
2017,219,11.82
2018,219,5.08
2019,219,5.42
2020,219,6.55
2008,220,8.47
2009,220,5.96
2010,220,3.8
2011,220,-0.75
2012,220,-29.74
2013,220,-134.81
2014,220,-1376.47
2015,220,
2016,220,
2017,220,
2018,220,
2019,220,
2020,220,
2008,221,7.23
2009,221,8.83
2010,221,11.4
2011,221,2.23
2012,221,7.93
2013,221,5.18
2014,221,8.53
2015,221,7.41
2016,221,4.42
2017,221,6.07
2018,221,4.7
2019,221,3.29
2020,221,
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,
2015,222,-50.22
2016,222,-20.63
2017,222,-7.57
2018,222,0.17
2019,222,2.54
2020,222,1.77
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,
2015,223,-0.48
2016,223,18.08
2017,223,0.86
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,
2011,225,16.83
2012,225,5.05
2013,225,-3.54
2014,225,-0.84
2015,225,13.66
2016,225,4.19
2017,225,12.02
2018,225,7.67
2019,225,-7.27
2020,225,
2008,226,6.46
2009,226,-0.49
2010,226,2.73
2011,226,3.21
2012,226,-4.05
2013,226,-3.15
2014,226,-7.97
2015,226,-21.4
2016,226,-3.31
2017,226,-6.21
2018,226,6.11
2019,226,7.41
2020,226,4.84
2008,227,
2009,227,
2010,227,
2011,227,
2012,227,
2013,227,
2014,227,-2.87
2015,227,-7.48
2016,227,0.65
2017,227,0.76
2018,227,4.76
2019,227,9.44
2020,227,5.27
2008,228,-132.68
2009,228,34.09
2010,228,-33.55
2011,228,-35.16
2012,228,-44.63
2013,228,-65.12
2014,228,-257.03
2015,228,-345.37
2016,228,
2017,228,
2018,228,170.16
2019,228,-20.75
2020,228,-100.5
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,43.13
2013,229,6.09
2014,229,15.31
2015,229,0.2
2016,229,
2017,229,26.39
2018,229,45.39
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,
2013,230,
2014,230,
2015,230,
2016,230,
2017,230,14.9
2018,230,9.8
2019,230,7.64
2020,230,19.9
2008,231,0.57
2009,231,-8.77
2010,231,-19.95
2011,231,11.02
2012,231,-20.39
2013,231,-4.52
2014,231,-4.6
2015,231,0.24
2016,231,-0.3
2017,231,-20.8
2018,231,7.78
2019,231,27.3
2020,231,13.93
2008,232,9.99
2009,232,12.74
2010,232,11.48
2011,232,1.65
2012,232,8.24
2013,232,7.42
2014,232,7.33
2015,232,7.85
2016,232,6.38
2017,232,5.88
2018,232,2.08
2019,232,6.61
2020,232,1.22
2008,233,-13.64
2009,233,-20.1
2010,233,-2.14
2011,233,-15.7
2012,233,1.8
2013,233,6.03
2014,233,1.18
2015,233,7.94
2016,233,-0.99
2017,233,-0.27
2018,233,
2019,233,
2020,233,
2008,234,-9.92
2009,234,-7.66
2010,234,-4.89
2011,234,-5.42
2012,234,-2.18
2013,234,7.27
2014,234,-8.54
2015,234,-6
2016,234,-4.85
2017,234,-4.82
2018,234,5.92
2019,234,17.05
2020,234,0.11
2008,235,-24.63
2009,235,-17.34
2010,235,0.2
2011,235,-38.94
2012,235,-339.17
2013,235,
2014,235,
2015,235,
2016,235,
2017,235,-78.72
2018,235,-22.56
2019,235,-216.33
2020,235,
2008,236,-44.81
2009,236,-114.03
2010,236,-8.58
2011,236,-76.49
2012,236,1.56
2013,236,0.11
2014,236,
2015,236,
2016,236,
2017,236,
2018,236,20.64
2019,236,
2020,236,
2008,237,-19.05
2009,237,6.69
2010,237,-11.41
2011,237,-221.98
2012,237,-334.77
2013,237,-28.1
2014,237,-14.63
2015,237,5.27
2016,237,8.28
2017,237,57.86
2018,237,-23.19
2019,237,-77.26
2020,237,-73.19
2008,238,3039.93
2009,238,-16.5
2010,238,
2011,238,
2012,238,
2013,238,
2014,238,
2015,238,
2016,238,
2017,238,
2018,238,
2019,238,
2020,238,
2008,239,3.31
2009,239,4.23
2010,239,5.95
2011,239,4.56
2012,239,6.43
2013,239,4.6
2014,239,4.55
2015,239,4.1
2016,239,5.26
2017,239,6.88
2018,239,4.61
2019,239,7.14
2020,239,5.85
2008,240,
2009,240,
2010,240,-99.38
2011,240,184.58
2012,240,32.3
2013,240,-50.43
2014,240,57.86
2015,240,31.19
2016,240,-83.02
2017,240,78
2018,240,95.82
2019,240,-26.58
2020,240,-45.46
2008,241,0.67
2009,241,1.8
2010,241,0.07
2011,241,-2.67
2012,241,-8.16
2013,241,-8.56
2014,241,-8.39
2015,241,-2.59
2016,241,1.41
2017,241,-0.38
2018,241,0.49
2019,241,-1.23
2020,241,-8.72
2008,242,23.37
2009,242,7.69
2010,242,7.08
2011,242,7.53
2012,242,12.08
2013,242,14.63
2014,242,5.76
2015,242,6.61
2016,242,9.57
2017,242,7.4
2018,242,2.67
2019,242,26.58
2020,242,-80.56
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,-9.16
2009,244,-3.51
2010,244,-12.22
2011,244,-17.59
2012,244,-22.46
2013,244,-79.92
2014,244,-43.31
2015,244,-50.86
2016,244,-13.34
2017,244,19.97
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,
2012,245,
2013,245,
2014,245,
2015,245,19.03
2016,245,18.49
2017,245,15.96
2018,245,14.02
2019,245,13.48
2020,245,10.29
2008,246,27.19
2009,246,22.61
2010,246,22.72
2011,246,23.41
2012,246,24.31
2013,246,15.74
2014,246,2.73
2015,246,1.19
2016,246,1.27
2017,246,1.79
2018,246,10.51
2019,246,8.33
2020,246,5.41
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,-4.72
2009,249,-3.81
2010,249,-3.44
2011,249,-6.05
2012,249,-3.79
2013,249,-4.61
2014,249,-21.7
2015,249,1.52
2016,249,-3.55
2017,249,-8.38
2018,249,-4.07
2019,249,-4.04
2020,249,-1.25
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,
2018,250,1.29
2019,250,1.08
2020,250,4.41
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,
2014,253,
2015,253,
2016,253,4.63
2017,253,5.1
2018,253,6.1
2019,253,13.5
2020,253,5.25
2008,254,37.67
2009,254,2.79
2010,254,4.91
2011,254,51.22
2012,254,-3.16
2013,254,-3.12
2014,254,14.05
2015,254,39.63
2016,254,17.94
2017,254,20.1
2018,254,27.49
2019,254,36.85
2020,254,65.67
2008,255,-30.03
2009,255,-51.84
2010,255,-20.29
2011,255,-15.06
2012,255,-201.04
2013,255,-56.93
2014,255,-17.29
2015,255,-15.73
2016,255,-17.7
2017,255,-12.98
2018,255,2.68
2019,255,2.37
2020,255,
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,
