Date,Id,bvs
2010,128,6.068
2011,128,6.094
2012,128,7.58
2013,128,7.377
2014,128,7.342
2015,128,7.76
2016,128,8.433
2017,128,9.108
2018,128,9.95
2019,128,
2020,128,
2008,129,4.678
2009,129,4.808
2010,129,5.212
2011,129,5.542
2012,129,5.751
2013,129,3.88
2014,129,3.873
2015,129,3.862
2016,129,4.069
2017,129,4.297
2018,129,
2019,129,
2020,129,
2008,130,1.193
2009,130,1.505
2010,130,1.903
2011,130,2.115
2012,130,2.344
2013,130,2.481
2014,130,2.847
2015,130,3.251
2016,130,3.498
2017,130,3.606
2018,130,3.909
2019,130,
2020,130,
2008,131,5.445
2009,131,5.579
2010,131,5.574
2011,131,5.869
2012,131,6.303
2013,131,6.397
2014,131,6.754
2015,131,5.932
2016,131,6.021
2017,131,6.091
2018,131,6.353
2019,131,6.402
2020,131,5.725
2008,132,5.575
2009,132,5.96
2010,132,4.909
2011,132,5.412
2012,132,5.861
2013,132,7.977
2014,132,8.017
2015,132,8.258
2016,132,8.806
2017,132,10.727
2018,132,10.321
2019,132,9.056
2020,132,7.56
2008,133,1.388
2009,133,1.233
2010,133,1.575
2011,133,1.137
2012,133,0.876
2013,133,0.671
2014,133,0.522
2015,133,0.145
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,11.123
2009,134,12.03
2010,134,12.691
2011,134,12.989
2012,134,16.961
2013,134,17.898
2014,134,17.981
2015,134,18.692
2016,134,19.446
2017,134,20.115
2018,134,21.073
2019,134,19.938
2020,134,19.757
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,3.892
2013,135,4.032
2014,135,4.246
2015,135,4.446
2016,135,4.581
2017,135,4.747
2018,135,4.808
2019,135,4.932
2020,135,4.555
2008,136,2.465
2009,136,1.988
2010,136,1.956
2011,136,1.778
2012,136,1.877
2013,136,1.703
2014,136,1.868
2015,136,2.475
2016,136,3.458
2017,136,4.159
2018,136,4.671
2019,136,4.504
2020,136,5.536
2008,137,0.978
2009,137,0.934
2010,137,1.003
2011,137,1.172
2012,137,1.397
2013,137,1.537
2014,137,1.601
2015,137,1.683
2016,137,2.001
2017,137,1.621
2018,137,2.064
2019,137,2.333
2020,137,2.408
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,1.26
2009,139,1.329
2010,139,1.352
2011,139,1.429
2012,139,1.281
2013,139,1.013
2014,139,1.141
2015,139,1.479
2016,139,2.015
2017,139,2.52
2018,139,1.598
2019,139,1.658
2020,139,1.72
2008,140,12.098
2009,140,5.769
2010,140,5.75
2011,140,4.346
2012,140,1.884
2013,140,-1.056
2014,140,0.036
2015,140,0.065
2016,140,0.698
2017,140,0.598
2018,140,0.421
2019,140,
2020,140,
2008,141,6.577
2009,141,6.294
2010,141,6.096
2011,141,5.769
2012,141,5.384
2013,141,5.04
2014,141,4.742
2015,141,4.547
2016,141,3.844
2017,141,3.658
2018,141,3.888
2019,141,3.823
2020,141,3.177
2008,142,0.906
2009,142,0.86
2010,142,0.905
2011,142,0.822
2012,142,0.775
2013,142,1.591
2014,142,1.612
2015,142,1.483
2016,142,2.556
2017,142,2.913
2018,142,3.25
2019,142,3.372
2020,142,3.485
2008,143,0.333
2009,143,0.349
2010,143,0.328
2011,143,0.291
2012,143,0.226
2013,143,0.121
2014,143,0.099
2015,143,0.127
2016,143,0.105
2017,143,0.079
2018,143,0.155
2019,143,0.126
2020,143,
2008,144,11.535
2009,144,9.521
2010,144,8.146
2011,144,7.854
2012,144,6.318
2013,144,3.851
2014,144,3.478
2015,144,2.745
2016,144,-0.37
2017,144,0.639
2018,144,0.551
2019,144,0.563
2020,144,0.543
2008,145,1.16
2009,145,1.107
2010,145,1.089
2011,145,1.037
2012,145,0.947
2013,145,0.872
2014,145,0.748
2015,145,0.812
2016,145,0.861
2017,145,0.817
2018,145,0.896
2019,145,0.89
2020,145,0.932
2008,146,1.767
2009,146,1.792
2010,146,1.719
2011,146,1.827
2012,146,1.626
2013,146,0.998
2014,146,0.684
2015,146,0.45
2016,146,0.267
2017,146,0.11
2018,146,0.141
2019,146,0.101
2020,146,-0.058
2008,147,2.097
2009,147,2.274
2010,147,2.421
2011,147,2.398
2012,147,1.674
2013,147,0.979
2014,147,0.984
2015,147,1.01
2016,147,1.099
2017,147,1.212
2018,147,0.546
2019,147,0.658
2020,147,0.664
2008,148,0.383
2009,148,0.363
2010,148,0.383
2011,148,0.375
2012,148,0.336
2013,148,0.245
2014,148,0.255
2015,148,0.241
2016,148,0.237
2017,148,0.213
2018,148,0.209
2019,148,0.162
2020,148,
2008,149,1.188
2009,149,1.209
2010,149,1.343
2011,149,1.416
2012,149,1.406
2013,149,1.42
2014,149,1.435
2015,149,1.505
2016,149,1.53
2017,149,1.144
2018,149,1.074
2019,149,0.803
2020,149,
2008,150,2.184
2009,150,2.052
2010,150,2.303
2011,150,2.181
2012,150,1.867
2013,150,1.865
2014,150,2.044
2015,150,2.019
2016,150,1.714
2017,150,1.687
2018,150,2.121
2019,150,2.178
2020,150,2.342
2008,151,
2009,151,
2010,151,
2011,151,0.122
2012,151,0.129
2013,151,0.563
2014,151,1.347
2015,151,1.379
2016,151,1.628
2017,151,1.245
2018,151,1.253
2019,151,1.167
2020,151,1.182
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,0.019
2015,152,0.02
2016,152,0.014
2017,152,0.011
2018,152,0.009
2019,152,0.016
2020,152,0.016
2008,153,5.087
2009,153,4.466
2010,153,4.451
2011,153,2.961
2012,153,0.631
2013,153,0.784
2014,153,0.519
2015,153,0.193
2016,153,0.186
2017,153,0.329
2018,153,0.489
2019,153,0.54
2020,153,0.6
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,0.33
2014,154,0.656
2015,154,0.886
2016,154,0.932
2017,154,0.945
2018,154,1.073
2019,154,1.232
2020,154,1.125
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,1.402
2015,155,1.74
2016,155,1.932
2017,155,2.133
2018,155,2.305
2019,155,2.401
2020,155,2.481
2008,156,
2009,156,
2010,156,0.489
2011,156,0.471
2012,156,0.488
2013,156,0.521
2014,156,0.565
2015,156,0.586
2016,156,0.594
2017,156,0.648
2018,156,0.665
2019,156,0.677
2020,156,0.614
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,0.153
2013,157,0.272
2014,157,1.745
2015,157,1.837
2016,157,1.783
2017,157,-0.385
2018,157,-2.699
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,0.588
2015,158,1.227
2016,158,1.172
2017,158,1.119
2018,158,0.812
2019,158,0.73
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,0.04
2017,159,
2018,159,0.097
2019,159,0.185
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,0.177
2012,160,0.18
2013,160,0.187
2014,160,0.036
2015,160,0.623
2016,160,0.863
2017,160,1.041
2018,160,0.524
2019,160,-0.088
2020,160,0.016
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,0.184
2015,161,0.904
2016,161,0.983
2017,161,1.013
2018,161,0.997
2019,161,0.992
2020,161,0.947
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,0.129
2015,162,0.588
2016,162,0.636
2017,162,0.714
2018,162,0.778
2019,162,0.816
2020,162,0.692
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,0.075
2015,163,0.549
2016,163,0.552
2017,163,0.545
2018,163,0.501
2019,163,0.594
2020,163,1.146
2008,164,15.843
2009,164,16.646
2010,164,16.552
2011,164,16.703
2012,164,14.617
2013,164,11.022
2014,164,6.596
2015,164,3.504
2016,164,2.66
2017,164,0.682
2018,164,0.035
2019,164,-0.079
2020,164,0.667
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,2.405
2016,166,2.473
2017,166,2.538
2018,166,2.581
2019,166,2.603
2020,166,4.771
2008,167,1.413
2009,167,1.324
2010,167,1.315
2011,167,1.382
2012,167,1.289
2013,167,0.989
2014,167,0.708
2015,167,0.95
2016,167,0.986
2017,167,1.146
2018,167,1.18
2019,167,1.124
2020,167,0.833
2008,168,4.763
2009,168,4.905
2010,168,4.448
2011,168,4.264
2012,168,4.538
2013,168,4.787
2014,168,5.067
2015,168,5.121
2016,168,4.907
2017,168,4.925
2018,168,4.883
2019,168,4.879
2020,168,4.08
2008,169,12.267
2009,169,12.719
2010,169,14.136
2011,169,15.312
2012,169,16.341
2013,169,16.068
2014,169,16.593
2015,169,14.371
2016,169,14.728
2017,169,13.337
2018,169,14.167
2019,169,13.391
2020,169,10.473
2008,170,12.929
2009,170,12.026
2010,170,11.742
2011,170,11.657
2012,170,12.435
2013,170,12.42
2014,170,11.705
2015,170,11.386
2016,170,11.619
2017,170,12.616
2018,170,12.289
2019,170,11.925
2020,170,11.809
2008,171,2.64
2009,171,2.895
2010,171,3.407
2011,171,0.716
2012,171,-0.974
2013,171,0.11
2014,171,0.279
2015,171,0.386
2016,171,0.532
2017,171,0.863
2018,171,0.942
2019,171,1.243
2020,171,1.256
2008,172,27.603
2009,172,39.988
2010,172,41.124
2011,172,43.074
2012,172,37.213
2013,172,48.042
2014,172,49.071
2015,172,48.587
2016,172,48.988
2017,172,46.968
2018,172,47.287
2019,172,47.936
2020,172,44.489
2008,173,7.977
2009,173,9.92
2010,173,11.676
2011,173,13.525
2012,173,15.484
2013,173,13.325
2014,173,11.85
2015,173,9.951
2016,173,4.847
2017,173,4.576
2018,173,3.977
2019,173,4.047
2020,173,2.942
2008,174,5.486
2009,174,6.12
2010,174,6.987
2011,174,7.834
2012,174,8.497
2013,174,8.751
2014,174,10.295
2015,174,11.264
2016,174,12.128
2017,174,12.124
2018,174,13.148
2019,174,
2020,174,
2008,175,19.73
2009,175,21.387
2010,175,19.979
2011,175,22.319
2012,175,24.77
2013,175,25.987
2014,175,26.447
2015,175,28.162
2016,175,32.853
2017,175,32.824
2018,175,32.186
2019,175,32.684
2020,175,30.434
2008,176,1.214
2009,176,1.386
2010,176,1.366
2011,176,1.456
2012,176,1.09
2013,176,1.175
2014,176,1.415
2015,176,1.621
2016,176,1.71
2017,176,1.773
2018,176,2.092
2019,176,2.291
2020,176,2.245
2008,177,1.649
2009,177,1.654
2010,177,1.645
2011,177,1.722
2012,177,1.554
2013,177,1.371
2014,177,1.442
2015,177,1.431
2016,177,1.388
2017,177,1.348
2018,177,1.315
2019,177,1.168
2020,177,0.645
2008,178,23.561
2009,178,12.98
2010,178,8.231
2011,178,8.756
2012,178,8.595
2013,178,8.386
2014,178,9.611
2015,178,9.853
2016,178,8.617
2017,178,5.264
2018,178,3.034
2019,178,1.241
2020,178,0.534
2008,179,1.025
2009,179,0.406
2010,179,0.986
2011,179,1.443
2012,179,1.476
2013,179,1.499
2014,179,1.481
2015,179,1.508
2016,179,1.528
2017,179,1.66
2018,179,1.9
2019,179,2.173
2020,179,2.195
2008,180,1.601
2009,180,1.411
2010,180,1.279
2011,180,1.323
2012,180,1.295
2013,180,1.249
2014,180,1.282
2015,180,1.298
2016,180,1.338
2017,180,1.44
2018,180,1.622
2019,180,1.694
2020,180,1.48
2008,181,7.72
2009,181,6.084
2010,181,6.502
2011,181,7.442
2012,181,8.444
2013,181,9.025
2014,181,9.313
2015,181,10.013
2016,181,10.416
2017,181,7.802
2018,181,5.493
2019,181,5.739
2020,181,4.729
2008,182,2.894
2009,182,1.353
2010,182,0.607
2011,182,0.776
2012,182,0.526
2013,182,0.222
2014,182,0.125
2015,182,0.025
2016,182,-0.283
2017,182,0.044
2018,182,
2019,182,
2020,182,
2008,183,0.914
2009,183,0.87
2010,183,1.146
2011,183,1.255
2012,183,1.587
2013,183,2.17
2014,183,2.768
2015,183,3.341
2016,183,4.107
2017,183,4.279
2018,183,4.466
2019,183,4.528
2020,183,4.113
2008,184,0.643
2009,184,0.369
2010,184,0.182
2011,184,0.027
2012,184,-0.203
2013,184,-0.296
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,
2010,185,
2011,185,0.534
2012,185,1.733
2013,185,2.089
2014,185,2.423
2015,185,2.798
2016,185,3.22
2017,185,3.809
2018,185,4.186
2019,185,4.377
2020,185,3.808
2008,186,1.536
2009,186,1.665
2010,186,1.795
2011,186,1.819
2012,186,1.999
2013,186,2.111
2014,186,2.214
2015,186,2.226
2016,186,2.217
2017,186,2.206
2018,186,1.804
2019,186,1.678
2020,186,1.484
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,1.92
2013,187,8.201
2014,187,7.099
2015,187,5.092
2016,187,1.928
2017,187,0.072
2018,187,0.551
2019,187,-0.073
2020,187,-0.062
2008,188,
2009,188,
2010,188,1.264
2011,188,0.902
2012,188,0.954
2013,188,1.23
2014,188,1.678
2015,188,2.184
2016,188,2.822
2017,188,3.653
2018,188,4.28
2019,188,5.177
2020,188,6.437
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,2.886
2014,189,2.773
2015,189,2.914
2016,189,3.635
2017,189,3.84
2018,189,3.708
2019,189,3.837
2020,189,3.223
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,4.778
2016,190,5.187
2017,190,5.456
2018,190,5.585
2019,190,5.791
2020,190,6.036
2008,191,1.515
2009,191,0.892
2010,191,0.498
2011,191,0.048
2012,191,-0.446
2013,191,0.012
2014,191,-0.283
2015,191,-0.294
2016,191,-0.127
2017,191,0.038
2018,191,0.05
2019,191,0.059
2020,191,0.067
2008,192,7.609
2009,192,4.466
2010,192,1.678
2011,192,0.906
2012,192,2.425
2013,192,1.814
2014,192,2.517
2015,192,2.845
2016,192,3.154
2017,192,3.797
2018,192,3.073
2019,192,2.062
2020,192,0.966
2008,193,0.247
2009,193,0.156
2010,193,0.261
2011,193,0.176
2012,193,0.092
2013,193,0.038
2014,193,0.043
2015,193,0.076
2016,193,0.051
2017,193,0.054
2018,193,0.051
2019,193,0.05
2020,193,
2008,194,2.262
2009,194,2.575
2010,194,2.896
2011,194,2.982
2012,194,3.297
2013,194,3.463
2014,194,3.852
2015,194,4.234
2016,194,4.404
2017,194,4.932
2018,194,4.723
2019,194,5.848
2020,194,6.201
2008,195,
2009,195,
2010,195,
2011,195,2.083
2012,195,2.405
2013,195,2.593
2014,195,2.433
2015,195,1.248
2016,195,1.359
2017,195,1.659
2018,195,1.929
2019,195,
2020,195,
2008,196,3.089
2009,196,3.405
2010,196,3.801
2011,196,4.33
2012,196,4.889
2013,196,5.837
2014,196,6.734
2015,196,7.898
2016,196,9.009
2017,196,10.731
2018,196,12.973
2019,196,15.604
2020,196,18.046
2008,197,18.658
2009,197,21.174
2010,197,23.438
2011,197,25.273
2012,197,27.874
2013,197,32.008
2014,197,33.604
2015,197,35.94
2016,197,39.935
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,0.606
2009,198,0.421
2010,198,0.431
2011,198,0.45
2012,198,0.457
2013,198,0.338
2014,198,0.339
2015,198,0.359
2016,198,0.375
2017,198,0.391
2018,198,0.401
2019,198,0.418
2020,198,0.438
2008,199,6.556
2009,199,6.292
2010,199,5.968
2011,199,6.164
2012,199,6.282
2013,199,5.941
2014,199,6.074
2015,199,6.081
2016,199,5.903
2017,199,6.118
2018,199,6.744
2019,199,6.974
2020,199,8.466
2008,200,0.01
2009,200,-0.036
2010,200,-0.049
2011,200,-0.07
2012,200,-0.078
2013,200,-0.082
2014,200,-0.091
2015,200,-0.039
2016,200,-0.053
2017,200,-0.032
2018,200,-0.011
2019,200,-0.012
2020,200,-0.014
2008,201,3.769
2009,201,4.45
2010,201,3.519
2011,201,2.977
2012,201,3.109
2013,201,2.977
2014,201,3.007
2015,201,3.557
2016,201,3.172
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,1.995
2009,202,1.437
2010,202,1.512
2011,202,1.824
2012,202,2.299
2013,202,1.214
2014,202,2.533
2015,202,2.884
2016,202,2.942
2017,202,8.51
2018,202,7.414
2019,202,6.945
2020,202,7.364
2008,203,2.12
2009,203,-0.798
2010,203,0.295
2011,203,-0.255
2012,203,0.23
2013,203,0.183
2014,203,0.099
2015,203,0.006
2016,203,0.304
2017,203,0.286
2018,203,0.292
2019,203,0.351
2020,203,0.455
2008,204,0.567
2009,204,0.501
2010,204,0.458
2011,204,0.379
2012,204,0.319
2013,204,0.326
2014,204,0.238
2015,204,0.651
2016,204,0.589
2017,204,0.4
2018,204,0.152
2019,204,-0.011
2020,204,0.144
2008,205,1.152
2009,205,1.218
2010,205,1.268
2011,205,1.298
2012,205,1.319
2013,205,1.399
2014,205,1.439
2015,205,1.498
2016,205,1.566
2017,205,2.099
2018,205,2.048
2019,205,
2020,205,
2008,206,3.238
2009,206,3.411
2010,206,3.57
2011,206,3.612
2012,206,3.331
2013,206,2.301
2014,206,2.133
2015,206,2.756
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,1.213
2009,207,1.146
2010,207,1.13
2011,207,1.119
2012,207,1.067
2013,207,1.059
2014,207,1.034
2015,207,1.353
2016,207,1.512
2017,207,1.761
2018,207,
2019,207,
2020,207,
2008,208,0.246
2009,208,0.302
2010,208,0.114
2011,208,0.067
2012,208,0.066
2013,208,0.091
2014,208,0.204
2015,208,0.283
2016,208,0.358
2017,208,0.335
2018,208,0.322
2019,208,0.221
2020,208,0.118
2008,209,
2009,209,
2010,209,0.632
2011,209,95.014
2012,209,8.303
2013,209,9.258
2014,209,9.837
2015,209,10.089
2016,209,11.183
2017,209,12.381
2018,209,13.261
2019,209,14.213
2020,209,15.344
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,3.787
2015,210,2.216
2016,210,1.492
2017,210,1.659
2018,210,1.687
2019,210,1.224
2020,210,0.773
2008,211,
2009,211,1.282
2010,211,1.319
2011,211,1.339
2012,211,2.561
2013,211,2.935
2014,211,1.757
2015,211,0.341
2016,211,0.234
2017,211,0.309
2018,211,0.55
2019,211,0.26
2020,211,-0.077
2008,212,
2009,212,
2010,212,15.838
2011,212,17.55
2012,212,21.101
2013,212,21.262
2014,212,0.761
2015,212,0.792
2016,212,0.594
2017,212,0.541
2018,212,0.42
2019,212,0.521
2020,212,0.878
2008,213,
2009,213,
2010,213,1.192
2011,213,1.267
2012,213,1.53
2013,213,2.286
2014,213,2.266
2015,213,2.233
2016,213,2.427
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,0.012
2014,214,0.314
2015,214,0.647
2016,214,0.617
2017,214,0.98
2018,214,1.072
2019,214,1.139
2020,214,1.165
2008,215,
2009,215,
2010,215,
2011,215,0.728
2012,215,0.896
2013,215,1.047
2014,215,1.486
2015,215,1.64
2016,215,1.654
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,
2018,216,
2019,216,0.643
2020,216,0.502
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,1.228
2014,217,
2015,217,1.621
2016,217,1.767
2017,217,1.654
2018,217,1.787
2019,217,1.832
2020,217,2.465
2008,218,1.35
2009,218,1.214
2010,218,1.263
2011,218,1.35
2012,218,1.099
2013,218,0.681
2014,218,0.335
2015,218,1.187
2016,218,0.859
2017,218,0.88
2018,218,1.156
2019,218,1.511
2020,218,0.878
2008,219,12.491
2009,219,11.353
2010,219,11.011
2011,219,11.079
2012,219,6.224
2013,219,6.014
2014,219,6.201
2015,219,6.265
2016,219,6.427
2017,219,7.235
2018,219,7.634
2019,219,8.066
2020,219,8.75
2008,220,1.218
2009,220,1.298
2010,220,1.333
2011,220,1.326
2012,220,0.944
2013,220,0.192
2014,220,-0.144
2015,220,-2.769
2016,220,-3.341
2017,220,-3.511
2018,220,-0.973
2019,220,-0.427
2020,220,
2008,221,3.519
2009,221,3.856
2010,221,4.454
2011,221,4.394
2012,221,3.673
2013,221,3.639
2014,221,3.908
2015,221,4.001
2016,221,4.361
2017,221,4.374
2018,221,4.33
2019,221,4.353
2020,221,3.845
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,0.116
2015,222,0.092
2016,222,0.075
2017,222,0.069
2018,222,0.114
2019,222,0.096
2020,222,0.098
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,9.979
2015,223,4.489
2016,223,5.814
2017,223,5.039
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,0.024
2011,225,0.036
2012,225,0.598
2013,225,0.735
2014,225,0.775
2015,225,0.956
2016,225,1.019
2017,225,1.181
2018,225,1.267
2019,225,0.006
2020,225,0.003
2008,226,0.822
2009,226,0.825
2010,226,0.858
2011,226,0.887
2012,226,0.842
2013,226,0.815
2014,226,0.691
2015,226,0.542
2016,226,0.515
2017,226,0.472
2018,226,0.508
2019,226,0.551
2020,226,0.573
2008,227,
2009,227,
2010,227,
2011,227,8.919
2012,227,8.523
2013,227,7.383
2014,227,3.075
2015,227,2.878
2016,227,2.753
2017,227,2.812
2018,227,2.83
2019,227,2.527
2020,227,2.555
2008,228,1.153
2009,228,1.622
2010,228,1.144
2011,228,0.784
2012,228,0.484
2013,228,0.257
2014,228,-0.042
2015,228,0.007
2016,228,-0.073
2017,228,0.016
2018,228,0.158
2019,228,0.13
2020,228,0.047
2008,229,
2009,229,
2010,229,
2011,229,36.188
2012,229,51.01
2013,229,45.893
2014,229,49.683
2015,229,0.967
2016,229,0.959
2017,229,0.083
2018,229,0.368
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,4.077
2013,230,3.934
2014,230,4.13
2015,230,4.85
2016,230,5.541
2017,230,6.44
2018,230,7.252
2019,230,7.803
2020,230,9.322
2008,231,3.271
2009,231,2.866
2010,231,2.341
2011,231,2.016
2012,231,1.676
2013,231,1.563
2014,231,1.457
2015,231,1.416
2016,231,1.28
2017,231,0.967
2018,231,0.934
2019,231,1.186
2020,231,1.306
2008,232,3.336
2009,232,3.806
2010,232,4.297
2011,232,4.304
2012,232,4.698
2013,232,5.072
2014,232,5.323
2015,232,5.794
2016,232,6.124
2017,232,6.514
2018,232,6.667
2019,232,7.161
2020,232,7.771
2008,233,8.574
2009,233,7.051
2010,233,6.983
2011,233,6.14
2012,233,18.995
2013,233,19.733
2014,233,21.028
2015,233,21.628
2016,233,22.901
2017,233,18.373
2018,233,20.481
2019,233,40.269
2020,233,
2008,234,3.82
2009,234,3.331
2010,234,3.747
2011,234,3.848
2012,234,3.424
2013,234,3.117
2014,234,2.982
2015,234,3.08
2016,234,3.028
2017,234,2.652
2018,234,2.947
2019,234,3.554
2020,234,3.374
2008,235,3.016
2009,235,2.475
2010,235,2.541
2011,235,1.732
2012,235,-0.457
2013,235,-0.565
2014,235,-1.105
2015,235,-0.008
2016,235,0.004
2017,235,0.001
2018,235,0.001
2019,235,0.001
2020,235,
2008,236,0.455
2009,236,0.124
2010,236,0.109
2011,236,0.047
2012,236,0.047
2013,236,0.048
2014,236,-0.108
2015,236,-0.519
2016,236,-0.868
2017,236,0.015
2018,236,0.118
2019,236,0.077
2020,236,0.055
2008,237,0.183
2009,237,0.196
2010,237,0.174
2011,237,-0.01
2012,237,0.059
2013,237,0.044
2014,237,0.039
2015,237,0.041
2016,237,0.049
2017,237,0.086
2018,237,0.066
2019,237,0.029
2020,237,0.18
2008,238,0.044
2009,238,0.037
2010,238,-0.058
2011,238,-0.191
2012,238,-0.227
2013,238,-0.286
2014,238,-0.592
2015,238,-0.248
2016,238,-0.283
2017,238,-0.215
2018,238,-0.167
2019,238,-0.202
2020,238,-0.384
2008,239,0.526
2009,239,0.556
2010,239,0.597
2011,239,0.657
2012,239,0.706
2013,239,0.74
2014,239,0.772
2015,239,0.805
2016,239,0.846
2017,239,0.911
2018,239,0.952
2019,239,0.997
2020,239,1.053
2008,240,-0.145
2009,240,0.033
2010,240,0.008
2011,240,0.155
2012,240,0.216
2013,240,0.129
2014,240,0.232
2015,240,0.318
2016,240,0.131
2017,240,0.3
2018,240,0.85
2019,240,0.633
2020,240,0.398
2008,241,3.336
2009,241,3.42
2010,241,3.44
2011,241,3.356
2012,241,3.067
2013,241,3.057
2014,241,2.777
2015,241,1.55
2016,241,1.568
2017,241,1.577
2018,241,1.564
2019,241,1.454
2020,241,1.328
2008,242,1.912
2009,242,2.003
2010,242,2.714
2011,242,3.077
2012,242,3.245
2013,242,1.632
2014,242,1.809
2015,242,2.203
2016,242,2.534
2017,242,2.556
2018,242,2.698
2019,242,3.376
2020,242,1.353
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,2.604
2009,244,2.518
2010,244,2.229
2011,244,1.801
2012,244,1.406
2013,244,0.619
2014,244,0.412
2015,244,0.72
2016,244,0.629
2017,244,0.773
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,0.132
2012,245,0.247
2013,245,0.312
2014,245,0.583
2015,245,1.161
2016,245,1.422
2017,245,1.677
2018,245,1.907
2019,245,2.207
2020,245,2.47
2008,246,2.62
2009,246,3.503
2010,246,3.356
2011,246,2.181
2012,246,4.326
2013,246,5.448
2014,246,6.445
2015,246,7.394
2016,246,6.228
2017,246,5.779
2018,246,6.204
2019,246,7.454
2020,246,8.84
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,2.602
2009,249,2.699
2010,249,2.598
2011,249,2.384
2012,249,2.633
2013,249,2.298
2014,249,2.406
2015,249,2.073
2016,249,2.026
2017,249,1.914
2018,249,1.838
2019,249,1.76
2020,249,1.719
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,2.155
2018,250,1.762
2019,250,1.763
2020,250,1.863
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,0.754
2014,253,0.925
2015,253,0.909
2016,253,3.825
2017,253,4.013
2018,253,4.24
2019,253,4.442
2020,253,5.154
2008,254,0.63
2009,254,0.804
2010,254,0.824
2011,254,0.894
2012,254,0.869
2013,254,0.843
2014,254,0.899
2015,254,1.342
2016,254,1.772
2017,254,2.117
2018,254,2.169
2019,254,2.999
2020,254,6.189
2008,255,0.957
2009,255,0.557
2010,255,0.353
2011,255,0.305
2012,255,-0.001
2013,255,0.287
2014,255,0.424
2015,255,0.406
2016,255,0.416
2017,255,0.423
2018,255,0.455
2019,255,0.492
2020,255,0.483
2008,256,
2009,256,
2010,256,
2011,256,
