Date,Id,se
2020,138,
2008,139,18609
2009,139,19629
2010,139,19980
2011,139,21111
2012,139,33855
2013,139,26772
2014,139,30155
2015,139,39093
2016,139,55411
2017,139,77140
2018,139,58181
2019,139,60361
2020,139,68640
2008,140,41787
2009,140,39806
2010,140,39675
2011,140,29986
2012,140,13000
2013,140,-7284
2014,140,667
2015,140,1201
2016,140,12877
2017,140,11030
2018,140,7766
2019,140,
2020,140,
2008,141,822081
2009,141,786723
2010,141,761974
2011,141,720372
2012,141,670653
2013,141,625639
2014,141,586543
2015,141,559931
2016,141,472334
2017,141,448768
2018,141,415175
2019,141,408210
2020,141,339269
2008,142,70142
2009,142,66747
2010,142,70184
2011,142,63727
2012,142,60350
2013,142,124658
2014,142,126311
2015,142,116196
2016,142,343600
2017,142,391600
2018,142,436800
2019,142,453300
2020,142,468400
2008,143,49651
2009,143,52177
2010,143,49195
2011,143,43258
2012,143,33660
2013,143,18221
2014,143,14880
2015,143,19028
2016,143,15692
2017,143,11851
2018,143,23229
2019,143,18859
2020,143,
2008,144,357100
2009,144,296863
2010,144,257166
2011,144,247940
2012,144,199448
2013,144,121583
2014,144,109800
2015,144,86659
2016,144,-11689
2017,144,41558
2018,144,35847
2019,144,36572
2020,144,35320
2008,145,31715
2009,145,30278
2010,145,33215
2011,145,31634
2012,145,28886
2013,145,26601
2014,145,22815
2015,145,24768
2016,145,26260
2017,145,24915
2018,145,27333
2019,145,27135
2020,145,28403
2008,146,70530
2009,146,71689
2010,146,69657
2011,146,75055
2012,146,66792
2013,146,40987
2014,146,64456
2015,146,42363
2016,146,25172
2017,146,10775
2018,146,19198
2019,146,16225
2020,146,-9949
2008,147,501839
2009,147,539168
2010,147,573878
2011,147,568476
2012,147,395164
2013,147,226735
2014,147,257303
2015,147,263987
2016,147,287323
2017,147,315814
2018,147,141975
2019,147,170032
2020,147,172409
2008,148,49733
2009,148,46808
2010,148,49252
2011,148,48187
2012,148,42885
2013,148,31058
2014,148,32177
2015,148,30393
2016,148,29986
2017,148,26893
2018,148,27534
2019,148,21413
2020,148,
2008,149,478445
2009,149,485605
2010,149,539409
2011,149,563278
2012,149,555893
2013,149,560223
2014,149,565426
2015,149,588387
2016,149,597900
2017,149,557054
2018,149,522800
2019,149,393372
2020,149,
2008,150,2482400
2009,150,2331800
2010,150,2617700
2011,150,2478300
2012,150,2121900
2013,150,2119900
2014,150,2322900
2015,150,2293900
2016,150,1947700
2017,150,1916600
2018,150,2412400
2019,150,2477900
2020,150,2668300
2008,151,
2009,151,
2010,151,
2011,151,3507
2012,151,3721
2013,151,16183
2014,151,38700
2015,151,39491
2016,151,46225
2017,151,35352
2018,151,35600
2019,151,33476
2020,151,33601
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,1973
2015,152,2162
2016,152,1477
2017,152,1246
2018,152,1095
2019,152,3097
2020,152,3070
2008,153,1132900
2009,153,994600
2010,153,991200
2011,153,649100
2012,153,138400
2013,153,331800
2014,153,268400
2015,153,100000
2016,153,96000
2017,153,170200
2018,153,253200
2019,153,279400
2020,153,310300
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,1650
2014,154,14640
2015,154,19926
2016,154,20749
2017,154,21020
2018,154,23558
2019,154,26992
2020,154,24609
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,20858
2015,155,25871
2016,155,28696
2017,155,31684
2018,155,34244
2019,155,35667
2020,155,36859
2008,156,
2009,156,
2010,156,133124
2011,156,127994
2012,156,132652
2013,156,141694
2014,156,153790
2015,156,159262
2016,156,161534
2017,156,176390
2018,156,180822
2019,156,184200
2020,156,164811
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1527
2013,157,2719
2014,157,23732
2015,157,24965
2016,157,24193
2017,157,-5224
2018,157,-38022
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,3047
2016,158,2931
2017,158,2798
2018,158,2367
2019,158,2244
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,400
2017,159,573
2018,159,968
2019,159,1847
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,1888
2012,160,1917
2013,160,1993
2014,160,379
2015,160,8614
2016,160,12785
2017,160,16692
2018,160,8409
2019,160,-1606
2020,160,325
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,2563
2015,161,12565
2016,161,13664
2017,161,14083
2018,161,13793
2019,161,13733
2020,161,13004
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,1866
2015,162,8491
2016,162,9186
2017,162,10322
2018,162,11235
2019,162,11784
2020,162,10006
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,237
2015,163,1744
2016,163,1752
2017,163,1731
2018,163,1590
2019,163,1884
2020,163,3639
2008,164,65170
2009,164,68474
2010,164,68088
2011,164,68709
2012,164,60130
2013,164,45339
2014,164,27133
2015,164,14413
2016,164,10942
2017,164,2805
2018,164,172
2019,164,-392
2020,164,8969
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,1442962
2016,166,1484066
2017,166,1522661
2018,166,1548305
2019,166,1561193
2020,166,4580481
2008,167,1311053
2009,167,1227992
2010,167,1220385
2011,167,1283034
2012,167,1196698
2013,167,921202
2014,167,659743
2015,167,884904
2016,167,922727
2017,167,1072296
2018,167,1104070
2019,167,1058839
2020,167,784522
2008,168,208577
2009,168,214312
2010,168,193635
2011,168,185612
2012,168,197729
2013,168,208601
2014,168,220793
2015,168,223120
2016,168,213803
2017,168,214583
2018,168,212788
2019,168,212598
2020,168,177764
2008,169,44436000
2009,169,46073000
2010,169,51206000
2011,169,55472000
2012,169,59199000
2013,169,58210000
2014,169,59754000
2015,169,51753000
2016,169,53037000
2017,169,48030000
2018,169,51016000
2019,169,47839000
2020,169,37415000
2008,170,1916328
2009,170,1782463
2010,170,1740423
2011,170,1727764
2012,170,1775700
2013,170,1773556
2014,170,1671500
2015,170,1626000
2016,170,1729100
2017,170,1877500
2018,170,1828800
2019,170,1774600
2020,170,1758100
2008,171,324982
2009,171,356156
2010,171,425765
2011,171,89426
2012,171,-121766
2013,171,33507
2014,171,85239
2015,171,117911
2016,171,162617
2017,171,255110
2018,171,309612
2019,171,408547
2020,171,412836
2008,172,110413
2009,172,151953
2010,172,164495
2011,172,172295
2012,172,148852
2013,172,192168
2014,172,186469
2015,172,184629
2016,172,186154
2017,172,178479
2018,172,179690
2019,172,182157
2020,172,169057
2008,173,2757000
2009,173,3434000
2010,173,4060000
2011,173,4709000
2012,173,5405000
2013,173,4652000
2014,173,4137000
2015,173,3474000
2016,173,4866000
2017,173,4558000
2018,173,3962000
2019,173,4032000
2020,173,2923000
2008,174,2506593
2009,174,2803344
2010,174,3256375
2011,174,3612928
2012,174,3981372
2013,174,4142829
2014,174,4921479
2015,174,5412523
2016,174,5778424
2017,174,5801085
2018,174,6299575
2019,174,
2020,174,
2008,175,601386
2009,175,654651
2010,175,611538
2011,175,683162
2012,175,758199
2013,175,795456
2014,175,809531
2015,175,862033
2016,175,1087212
2017,175,1086272
2018,175,1065151
2019,175,1081637
2020,175,1007176
2008,176,72207
2009,176,81616
2010,176,80240
2011,176,84880
2012,176,62832
2013,176,67615
2014,176,80711
2015,176,92511
2016,176,94880
2017,176,97011
2018,176,112937
2019,176,121741
2020,176,119277
2008,177,427470
2009,177,428751
2010,177,426301
2011,177,446428
2012,177,402836
2013,177,355429
2014,177,373680
2015,177,370863
2016,177,359717
2017,177,349483
2018,177,340760
2019,177,302698
2020,177,167208
2008,178,795865
2009,178,438433
2010,178,756000
2011,178,804202
2012,178,857736
2013,178,843122
2014,178,971536
2015,178,997505
2016,178,872804
2017,178,533205
2018,178,646324
2019,178,342059
2020,178,147322
2008,179,7514
2009,179,2977
2010,179,26966
2011,179,39473
2012,179,40359
2013,179,40987
2014,179,40494
2015,179,41255
2016,179,41802
2017,179,45401
2018,179,51958
2019,179,59429
2020,179,60034
2008,180,165021
2009,180,143193
2010,180,129817
2011,180,134219
2012,180,131398
2013,180,126775
2014,180,130057
2015,180,131744
2016,180,135771
2017,180,146133
2018,180,164609
2019,180,171386
2020,180,148233
2008,181,14312
2009,181,11277
2010,181,12072
2011,181,13793
2012,181,15646
2013,181,16781
2014,181,17416
2015,181,18857
2016,181,19571
2017,181,14659
2018,181,10321
2019,181,10782
2020,181,8886
2008,182,82164
2009,182,38424
2010,182,51330
2011,182,65571
2012,182,44475
2013,182,18798
2014,182,10589
2015,182,2116
2016,182,-23962
2017,182,12955
2018,182,
2019,182,
2020,182,
2008,183,153899
2009,183,146578
2010,183,193070
2011,183,211403
2012,183,267290
2013,183,365465
2014,183,466190
2015,183,563926
2016,183,693138
2017,183,722250
2018,183,753691
2019,183,763647
2020,183,693582
2008,184,54107
2009,184,31042
2010,184,15334
2011,184,4322
2012,184,-32518
2013,184,-47437
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,20272
2010,185,27397
2011,185,36294
2012,185,117823
2013,185,142054
2014,185,164757
2015,185,190233
2016,185,218943
2017,185,259001
2018,185,284673
2019,185,297649
2020,185,258969
2008,186,51002
2009,186,55086
2010,186,59395
2011,186,60192
2012,186,64696
2013,186,68094
2014,186,71421
2015,186,71809
2016,186,71511
2017,186,71176
2018,186,58191
2019,186,54122
2020,186,47889
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,3489
2013,187,14899
2014,187,15998
2015,187,11474
2016,187,10615
2017,187,398
2018,187,3717
2019,187,-747
2020,187,-632
2008,188,
2009,188,
2010,188,315952
2011,188,225471
2012,188,238506
2013,188,307495
2014,188,419503
2015,188,546158
2016,188,703452
2017,188,923423
2018,188,1068807
2019,188,1306288
2020,188,1627048
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,404007
2014,189,388247
2015,189,407998
2016,189,825056
2017,189,871744
2018,189,841748
2019,189,867978
2020,189,729097
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,22824
2017,190,24007
2018,190,24574
2019,190,25482
2020,190,26557
2008,191,28985
2009,191,17657
2010,191,9865
2011,191,1012
2012,191,-9710
2013,191,642
2014,191,-15208
2015,191,-17392
2016,191,-7510
2017,191,2254
2018,191,11341
2019,191,13481
2020,191,15385
2008,192,45811
2009,192,29283
2010,192,12191
2011,192,6585
2012,192,27608
2013,192,21090
2014,192,29261
2015,192,37112
2016,192,49747
2017,192,67721
2018,192,54844
2019,192,36798
2020,192,17246
2008,193,45222
2009,193,28640
2010,193,66405
2011,193,44825
2012,193,23289
2013,193,10133
2014,193,12082
2015,193,31929
2016,193,22149
2017,193,24633
2018,193,23595
2019,193,23173
2020,193,
2008,194,445729
2009,194,508960
2010,194,575978
2011,194,594440
2012,194,661344
2013,194,701752
2014,194,787348
2015,194,869907
2016,194,903830
2017,194,1027090
2018,194,963393
2019,194,1198577
2020,194,1275983
2008,195,
2009,195,
2010,195,
2011,195,6960
2012,195,8036
2013,195,8663
2014,195,8129
2015,195,13919
2016,195,15147
2017,195,18494
2018,195,21385
2019,195,
2020,195,
2008,196,111646
2009,196,123823
2010,196,137493
2011,196,156100
2012,196,175757
2013,196,211808
2014,196,251907
2015,196,295426
2016,196,337017
2017,196,401404
2018,196,485297
2019,196,583722
2020,196,675039
2008,197,231358
2009,197,262476
2010,197,290521
2011,197,308330
2012,197,339778
2013,197,390173
2014,197,408623
2015,197,436915
2016,197,485487
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,14322
2009,198,30524
2010,198,31302
2011,198,32667
2012,198,33161
2013,198,45592
2014,198,45697
2015,198,48428
2016,198,50574
2017,198,52764
2018,198,53053
2019,198,54340
2020,198,56017
2008,199,58874
2009,199,56504
2010,199,53593
2011,199,55356
2012,199,56415
2013,199,53351
2014,199,54545
2015,199,54610
2016,199,53012
2017,199,54939
2018,199,60559
2019,199,62628
2020,199,76022
2008,200,10823
2009,200,-66980
2010,200,-91968
2011,200,-129985
2012,200,-145919
2013,200,-151895
2014,200,-168818
2015,200,-121421
2016,200,-167620
2017,200,-128031
2018,200,-44715
2019,200,-56005
2020,200,-73000
2008,201,60668
2009,201,71637
2010,201,56645
2011,201,48250
2012,201,50399
2013,201,49664
2014,201,50150
2015,201,59335
2016,201,52910
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,22602
2009,202,16243
2010,202,17090
2011,202,20265
2012,202,26164
2013,202,27937
2014,202,28970
2015,202,33624
2016,202,34283
2017,202,99894
2018,202,86347
2019,202,81852
2020,202,85454
2008,203,7674
2009,203,-2889
2010,203,24608
2011,203,-21320
2012,203,19211
2013,203,15259
2014,203,8279
2015,203,520
2016,203,25408
2017,203,23892
2018,203,24390
2019,203,29328
2020,203,37968
2008,204,6335
2009,204,5604
2010,204,5122
2011,204,4236
2012,204,3570
2013,204,3642
2014,204,2664
2015,204,7285
2016,204,6592
2017,204,4468
2018,204,1701
2019,204,-127
2020,204,1608
2008,205,57976
2009,205,61262
2010,205,65790
2011,205,67241
2012,205,67181
2013,205,71194
2014,205,72726
2015,205,74197
2016,205,75739
2017,205,101517
2018,205,98770
2019,205,
2020,205,
2008,206,15784
2009,206,16384
2010,206,16983
2011,206,16984
2012,206,20817
2013,206,17518
2014,206,16222
2015,206,20922
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,10823
2009,207,10181
2010,207,10553
2011,207,10312
2012,207,9844
2013,207,9776
2014,207,9603
2015,207,12655
2016,207,14136
2017,207,16467
2018,207,
2019,207,
2020,207,
2008,208,2066
2009,208,7595
2010,208,2868
2011,208,1678
2012,208,1652
2013,208,2295
2014,208,5267
2015,208,7238
2016,208,9162
2017,208,8573
2018,208,8249
2019,208,5659
2020,208,3012
2008,209,
2009,209,
2010,209,6
2011,209,51070
2012,209,42759
2013,209,127229
2014,209,140567
2015,209,156028
2016,209,172339
2017,209,191285
2018,209,204955
2019,209,219285
2020,209,236392
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,2320
2015,210,4624
2016,210,3112
2017,210,4145
2018,210,4215
2019,210,3057
2020,210,1930
2008,211,
2009,211,2711
2010,211,2789
2011,211,2832
2012,211,6279
2013,211,8306
2014,211,5812
2015,211,1098
2016,211,1202
2017,211,2268
2018,211,5774
2019,211,3261
2020,211,-983
2008,212,
2009,212,
2010,212,4452
2011,212,4933
2012,212,5931
2013,212,5977
2014,212,16958
2015,212,20158
2016,212,16437
2017,212,19276
2018,212,15077
2019,212,20901
2020,212,44570
2008,213,
2009,213,
2010,213,3429
2011,213,3643
2012,213,4399
2013,213,7363
2014,213,7287
2015,213,7168
2016,213,7759
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,125
2014,214,3264
2015,214,7238
2016,214,6960
2017,214,13828
2018,214,15930
2019,214,16973
2020,214,17283
2008,215,
2009,215,
2010,215,
2011,215,1912
2012,215,2351
2013,215,2749
2014,215,4512
2015,215,4979
2016,215,5101
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,
2018,216,
2019,216,12644
2020,216,9870
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,19097
2014,217,
2015,217,29379
2016,217,32022
2017,217,29916
2018,217,31136
2019,217,31419
2020,217,43999
2008,218,68430
2009,218,61437
2010,218,63924
2011,218,68210
2012,218,56002
2013,218,34650
2014,218,17034
2015,218,84572
2016,218,61006
2017,218,62471
2018,218,82034
2019,218,107276
2020,218,62883
2008,219,14424
2009,219,13006
2010,219,12568
2011,219,12600
2012,219,7047
2013,219,6809
2014,219,7021
2015,219,7094
2016,219,7221
2017,219,8128
2018,219,8456
2019,219,8934
2020,219,9280
2008,220,38401
2009,220,42446
2010,220,43600
2011,220,43346
2012,220,30868
2013,220,6285
2014,220,-4695
2015,220,-90538
2016,220,-109261
2017,220,-114797
2018,220,-31821
2019,220,-13977
2020,220,
2008,221,55896
2009,221,61600
2010,221,72774
2011,221,71592
2012,221,99208
2013,221,97566
2014,221,109886
2015,221,121715
2016,221,137211
2017,221,139075
2018,221,136075
2019,221,134653
2020,221,116351
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,1322
2015,222,1047
2016,222,851
2017,222,789
2018,222,1415
2019,222,1195
2020,222,1216
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,36126
2015,223,52416
2016,223,62807
2017,223,58063
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,2414
2011,225,3647
2012,225,7875
2013,225,8383
2014,225,13430
2015,225,17174
2016,225,18307
2017,225,22614
2018,225,24257
2019,225,200
2020,225,94
2008,226,75832
2009,226,72702
2010,226,75557
2011,226,78073
2012,226,74172
2013,226,71750
2014,226,60869
2015,226,47807
2016,226,45430
2017,226,41665
2018,226,44838
2019,226,48587
2020,226,50515
2008,227,
2009,227,
2010,227,
2011,227,171261
2012,227,163667
2013,227,369132
2014,227,599563
2015,227,561287
2016,227,536833
2017,227,548419
2018,227,541730
2019,227,484745
2020,227,491188
2008,228,20507
2009,228,28849
2010,228,20357
2011,228,13945
2012,228,8611
2013,228,4578
2014,228,-744
2015,228,709
2016,228,-8038
2017,228,1758
2018,228,17446
2019,228,14380
2020,228,5192
2008,229,
2009,229,
2010,229,
2011,229,3658
2012,229,5156
2013,229,4639
2014,229,5022
2015,229,14881
2016,229,14763
2017,229,1263
2018,229,6212
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,43365
2013,230,41844
2014,230,43927
2015,230,66506
2016,230,75978
2017,230,88308
2018,230,96461
2019,230,103068
2020,230,121433
2008,231,15407
2009,231,13497
2010,231,10940
2011,231,15764
2012,231,12398
2013,231,11769
2014,231,10496
2015,231,10004
2016,231,8878
2017,231,6783
2018,231,6587
2019,231,8364
2020,231,9211
2008,232,170305
2009,232,194314
2010,232,219395
2011,232,219719
2012,232,239875
2013,232,259826
2014,232,272679
2015,232,296808
2016,232,316958
2017,232,337142
2018,232,341723
2019,232,356514
2020,232,386868
2008,233,95959
2009,233,78911
2010,233,78160
2011,233,68354
2012,233,535664
2013,233,556458
2014,233,592995
2015,233,609906
2016,233,637777
2017,233,494190
2018,233,578845
2019,233,1138085
2020,233,
2008,234,134059
2009,234,116896
2010,234,131518
2011,234,135043
2012,234,120172
2013,234,108099
2014,234,101987
2015,234,105337
2016,234,103557
2017,234,90697
2018,234,102042
2019,234,124656
2020,234,118864
2008,235,128174
2009,235,105189
2010,235,110799
2011,235,75517
2012,235,-19910
2013,235,-24614
2014,235,-48196
2015,235,-3566
2016,235,1897
2017,235,555
2018,235,601
2019,235,252
2020,235,
2008,236,15475
2009,236,4203
2010,236,3723
2011,236,1611
2012,236,1612
2013,236,1620
2014,236,-3658
2015,236,-17662
2016,236,-29510
2017,236,525
2018,236,4799
2019,236,3154
2020,236,2259
2008,237,95366
2009,237,101788
2010,237,90304
2011,237,-4952
2012,237,64609
2013,237,48631
2014,237,42627
2015,237,44645
2016,237,53384
2017,237,93774
2018,237,72044
2019,237,31243
2020,237,239205
2008,238,10232
2009,238,8673
2010,238,-13334
2011,238,-44112
2012,238,-52586
2013,238,-66166
2014,238,-81516
2015,238,-102423
2016,238,-116997
2017,238,-88677
2018,238,-104962
2019,238,-126897
2020,238,-241428
2008,239,228851
2009,239,241687
2010,239,259739
2011,239,285537
2012,239,307086
2013,239,322016
2014,239,335860
2015,239,349883
2016,239,367941
2017,239,396283
2018,239,414188
2019,239,433590
2020,239,457804
2008,240,-9839
2009,240,2218
2010,240,509
2011,240,10501
2012,240,14665
2013,240,8711
2014,240,15720
2015,240,21544
2016,240,8870
2017,240,20303
2018,240,57562
2019,240,42887
2020,240,26956
2008,241,70955
2009,241,71742
2010,241,71207
2011,241,68865
2012,241,62724
2013,241,62514
2014,241,56795
2015,241,73794
2016,241,74628
2017,241,75069
2018,241,74438
2019,241,69221
2020,241,63191
2008,242,486456
2009,242,509226
2010,242,690032
2011,242,779776
2012,242,822300
2013,242,413600
2014,242,458534
2015,242,559572
2016,242,643600
2017,242,649900
2018,242,685900
2019,242,858300
2020,242,339800
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,304161
2009,244,294175
2010,244,260350
2011,244,210350
2012,244,164229
2013,244,72347
2014,244,48101
2015,244,135625
2016,244,118510
2017,244,145589
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,8631
2012,245,16193
2013,245,21977
2014,245,41051
2015,245,93358
2016,245,114297
2017,245,134737
2018,245,153124
2019,245,177120
2020,245,198189
2008,246,3421649
2009,246,4574910
2010,246,4383065
2011,246,2848202
2012,246,5650526
2013,246,7116304
2014,246,8417998
2015,246,9658000
2016,246,8134000
2017,246,7548000
2018,246,8103000
2019,246,9696000
2020,246,11500000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,763577
2009,249,780195
2010,249,763955
2011,249,669045
2012,249,723138
2013,249,629489
2014,249,653513
2015,249,546988
2016,249,529203
2017,249,489431
2018,249,466481
2019,249,457464
2020,249,446352
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,78980
2018,250,80070
2019,250,80132
2020,250,85598
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,11899
2014,253,14605
2015,253,14349
2016,253,60390
2017,253,63205
2018,253,67331
2019,253,70435
2020,253,81465
2008,254,24069
2009,254,30503
2010,254,31116
2011,254,33337
2012,254,32415
2013,254,31336
2014,254,34692
2015,254,52429
2016,254,66734
2017,254,80042
2018,254,81792
2019,254,112571
2020,254,233257
2008,255,4768
2009,255,2775
2010,255,1759
2011,255,1521
2012,255,-4
2013,255,3958
2014,255,8013
2015,255,7673
2016,255,10867
2017,255,12754
2018,255,15533
2019,255,21938
2020,255,22221
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,2946
2014,257,10031
2015,257,42967
2016,257,86929
2017,257,133728
2018,257,207786
2019,257,257995
2020,257,288167
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,4512
2017,258,24755
2018,258,22243
2019,258,20419
2020,258,14240
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,1241848
2014,262,1234062
2015,262,1090550
2016,262,1119826
2017,262,1119965
2018,262,1137559
2019,262,1153543
2020,262,1083278
2008,263,876600
2009,263,1012200
2010,263,357840
2011,263,-568759
2012,263,-996460
2013,263,-1342907
2014,263,174429
2015,263,160922
2016,263,367337
2017,263,315593
2018,263,312500
2019,263,
2020,263,
2008,264,843521
2009,264,983487
2010,264,1105993
2011,264,1045534
2012,264,1331463
2013,264,1650794
2014,264,1813348
2015,264,2070135
2016,264,2150660
2017,264,2208777
2018,264,2060989
2019,264,2343113
2020,264,2738531
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,4963
2013,265,
2014,265,8692
2015,265,39813
2016,265,33351
2017,265,24383
2018,265,20982
2019,265,16949
2020,265,9844
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,7554
2016,266,15567
2017,266,22081
2018,266,24468
2019,266,26233
2020,266,52919
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,2724000
2016,269,1063000
2017,269,1185640
2018,269,1329347
2019,269,1560400
2020,269,1740900
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,5219
2017,270,5546
2018,270,3980
2019,270,21996
2020,270,20171
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,2906
2015,271,4567
2016,271,10363
2017,271,18035
2018,271,20017
2019,271,13420
2020,271,1284
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,1895
2015,272,2079
2016,272,
2017,272,3754
2018,272,2857
2019,272,3397
2020,272,3254
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,7052
2017,273,7325
2018,273,7525
2019,273,7596
2020,273,16385
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,434772
2015,274,434555
2016,274,361878
2017,274,383411
2018,274,418748
2019,274,440110
2020,274,445454
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,5666
2014,275,5545
2015,275,5067
2016,275,9889
2017,275,14940
2018,275,17128
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,31003
2014,277,32961
2015,277,44569
2016,277,70325
2017,277,74360
2018,277,81437
2019,277,86226
2020,277,83049
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,806
2015,278,1750
2016,278,1488
2017,278,6179
2018,278,5450
2019,278,3080
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,214
2016,279,1047
2017,279,7632
2018,279,8159
2019,279,8387
2020,279,8391
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
2017,280,
2018,280,
2019,280,
2020,280,
2008,281,
2009,281,
2010,281,
2011,281,
2012,281,
2013,281,
2014,281,
2015,281,
2016,281,
2017,281,
2018,281,
2019,281,
2020,281,
2008,282,
2009,282,
2010,282,
2011,282,
2012,282,
