Date,Id,historic beta
2008,1,
2009,1,
2010,1,
2011,1,
2012,1,
2013,1,
2014,1,
2015,1,
2016,1,
2017,1,
2018,1,
2019,1,
2020,1,
2008,2,0.81
2009,2,0.73
2010,2,0.59
2011,2,0.52
2012,2,0.51
2013,2,0.47
2014,2,0.63
2015,2,0.93
2016,2,1.69
2017,2,1.8
2018,2,1.79
2019,2,1.53
2020,2,0.73
2008,3,
2009,3,
2010,3,
2011,3,
2012,3,
2013,3,
2014,3,1.5291
2015,3,1.6799
2016,3,0.8889
2017,3,0.3258
2018,3,0.4969
2019,3,0.7202
2020,3,0.4384
2008,4,
2009,4,
2010,4,
2011,4,
2012,4,
2013,4,0.5664
2014,4,0.1078
2015,4,-0.0802
2016,4,-0.2695
2017,4,-0.2147
2018,4,-0.206
2019,4,0.0023
2020,4,0.8528
2008,5,
2009,5,
2010,5,
2011,5,
2012,5,
2013,5,
2014,5,0.4556
2015,5,0.3814
2016,5,0.2128
2017,5,0.401
2018,5,0.5934
2019,5,0.5135
2020,5,0.6934
2008,6,
2009,6,
2010,6,
2011,6,
2012,6,
2013,6,
2014,6,-0.56
2015,6,-0.29
2016,6,0.03
2017,6,-0.04
2018,6,-0.03
2019,6,0.08
2020,6,0.05
2008,7,
2009,7,
2010,7,
2011,7,
2012,7,
2013,7,
2014,7,0.55
2015,7,0.31
2016,7,0.15
2017,7,0.1
2018,7,0.24
2019,7,0.19
2020,7,0.1
2008,8,1.0816
2009,8,1.3251
2010,8,1.2933
2011,8,1.2725
2012,8,1.1385
2013,8,0.9306
2014,8,0.7371
2015,8,0.7263
2016,8,0.5858
2017,8,0.7287
2018,8,0.9685
2019,8,1.0494
2020,8,1.0075
2008,9,1.2329
2009,9,1.0316
2010,9,0.9145
2011,9,0.8886
2012,9,0.8045
2013,9,0.7513
2014,9,0.7964
2015,9,0.8806
2016,9,0.8872
2017,9,1.0656
2018,9,1.2968
2019,9,1.1091
2020,9,1.2068
2008,10,0.8328
2009,10,0.907
2010,10,0.9047
2011,10,0.8047
2012,10,0.6874
2013,10,0.5498
2014,10,0.4288
2015,10,0.4029
2016,10,0.5334
2017,10,0.7561
2018,10,0.9451
2019,10,0.8636
2020,10,0.8982
2008,11,1.0725
2009,11,0.8204
2010,11,0.8069
2011,11,0.834
2012,11,0.7965
2013,11,0.7952
2014,11,0.8582
2015,11,0.817
2016,11,0.8365
2017,11,0.9268
2018,11,1.0866
2019,11,0.9262
2020,11,1.4853
2008,12,1.702
2009,12,1.8392
2010,12,1.5056
2011,12,1.4907
2012,12,1.3059
2013,12,0.992
2014,12,0.7998
2015,12,1.1531
2016,12,1.1666
2017,12,1.5514
2018,12,1.4758
2019,12,1.4223
2020,12,1.2663
2008,13,1.2749
2009,13,1.5941
2010,13,1.4931
2011,13,1.3775
2012,13,1.2695
2013,13,1.1203
2014,13,0.9463
2015,13,1.1674
2016,13,1.4546
2017,13,1.7805
2018,13,2.0363
2019,13,1.8912
2020,13,1.8408
2008,14,
2009,14,
2010,14,
2011,14,
2012,14,
2013,14,
2014,14,
2015,14,
2016,14,
2017,14,
2018,14,
2019,14,
2020,14,
2008,15,1.31
2009,15,1.63
2010,15,1.51
2011,15,1.45
2012,15,1.33
2013,15,1.11
2014,15,0.68
2015,15,0.6
2016,15,0.37
2017,15,0.26
2018,15,0.15
2019,15,0.13
2020,15,0
2008,16,
2009,16,
2010,16,
2011,16,
2012,16,
2013,16,
2014,16,
2015,16,
2016,16,
2017,16,
2018,16,
2019,16,
2020,16,
2008,17,
2009,17,
2010,17,
2011,17,
2012,17,
2013,17,
2014,17,
2015,17,-6.5608
2016,17,1.8593
2017,17,1.571
2018,17,1.361
2019,17,1.2758
2020,17,0.9725
2008,18,
2009,18,
2010,18,
2011,18,
2012,18,
2013,18,
2014,18,
2015,18,
2016,18,1.2953
2017,18,1.0493
2018,18,1.1019
2019,18,0.9671
2020,18,1.0058
2008,19,0.6395
2009,19,0.5373
2010,19,0.4371
2011,19,0.35
2012,19,0.3143
2013,19,0.159
2014,19,0.098
2015,19,0.2276
2016,19,0.2725
2017,19,0.3588
2018,19,0.4045
2019,19,0.3749
2020,19,0.3849
2008,20,
2009,20,
2010,20,
2011,20,
2012,20,
2013,20,
2014,20,
2015,20,0.1595
2016,20,0.3059
2017,20,0.3608
2018,20,0.3091
2019,20,0.2131
2020,20,0.2945
2008,21,
2009,21,
2010,21,
2011,21,
2012,21,
2013,21,
2014,21,
2015,21,2.45
2016,21,0.96
2017,21,1.03
2018,21,0.9
2019,21,0.73
2020,21,0.8
2008,22,
2009,22,
2010,22,
2011,22,
2012,22,
2013,22,
2014,22,
2015,22,0.231
2016,22,0.4743
2017,22,0.4386
2018,22,0.4741
2019,22,0.4308
2020,22,0.4995
2008,23,1.9571
2009,23,1.275
2010,23,0.8376
2011,23,0.8219
2012,23,0.6879
2013,23,0.3777
2014,23,0.4918
2015,23,0.7137
2016,23,0.7428
2017,23,1.0341
2018,23,1.1792
2019,23,1.1123
2020,23,1.1899
2008,24,0.7967
2009,24,0.6232
2010,24,0.5503
2011,24,0.5245
2012,24,0.4584
2013,24,0.2805
2014,24,0.2729
2015,24,0.3412
2016,24,0.2372
2017,24,0.2605
2018,24,0.2902
2019,24,0.2982
2020,24,0.1899
2008,25,
2009,25,
2010,25,
2011,25,
2012,25,
2013,25,
2014,25,
2015,25,
2016,25,
2017,25,
2018,25,
2019,25,
2020,25,
2008,26,1.3376
2009,26,1.2537
2010,26,1.3586
2011,26,1.164
2012,26,1.1014
2013,26,0.9313
2014,26,0.899
2015,26,0.6925
2016,26,1.0529
2017,26,1.1292
2018,26,1.4973
2019,26,1.6029
2020,26,1.0893
2008,27,0.7126
2009,27,0.911
2010,27,0.7698
2011,27,0.7093
2012,27,0.7103
2013,27,0.6873
2014,27,0.5496
2015,27,0.8003
2016,27,0.7112
2017,27,0.9723
2018,27,1.2693
2019,27,1.2885
2020,27,1.507
2008,28,1.3068
2009,28,1.1909
2010,28,0.9584
2011,28,0.8862
2012,28,0.8997
2013,28,0.7475
2014,28,0.7707
2015,28,0.9471
2016,28,1.0937
2017,28,1.0639
2018,28,1.0414
2019,28,0.8809
2020,28,0.9113
2008,29,-0.03
2009,29,0.02
2010,29,0.05
2011,29,0.07
2012,29,0.02
2013,29,0.04
2014,29,0.08
2015,29,0.05
2016,29,-0.09
2017,29,-0.06
2018,29,-0.07
2019,29,-0.12
2020,29,-0.08
2008,30,1.6846
2009,30,1.8101
2010,30,1.4846
2011,30,1.3478
2012,30,1.3113
2013,30,1.2614
2014,30,1.0774
2015,30,1.1224
2016,30,1.2882
2017,30,1.2145
2018,30,1.2631
2019,30,0.9073
2020,30,1.1382
2008,31,
2009,31,
2010,31,1.8097
2011,31,0.6422
2012,31,0.4243
2013,31,0.4235
2014,31,0.4986
2015,31,-0.1036
2016,31,0.2822
2017,31,0.3469
2018,31,0.5067
2019,31,0.3895
2020,31,0.8006
2008,32,0.9109
2009,32,0.6326
2010,32,0.6104
2011,32,0.5046
2012,32,0.4248
2013,32,0.2855
2014,32,0.4305
2015,32,0.4983
2016,32,0.4966
2017,32,0.6289
2018,32,0.5593
2019,32,0.339
2020,32,0.129
2008,33,0.74
2009,33,0.49
2010,33,0.58
2011,33,0.58
2012,33,0.58
2013,33,0.62
2014,33,0.98
2015,33,1.05
2016,33,1.08
2017,33,1.13
2018,33,1.07
2019,33,0.69
2020,33,0.3
2008,34,0.77
2009,34,0.86
2010,34,0.96
2011,34,0.89
2012,34,0.99
2013,34,1.07
2014,34,1.17
2015,34,1.26
2016,34,1.02
2017,34,0.75
2018,34,0.59
2019,34,0.35
2020,34,-0.01
2008,35,1.5316
2009,35,1.5215
2010,35,1.6009
2011,35,1.381
2012,35,1.3394
2013,35,1.2546
2014,35,1.1988
2015,35,1.0387
2016,35,1.3529
2017,35,1.3549
2018,35,1.3231
2019,35,1.2657
2020,35,1.0894
2008,36,1.2455
2009,36,1.3385
2010,36,1.3206
2011,36,1.2479
2012,36,1.2475
2013,36,1.1115
2014,36,0.9351
2015,36,0.8922
2016,36,0.8438
2017,36,0.7584
2018,36,0.959
2019,36,1.0215
2020,36,0.833
2008,37,1.2741
2009,37,1.4601
2010,37,1.5386
2011,37,1.4069
2012,37,1.4237
2013,37,1.4342
2014,37,1.3056
2015,37,1.2958
2016,37,1.2809
2017,37,1.1083
2018,37,1.0518
2019,37,0.9385
2020,37,0.5673
2008,38,1.7607
2009,38,1.3311
2010,38,1.3649
2011,38,1.2009
2012,38,0.9636
2013,38,0.555
2014,38,0.7055
2015,38,0.6472
2016,38,0.8072
2017,38,1.0595
2018,38,1.3108
2019,38,1.2699
2020,38,1.1198
2008,39,0.8566
2009,39,1.057
2010,39,0.8945
2011,39,0.8777
2012,39,0.7726
2013,39,0.6327
2014,39,0.4279
2015,39,0.5487
2016,39,0.6339
2017,39,0.6796
2018,39,0.8065
2019,39,0.6508
2020,39,0.6807
2008,40,1.6702
2009,40,1.2702
2010,40,0.8755
2011,40,0.8323
2012,40,0.7309
2013,40,0.6274
2014,40,0.6733
2015,40,0.8274
2016,40,0.9118
2017,40,1.1112
2018,40,0.9269
2019,40,0.8141
2020,40,0.809
2008,41,0.2013
2009,41,0.321
2010,41,0.7248
2011,41,0.7876
2012,41,0.7773
2013,41,1.1965
2014,41,1.4596
2015,41,1.174
2016,41,1.2763
2017,41,1.2917
2018,41,0.8519
2019,41,0.8098
2020,41,0.8635
2008,42,0.7659
2009,42,0.7515
2010,42,0.7838
2011,42,0.837
2012,42,0.843
2013,42,0.9539
2014,42,1.0381
2015,42,1.082
2016,42,0.9139
2017,42,0.911
2018,42,0.7019
2019,42,0.6267
2020,42,0.703
2008,43,0.4369
2009,43,0.3261
2010,43,0.3675
2011,43,0.4079
2012,43,0.4128
2013,43,0.4351
2014,43,0.5183
2015,43,0.5378
2016,43,0.3746
2017,43,0.3864
2018,43,0.3893
2019,43,0.3609
2020,43,0.2909
2008,44,2.87
2009,44,1.85
2010,44,1.25
2011,44,1.18
2012,44,1.11
2013,44,1.03
2014,44,0.87
2015,44,1.25
2016,44,1.42
2017,44,1.58
2018,44,1.01
2019,44,0.8
2020,44,0.42
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,0.7573
2009,46,0.491
2010,46,0.4021
2011,46,0.3036
2012,46,0.3688
2013,46,0.3988
2014,46,0.5394
2015,46,0.732
2016,46,0.923
2017,46,0.8679
2018,46,0.9787
2019,46,0.9018
2020,46,0.8043
2008,47,1.0996
2009,47,0.9598
2010,47,0.9577
2011,47,0.9042
2012,47,0.8256
2013,47,0.9347
2014,47,1.002
2015,47,0.9963
2016,47,1.0048
2017,47,1.0463
2018,47,0.794
2019,47,0.7189
2020,47,0.887
2008,48,
2009,48,
2010,48,
2011,48,0.36
2012,48,0.69
2013,48,0.71
2014,48,0.72
2015,48,0.73
2016,48,0.7
2017,48,0.5
2018,48,0.3
2019,48,0.2
2020,48,0.03
2008,49,
2009,49,
2010,49,
2011,49,
2012,49,0.5997
2013,49,-0.4617
2014,49,-0.2341
2015,49,-0.1391
2016,49,0.0708
2017,49,0.0797
2018,49,0.4431
2019,49,0.4513
2020,49,0.3547
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,
2013,50,
2014,50,0.3467
2015,50,0.0016
2016,50,0.2222
2017,50,0.1389
2018,50,0.2137
2019,50,0.2251
2020,50,0.3244
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,
2015,52,0.1983
2016,52,0.7093
2017,52,0.8752
2018,52,0.8183
2019,52,0.7725
2020,52,0.9128
2008,53,1.3966
2009,53,1.2099
2010,53,1.1356
2011,53,1.095
2012,53,1.0137
2013,53,0.7091
2014,53,0.6946
2015,53,0.7787
2016,53,0.6753
2017,53,0.9436
2018,53,1.264
2019,53,1.2054
2020,53,1.2194
2008,54,0.9737
2009,54,0.8836
2010,54,0.7713
2011,54,0.781
2012,54,0.6839
2013,54,0.5832
2014,54,0.6158
2015,54,0.7062
2016,54,0.4556
2017,54,0.5738
2018,54,0.8381
2019,54,0.9794
2020,54,1.2848
2008,55,0.5079
2009,55,0.4641
2010,55,0.4757
2011,55,0.3263
2012,55,0.324
2013,55,0.3143
2014,55,0.3096
2015,55,0.2337
2016,55,0.5003
2017,55,0.6974
2018,55,0.7141
2019,55,0.867
2020,55,1.0583
2008,56,1.4756
2009,56,1.397
2010,56,1.295
2011,56,1.2911
2012,56,1.3059
2013,56,0.9519
2014,56,1.0116
2015,56,1.1253
2016,56,1.1092
2017,56,1.1945
2018,56,1.7085
2019,56,1.6386
2020,56,1.2188
2008,57,0.62
2009,57,0.71
2010,57,0.59
2011,57,0.58
2012,57,0.57
2013,57,0.45
2014,57,0.42
2015,57,0.53
2016,57,0.6
2017,57,0.78
2018,57,0.72
2019,57,0.57
2020,57,0.28
2008,58,1.8062
2009,58,1.5882
2010,58,1.4671
2011,58,1.425
2012,58,1.3382
2013,58,1.0899
2014,58,0.8211
2015,58,0.8217
2016,58,0.6345
2017,58,0.6253
2018,58,0.6684
2019,58,0.7945
2020,58,0.9461
2008,59,0.9488
2009,59,0.7799
2010,59,0.6273
2011,59,0.5046
2012,59,0.4824
2013,59,0.2701
2014,59,0.2641
2015,59,0.4367
2016,59,0.5078
2017,59,0.6357
2018,59,0.8217
2019,59,0.8393
2020,59,1.0379
2008,60,1.3995
2009,60,1.2974
2010,60,1.2525
2011,60,1.2376
2012,60,0.995
2013,60,0.9061
2014,60,0.8728
2015,60,0.8219
2016,60,0.7635
2017,60,0.802
2018,60,0.7819
2019,60,0.6764
2020,60,0.8183
2008,61,0.9194
2009,61,0.6904
2010,61,0.6423
2011,61,0.6126
2012,61,0.6186
2013,61,0.5719
2014,61,0.7716
2015,61,1.0963
2016,61,1.1387
2017,61,1.6142
2018,61,1.9895
2019,61,1.8437
2020,61,1.5348
2008,62,0.9522
2009,62,0.7808
2010,62,0.6434
2011,62,0.6
2012,62,0.56
2013,62,0.4006
2014,62,0.4244
2015,62,0.4977
2016,62,0.4742
2017,62,0.4725
2018,62,0.5803
2019,62,0.6417
2020,62,0.5716
2008,63,1.2018
2009,63,1.4574
2010,63,1.2356
2011,63,1.1393
2012,63,1.011
2013,63,0.7495
2014,63,0.5534
2015,63,0.5999
2016,63,0.7499
2017,63,0.9341
2018,63,1.3074
2019,63,1.2117
2020,63,0.7787
2008,64,0.6743
2009,64,0.5355
2010,64,0.5186
2011,64,0.5457
2012,64,0.651
2013,64,0.8193
2014,64,0.9576
2015,64,1.0543
2016,64,1.2434
2017,64,1.201
2018,64,1.12
2019,64,1.1663
2020,64,1.2177
2008,65,0.4296
2009,65,0.4009
2010,65,0.4334
2011,65,0.4091
2012,65,0.4126
2013,65,0.406
2014,65,0.4451
2015,65,0.4596
2016,65,0.459
2017,65,0.4853
2018,65,0.5205
2019,65,0.4902
2020,65,0.8512
2008,66,
2009,66,
2010,66,
2011,66,0.0136
2012,66,-0.1203
2013,66,-0.0543
2014,66,0.045
2015,66,0.0217
2016,66,0.0222
2017,66,0.1843
2018,66,0.2962
2019,66,0.1552
2020,66,0.5699
2008,67,0.8951
2009,67,0.8411
2010,67,0.7453
2011,67,0.7431
2012,67,0.7346
2013,67,0.7589
2014,67,0.8977
2015,67,1.0995
2016,67,1.1197
2017,67,1.221
2018,67,1.2048
2019,67,0.8063
2020,67,0.2689
2008,68,0.9941
2009,68,0.5932
2010,68,0.5026
2011,68,3.3858
2012,68,2.9919
2013,68,3.7596
2014,68,4.8268
2015,68,5.6211
2016,68,0.8377
2017,68,1.1929
2018,68,1.2936
2019,68,1.2899
2020,68,0.7644
2008,69,0.87
2009,69,0.44
2010,69,0.46
2011,69,0.52
2012,69,0.54
2013,69,0.38
2014,69,0.6
2015,69,0.6
2016,69,0.37
2017,69,0.32
2018,69,0.34
2019,69,0.29
2020,69,0.16
2008,70,1.3613
2009,70,0.9921
2010,70,0.7822
2011,70,0.6934
2012,70,0.5813
2013,70,0.4107
2014,70,0.4159
2015,70,0.7377
2016,70,0.7158
2017,70,0.7847
2018,70,0.7895
2019,70,0.7758
2020,70,0.3904
2008,71,0.1828
2009,71,0.5699
2010,71,0.6107
2011,71,0.3931
2012,71,0.3072
2013,71,0.3203
2014,71,0.34
2015,71,0.3665
2016,71,0.6313
2017,71,0.8243
2018,71,0.7279
2019,71,0.5563
2020,71,0.3659
2008,72,1.1112
2009,72,0.969
2010,72,0.8875
2011,72,0.8357
2012,72,0.7302
2013,72,0.6459
2014,72,0.6121
2015,72,0.9122
2016,72,1.0013
2017,72,1.3149
2018,72,1.2757
2019,72,1.2386
2020,72,0.4744
2008,73,0.68
2009,73,0.67
2010,73,0.64
2011,73,0.53
2012,73,0.33
2013,73,0.22
2014,73,-0.04
2015,73,-0.15
2016,73,-0.12
2017,73,0.22
2018,73,0.19
2019,73,0.26
2020,73,0.13
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,0.4534
2015,75,0.0662
2016,75,-0.1789
2017,75,-0.1115
2018,75,0.071
2019,75,-0.007
2020,75,0.4934
2008,76,0.3739
2009,76,0.1553
2010,76,0.2545
2011,76,0.3135
2012,76,0.3341
2013,76,0.3834
2014,76,0.5567
2015,76,0.5023
2016,76,0.314
2017,76,0.3079
2018,76,0.344
2019,76,0.3336
2020,76,0.344
2008,77,1.112
2009,77,1.1558
2010,77,1.0416
2011,77,1.0328
2012,77,1.1461
2013,77,1.1662
2014,77,1.2082
2015,77,1.3221
2016,77,1.2574
2017,77,1.0543
2018,77,1.0479
2019,77,0.8513
2020,77,0.831
2008,78,0.8563
2009,78,0.7238
2010,78,0.7111
2011,78,0.6869
2012,78,0.6025
2013,78,0.5908
2014,78,0.6507
2015,78,0.5986
2016,78,0.467
2017,78,0.5648
2018,78,0.5777
2019,78,0.4985
2020,78,0.6007
2008,79,1.1041
2009,79,0.8195
2010,79,0.7359
2011,79,0.7254
2012,79,0.7921
2013,79,0.7062
2014,79,0.8702
2015,79,0.9629
2016,79,0.8416
2017,79,0.7962
2018,79,0.7071
2019,79,0.5612
2020,79,0.7002
2008,80,0.2457
2009,80,0.139
2010,80,0.1699
2011,80,0.1999
2012,80,0.3928
2013,80,0.3726
2014,80,0.5478
2015,80,0.6406
2016,80,0.5515
2017,80,0.3333
2018,80,0.5302
2019,80,0.5145
2020,80,0.6003
2008,81,0.7292
2009,81,0.4252
2010,81,0.3313
2011,81,0.2704
2012,81,0.2007
2013,81,0.0551
2014,81,0.0838
2015,81,0.1018
2016,81,0.1637
2017,81,0.2293
2018,81,0.4107
2019,81,0.367
2020,81,0.3862
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,
2013,82,
2014,82,0.56
2015,82,0.13
2016,82,0.9
2017,82,0.58
2018,82,0.38
2019,82,0.41
2020,82,0.22
2008,83,0.0989
2009,83,0.1166
2010,83,0.2137
2011,83,0.2802
2012,83,0.299
2013,83,0.2739
2014,83,0.4332
2015,83,0.4083
2016,83,0.4336
2017,83,0.5525
2018,83,0.5824
2019,83,0.6534
2020,83,0.6467
2008,84,1.5755
2009,84,1.1852
2010,84,1.1828
2011,84,1.0631
2012,84,0.9778
2013,84,0.7494
2014,84,0.7092
2015,84,0.6562
2016,84,0.8844
2017,84,1.0184
2018,84,0.9321
2019,84,0.9804
2020,84,0.9454
2008,85,1.4407
2009,85,1.1823
2010,85,1.0829
2011,85,0.9298
2012,85,0.9262
2013,85,0.8134
2014,85,0.8585
2015,85,0.9679
2016,85,1.0697
2017,85,1.0942
2018,85,0.8005
2019,85,0.9255
2020,85,0.7101
2008,86,1.5755
2009,86,1.1852
2010,86,1.1828
2011,86,1.0631
2012,86,0.9778
2013,86,0.7494
2014,86,0.7092
2015,86,0.6562
2016,86,0.8844
2017,86,1.0184
2018,86,0.9321
2019,86,0.9804
2020,86,0.9454
2008,87,1.1824
2009,87,0.9117
2010,87,0.7479
2011,87,0.7889
2012,87,1.1025
2013,87,1.2553
2014,87,1.4939
2015,87,1.8675
2016,87,1.7383
2017,87,1.196
2018,87,0.949
2019,87,0.884
2020,87,0.7914
2008,88,0.9736
2009,88,1.7375
2010,88,1.6468
2011,88,1.561
2012,88,1.4308
2013,88,1.4563
2014,88,1.0736
2015,88,1.1765
2016,88,1.1929
2017,88,1.0684
2018,88,1.3716
2019,88,1.384
2020,88,0.731
2008,89,1.85
2009,89,1.33
2010,89,1.17
2011,89,1.03
2012,89,0.88
2013,89,0.44
2014,89,0.43
2015,89,0.46
2016,89,0.51
2017,89,0.69
2018,89,0.74
2019,89,0.55
2020,89,0.22
2008,90,
2009,90,
2010,90,1.37
2011,90,1.08
2012,90,0.71
2013,90,0.65
2014,90,0.64
2015,90,0.53
2016,90,0.59
2017,90,0.85
2018,90,0.89
2019,90,0.75
2020,90,0.37
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,
2013,91,1.0524
2014,91,0.8022
2015,91,0.8284
2016,91,0.3582
2017,91,0.5508
2018,91,0.6412
2019,91,0.5585
2020,91,0.9751
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,0.84
2015,92,0.28
2016,92,0.25
2017,92,0.54
2018,92,0.73
2019,92,0.79
2020,92,0.66
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,0.6
2015,93,0.32
2016,93,0.39
2017,93,0.38
2018,93,0.26
2019,93,0.21
2020,93,0.11
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,1.6533
2009,95,1.4788
2010,95,1.288
2011,95,1.1163
2012,95,0.9678
2013,95,0.4331
2014,95,0.2093
2015,95,0.2718
2016,95,0.2783
2017,95,0.3566
2018,95,0.7546
2019,95,0.6104
2020,95,0.6898
2008,96,1.62
2009,96,1.38
2010,96,1.38
2011,96,1.15
2012,96,1.13
2013,96,0.95
2014,96,1.02
2015,96,0.9
2016,96,0.66
2017,96,0.42
2018,96,0.21
2019,96,0.03
2020,96,0
2008,97,0.8077
2009,97,0.525
2010,97,0.7293
2011,97,0.6088
2012,97,0.0885
2013,97,0.2887
2014,97,0.2145
2015,97,-0.0265
2016,97,-0.0356
2017,97,0.5012
2018,97,0.2263
2019,97,0.1489
2020,97,0.3132
2008,98,0.0982
2009,98,0.0436
2010,98,-0.0086
2011,98,0.0457
2012,98,0.16
2013,98,0.1988
2014,98,0.2653
2015,98,0.4451
2016,98,0.3849
2017,98,0.3296
2018,98,0.3598
2019,98,0.4581
2020,98,0.0246
2008,99,
2009,99,
2010,99,0.63
2011,99,0.78
2012,99,0.71
2013,99,0.81
2014,99,0.84
2015,99,0.84
2016,99,0.63
2017,99,0.64
2018,99,0.39
2019,99,0.25
2020,99,0.09
2008,100,1.2103
2009,100,1.021
2010,100,0.924
2011,100,0.9021
2012,100,0.8396
2013,100,0.4388
2014,100,0.4066
2015,100,0.5328
2016,100,0.5304
2017,100,0.6611
2018,100,0.9039
2019,100,0.8945
2020,100,0.6536
2008,101,0.6792
2009,101,0.5219
2010,101,0.423
2011,101,0.3821
2012,101,0.3615
2013,101,0.1068
2014,101,0.0461
2015,101,-0.0659
2016,101,-0.0315
2017,101,-0.0725
2018,101,0.0773
2019,101,0.0257
2020,101,0.8234
2008,102,1.7973
2009,102,1.5218
2010,102,1.3491
2011,102,1.2702
2012,102,1.1982
2013,102,0.9239
2014,102,0.8862
2015,102,0.9189
2016,102,0.951
2017,102,1.0869
2018,102,1.0475
2019,102,1.151
2020,102,1.0888
2008,103,1.5593
2009,103,1.4701
2010,103,1.3628
2011,103,1.194
2012,103,1.2253
2013,103,0.9324
2014,103,1.1669
2015,103,1.1434
2016,103,1.1813
2017,103,1.1176
2018,103,1.5226
2019,103,1.1241
2020,103,1.1382
2008,104,0.9031
2009,104,0.9608
2010,104,0.9243
2011,104,0.9796
2012,104,0.8582
2013,104,0.7476
2014,104,0.753
2015,104,0.8577
2016,104,0.6952
2017,104,0.9522
2018,104,0.9055
2019,104,0.8181
2020,104,0.8045
2008,105,0.942
2009,105,1.9047
2010,105,1.5417
2011,105,1.2651
2012,105,1.2659
2013,105,0.96
2014,105,0.6158
2015,105,0.6239
2016,105,0.5891
2017,105,0.3677
2018,105,0.3873
2019,105,0.2991
2020,105,0.4069
2008,106,0.7026
2009,106,0.5177
2010,106,0.4437
2011,106,0.5319
2012,106,0.5191
2013,106,0.6521
2014,106,0.8187
2015,106,0.9874
2016,106,0.7967
2017,106,1.0628
2018,106,0.9141
2019,106,0.8721
2020,106,0.8108
2008,107,1.259
2009,107,1.0116
2010,107,0.9941
2011,107,0.957
2012,107,0.8516
2013,107,0.626
2014,107,0.7588
2015,107,0.6662
2016,107,0.8322
2017,107,0.8503
2018,107,0.6895
2019,107,0.5375
2020,107,0.5856
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,
2014,108,0.1843
2015,108,0.5554
2016,108,0.4246
2017,108,0.4498
2018,108,0.4609
2019,108,0.507
2020,108,1.118
2008,109,
2009,109,
2010,109,
2011,109,
2012,109,
2013,109,0.53
2014,109,0.27
2015,109,0.66
2016,109,0.54
2017,109,0.49
2018,109,0.38
2019,109,0.37
2020,109,0.09
2008,110,0.331
2009,110,0.2716
2010,110,0.1743
2011,110,0.0824
2012,110,0.2236
2013,110,0.5972
2014,110,0.6521
2015,110,0.7528
2016,110,0.8775
2017,110,0.1775
2018,110,-0.0765
2019,110,-0.0494
2020,110,0.0012
2008,111,0.6354
2009,111,0.4246
2010,111,0.4434
2011,111,0.274
2012,111,0.1964
2013,111,0.1408
2014,111,0.1745
2015,111,0.2424
2016,111,0.3023
2017,111,0.4058
2018,111,0.3267
2019,111,0.3767
2020,111,0.0754
2008,112,0.07
2009,112,0.13
2010,112,0.31
2011,112,0.33
2012,112,0.29
2013,112,0.37
2014,112,0.44
2015,112,0.48
2016,112,0.35
2017,112,0.43
2018,112,0.64
2019,112,0.68
2020,112,0.32
2008,113,1.3118
2009,113,1.1264
2010,113,0.997
2011,113,1.2093
2012,113,1.186
2013,113,1.1595
2014,113,1.2819
2015,113,1.5477
2016,113,1.1692
2017,113,1.1529
2018,113,1.4501
2019,113,1.5617
2020,113,1.2861
2008,114,1.7574
2009,114,1.3715
2010,114,1.2953
2011,114,1.1193
2012,114,1.0307
2013,114,0.7333
2014,114,0.8973
2015,114,1.0321
2016,114,1.1387
2017,114,0.9734
2018,114,1.2307
2019,114,1.1626
2020,114,0.7758
2008,115,1.2
2009,115,0.92
2010,115,0.66
2011,115,0.58
2012,115,0.53
2013,115,0.27
2014,115,0.19
2015,115,0.44
2016,115,0.33
2017,115,0.26
2018,115,0.3
2019,115,0.18
2020,115,0
2008,116,0.5894
2009,116,0.7872
2010,116,0.7385
2011,116,0.7505
2012,116,0.6863
2013,116,0.7271
2014,116,0.6282
2015,116,0.7403
2016,116,0.6124
2017,116,0.7821
2018,116,1.0667
2019,116,0.9443
2020,116,0.9447
2008,117,
2009,117,
2010,117,0.3974
2011,117,0.8924
2012,117,1.1553
2013,117,0.8468
2014,117,0.7947
2015,117,0.8412
2016,117,0.7514
2017,117,0.4917
2018,117,0.6776
2019,117,0.6021
2020,117,0.9982
2008,118,1.4777
2009,118,1.0356
2010,118,1.0498
2011,118,1.1166
2012,118,1.2526
