Date,Id,funds from operations
2008,140,7565
2009,140,8397
2010,140,17576
2011,140,12077
2012,140,11240
2013,140,1506
2014,140,-15119
2015,140,-3969
2016,140,-1160
2017,140,-4135
2018,140,-4188
2019,140,
2020,140,
2008,141,30008
2009,141,-1272
2010,141,17363
2011,141,6443
2012,141,-17392
2013,141,-11700
2014,141,-8117
2015,141,1898
2016,141,1002
2017,141,-2161
2018,141,2385
2019,141,7022
2020,141,7947
2008,142,13678
2009,142,10626
2010,142,29690
2011,142,21415
2012,142,15833
2013,142,16863
2014,142,23415
2015,142,17440
2016,142,35700
2017,142,127400
2018,142,134500
2019,142,131200
2020,142,86500
2008,143,-3506
2009,143,1092
2010,143,2119
2011,143,3510
2012,143,-6302
2013,143,-5203
2014,143,-6343
2015,143,3469
2016,143,5274
2017,143,5427
2018,143,5230
2019,143,3372
2020,143,
2008,144,23050
2009,144,-47048
2010,144,-27120
2011,144,-7123
2012,144,-48774
2013,144,-47108
2014,144,-11884
2015,144,-7722
2016,144,-25779
2017,144,-19901
2018,144,11687
2019,144,11080
2020,144,21611
2008,145,-3614
2009,145,5353
2010,145,7206
2011,145,4328
2012,145,6010
2013,145,4890
2014,145,2785
2015,145,5053
2016,145,7227
2017,145,6030
2018,145,3072
2019,145,5976
2020,145,3660
2008,146,4838
2009,146,8582
2010,146,6954
2011,146,9211
2012,146,-9929
2013,146,-19154
2014,146,-9772
2015,146,-17043
2016,146,-11214
2017,146,-10136
2018,146,-2393
2019,146,413
2020,146,-11829
2008,147,131781
2009,147,65991
2010,147,95544
2011,147,85465
2012,147,7239
2013,147,-2137
2014,147,23784
2015,147,40707
2016,147,59087
2017,147,86934
2018,147,60884
2019,147,46094
2020,147,67901
2008,148,5229
2009,148,116
2010,148,6818
2011,148,5724
2012,148,2386
2013,148,-2400
2014,148,-5674
2015,148,7168
2016,148,5697
2017,148,7229
2018,148,4953
2019,148,2363
2020,148,
2008,149,98699
2009,149,70825
2010,149,60510
2011,149,87203
2012,149,82361
2013,149,36444
2014,149,36483
2015,149,20503
2016,149,23672
2017,149,-133954
2018,149,22789
2019,149,35532
2020,149,
2008,150,1671900
2009,150,1520700
2010,150,1738900
2011,150,1676900
2012,150,1265700
2013,150,1189000
2014,150,1218700
2015,150,1261700
2016,150,1200600
2017,150,1331400
2018,150,1132200
2019,150,887800
2020,150,876200
2008,151,
2009,151,
2010,151,
2011,151,2012
2012,151,1656
2013,151,3416
2014,151,3909
2015,151,5207
2016,151,7322
2017,151,6561
2018,151,9319
2019,151,9929
2020,151,11093
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,3797
2015,152,2682
2016,152,-446
2017,152,-572
2018,152,256
2019,152,1840
2020,152,309
2008,153,255800
2009,153,27200
2010,153,145800
2011,153,90100
2012,153,-20800
2013,153,-85700
2014,153,-39600
2015,153,-11900
2016,153,50900
2017,153,110100
2018,153,136700
2019,153,130000
2020,153,84800
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,2144
2014,154,10709
2015,154,11870
2016,154,6783
2017,154,5437
2018,154,9669
2019,154,12635
2020,154,5007
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,16764
2015,155,17443
2016,155,13390
2017,155,12188
2018,155,12274
2019,155,12346
2020,155,11258
2008,156,
2009,156,
2010,156,
2011,156,21054
2012,156,4800
2013,156,14152
2014,156,58233
2015,156,94291
2016,156,86786
2017,156,91958
2018,156,97652
2019,156,109881
2020,156,115115
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1354
2013,157,2808
2014,157,3352
2015,157,1273
2016,157,4534
2017,157,-8436
2018,157,-17517
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,-265
2016,158,141
2017,158,230
2018,158,-925
2019,158,225
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,20
2017,159,363
2018,159,509
2019,159,998
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,1241
2012,160,1547
2013,160,1574
2014,160,1068
2015,160,3963
2016,160,6231
2017,160,6561
2018,160,-3362
2019,160,-1757
2020,160,1619
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,1315
2015,161,4458
2016,161,3990
2017,161,227
2018,161,4162
2019,161,1919
2020,161,4477
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,1888
2015,162,1808
2016,162,2432
2017,162,2956
2018,162,2983
2019,162,3646
2020,162,1567
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,89
2015,163,344
2016,163,312
2017,163,187
2018,163,599
2019,163,897
2020,163,1831
2008,164,126
2009,164,2677
2010,164,764
2011,164,4267
2012,164,-1935
2013,164,-6786
2014,164,-11421
2015,164,-3624
2016,164,1153
2017,164,-2337
2018,164,-4506
2019,164,-5178
2020,164,3310
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,92326
2015,166,75093
2016,166,116819
2017,166,141012
2018,166,159227
2019,166,287189
2020,166,460917
2008,167,-26508
2009,167,191448
2010,167,183487
2011,167,325486
2012,167,92338
2013,167,-12276
2014,167,-322279
2015,167,699697
2016,167,567173
2017,167,496570
2018,167,290563
2019,167,173654
2020,167,-13975
2008,168,34715
2009,168,27035
2010,168,999
2011,168,22727
2012,168,41547
2013,168,34996
2014,168,24522
2015,168,35214
2016,168,10910
2017,168,17780
2018,168,18328
2019,168,16346
2020,168,1847
2008,169,19589000
2009,169,12905000
2010,169,17002000
2011,169,16680000
2012,169,16082000
2013,169,10928000
2014,169,12248000
2015,169,6611000
2016,169,5380000
2017,169,8742000
2018,169,11668000
2019,169,12314000
2020,169,3784000
2008,170,-95244
2009,170,182160
2010,170,263644
2011,170,160047
2012,170,178468
2013,170,335205
2014,170,255979
2015,170,181586
2016,170,345232
2017,170,544414
2018,170,369306
2019,170,351459
2020,170,454124
2008,171,89478
2009,171,63013
2010,171,20781
2011,171,-383934
2012,171,-140254
2013,171,79412
2014,171,91615
2015,171,90290
2016,171,107947
2017,171,114664
2018,171,90432
2019,171,130366
2020,171,94974
2008,172,41202
2009,172,55233
2010,172,16908
2011,172,18422
2012,172,15362
2013,172,18388
2014,172,5598
2015,172,-1722
2016,172,14880
2017,172,1328
2018,172,15386
2019,172,3367
2020,172,-37591
2008,173,904000
2009,173,1388000
2010,173,1510000
2011,173,1758000
2012,173,1638000
2013,173,224000
2014,173,629000
2015,173,-10000
2016,173,331000
2017,173,382000
2018,173,452000
2019,173,946000
2020,173,195000
2008,174,702673
2009,174,656879
2010,174,771775
2011,174,838601
2012,174,1054666
2013,174,944783
2014,174,1158274
2015,174,1283348
2016,174,1346109
2017,174,1461177
2018,174,1518171
2019,174,
2020,174,
2008,175,117146
2009,175,122834
2010,175,144781
2011,175,172022
2012,175,180638
2013,175,179390
2014,175,127211
2015,175,158493
2016,175,136179
2017,175,132716
2018,175,100462
2019,175,134116
2020,175,19118
2008,176,22029
2009,176,24305
2010,176,14658
2011,176,14218
2012,176,-5714
2013,176,14819
2014,176,19401
2015,176,23906
2016,176,16800
2017,176,16659
2018,176,27534
2019,176,32375
2020,176,18582
2008,177,132114
2009,177,139259
2010,177,106418
2011,177,88384
2012,177,62538
2013,177,10431
2014,177,33328
2015,177,32572
2016,177,50696
2017,177,59281
2018,177,29142
2019,177,89217
2020,177,8905
2008,178,42742
2009,178,-13186
2010,178,39083
2011,178,56214
2012,178,58660
2013,178,51127
2014,178,68181
2015,178,61097
2016,178,47027
2017,178,4883
2018,178,27792
2019,178,36756
2020,178,-41587
2008,179,-10030
2009,179,-8600
2010,179,585
2011,179,6789
2012,179,6937
2013,179,6899
2014,179,7605
2015,179,8354
2016,179,9039
2017,179,11124
2018,179,15091
2019,179,16270
2020,179,4571
2008,180,21226
2009,180,-16332
2010,180,898
2011,180,14203
2012,180,11306
2013,180,9726
2014,180,16693
2015,180,10831
2016,180,21163
2017,180,19990
2018,180,32353
2019,180,35571
2020,180,-1718
2008,181,1822
2009,181,1231
2010,181,5620
2011,181,4125
2012,181,4789
2013,181,3392
2014,181,3174
2015,181,3707
2016,181,3895
2017,181,-468
2018,181,-1699
2019,181,4083
2020,181,2383
2008,182,-13247
2009,182,-31732
2010,182,-30174
2011,182,99440
2012,182,-19203
2013,182,-10954
2014,182,-4940
2015,182,-7201
2016,182,-18189
2017,182,-15797
2018,182,
2019,182,
2020,182,
2008,183,74713
2009,183,11177
2010,183,90712
2011,183,141417
2012,183,162469
2013,183,184873
2014,183,217318
2015,183,232138
2016,183,268841
2017,183,206192
2018,183,173596
2019,183,291730
2020,183,132056
2008,184,-6437
2009,184,-7998
2010,184,-12386
2011,184,-3568
2012,184,-26758
2013,184,-1895
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,9308
2010,185,15587
2011,185,27542
2012,185,24881
2013,185,40073
2014,185,50251
2015,185,48520
2016,185,60884
2017,185,76660
2018,185,83632
2019,185,109535
2020,185,86961
2008,186,3843
2009,186,4761
2010,186,6216
2011,186,5976
2012,186,13127
2013,186,8100
2014,186,8104
2015,186,3779
2016,186,3940
2017,186,2732
2018,186,831
2019,186,1438
2020,186,-1519
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,1515
2013,187,2624
2014,187,4068
2015,187,3482
2016,187,-10440
2017,187,-8247
2018,187,-7072
2019,187,-12802
2020,187,-1428
2008,188,
2009,188,
2010,188,69966
2011,188,65998
2012,188,106289
2013,188,105983
2014,188,189209
2015,188,176989
2016,188,245523
2017,188,285959
2018,188,453466
2019,188,605288
2020,188,462993
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,23597
2014,189,18770
2015,189,71568
2016,189,123324
2017,189,128508
2018,189,113419
2019,189,33270
2020,189,235763
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,4194
2016,190,3754
2017,190,2849
2018,190,5240
2019,190,3817
2020,190,907
2008,191,-6479
2009,191,-5840
2010,191,-3711
2011,191,-3781
2012,191,-6501
2013,191,-10539
2014,191,-7171
2015,191,-5827
2016,191,-6571
2017,191,2346
2018,191,3221
2019,191,4429
2020,191,3104
2008,192,-15543
2009,192,-23975
2010,192,-18788
2011,192,-4190
2012,192,-1027
2013,192,-5805
2014,192,-6254
2015,192,-15411
2016,192,-19623
2017,192,-7284
2018,192,-17834
2019,192,-22513
2020,192,-19318
2008,193,-14906
2009,193,-13921
2010,193,-16050
2011,193,-20242
2012,193,-20403
2013,193,-16257
2014,193,-11908
2015,193,-19455
2016,193,-12329
2017,193,-7110
2018,193,-2400
2019,193,2552
2020,193,
2008,194,139784
2009,194,157726
2010,194,123421
2011,194,137438
2012,194,146136
2013,194,167966
2014,194,193677
2015,194,237103
2016,194,276645
2017,194,293123
2018,194,358186
2019,194,467081
2020,194,490170
2008,195,
2009,195,
2010,195,
2011,195,1639
2012,195,2297
2013,195,2293
2014,195,3905
2015,195,3600
2016,195,2980
2017,195,3787
2018,195,6251
2019,195,
2020,195,
2008,196,21798
2009,196,28472
2010,196,33300
2011,196,20497
2012,196,33084
2013,196,52772
2014,196,52225
2015,196,63376
2016,196,73469
2017,196,93861
2018,196,107675
2019,196,146452
2020,196,149007
2008,197,28658
2009,197,49924
2010,197,31019
2011,197,-11690
2012,197,41320
2013,197,20327
2014,197,103533
2015,197,64445
2016,197,63911
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-4466
2009,198,155
2010,198,2555
2011,198,1563
2012,198,3123
2013,198,5045
2014,198,12116
2015,198,13484
2016,198,15744
2017,198,15081
2018,198,20060
2019,198,20050
2020,198,18679
2008,199,2237
2009,199,4316
2010,199,2314
2011,199,5188
2012,199,2860
2013,199,2677
2014,199,5624
2015,199,5362
2016,199,6298
2017,199,9668
2018,199,7957
2019,199,6327
2020,199,18446
2008,200,76842
2009,200,72558
2010,200,52278
2011,200,50257
2012,200,58398
2013,200,52837
2014,200,43504
2015,200,38454
2016,200,32986
2017,200,56207
2018,200,68327
2019,200,26168
2020,200,19100
2008,201,20606
2009,201,12464
2010,201,9799
2011,201,1396
2012,201,7876
2013,201,5267
2014,201,5099
2015,201,6930
2016,201,7336
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-1300
2009,202,-1121
2010,202,4299
2011,202,17262
2012,202,6474
2013,202,4266
2014,202,5200
2015,202,5186
2016,202,6309
2017,202,564
2018,202,3065
2019,202,5753
2020,202,6378
2008,203,7053
2009,203,-5826
2010,203,2979
2011,203,1500
2012,203,-1390
2013,203,1694
2014,203,1209
2015,203,1080
2016,203,2442
2017,203,4439
2018,203,5864
2019,203,14076
2020,203,14799
2008,204,-3932
2009,204,-1584
2010,204,-386
2011,204,-602
2012,204,-352
2013,204,-547
2014,204,336
2015,204,1596
2016,204,761
2017,204,-904
2018,204,-1200
2019,204,-1361
2020,204,-1062
2008,205,10620
2009,205,8444
2010,205,8360
2011,205,6076
2012,205,5833
2013,205,4157
2014,205,8932
2015,205,11692
2016,205,7582
2017,205,6714
2018,205,10397
2019,205,
2020,205,
2008,206,5021
2009,206,3545
2010,206,5229
2011,206,7092
2012,206,7834
2013,206,6957
2014,206,5198
2015,206,8150
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,2702
2009,207,-651
2010,207,441
2011,207,1194
2012,207,1646
2013,207,2360
2014,207,4064
2015,207,5648
2016,207,5829
2017,207,7050
2018,207,
2019,207,
2020,207,
2008,208,1993
2009,208,-969
2010,208,-4862
2011,208,-1234
2012,208,329
2013,208,1326
2014,208,2981
2015,208,3117
2016,208,3504
2017,208,536
2018,208,875
2019,208,-113
2020,208,-308
2008,209,
2009,209,
2010,209,-4
2011,209,696
2012,209,604
2013,209,28777
2014,209,32851
2015,209,35733
2016,209,35950
2017,209,42944
2018,209,52448
2019,209,60553
2020,209,74520
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-454
2015,210,-3004
2016,210,1000
2017,210,297
2018,210,660
2019,210,215
2020,210,-661
2008,211,
2009,211,367
2010,211,672
2011,211,977
2012,211,824
2013,211,-28
2014,211,488
2015,211,-2635
2016,211,-2485
2017,211,-2000
2018,211,-1
2019,211,-2628
2020,211,-1268
2008,212,
2009,212,
2010,212,2180
2011,212,1512
2012,212,1747
2013,212,-766
2014,212,-1949
2015,212,3783
2016,212,1181
2017,212,933
2018,212,3573
2019,212,4892
2020,212,-349
2008,213,
2009,213,
2010,213,3838
2011,213,5119
2012,213,5966
2013,213,5830
2014,213,5220
2015,213,6280
2016,213,8438
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,377
2014,214,983
2015,214,3044
2016,214,1614
2017,214,2599
2018,214,3615
2019,214,4695
2020,214,5919
2008,215,
2009,215,
2010,215,
2011,215,1094
2012,215,1322
2013,215,1315
2014,215,1416
2015,215,1754
2016,215,1436
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,1059
2015,216,1574
2016,216,1920
2017,216,2405
2018,216,2661
2019,216,2478
2020,216,957
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,2351
2014,217,3262
2015,217,3746
2016,217,4769
2017,217,4241
2018,217,6941
2019,217,8144
2020,217,6759
2008,218,19735
2009,218,22228
2010,218,513
2011,218,25637
2012,218,6706
2013,218,-2728
2014,218,-7425
2015,218,28400
2016,218,275
2017,218,12195
2018,218,27276
2019,218,81296
2020,218,7275
2008,219,-559
2009,219,345
2010,219,146
2011,219,-352
2012,219,-1090
2013,219,558
2014,219,639
2015,219,589
2016,219,904
2017,219,1584
2018,219,1427
2019,219,2574
2020,219,2881
2008,220,7838
2009,220,9442
2010,220,26862
2011,220,27592
2012,220,14144
2013,220,1442
2014,220,5909
2015,220,-22641
2016,220,-10852
2017,220,-1432
2018,220,81605
2019,220,22514
2020,220,
2008,221,35358
2009,221,43946
2010,221,48385
2011,221,47052
2012,221,55343
2013,221,54368
2014,221,64668
2015,221,61756
2016,221,63381
2017,221,68945
2018,221,63188
2019,221,63662
2020,221,54196
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,74
2015,222,-176
2016,222,223
2017,222,266
2018,222,145
2019,222,259
2020,222,179
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,575
2015,223,968
2016,223,25143
2017,223,15358
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-17
2011,225,-22
2012,225,-62
2013,225,-253
2014,225,244
2015,225,4397
2016,225,-250
2017,225,-3515
2018,225,-4940
2019,225,-1175
2020,225,-106
2008,226,10191
2009,226,1692
2010,226,9804
2011,226,8717
2012,226,2245
2013,226,1852
2014,226,-210
2015,226,-5582
2016,226,5632
2017,226,1940
2018,226,5764
2019,226,6324
2020,226,6152
2008,227,
2009,227,
2010,227,
2011,227,87367
2012,227,112160
2013,227,45262
2014,227,81572
2015,227,92506
2016,227,121769
2017,227,144152
2018,227,152920
2019,227,227552
2020,227,139004
2008,228,-13441
2009,228,-4014
2010,228,-4170
2011,228,-3200
2012,228,-3196
2013,228,-2772
2014,228,-2226
2015,228,4141
2016,228,2078
2017,228,25598
2018,228,-9986
2019,228,-3730
2020,228,-8323
2008,229,
2009,229,
2010,229,
2011,229,6489
2012,229,4893
2013,229,3514
2014,229,3844
2015,229,4001
2016,229,4330
2017,229,6586
2018,229,6931
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,4732
2013,230,3826
2014,230,7082
2015,230,9919
2016,230,12962
2017,230,19150
2018,230,13023
2019,230,16849
2020,230,12888
2008,231,1694
2009,231,-392
2010,231,-800
2011,231,715
2012,231,490
2013,231,413
2014,231,310
2015,231,1169
2016,231,229
2017,231,5605
2018,231,991
2019,231,2699
2020,231,2771
2008,232,24385
2009,232,35610
2010,232,37491
2011,232,29601
2012,232,29792
2013,232,30023
2014,232,33459
2015,232,35024
2016,232,30966
2017,232,33916
2018,232,29230
2019,232,46316
2020,232,54901
2008,233,9013
2009,233,13419
2010,233,9060
2011,233,10556
2012,233,80141
2013,233,91865
2014,233,66092
2015,233,80464
2016,233,89109
2017,233,84345
2018,233,109089
2019,233,132272
2020,233,
2008,234,9519
2009,234,-1270
2010,234,6538
2011,234,-34
2012,234,3127
2013,234,-2779
2014,234,-3371
2015,234,-887
2016,234,-642
2017,234,-286
2018,234,8527
2019,234,24918
2020,234,5108
2008,235,20130
2009,235,19009
2010,235,24880
2011,235,6432
2012,235,-11451
2013,235,-11505
2014,235,-5882
2015,235,-7139
2016,235,-722
2017,235,-717
2018,235,-370
2019,235,-779
2020,235,
2008,236,-5851
2009,236,-10090
2010,236,-974
2011,236,-2573
2012,236,1647
2013,236,980
2014,236,-8187
2015,236,-10106
2016,236,-5284
2017,236,-739
2018,236,-1494
2019,236,-1424
2020,236,-1025
2008,237,23181
2009,237,25886
2010,237,22839
2011,237,-51883
2012,237,-21250
2013,237,40681
2014,237,21334
2015,237,49759
2016,237,41419
2017,237,13825
2018,237,9214
2019,237,10702
2020,237,-6705
2008,238,30613
2009,238,11389
2010,238,-18042
2011,238,-7690
2012,238,-37125
2013,238,-39050
2014,238,-53409
2015,238,-28652
2016,238,-17673
2017,238,-56951
2018,238,4815
2019,238,-69159
2020,238,-113903
2008,239,13478
2009,239,19481
2010,239,22111
2011,239,31159
2012,239,26274
2013,239,32400
2014,239,32949
2015,239,31973
2016,239,46551
2017,239,42619
2018,239,69462
2019,239,71539
2020,239,63602
2008,240,32567
2009,240,30850
2010,240,21658
2011,240,26937
2012,240,23152
2013,240,8606
2014,240,20598
2015,240,19681
2016,240,4410
2017,240,33313
2018,240,61798
2019,240,19154
2020,240,-22
2008,241,1410
2009,241,3422
2010,241,4023
2011,241,1916
2012,241,-733
2013,241,-2411
2014,241,-118
2015,241,495
2016,241,5951
2017,241,4461
2018,241,5526
2019,241,2660
2020,241,-2108
2008,242,379800
2009,242,346900
2010,242,432300
2011,242,374200
2012,242,450000
2013,242,327793
2014,242,244362
2015,242,284089
2016,242,322351
2017,242,314090
2018,242,330063
2019,242,706685
2020,242,73882
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,42803
2009,244,55173
2010,244,13941
2011,244,31463
2012,244,10684
2013,244,-54384
2014,244,27746
2015,244,32977
2016,244,55996
2017,244,75286
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,-4292
2012,245,-3773
2013,245,8308
2014,245,25004
2015,245,12998
2016,245,29928
2017,245,31993
2018,245,43479
2019,245,49577
2020,245,50839
2008,246,2251278
2009,246,1509311
2010,246,1146218
2011,246,909486
2012,246,2277353
2013,246,-1485758
2014,246,10675454
2015,246,14787000
2016,246,19478000
2017,246,11633000
2018,246,2597000
2019,246,1120000
2020,246,1917000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,3969
2009,249,-46366
2010,249,12289
2011,249,-27013
2012,249,-23752
2013,249,-40631
2014,249,16575
2015,249,35716
2016,249,-6949
2017,249,10186
2018,249,11458
2019,249,10155
2020,249,35035
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,23120
2018,250,-30619
2019,250,38828
2020,250,7363
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,7243
2014,253,7876
2015,253,9665
2016,253,14268
2017,253,22012
2018,253,21328
2019,253,25210
2020,253,35431
2008,254,9506
2009,254,11756
2010,254,11166
2011,254,18659
2012,254,-770
2013,254,4671
2014,254,8942
2015,254,22417
2016,254,17523
2017,254,26088
2018,254,35557
2019,254,42138
2020,254,133261
2008,255,-1397
2009,255,-1481
2010,255,-466
2011,255,-315
2012,255,-1457
2013,255,-1144
2014,255,-903
2015,255,-1155
2016,255,-1251
2017,255,-1258
2018,255,-183
2019,255,-1991
2020,255,-1085
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,13649
2014,257,46207
2015,257,39751
2016,257,77060
2017,257,97732
2018,257,112695
2019,257,116435
2020,257,71130
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,2961
2017,258,6510
2018,258,8016
2019,258,11466
2020,258,12964
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,210791
2014,262,196418
2015,262,219429
2016,262,216713
2017,262,236001
2018,262,256031
2019,262,255511
2020,262,184622
2008,263,332731
2009,263,186820
2010,263,159717
2011,263,61370
2012,263,16783
2013,263,-224849
2014,263,8383
2015,263,18315
2016,263,57203
2017,263,62112
2018,263,40479
2019,263,
2020,263,
2008,264,-5457401
2009,264,8770429
2010,264,1771686
2011,264,866517
2012,264,2792633
2013,264,-538378
2014,264,-2192068
2015,264,-1383964
2016,264,-996833
2017,264,-978931
2018,264,-11909790
2019,264,-7121971
2020,264,-5674337
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-2202
2013,265,
2014,265,-317
2015,265,-1962
2016,265,-3390
2017,265,-2142
2018,265,-4299
2019,265,-4869
2020,265,-4656
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,4935
2015,266,5654
2016,266,5520
2017,266,5071
2018,266,6554
2019,266,7893
2020,266,11480
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,605000
2016,269,376000
2017,269,753032
2018,269,831796
2019,269,860869
2020,269,1003380
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,
2017,270,
2018,270,
2019,270,
2020,270,
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,1919
2015,271,1402
2016,271,2612
2017,271,4835
2018,271,5497
2019,271,-867
2020,271,-9078
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,-50
2015,272,-64
2016,272,-63
2017,272,-25
2018,272,5
2019,272,-28
2020,272,-28
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,112
2017,273,497
2018,273,254
2019,273,481
2020,273,6744
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,-31442
2015,274,-31917
2016,274,3979
2017,274,15211
2018,274,19537
2019,274,14340
2020,274,24233
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,512
2014,275,673
2015,275,749
2016,275,1229
2017,275,2127
2018,275,3307
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,4530
2014,277,3388
2015,277,13414
2016,277,11062
2017,277,11158
2018,277,15251
2019,277,12490
2020,277,7988
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,2329
2015,278,1876
2016,278,1441
2017,278,1647
2018,278,743
2019,278,-1170
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,1459
2016,279,2060
2017,279,1598
2018,279,1419
2019,279,1358
2020,279,1015
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
2017,280,
2018,280,
2019,280,
2020,280,
2008,281,
2009,281,
2010,281,
2011,281,
2012,281,
2013,281,
2014,281,
2015,281,
2016,281,
2017,281,
2018,281,
2019,281,
2020,281,
2008,282,
2009,282,
2010,282,
2011,282,
2012,282,
2013,282,
2014,282,
2015,282,
2016,282,
2017,282,
2018,282,
2019,282,
2020,282,
