Date,Id,accounting standards
2009,117,IFRS
2010,117,IFRS
2011,117,IFRS
2012,117,IFRS
2013,117,IFRS
2014,117,IFRS
2015,117,IFRS
2016,117,IFRS
2017,117,IFRS
2018,117,IFRS
2019,117,IFRS
2020,117,IFRS
2008,118,IFRS
2009,118,IFRS
2010,118,IFRS
2011,118,IFRS
2012,118,IFRS
2013,118,IFRS
2014,118,IFRS
2015,118,IFRS
2016,118,IFRS
2017,118,IFRS
2018,118,IFRS
2019,118,IFRS
2020,118,IFRS
2008,119,IFRS
2009,119,IFRS
2010,119,IFRS
2011,119,IFRS
2012,119,IFRS
2013,119,IFRS
2014,119,IFRS
2015,119,IFRS
2016,119,IFRS
2017,119,IFRS
2018,119,IFRS
2019,119,IFRS
2020,119,IFRS
2008,120,
2009,120,
2010,120,
2011,120,IFRS
2012,120,IFRS
2013,120,IFRS
2014,120,IFRS
2015,120,IFRS
2016,120,IFRS
2017,120,IFRS
2018,120,IFRS
2019,120,IFRS
2020,120,IFRS
2008,121,
2009,121,
2010,121,
2011,121,IFRS
2012,121,IFRS
2013,121,IFRS
2014,121,IFRS
2015,121,IFRS
2016,121,IFRS
2017,121,IFRS
2018,121,IFRS
2019,121,IFRS
2020,121,IFRS
2008,122,IFRS
2009,122,IFRS
2010,122,IFRS
2011,122,IFRS
2012,122,IFRS
2013,122,IFRS
2014,122,IFRS
2015,122,IFRS
2016,122,IFRS
2017,122,IFRS
2018,122,IFRS
2019,122,IFRS
2020,122,IFRS
2008,123,
2009,123,
2010,123,
2011,123,
2012,123,
2013,123,
2014,123,Local standards
2015,123,Local standards
2016,123,Local standards
2017,123,IFRS
2018,123,IFRS
2019,123,IFRS
2020,123,IFRS
2008,124,
2009,124,
2010,124,
2011,124,
2012,124,
2013,124,
2014,124,
2015,124,IFRS
2016,124,IFRS
2017,124,IFRS
2018,124,IFRS
2019,124,IFRS
2020,124,IFRS
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,IFRS
2016,125,IFRS
2017,125,IFRS
2018,125,IFRS
2019,125,IFRS
2020,125,IFRS
2008,126,IFRS
2009,126,IFRS
2010,126,IFRS
2011,126,IFRS
2012,126,IFRS
2013,126,IFRS
2014,126,IFRS
2015,126,IFRS
2016,126,IFRS
2017,126,IFRS
2018,126,IFRS
2019,126,IFRS
2020,126,IFRS
2008,127,IFRS
2009,127,IFRS
2010,127,IFRS
2011,127,IFRS
2012,127,IFRS
2013,127,IFRS
2014,127,IFRS
2015,127,IFRS
2016,127,IFRS
2017,127,IFRS
2018,127,IFRS
2019,127,IFRS
2020,127,IFRS
2008,128,IFRS
2009,128,IFRS
2010,128,IFRS
2011,128,IFRS
2012,128,IFRS
2013,128,IFRS
2014,128,IFRS
2015,128,IFRS
2016,128,IFRS
2017,128,IFRS
2018,128,IFRS
2019,128,
2020,128,
2008,129,IFRS
2009,129,IFRS
2010,129,IFRS
2011,129,IFRS
2012,129,IFRS
2013,129,IFRS
2014,129,IFRS
2015,129,IFRS
2016,129,IFRS
2017,129,IFRS
2018,129,
2019,129,
2020,129,
2008,130,IFRS
2009,130,IFRS
2010,130,IFRS
2011,130,IFRS
2012,130,IFRS
2013,130,IFRS
2014,130,IFRS
2015,130,IFRS
2016,130,IFRS
2017,130,IFRS
2018,130,IFRS
2019,130,
2020,130,
2008,131,IFRS
2009,131,IFRS
2010,131,IFRS
2011,131,IFRS
2012,131,IFRS
2013,131,IFRS
2014,131,IFRS
2015,131,IFRS
2016,131,IFRS
2017,131,IFRS
2018,131,IFRS
2019,131,IFRS
2020,131,IFRS
2008,132,IFRS
2009,132,IFRS
2010,132,IFRS
2011,132,IFRS
2012,132,IFRS
2013,132,IFRS
2014,132,IFRS
2015,132,IFRS
2016,132,IFRS
2017,132,IFRS
2018,132,IFRS
2019,132,IFRS
2020,132,IFRS
2008,133,IFRS
2009,133,IFRS
2010,133,IFRS
2011,133,IFRS
2012,133,IFRS
2013,133,IFRS
2014,133,IFRS
2015,133,IFRS
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,IFRS
2009,134,IFRS
2010,134,IFRS
2011,134,IFRS
2012,134,IFRS
2013,134,IFRS
2014,134,IFRS
2015,134,IFRS
2016,134,IFRS
2017,134,IFRS
2018,134,IFRS
2019,134,IFRS
2020,134,IFRS
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,IFRS
2013,135,IFRS
2014,135,IFRS
2015,135,IFRS
2016,135,IFRS
2017,135,IFRS
2018,135,IFRS
2019,135,IFRS
2020,135,IFRS
2008,136,IFRS
2009,136,IFRS
2010,136,IFRS
2011,136,IFRS
2012,136,IFRS
2013,136,IFRS
2014,136,IFRS
2015,136,IFRS
2016,136,IFRS
2017,136,IFRS
2018,136,IFRS
2019,136,IFRS
2020,136,IFRS
2008,137,IFRS
2009,137,IFRS
2010,137,IFRS
2011,137,IFRS
2012,137,IFRS
2013,137,IFRS
2014,137,IFRS
2015,137,IFRS
2016,137,IFRS
2017,137,IFRS
2018,137,IFRS
2019,137,IFRS
2020,137,IFRS
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,IFRS
2009,139,IFRS
2010,139,IFRS
2011,139,IFRS
2012,139,IFRS
2013,139,IFRS
2014,139,IFRS
2015,139,IFRS
2016,139,IFRS
2017,139,IFRS
2018,139,IFRS
2019,139,IFRS
2020,139,IFRS
2008,140,IFRS
2009,140,IFRS
2010,140,IFRS
2011,140,IFRS
2012,140,IFRS
2013,140,IFRS
2014,140,IFRS
2015,140,IFRS
2016,140,IFRS
2017,140,IFRS
2018,140,IFRS
2019,140,
2020,140,
2008,141,IFRS
2009,141,IFRS
2010,141,IFRS
2011,141,IFRS
2012,141,IFRS
2013,141,IFRS
2014,141,IFRS
2015,141,IFRS
2016,141,IFRS
2017,141,IFRS
2018,141,IFRS
2019,141,IFRS
2020,141,IFRS
2008,142,IFRS
2009,142,IFRS
2010,142,IFRS
2011,142,IFRS
2012,142,IFRS
2013,142,IFRS
2014,142,IFRS
2015,142,IFRS
2016,142,IFRS
2017,142,IFRS
2018,142,IFRS
2019,142,IFRS
2020,142,IFRS
2008,143,IFRS
2009,143,IFRS
2010,143,IFRS
2011,143,IFRS
2012,143,IFRS
2013,143,IFRS
2014,143,IFRS
2015,143,IFRS
2016,143,IFRS
2017,143,IFRS
2018,143,IFRS
2019,143,IFRS
2020,143,
2008,144,IFRS
2009,144,IFRS
2010,144,IFRS
2011,144,IFRS
2012,144,IFRS
2013,144,IFRS
2014,144,IFRS
2015,144,IFRS
2016,144,IFRS
2017,144,IFRS
2018,144,IFRS
2019,144,IFRS
2020,144,IFRS
2008,145,IFRS
2009,145,IFRS
2010,145,IFRS
2011,145,IFRS
2012,145,IFRS
2013,145,IFRS
2014,145,IFRS
2015,145,IFRS
2016,145,IFRS
2017,145,IFRS
2018,145,IFRS
2019,145,IFRS
2020,145,IFRS
2008,146,IFRS
2009,146,IFRS
2010,146,IFRS
2011,146,IFRS
2012,146,IFRS
2013,146,IFRS
2014,146,IFRS
2015,146,IFRS
2016,146,IFRS
2017,146,IFRS
2018,146,IFRS
2019,146,IFRS
2020,146,IFRS
2008,147,IFRS
2009,147,IFRS
2010,147,IFRS
2011,147,IFRS
2012,147,IFRS
2013,147,IFRS
2014,147,IFRS
2015,147,IFRS
2016,147,IFRS
2017,147,IFRS
2018,147,IFRS
2019,147,IFRS
2020,147,IFRS
2008,148,IFRS
2009,148,IFRS
2010,148,IFRS
2011,148,IFRS
2012,148,IFRS
2013,148,IFRS
2014,148,IFRS
2015,148,IFRS
2016,148,IFRS
2017,148,IFRS
2018,148,IFRS
2019,148,IFRS
2020,148,
2008,149,IFRS
2009,149,IFRS
2010,149,IFRS
2011,149,IFRS
2012,149,IFRS
2013,149,IFRS
2014,149,IFRS
2015,149,IFRS
2016,149,IFRS
2017,149,IFRS
2018,149,IFRS
2019,149,IFRS
2020,149,
2008,150,IFRS
2009,150,IFRS
2010,150,IFRS
2011,150,IFRS
2012,150,IFRS
2013,150,IFRS
2014,150,IFRS
2015,150,IFRS
2016,150,IFRS
2017,150,IFRS
2018,150,IFRS
2019,150,IFRS
2020,150,IFRS
2008,151,
2009,151,
2010,151,
2011,151,IFRS
2012,151,IFRS
2013,151,IFRS
2014,151,IFRS
2015,151,IFRS
2016,151,IFRS
2017,151,IFRS
2018,151,IFRS
2019,151,IFRS
2020,151,IFRS
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,IFRS
2015,152,IFRS
2016,152,IFRS
2017,152,IFRS
2018,152,IFRS
2019,152,IFRS
2020,152,IFRS
2008,153,IFRS
2009,153,IFRS
2010,153,IFRS
2011,153,IFRS
2012,153,IFRS
2013,153,IFRS
2014,153,IFRS
2015,153,IFRS
2016,153,IFRS
2017,153,IFRS
2018,153,IFRS
2019,153,IFRS
2020,153,IFRS
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,IFRS
2014,154,IFRS
2015,154,IFRS
2016,154,IFRS
2017,154,IFRS
2018,154,IFRS
2019,154,IFRS
2020,154,IFRS
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,IFRS
2015,155,IFRS
2016,155,IFRS
2017,155,IFRS
2018,155,IFRS
2019,155,IFRS
2020,155,IFRS
2008,156,
2009,156,
2010,156,IFRS
2011,156,IFRS
2012,156,IFRS
2013,156,IFRS
2014,156,IFRS
2015,156,IFRS
2016,156,IFRS
2017,156,IFRS
2018,156,IFRS
2019,156,IFRS
2020,156,IFRS
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,Local standards
2013,157,Local standards
2014,157,Local standards
2015,157,Local standards
2016,157,IFRS
2017,157,IFRS
2018,157,IFRS
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,Local standards
2016,158,Local standards
2017,158,Local standards
2018,158,Local standards
2019,158,Local standards
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,IFRS
2015,159,IFRS
2016,159,IFRS
2017,159,IFRS
2018,159,IFRS
2019,159,IFRS
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,Local standards
2012,160,Local standards
2013,160,Local standards
2014,160,IFRS
2015,160,IFRS
2016,160,IFRS
2017,160,IFRS
2018,160,IFRS
2019,160,IFRS
2020,160,IFRS
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,Local standards
2015,161,Local standards
2016,161,Local standards
2017,161,Local standards
2018,161,Local standards
2019,161,Local standards
2020,161,Local standards
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,IFRS
2015,162,IFRS
2016,162,IFRS
2017,162,IFRS
2018,162,IFRS
2019,162,IFRS
2020,162,IFRS
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,Local standards
2015,163,Local standards
2016,163,Local standards
2017,163,Local standards
2018,163,Local standards
2019,163,Local standards
2020,163,Local standards
2008,164,IFRS
2009,164,IFRS
2010,164,IFRS
2011,164,IFRS
2012,164,IFRS
2013,164,IFRS
2014,164,IFRS
2015,164,IFRS
2016,164,IFRS
2017,164,IFRS
2018,164,IFRS
2019,164,IFRS
2020,164,IFRS
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,IFRS
2015,166,IFRS
2016,166,IFRS
2017,166,IFRS
2018,166,IFRS
2019,166,IFRS
2020,166,IFRS
2008,167,IFRS
2009,167,IFRS
2010,167,IFRS
2011,167,IFRS
2012,167,IFRS
2013,167,IFRS
2014,167,IFRS
2015,167,IFRS
2016,167,IFRS
2017,167,IFRS
2018,167,IFRS
2019,167,IFRS
2020,167,IFRS
2008,168,IFRS
2009,168,IFRS
2010,168,IFRS
2011,168,IFRS
2012,168,IFRS
2013,168,IFRS
2014,168,IFRS
2015,168,IFRS
2016,168,IFRS
2017,168,IFRS
2018,168,IFRS
2019,168,IFRS
2020,168,IFRS
2008,169,IFRS
2009,169,IFRS
2010,169,IFRS
2011,169,IFRS
2012,169,IFRS
2013,169,IFRS
2014,169,IFRS
2015,169,IFRS
2016,169,IFRS
2017,169,IFRS
2018,169,IFRS
2019,169,IFRS
2020,169,IFRS
2008,170,IFRS
2009,170,IFRS
2010,170,IFRS
2011,170,IFRS
2012,170,IFRS
2013,170,IFRS
2014,170,IFRS
2015,170,IFRS
2016,170,IFRS
2017,170,IFRS
2018,170,IFRS
2019,170,IFRS
2020,170,IFRS
2008,171,IFRS
2009,171,IFRS
2010,171,IFRS
2011,171,IFRS
2012,171,IFRS
2013,171,IFRS
2014,171,IFRS
2015,171,IFRS
2016,171,IFRS
2017,171,IFRS
2018,171,IFRS
2019,171,IFRS
2020,171,IFRS
2008,172,Local standards
2009,172,Local standards
2010,172,Local standards
2011,172,Local standards
2012,172,Local standards
2013,172,Local standards
2014,172,Local standards
2015,172,Local standards
2016,172,Local standards
2017,172,Local standards
2018,172,Local standards
2019,172,Local standards
2020,172,Local standards
2008,173,IFRS
2009,173,IFRS
2010,173,IFRS
2011,173,IFRS
2012,173,IFRS
2013,173,IFRS
2014,173,IFRS
2015,173,IFRS
2016,173,IFRS
2017,173,IFRS
2018,173,IFRS
2019,173,IFRS
2020,173,IFRS
2008,174,US standards (GAAP)
2009,174,US standards (GAAP)
2010,174,IFRS
2011,174,IFRS
2012,174,IFRS
2013,174,IFRS
2014,174,IFRS
2015,174,IFRS
2016,174,IFRS
2017,174,IFRS
2018,174,IFRS
2019,174,
2020,174,
2008,175,IFRS
2009,175,IFRS
2010,175,IFRS
2011,175,IFRS
2012,175,IFRS
2013,175,IFRS
2014,175,IFRS
2015,175,IFRS
2016,175,IFRS
2017,175,IFRS
2018,175,IFRS
2019,175,IFRS
2020,175,IFRS
2008,176,IFRS
2009,176,IFRS
2010,176,IFRS
2011,176,IFRS
2012,176,IFRS
2013,176,IFRS
2014,176,IFRS
2015,176,IFRS
2016,176,IFRS
2017,176,IFRS
2018,176,IFRS
2019,176,IFRS
2020,176,IFRS
2008,177,IFRS
2009,177,IFRS
2010,177,IFRS
2011,177,IFRS
2012,177,IFRS
2013,177,IFRS
2014,177,IFRS
2015,177,IFRS
2016,177,IFRS
2017,177,IFRS
2018,177,IFRS
2019,177,IFRS
2020,177,IFRS
2008,178,IFRS
2009,178,IFRS
2010,178,IFRS
2011,178,IFRS
2012,178,IFRS
2013,178,IFRS
2014,178,IFRS
2015,178,IFRS
2016,178,IFRS
2017,178,IFRS
2018,178,IFRS
2019,178,IFRS
2020,178,IFRS
2008,179,IFRS
2009,179,IFRS
2010,179,IFRS
2011,179,IFRS
2012,179,IFRS
2013,179,IFRS
2014,179,IFRS
2015,179,IFRS
2016,179,IFRS
2017,179,IFRS
2018,179,IFRS
2019,179,IFRS
2020,179,IFRS
2008,180,IFRS
2009,180,IFRS
2010,180,IFRS
2011,180,IFRS
2012,180,IFRS
2013,180,IFRS
2014,180,IFRS
2015,180,IFRS
2016,180,IFRS
2017,180,IFRS
2018,180,IFRS
2019,180,IFRS
2020,180,IFRS
2008,181,IFRS
2009,181,IFRS
2010,181,IFRS
2011,181,IFRS
2012,181,IFRS
2013,181,IFRS
2014,181,IFRS
2015,181,IFRS
2016,181,IFRS
2017,181,IFRS
2018,181,IFRS
2019,181,IFRS
2020,181,IFRS
2008,182,IFRS
2009,182,IFRS
2010,182,IFRS
2011,182,IFRS
2012,182,IFRS
2013,182,IFRS
2014,182,IFRS
2015,182,IFRS
2016,182,IFRS
2017,182,IFRS
2018,182,
2019,182,
2020,182,
2008,183,IFRS
2009,183,IFRS
2010,183,IFRS
2011,183,IFRS
2012,183,IFRS
2013,183,IFRS
2014,183,IFRS
2015,183,IFRS
2016,183,IFRS
2017,183,IFRS
2018,183,IFRS
2019,183,IFRS
2020,183,IFRS
2008,184,IFRS
2009,184,IFRS
2010,184,IFRS
2011,184,IFRS
2012,184,IFRS
2013,184,IFRS
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,IFRS
2010,185,IFRS
2011,185,IFRS
2012,185,IFRS
2013,185,IFRS
2014,185,IFRS
2015,185,IFRS
2016,185,IFRS
2017,185,IFRS
2018,185,IFRS
2019,185,IFRS
2020,185,IFRS
2008,186,IFRS
2009,186,IFRS
2010,186,IFRS
2011,186,IFRS
2012,186,IFRS
2013,186,IFRS
2014,186,IFRS
2015,186,IFRS
2016,186,IFRS
2017,186,IFRS
2018,186,IFRS
2019,186,IFRS
2020,186,IFRS
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,Local standards
2013,187,Local standards
2014,187,Local standards
2015,187,IFRS
2016,187,IFRS
2017,187,IFRS
2018,187,IFRS
2019,187,IFRS
2020,187,IFRS
2008,188,
2009,188,
2010,188,IFRS
2011,188,IFRS
2012,188,IFRS
2013,188,IFRS
2014,188,IFRS
2015,188,IFRS
2016,188,IFRS
2017,188,IFRS
2018,188,IFRS
2019,188,IFRS
2020,188,IFRS
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,IFRS
2014,189,IFRS
2015,189,IFRS
2016,189,IFRS
2017,189,IFRS
2018,189,IFRS
2019,189,IFRS
2020,189,IFRS
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,Local standards
2016,190,Local standards
2017,190,Local standards
2018,190,Local standards
2019,190,Local standards
2020,190,Local standards
2008,191,IFRS
2009,191,IFRS
2010,191,IFRS
2011,191,IFRS
2012,191,IFRS
2013,191,IFRS
2014,191,IFRS
2015,191,IFRS
2016,191,IFRS
2017,191,IFRS
2018,191,IFRS
2019,191,IFRS
2020,191,IFRS
2008,192,IFRS
2009,192,IFRS
2010,192,IFRS
2011,192,IFRS
2012,192,IFRS
2013,192,IFRS
2014,192,IFRS
2015,192,IFRS
2016,192,IFRS
2017,192,IFRS
2018,192,IFRS
2019,192,IFRS
2020,192,IFRS
2008,193,IFRS
2009,193,IFRS
2010,193,IFRS
2011,193,IFRS
2012,193,IFRS
2013,193,IFRS
2014,193,
2015,193,IFRS
2016,193,IFRS
2017,193,IFRS
2018,193,IFRS
2019,193,IFRS
2020,193,
2008,194,IFRS
2009,194,IFRS
2010,194,IFRS
2011,194,IFRS
2012,194,IFRS
2013,194,IFRS
2014,194,IFRS
2015,194,IFRS
2016,194,IFRS
2017,194,IFRS
2018,194,IFRS
2019,194,IFRS
2020,194,IFRS
2008,195,
2009,195,
2010,195,
2011,195,Local standards
2012,195,Local standards
2013,195,Local standards
2014,195,Local standards
2015,195,Local standards
2016,195,Local standards
2017,195,IFRS
2018,195,IFRS
2019,195,
2020,195,
2008,196,IFRS
2009,196,IFRS
2010,196,IFRS
2011,196,IFRS
2012,196,IFRS
2013,196,IFRS
2014,196,IFRS
2015,196,IFRS
2016,196,IFRS
2017,196,IFRS
2018,196,IFRS
2019,196,IFRS
2020,196,IFRS
2008,197,IFRS
2009,197,IFRS
2010,197,IFRS
2011,197,IFRS
2012,197,IFRS
2013,197,IFRS
2014,197,IFRS
2015,197,IFRS
2016,197,IFRS
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,IFRS
2009,198,IFRS
2010,198,IFRS
2011,198,IFRS
2012,198,IFRS
2013,198,IFRS
2014,198,IFRS
2015,198,IFRS
2016,198,IFRS
2017,198,IFRS
2018,198,IFRS
2019,198,IFRS
2020,198,IFRS
2008,199,IFRS
2009,199,IFRS
2010,199,IFRS
2011,199,IFRS
2012,199,IFRS
2013,199,IFRS
2014,199,IFRS
2015,199,IFRS
2016,199,IFRS
2017,199,IFRS
2018,199,IFRS
2019,199,IFRS
2020,199,IFRS
2008,200,IFRS
2009,200,IFRS
2010,200,IFRS
2011,200,IFRS
2012,200,IFRS
2013,200,IFRS
2014,200,IFRS
2015,200,IFRS
2016,200,IFRS
2017,200,IFRS
2018,200,IFRS
2019,200,IFRS
2020,200,IFRS
2008,201,IFRS
2009,201,IFRS
2010,201,IFRS
2011,201,IFRS
2012,201,IFRS
2013,201,IFRS
2014,201,IFRS
2015,201,IFRS
2016,201,IFRS
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,IFRS
2009,202,IFRS
2010,202,IFRS
2011,202,IFRS
2012,202,IFRS
2013,202,IFRS
2014,202,IFRS
2015,202,IFRS
2016,202,IFRS
2017,202,IFRS
2018,202,IFRS
2019,202,IFRS
2020,202,IFRS
2008,203,IFRS
2009,203,IFRS
2010,203,IFRS
2011,203,IFRS
2012,203,IFRS
2013,203,IFRS
2014,203,IFRS
2015,203,IFRS
2016,203,IFRS
2017,203,IFRS
2018,203,IFRS
2019,203,IFRS
2020,203,IFRS
2008,204,IFRS
2009,204,IFRS
2010,204,IFRS
2011,204,IFRS
2012,204,IFRS
2013,204,IFRS
2014,204,IFRS
2015,204,IFRS
2016,204,IFRS
2017,204,IFRS
2018,204,IFRS
2019,204,IFRS
2020,204,IFRS
2008,205,IFRS
2009,205,IFRS
2010,205,IFRS
2011,205,IFRS
2012,205,IFRS
2013,205,IFRS
2014,205,IFRS
2015,205,IFRS
2016,205,IFRS
2017,205,IFRS
2018,205,IFRS
2019,205,
2020,205,
2008,206,IFRS
2009,206,IFRS
2010,206,IFRS
2011,206,IFRS
2012,206,IFRS
2013,206,IFRS
2014,206,IFRS
2015,206,IFRS
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,IFRS
2009,207,IFRS
2010,207,IFRS
2011,207,IFRS
2012,207,IFRS
2013,207,IFRS
2014,207,IFRS
2015,207,IFRS
2016,207,IFRS
2017,207,IFRS
2018,207,
2019,207,
2020,207,
2008,208,IFRS
2009,208,IFRS
2010,208,IFRS
2011,208,IFRS
2012,208,IFRS
2013,208,IFRS
2014,208,IFRS
2015,208,IFRS
2016,208,IFRS
2017,208,IFRS
2018,208,IFRS
2019,208,IFRS
2020,208,IFRS
2008,209,
2009,209,
2010,209,IFRS
2011,209,IFRS
2012,209,IFRS
2013,209,IFRS
2014,209,IFRS
2015,209,IFRS
2016,209,IFRS
2017,209,IFRS
2018,209,IFRS
2019,209,IFRS
2020,209,IFRS
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,Local standards
2015,210,Local standards
2016,210,IFRS
2017,210,IFRS
2018,210,IFRS
2019,210,IFRS
2020,210,IFRS
2008,211,
2009,211,IFRS
2010,211,IFRS
2011,211,IFRS
2012,211,IFRS
2013,211,IFRS
2014,211,IFRS
2015,211,IFRS
2016,211,IFRS
2017,211,IFRS
2018,211,IFRS
2019,211,IFRS
2020,211,IFRS
2008,212,
2009,212,
2010,212,IFRS
2011,212,IFRS
2012,212,IFRS
2013,212,IFRS
2014,212,IFRS
2015,212,IFRS
2016,212,IFRS
2017,212,IFRS
2018,212,IFRS
2019,212,IFRS
2020,212,IFRS
2008,213,
2009,213,
2010,213,IFRS
2011,213,IFRS
2012,213,IFRS
2013,213,IFRS
2014,213,IFRS
2015,213,IFRS
2016,213,IFRS
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,Local standards
2014,214,Local standards
2015,214,Local standards
2016,214,IFRS
2017,214,IFRS
2018,214,IFRS
2019,214,IFRS
2020,214,IFRS
2008,215,
2009,215,
2010,215,
2011,215,Local standards
2012,215,Local standards
2013,215,Local standards
2014,215,Local standards
2015,215,Local standards
2016,215,Local standards
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,IFRS
2015,216,IFRS
2016,216,IFRS
2017,216,IFRS
2018,216,IFRS
2019,216,IFRS
2020,216,IFRS
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,IFRS
2014,217,IFRS
2015,217,IFRS
2016,217,IFRS
2017,217,IFRS
2018,217,IFRS
2019,217,IFRS
2020,217,IFRS
2008,218,IFRS
2009,218,IFRS
2010,218,IFRS
2011,218,IFRS
2012,218,IFRS
2013,218,IFRS
2014,218,IFRS
2015,218,IFRS
2016,218,IFRS
2017,218,IFRS
2018,218,IFRS
2019,218,IFRS
2020,218,IFRS
2008,219,IFRS
2009,219,IFRS
2010,219,IFRS
2011,219,IFRS
2012,219,IFRS
2013,219,IFRS
2014,219,IFRS
2015,219,IFRS
2016,219,IFRS
2017,219,IFRS
2018,219,IFRS
2019,219,IFRS
2020,219,IFRS
2008,220,IFRS
2009,220,IFRS
2010,220,IFRS
2011,220,IFRS
2012,220,IFRS
2013,220,IFRS
2014,220,IFRS
2015,220,IFRS
2016,220,IFRS
2017,220,IFRS
2018,220,IFRS
2019,220,IFRS
2020,220,
2008,221,IFRS
2009,221,IFRS
2010,221,IFRS
2011,221,IFRS
2012,221,IFRS
2013,221,IFRS
2014,221,IFRS
2015,221,IFRS
2016,221,IFRS
2017,221,IFRS
2018,221,IFRS
2019,221,IFRS
2020,221,IFRS
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,Local standards
2015,222,Local standards
2016,222,Local standards
2017,222,Local standards
2018,222,Local standards
2019,222,Local standards
2020,222,Local standards
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,IFRS
2015,223,Local standards
2016,223,Local standards
2017,223,Local standards
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,IFRS
2011,225,IFRS
2012,225,IFRS
2013,225,IFRS
2014,225,IFRS
2015,225,IFRS
2016,225,IFRS
2017,225,IFRS
2018,225,IFRS
2019,225,IFRS
2020,225,IFRS
2008,226,IFRS
2009,226,IFRS
2010,226,IFRS
2011,226,IFRS
2012,226,IFRS
2013,226,IFRS
2014,226,IFRS
2015,226,IFRS
2016,226,IFRS
2017,226,IFRS
2018,226,IFRS
2019,226,IFRS
2020,226,IFRS
2008,227,
2009,227,
2010,227,
2011,227,IFRS
2012,227,IFRS
2013,227,IFRS
2014,227,IFRS
2015,227,IFRS
2016,227,IFRS
2017,227,IFRS
2018,227,IFRS
2019,227,IFRS
2020,227,IFRS
2008,228,IFRS
2009,228,IFRS
2010,228,IFRS
2011,228,IFRS
2012,228,IFRS
2013,228,IFRS
2014,228,IFRS
2015,228,IFRS
2016,228,IFRS
2017,228,IFRS
2018,228,IFRS
2019,228,IFRS
2020,228,IFRS
2008,229,
2009,229,
2010,229,
2011,229,IFRS
2012,229,IFRS
2013,229,IFRS
2014,229,IFRS
2015,229,IFRS
2016,229,IFRS
2017,229,IFRS
2018,229,IFRS
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,IFRS
2013,230,IFRS
2014,230,IFRS
2015,230,IFRS
2016,230,IFRS
2017,230,IFRS
2018,230,IFRS
2019,230,IFRS
2020,230,IFRS
2008,231,IFRS
2009,231,IFRS
2010,231,IFRS
2011,231,IFRS
2012,231,IFRS
2013,231,IFRS
2014,231,IFRS
2015,231,IFRS
2016,231,IFRS
2017,231,IFRS
2018,231,IFRS
2019,231,IFRS
2020,231,IFRS
2008,232,IFRS
2009,232,IFRS
2010,232,IFRS
2011,232,IFRS
2012,232,IFRS
2013,232,IFRS
2014,232,IFRS
2015,232,IFRS
2016,232,IFRS
2017,232,IFRS
2018,232,IFRS
2019,232,IFRS
2020,232,IFRS
2008,233,IFRS
2009,233,IFRS
2010,233,IFRS
