Date,Id,Price_Index
2010,31,357.05
2011,31,212.74
2012,31,245.54
2013,31,173.61
2014,31,120.3
2015,31,112.32
2016,31,110.02
2017,31,151.37
2018,31,117
2019,31,123.86
2020,31,80.58
2008,32,875.97
2009,32,945.22
2010,32,685.72
2011,32,476.81
2012,32,569.62
2013,32,846.62
2014,32,775.77
2015,32,1385.43
2016,32,1650.01
2017,32,1855.17
2018,32,1322.48
2019,32,1967.74
2020,32,2349.57
2008,33,875.97
2009,33,945.22
2010,33,685.72
2011,33,476.81
2012,33,569.62
2013,33,846.62
2014,33,775.77
2015,33,1385.43
2016,33,1650.01
2017,33,1855.17
2018,33,1322.48
2019,33,1967.74
2020,33,2349.57
2008,34,875.97
2009,34,945.22
2010,34,685.72
2011,34,476.81
2012,34,569.62
2013,34,846.62
2014,34,775.77
2015,34,1385.43
2016,34,1650.01
2017,34,1855.17
2018,34,1322.48
2019,34,1967.74
2020,34,2349.57
2008,35,681.96
2009,35,719.12
2010,35,536.89
2011,35,389.24
2012,35,530.57
2013,35,778.06
2014,35,682.37
2015,35,1068.86
2016,35,1240.96
2017,35,1377.62
2018,35,957.11
2019,35,1359.93
2020,35,1309.17
2008,36,681.96
2009,36,719.12
2010,36,536.89
2011,36,389.24
2012,36,530.57
2013,36,778.06
2014,36,682.37
2015,36,1068.86
2016,36,1240.96
2017,36,1377.62
2018,36,957.11
2019,36,1359.93
2020,36,1309.17
2008,37,76.01
2009,37,100.32
2010,37,168.95
2011,37,117.66
2012,37,140.24
2013,37,194.29
2014,37,225.64
2015,37,288.35
2016,37,274.81
2017,37,350.59
2018,37,295.54
2019,37,406.98
2020,37,353.74
2008,38,55.21
2009,38,76.03
2010,38,74.09
2011,38,51.23
2012,38,60.29
2013,38,109.76
2014,38,73.32
2015,38,86.57
2016,38,67.34
2017,38,62.82
2018,38,29.64
2019,38,33.01
2020,38,24.31
2008,39,287.51
2009,39,349.52
2010,39,285.02
2011,39,268.8
2012,39,234.46
2013,39,303.28
2014,39,284.09
2015,39,309.84
2016,39,296.45
2017,39,483.38
2018,39,516.03
2019,39,690.94
2020,39,934.26
2008,40,287.51
2009,40,349.52
2010,40,285.02
2011,40,268.8
2012,40,234.46
2013,40,303.28
2014,40,284.09
2015,40,309.84
2016,40,296.45
2017,40,483.38
2018,40,516.03
2019,40,690.94
2020,40,934.26
2008,41,248.37
2009,41,564.79
2010,41,461.41
2011,41,407.42
2012,41,271.31
2013,41,386.09
2014,41,293.97
2015,41,315.11
2016,41,322.4
2017,41,395.19
2018,41,344.82
2019,41,507.16
2020,41,416.91
2008,42,166.42
2009,42,172.66
2010,42,159.94
2011,42,130.88
2012,42,130.22
2013,42,142.74
2014,42,160.82
2015,42,182.34
2016,42,187.4
2017,42,227.59
2018,42,223.42
2019,42,302.86
2020,42,339.45
2008,43,166.42
2009,43,172.66
2010,43,159.94
2011,43,130.88
2012,43,130.22
2013,43,142.74
2014,43,160.82
2015,43,182.34
2016,43,187.4
2017,43,227.59
2018,43,223.42
2019,43,302.86
2020,43,339.45
2008,44,287.51
2009,44,349.52
2010,44,285.02
2011,44,268.8
2012,44,234.46
2013,44,303.28
2014,44,284.09
2015,44,309.84
2016,44,296.45
2017,44,483.38
2018,44,516.03
2019,44,690.94
2020,44,934.26
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,166.42
2009,46,172.66
2010,46,159.94
2011,46,130.88
2012,46,130.22
2013,46,142.74
2014,46,160.82
2015,46,182.34
2016,46,187.4
2017,46,227.59
2018,46,223.42
2019,46,302.86
2020,46,339.45
2008,47,166.42
2009,47,172.66
2010,47,159.94
2011,47,130.88
2012,47,130.22
2013,47,142.74
2014,47,160.82
2015,47,182.34
2016,47,187.4
2017,47,227.59
2018,47,223.42
2019,47,302.86
2020,47,339.45
2008,48,287.51
2009,48,349.52
2010,48,285.02
2011,48,268.8
2012,48,234.46
2013,48,303.28
2014,48,284.09
2015,48,309.84
2016,48,296.45
2017,48,483.38
2018,48,516.03
2019,48,690.94
2020,48,934.26
2008,49,287.51
2009,49,349.52
2010,49,285.02
2011,49,268.8
2012,49,234.46
2013,49,303.28
2014,49,284.09
2015,49,309.84
2016,49,296.45
2017,49,483.38
2018,49,516.03
2019,49,690.94
2020,49,934.26
2008,50,287.51
2009,50,349.52
2010,50,285.02
2011,50,268.8
2012,50,234.46
2013,50,303.28
2014,50,284.09
2015,50,309.84
2016,50,296.45
2017,50,483.38
2018,50,516.03
2019,50,690.94
2020,50,934.26
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,
2015,52,
2016,52,
2017,52,
2018,52,
2019,52,
2020,52,
2008,53,402.35
2009,53,444.95
2010,53,471.26
2011,53,359.61
2012,53,548.32
2013,53,682.52
2014,53,561.64
2015,53,762.71
2016,53,902.44
2017,53,1046.53
2018,53,694.29
2019,53,898.13
2020,53,1143.29
2008,54,28.63
2009,54,81.74
2010,54,103.47
2011,54,65.3
2012,54,98.39
2013,54,114.24
2014,54,109.77
2015,54,176.13
2016,54,204.48
2017,54,268.98
2018,54,256.94
2019,54,422.2
2020,54,596.56
2008,55,97.21
2009,55,82.81
2010,55,123.2
2011,55,116.99
2012,55,134.38
2013,55,168.45
2014,55,181.04
2015,55,333.56
2016,55,380.1
2017,55,626.72
2018,55,414.78
2019,55,342.97
2020,55,284.6
2008,56,134.15
2009,56,127.8
2010,56,117.64
2011,56,107.97
2012,56,150.17
2013,56,150.16
2014,56,218.99
2015,56,240.56
2016,56,256.78
2017,56,548.56
2018,56,279.12
2019,56,266.1
2020,56,226.5
2008,57,
2009,57,
2010,57,
2011,57,
2012,57,
2013,57,
2014,57,
2015,57,
2016,57,
2017,57,
2018,57,
2019,57,90.81
2020,57,78.41
2008,58,402.35
2009,58,444.95
2010,58,471.26
2011,58,359.61
2012,58,548.32
2013,58,682.52
2014,58,561.64
2015,58,762.71
2016,58,902.44
2017,58,1046.53
2018,58,694.29
2019,58,898.13
2020,58,1143.29
2008,59,402.35
2009,59,444.95
2010,59,471.26
2011,59,359.61
2012,59,548.32
2013,59,682.52
2014,59,561.64
2015,59,762.71
2016,59,902.44
2017,59,1046.53
2018,59,694.29
2019,59,898.13
2020,59,1143.29
2008,60,134.15
2009,60,127.8
2010,60,117.64
2011,60,107.97
2012,60,150.17
2013,60,150.16
2014,60,218.99
2015,60,240.56
2016,60,256.78
2017,60,548.56
2018,60,279.12
2019,60,266.1
2020,60,226.5
2008,61,134.15
2009,61,127.8
2010,61,117.64
2011,61,107.97
2012,61,150.17
2013,61,150.16
2014,61,218.99
2015,61,240.56
2016,61,256.78
2017,61,548.56
2018,61,279.12
2019,61,266.1
2020,61,226.5
2008,62,402.35
2009,62,444.95
2010,62,471.26
2011,62,359.61
2012,62,548.32
2013,62,682.52
2014,62,561.64
2015,62,762.71
2016,62,902.44
2017,62,1046.53
2018,62,694.29
2019,62,898.13
2020,62,1143.29
2008,63,1121.56
2009,63,1067.77
2010,63,990.69
2011,63,841.91
2012,63,701.02
2013,63,720.09
2014,63,879.5
2015,63,1180.49
2016,63,844.81
2017,63,734.63
2018,63,499.91
2019,63,585.67
2020,63,494.39
2008,64,1121.56
2009,64,1067.77
2010,64,990.69
2011,64,841.91
2012,64,701.02
2013,64,720.09
2014,64,879.5
2015,64,1180.49
2016,64,844.81
2017,64,734.63
2018,64,499.91
2019,64,585.67
2020,64,494.39
2008,65,82.12
2009,65,90.48
2010,65,131.91
2011,65,98.6
2012,65,120.11
2013,65,183.64
2014,65,210.7
2015,65,268.37
2016,65,247.26
2017,65,323.1
2018,65,299.78
2019,65,281.68
2020,65,222.16
2008,66,82.12
2009,66,90.48
2010,66,131.91
2011,66,98.6
2012,66,120.11
2013,66,183.64
2014,66,210.7
2015,66,268.37
2016,66,247.26
2017,66,323.1
2018,66,299.78
2019,66,281.68
2020,66,222.16
2008,67,34.84
2009,67,59.68
2010,67,62.64
2011,67,40.64
2012,67,55.65
2013,67,78.49
2014,67,78.2
2015,67,81.71
2016,67,95.92
2017,67,103.11
2018,67,90.5
2019,67,95.75
2020,67,131.32
2008,68,34.84
2009,68,59.68
2010,68,62.64
2011,68,40.64
2012,68,55.65
2013,68,78.49
2014,68,78.2
2015,68,81.71
2016,68,95.92
2017,68,103.11
2018,68,90.5
2019,68,95.75
2020,68,131.32
2008,69,34.84
2009,69,59.68
2010,69,62.64
2011,69,40.64
2012,69,55.65
2013,69,78.49
2014,69,78.2
2015,69,81.71
2016,69,95.92
2017,69,103.11
2018,69,90.5
2019,69,95.75
2020,69,131.32
2008,70,34.84
2009,70,59.68
2010,70,62.64
2011,70,40.64
2012,70,55.65
2013,70,78.49
2014,70,78.2
2015,70,81.71
2016,70,95.92
2017,70,103.11
2018,70,90.5
2019,70,95.75
2020,70,131.32
2008,71,34.84
2009,71,59.68
2010,71,62.64
2011,71,40.64
2012,71,55.65
2013,71,78.49
2014,71,78.2
2015,71,81.71
2016,71,95.92
2017,71,103.11
2018,71,90.5
2019,71,95.75
2020,71,131.32
2008,72,34.84
2009,72,59.68
2010,72,62.64
2011,72,40.64
2012,72,55.65
2013,72,78.49
2014,72,78.2
2015,72,81.71
2016,72,95.92
2017,72,103.11
2018,72,90.5
2019,72,95.75
2020,72,131.32
2008,73,
2009,73,
2010,73,
2011,73,
2012,73,
2013,73,
2014,73,
2015,73,
2016,73,
2017,73,85.13
2018,73,89.03
2019,73,133.2
2020,73,126.68
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,34.84
2009,75,59.68
2010,75,62.64
2011,75,40.64
2012,75,55.65
2013,75,78.49
2014,75,78.2
2015,75,81.71
2016,75,95.92
2017,75,103.11
2018,75,90.5
2019,75,95.75
2020,75,131.32
2008,76,180.36
2009,76,192.68
2010,76,206.55
2011,76,189.1
2012,76,195.09
2013,76,225.72
2014,76,227.59
2015,76,268.09
2016,76,263.18
2017,76,274.3
2018,76,256.74
2019,76,314.98
2020,76,309.22
2008,77,117.77
2009,77,132.05
2010,77,113.73
2011,77,94.12
2012,77,69.24
2013,77,109.98
2014,77,115.49
2015,77,152.55
2016,77,143.91
2017,77,205.68
2018,77,178.8
2019,77,249.94
2020,77,194.96
2008,78,117.77
2009,78,132.05
2010,78,113.73
2011,78,94.12
2012,78,69.24
2013,78,109.98
2014,78,115.49
2015,78,152.55
2016,78,143.91
2017,78,205.68
2018,78,178.8
2019,78,249.94
2020,78,194.96
2008,79,117.77
2009,79,132.05
2010,79,113.73
2011,79,94.12
2012,79,69.24
2013,79,109.98
2014,79,115.49
2015,79,152.55
2016,79,143.91
2017,79,205.68
2018,79,178.8
2019,79,249.94
2020,79,194.96
2008,80,5826.65
2009,80,6286.76
2010,80,6743.75
2011,80,6163.25
2012,80,6346.19
2013,80,7381.02
2014,80,7444.41
2015,80,8773.04
2016,80,8680.67
2017,80,9541.27
2018,80,9197.24
2019,80,10247.94
2020,80,9750.84
2008,81,117.77
2009,81,132.05
2010,81,113.73
2011,81,94.12
2012,81,69.24
2013,81,109.98
2014,81,115.49
2015,81,152.55
2016,81,143.91
2017,81,205.68
2018,81,178.8
2019,81,249.94
2020,81,194.96
2008,82,117.77
2009,82,132.05
2010,82,113.73
2011,82,94.12
2012,82,69.24
2013,82,109.98
2014,82,115.49
2015,82,152.55
2016,82,143.91
2017,82,205.68
2018,82,178.8
2019,82,249.94
2020,82,194.96
2008,83,90.85
2009,83,104.21
2010,83,127.71
2011,83,120.44
2012,83,132.84
2013,83,145.18
2014,83,149.56
2015,83,177.21
2016,83,155.95
2017,83,226.23
2018,83,226.35
2019,83,317.36
2020,83,351.2
2008,84,248.37
2009,84,564.79
2010,84,461.41
2011,84,407.42
2012,84,271.31
2013,84,386.09
2014,84,293.97
2015,84,315.11
2016,84,322.4
2017,84,395.19
2018,84,344.82
2019,84,507.16
2020,84,416.91
2008,85,90.85
2009,85,104.21
2010,85,127.71
2011,85,120.44
2012,85,132.84
2013,85,145.18
2014,85,149.56
2015,85,177.21
2016,85,155.95
2017,85,226.23
2018,85,226.35
2019,85,317.36
2020,85,351.2
2008,86,248.37
2009,86,564.79
2010,86,461.41
2011,86,407.42
2012,86,271.31
2013,86,386.09
2014,86,293.97
2015,86,315.11
2016,86,322.4
2017,86,395.19
2018,86,344.82
2019,86,507.16
2020,86,416.91
2008,87,
2009,87,
2010,87,
2011,87,
2012,87,
2013,87,
2014,87,
2015,87,
2016,87,
2017,87,
2018,87,
2019,87,105.61
2020,87,183.93
2008,88,
2009,88,
2010,88,
2011,88,
2012,88,
2013,88,
2014,88,
2015,88,
2016,88,
2017,88,
2018,88,
2019,88,
2020,88,
2008,89,78.73
2009,89,146.87
2010,89,247.57
2011,89,172.47
2012,89,244.63
2013,89,634.76
2014,89,376.42
2015,89,706.73
2016,89,550.98
2017,89,595.49
2018,89,916.45
2019,89,1075.68
2020,89,860.46
2008,90,78.73
2009,90,146.87
2010,90,247.57
2011,90,172.47
2012,90,244.63
2013,90,634.76
2014,90,376.42
2015,90,706.73
2016,90,550.98
2017,90,595.49
2018,90,916.45
2019,90,1075.68
2020,90,860.46
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,
2013,91,
2014,91,
2015,91,68.03
2016,91,61.6
2017,91,46.41
2018,91,46.41
2019,91,46.41
2020,91,46.41
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,
2015,92,68.03
2016,92,61.6
2017,92,46.41
2018,92,46.41
2019,92,46.41
2020,92,46.41
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,68.03
2016,93,61.6
2017,93,46.41
2018,93,46.41
2019,93,46.41
2020,93,46.41
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,41.38
2009,95,151.65
2010,95,186.61
2011,95,163.47
2012,95,187.53
2013,95,201.71
2014,95,244.96
2015,95,399.31
2016,95,451.96
2017,95,641.15
2018,95,701.51
2019,95,1281.1
2020,95,1699.41
2008,96,
2009,96,
2010,96,
2011,96,
2012,96,
2013,96,
2014,96,
2015,96,
2016,96,
2017,96,123.82
2018,96,84.04
2019,96,117.83
2020,96,135.77
2008,97,28.63
2009,97,81.74
2010,97,103.47
2011,97,65.3
2012,97,98.39
2013,97,114.24
2014,97,109.77
2015,97,176.13
2016,97,204.48
2017,97,268.98
2018,97,256.94
2019,97,422.2
2020,97,596.56
2008,98,28.63
2009,98,81.74
2010,98,103.47
2011,98,65.3
2012,98,98.39
2013,98,114.24
2014,98,109.77
2015,98,176.13
2016,98,204.48
2017,98,268.98
2018,98,256.94
2019,98,422.2
2020,98,596.56
2008,99,
2009,99,
2010,99,
2011,99,
2012,99,
2013,99,
2014,99,
2015,99,
2016,99,
2017,99,
2018,99,100.27
2019,99,157.8
2020,99,145.19
2008,100,250.64
2009,100,484.9
2010,100,638.83
2011,100,508.92
2012,100,829.25
2013,100,1037.82
2014,100,1222.51
2015,100,2198.41
2016,100,1787.08
2017,100,2029.39
2018,100,1777.15
2019,100,1529.51
2020,100,2056.37
2008,101,113.06
2009,101,99.56
2010,101,126.83
2011,101,43.19
2012,101,47.58
2013,101,72.11
2014,101,75.58
2015,101,67.66
2016,101,80
2017,101,126.16
2018,101,110.06
2019,101,80.17
2020,101,96.51
2008,102,250.64
2009,102,484.9
2010,102,638.83
2011,102,508.92
2012,102,829.25
2013,102,1037.82
2014,102,1222.51
2015,102,2198.41
2016,102,1787.08
2017,102,2029.39
2018,102,1777.15
2019,102,1529.51
2020,102,2056.37
2008,103,113.06
2009,103,99.56
2010,103,126.83
2011,103,43.19
2012,103,47.58
2013,103,72.11
2014,103,75.58
2015,103,67.66
2016,103,80
2017,103,126.16
2018,103,110.06
2019,103,80.17
2020,103,96.51
2008,104,113.06
2009,104,99.56
2010,104,126.83
2011,104,43.19
2012,104,47.58
2013,104,72.11
2014,104,75.58
2015,104,67.66
2016,104,80
2017,104,126.16
2018,104,110.06
2019,104,80.17
2020,104,96.51
2008,105,113.06
2009,105,99.56
2010,105,126.83
2011,105,43.19
2012,105,47.58
2013,105,72.11
2014,105,75.58
2015,105,67.66
2016,105,80
2017,105,126.16
2018,105,110.06
2019,105,80.17
2020,105,96.51
2008,106,113.06
2009,106,99.56
2010,106,126.83
2011,106,43.19
2012,106,47.58
2013,106,72.11
2014,106,75.58
2015,106,67.66
2016,106,80
2017,106,126.16
2018,106,110.06
2019,106,80.17
2020,106,96.51
2008,107,113.06
2009,107,99.56
2010,107,126.83
2011,107,43.19
2012,107,47.58
2013,107,72.11
2014,107,75.58
2015,107,67.66
2016,107,80
2017,107,126.16
2018,107,110.06
2019,107,80.17
2020,107,96.51
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,69.56
2014,108,43.37
2015,108,73.89
2016,108,98.12
2017,108,141.58
2018,108,101.47
2019,108,107.93
2020,108,68.92
2008,109,
2009,109,
2010,109,
2011,109,
2012,109,
2013,109,69.56
2014,109,43.37
2015,109,73.89
2016,109,98.12
2017,109,141.58
2018,109,101.47
2019,109,107.93
2020,109,68.92
2008,110,76.01
2009,110,100.32
2010,110,168.95
2011,110,117.66
2012,110,140.24
2013,110,194.29
2014,110,225.64
2015,110,288.35
2016,110,274.81
2017,110,350.59
2018,110,295.54
2019,110,406.98
2020,110,353.74
2008,111,68.76
2009,111,90.95
2010,111,120.63
2011,111,87.98
2012,111,107.19
2013,111,156.26
2014,111,173.53
2015,111,203.29
2016,111,231.88
2017,111,315.31
2018,111,238.57
2019,111,257.48
2020,111,326.44
2008,112,426.01
2009,112,684.37
2010,112,899.87
2011,112,654.69
2012,112,851.63
2013,112,1214.39
2014,112,1225.59
2015,112,1355.37
2016,112,1581.64
2017,112,1740.99
2018,112,1416.7
2019,112,1550.55
2020,112,1575.32
2008,113,68.76
2009,113,90.95
2010,113,120.63
2011,113,87.98
2012,113,107.19
2013,113,156.26
2014,113,173.53
2015,113,203.29
2016,113,231.88
2017,113,315.31
2018,113,238.57
2019,113,257.48
2020,113,326.44
2008,114,68.76
2009,114,90.95
2010,114,120.63
2011,114,87.98
2012,114,107.19
2013,114,156.26
2014,114,173.53
2015,114,203.29
2016,114,231.88
2017,114,315.31
2018,114,238.57
2019,114,257.48
2020,114,326.44
2008,115,101.05
2009,115,93.05
2010,115,163.98
2011,115,120.49
2012,115,150.16
2013,115,155.55
2014,115,125.98
2015,115,112.51
2016,115,145.66
2017,115,210
2018,115,147.39
2019,115,178.91
2020,115,186.89
2008,116,150.27
2009,116,163.19
2010,116,255.34
2011,116,112.09
2012,116,88.14
2013,116,129
2014,116,111.87
2015,116,113.67
2016,116,104.15
2017,116,199.38
2018,116,149
2019,116,134.18
2020,116,150.69
2008,117,68.76
2009,117,90.95
2010,117,120.63
2011,117,87.98
2012,117,107.19
2013,117,156.26
2014,117,173.53
2015,117,203.29
2016,117,231.88
2017,117,315.31
2018,117,238.57
2019,117,257.48
2020,117,326.44
2008,118,101.05
2009,118,93.05
2010,118,163.98
2011,118,120.49
2012,118,150.16
2013,118,155.55
2014,118,125.98
2015,118,112.51
2016,118,145.66
2017,118,210
2018,118,147.39
2019,118,178.91
2020,118,186.89
2008,119,68.76
2009,119,90.95
2010,119,120.63
2011,119,87.98
2012,119,107.19
2013,119,156.26
2014,119,173.53
2015,119,203.29
2016,119,231.88
2017,119,315.31
2018,119,238.57
2019,119,257.48
2020,119,326.44
2008,120,
2009,120,
2010,120,
2011,120,
2012,120,
2013,120,
2014,120,98.52
2015,120,51.31
2016,120,60.62
2017,120,160.47
2018,120,118.17
2019,120,118.16
2020,120,70.29
2008,121,101.05
2009,121,93.05
2010,121,163.98
2011,121,120.49
2012,121,150.16
2013,121,155.55
2014,121,125.98
2015,121,112.51
2016,121,145.66
2017,121,210
2018,121,147.39
2019,121,178.91
2020,121,186.89
2008,122,426.01
2009,122,684.37
2010,122,899.87
2011,122,654.69
2012,122,851.63
2013,122,1214.39
2014,122,1225.59
2015,122,1355.37
2016,122,1581.64
2017,122,1740.99
2018,122,1416.7
2019,122,1550.55
2020,122,1575.32
2008,123,209.46
2009,123,267.56
2010,123,311.59
2011,123,220.5
2012,123,285.24
2013,123,533.49
2014,123,603.37
2015,123,927.33
2016,123,1181.5
2017,123,1350.09
2018,123,925.23
2019,123,1131.34
2020,123,1108.33
2008,124,68.76
2009,124,90.95
2010,124,120.63
2011,124,87.98
2012,124,107.19
2013,124,156.26
2014,124,173.53
2015,124,203.29
2016,124,231.88
2017,124,315.31
2018,124,238.57
2019,124,257.48
2020,124,326.44
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,89.92
2016,125,99.46
2017,125,95.62
2018,125,83.66
2019,125,114.16
2020,125,124.41
2008,126,13.04
2009,126,13.6
2010,126,14.65
2011,126,13.37
2012,126,14.64
2013,126,14.08
2014,126,14.39
2015,126,16.82
2016,126,16.82
2017,126,16.82
2018,126,16.82
2019,126,16.82
2020,126,16.82
2008,127,1577.98
2009,127,2242.99
