Date,Id,Price_Index
2010,127,2076.49
2011,127,1760.93
2012,127,2124.04
2013,127,2709.67
2014,127,3125.45
2015,127,3890.06
2016,127,3638.04
2017,127,4657.6
2018,127,3474.98
2019,127,4130.46
2020,127,2937.68
2008,128,1577.98
2009,128,2242.99
2010,128,2076.49
2011,128,1760.93
2012,128,2124.04
2013,128,2709.67
2014,128,3125.45
2015,128,3890.06
2016,128,3638.04
2017,128,4657.6
2018,128,3474.98
2019,128,4130.46
2020,128,2937.68
2008,129,1577.98
2009,129,2242.99
2010,129,2076.49
2011,129,1760.93
2012,129,2124.04
2013,129,2709.67
2014,129,3125.45
2015,129,3890.06
2016,129,3638.04
2017,129,4657.6
2018,129,3474.98
2019,129,4130.46
2020,129,2937.68
2008,130,1577.98
2009,130,2242.99
2010,130,2076.49
2011,130,1760.93
2012,130,2124.04
2013,130,2709.67
2014,130,3125.45
2015,130,3890.06
2016,130,3638.04
2017,130,4657.6
2018,130,3474.98
2019,130,4130.46
2020,130,2937.68
2008,131,1577.98
2009,131,2242.99
2010,131,2076.49
2011,131,1760.93
2012,131,2124.04
2013,131,2709.67
2014,131,3125.45
2015,131,3890.06
2016,131,3638.04
2017,131,4657.6
2018,131,3474.98
2019,131,4130.46
2020,131,2937.68
2008,132,1577.98
2009,132,2242.99
2010,132,2076.49
2011,132,1760.93
2012,132,2124.04
2013,132,2709.67
2014,132,3125.45
2015,132,3890.06
2016,132,3638.04
2017,132,4657.6
2018,132,3474.98
2019,132,4130.46
2020,132,2937.68
2008,133,36.9
2009,133,31.37
2010,133,27.97
2011,133,12.72
2012,133,9.87
2013,133,20.01
2014,133,14.22
2015,133,21.44
2016,133,10.29
2017,133,8.64
2018,133,8.64
2019,133,8.64
2020,133,8.64
2008,134,
2009,134,
2010,134,
2011,134,
2012,134,
2013,134,
2014,134,
2015,134,
2016,134,
2017,134,
2018,134,
2019,134,
2020,134,
2008,135,1577.98
2009,135,2242.99
2010,135,2076.49
2011,135,1760.93
2012,135,2124.04
2013,135,2709.67
2014,135,3125.45
2015,135,3890.06
2016,135,3638.04
2017,135,4657.6
2018,135,3474.98
2019,135,4130.46
2020,135,2937.68
2008,136,16.49
2009,136,14.08
2010,136,9.43
2011,136,7.9
2012,136,7.8
2013,136,13.91
2014,136,19.91
2015,136,46.37
2016,136,83.44
2017,136,67.52
2018,136,26.33
2019,136,77.86
2020,136,134.76
2008,137,51.74
2009,137,50.19
2010,137,75.58
2011,137,60.04
2012,137,62.97
2013,137,130.15
2014,137,123.94
2015,137,159.46
2016,137,164.72
2017,137,225.33
2018,137,218.91
2019,137,290.15
2020,137,173.87
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,105.9
2009,139,150.21
2010,139,115.82
2011,139,56.13
2012,139,41.9
2013,139,86.53
2014,139,84.69
2015,139,98.97
2016,139,97.45
2017,139,86.96
2018,139,73.53
2019,139,106.94
2020,139,48.04
2008,140,105.9
2009,140,150.21
2010,140,115.82
2011,140,56.13
2012,140,41.9
2013,140,86.53
2014,140,84.69
2015,140,98.97
2016,140,97.45
2017,140,86.96
2018,140,73.53
2019,140,106.94
2020,140,48.04
2008,141,462.22
2009,141,453.45
2010,141,357.05
2011,141,212.74
2012,141,245.54
2013,141,173.61
2014,141,120.3
2015,141,112.32
2016,141,110.02
2017,141,151.37
2018,141,117
2019,141,123.86
2020,141,80.58
2008,142,32.02
2009,142,49.53
2010,142,43.45
2011,142,44.82
2012,142,39.45
2013,142,95.1
2014,142,77.52
2015,142,72.98
2016,142,60.84
2017,142,59.24
2018,142,54.68
2019,142,43.35
2020,142,20.18
2008,143,462.22
2009,143,453.45
2010,143,357.05
2011,143,212.74
2012,143,245.54
2013,143,173.61
2014,143,120.3
2015,143,112.32
2016,143,110.02
2017,143,151.37
2018,143,117
2019,143,123.86
2020,143,80.58
2008,144,462.22
2009,144,453.45
2010,144,357.05
2011,144,212.74
2012,144,245.54
2013,144,173.61
2014,144,120.3
2015,144,112.32
2016,144,110.02
2017,144,151.37
2018,144,117
2019,144,123.86
2020,144,80.58
2008,145,462.22
2009,145,453.45
2010,145,357.05
2011,145,212.74
2012,145,245.54
2013,145,173.61
2014,145,120.3
2015,145,112.32
2016,145,110.02
2017,145,151.37
2018,145,117
2019,145,123.86
2020,145,80.58
2008,146,462.22
2009,146,453.45
2010,146,357.05
2011,146,212.74
2012,146,245.54
2013,146,173.61
2014,146,120.3
2015,146,112.32
2016,146,110.02
2017,146,151.37
2018,146,117
2019,146,123.86
2020,146,80.58
2008,147,462.22
2009,147,453.45
2010,147,357.05
2011,147,212.74
2012,147,245.54
2013,147,173.61
2014,147,120.3
2015,147,112.32
2016,147,110.02
2017,147,151.37
2018,147,117
2019,147,123.86
2020,147,80.58
2008,148,462.22
2009,148,453.45
2010,148,357.05
2011,148,212.74
2012,148,245.54
2013,148,173.61
2014,148,120.3
2015,148,112.32
2016,148,110.02
2017,148,151.37
2018,148,117
2019,148,123.86
2020,148,80.58
2008,149,462.22
2009,149,453.45
2010,149,357.05
2011,149,212.74
2012,149,245.54
2013,149,173.61
2014,149,120.3
2015,149,112.32
2016,149,110.02
2017,149,151.37
2018,149,117
2019,149,123.86
2020,149,80.58
2008,150,109
2009,150,156.48
2010,150,123.53
2011,150,58.33
2012,150,42.45
2013,150,94
2014,150,91.85
2015,150,108.21
2016,150,108.56
2017,150,96.77
2018,150,82.32
2019,150,89.56
2020,150,73.54
2008,151,32.02
2009,151,49.53
2010,151,43.45
2011,151,44.82
2012,151,39.45
2013,151,95.1
2014,151,77.52
2015,151,72.98
2016,151,60.84
2017,151,59.24
2018,151,54.68
2019,151,43.35
2020,151,20.18
2008,152,105.9
2009,152,150.21
2010,152,115.82
2011,152,56.13
2012,152,41.9
2013,152,86.53
2014,152,84.69
2015,152,98.97
2016,152,97.45
2017,152,86.96
2018,152,73.53
2019,152,106.94
2020,152,48.04
2008,153,462.22
2009,153,453.45
2010,153,357.05
2011,153,212.74
2012,153,245.54
2013,153,173.61
2014,153,120.3
2015,153,112.32
2016,153,110.02
2017,153,151.37
2018,153,117
2019,153,123.86
2020,153,80.58
2008,154,105.9
2009,154,150.21
2010,154,115.82
2011,154,56.13
2012,154,41.9
2013,154,86.53
2014,154,84.69
2015,154,98.97
2016,154,97.45
2017,154,86.96
2018,154,73.53
2019,154,106.94
2020,154,48.04
2008,155,105.9
2009,155,150.21
2010,155,115.82
2011,155,56.13
2012,155,41.9
2013,155,86.53
2014,155,84.69
2015,155,98.97
2016,155,97.45
2017,155,86.96
2018,155,73.53
2019,155,106.94
2020,155,48.04
2008,156,109
2009,156,156.48
2010,156,123.53
2011,156,58.33
2012,156,42.45
2013,156,94
2014,156,91.85
2015,156,108.21
2016,156,108.56
2017,156,96.77
2018,156,82.32
2019,156,89.56
2020,156,73.54
2008,157,32.02
2009,157,49.53
2010,157,43.45
2011,157,44.82
2012,157,39.45
2013,157,95.1
2014,157,77.52
2015,157,72.98
2016,157,60.84
2017,157,59.24
2018,157,54.68
2019,157,43.35
2020,157,20.18
2008,158,32.02
2009,158,49.53
2010,158,43.45
2011,158,44.82
2012,158,39.45
2013,158,95.1
2014,158,77.52
2015,158,72.98
2016,158,60.84
2017,158,59.24
2018,158,54.68
2019,158,43.35
2020,158,20.18
2008,159,105.9
2009,159,150.21
2010,159,115.82
2011,159,56.13
2012,159,41.9
2013,159,86.53
2014,159,84.69
2015,159,98.97
2016,159,97.45
2017,159,86.96
2018,159,73.53
2019,159,106.94
2020,159,48.04
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,
2015,160,
2016,160,
2017,160,
2018,160,
2019,160,
2020,160,
2008,161,32.02
2009,161,49.53
2010,161,43.45
2011,161,44.82
2012,161,39.45
2013,161,95.1
2014,161,77.52
2015,161,72.98
2016,161,60.84
2017,161,59.24
2018,161,54.68
2019,161,43.35
2020,161,20.18
2008,162,462.22
2009,162,453.45
2010,162,357.05
2011,162,212.74
2012,162,245.54
2013,162,173.61
2014,162,120.3
2015,162,112.32
2016,162,110.02
2017,162,151.37
2018,162,117
2019,162,123.86
2020,162,80.58
2008,163,462.22
2009,163,453.45
2010,163,357.05
2011,163,212.74
2012,163,245.54
2013,163,173.61
2014,163,120.3
2015,163,112.32
2016,163,110.02
2017,163,151.37
2018,163,117
2019,163,123.86
2020,163,80.58
2008,164,1121.56
2009,164,1067.77
2010,164,990.69
2011,164,841.91
2012,164,701.02
2013,164,720.09
2014,164,879.5
2015,164,1180.49
2016,164,844.81
2017,164,734.63
2018,164,499.91
2019,164,585.67
2020,164,494.39
2008,165,1121.56
2009,165,1067.77
2010,165,990.69
2011,165,841.91
2012,165,701.02
2013,165,720.09
2014,165,879.5
2015,165,1180.49
2016,165,844.81
2017,165,734.63
2018,165,499.91
2019,165,585.67
2020,165,494.39
2008,166,1121.56
2009,166,1067.77
2010,166,990.69
2011,166,841.91
2012,166,701.02
2013,166,720.09
2014,166,879.5
2015,166,1180.49
2016,166,844.81
2017,166,734.63
2018,166,499.91
2019,166,585.67
2020,166,494.39
2008,167,46.15
2009,167,42.05
2010,167,30.28
2011,167,18.58
2012,167,19.03
2013,167,15.97
2014,167,16.02
2015,167,34.27
2016,167,33.04
2017,167,38.49
2018,167,32.48
2019,167,27.54
2020,167,11.42
2008,168,317.11
2009,168,337.2
2010,168,310.22
2011,168,303.11
2012,168,345.4
2013,168,331.22
2014,168,275.53
2015,168,264.87
2016,168,293.64
2017,168,262
2018,168,260.97
2019,168,263.79
2020,168,162.24
2008,169,317.11
2009,169,337.2
2010,169,310.22
2011,169,303.11
2012,169,345.4
2013,169,331.22
2014,169,275.53
2015,169,264.87
2016,169,293.64
2017,169,262
2018,169,260.97
2019,169,263.79
2020,169,162.24
2008,170,287.51
2009,170,349.52
2010,170,285.02
2011,170,268.8
2012,170,234.46
2013,170,303.28
2014,170,284.09
2015,170,309.84
2016,170,296.45
2017,170,483.38
2018,170,516.03
2019,170,690.94
2020,170,934.26
2008,171,51.25
2009,171,88.2
2010,171,117.56
2011,171,35.4
2012,171,14.44
2013,171,22.54
2014,171,24.97
2015,171,34.71
2016,171,35.67
2017,171,59.7
2018,171,44.37
2019,171,34.2
2020,171,23.54
2008,172,467.48
2009,172,953.07
2010,172,1456.81
2011,172,1298.57
2012,172,1144.55
2013,172,629.52
2014,172,382.32
2015,172,352.78
2016,172,226.5
2017,172,190.22
2018,172,159.17
2019,172,188.85
2020,172,97.57
2008,173,467.48
2009,173,953.07
2010,173,1456.81
2011,173,1298.57
2012,173,1144.55
2013,173,629.52
2014,173,382.32
2015,173,352.78
2016,173,226.5
2017,173,190.22
2018,173,159.17
2019,173,188.85
2020,173,97.57
2008,174,268.82
2009,174,352.44
2010,174,442.9
2011,174,447.18
2012,174,656.09
2013,174,901.7
2014,174,904.1
2015,174,1146.89
2016,174,1034.59
2017,174,1119.24
2018,174,1097.03
2019,174,1180.85
2020,174,1324.11
2008,175,94.87
2009,175,119.94
2010,175,137.69
2011,175,108.95
2012,175,152.64
2013,175,192.38
2014,175,126.95
2015,175,144.01
2016,175,108.24
2017,175,114.31
2018,175,69.05
2019,175,69.35
2020,175,47.44
2008,176,78.73
2009,176,146.87
2010,176,247.57
2011,176,172.47
2012,176,244.63
2013,176,634.76
2014,176,376.42
2015,176,706.73
2016,176,550.98
2017,176,595.49
2018,176,916.45
2019,176,1075.68
2020,176,860.46
2008,177,94.87
2009,177,119.94
2010,177,137.69
2011,177,108.95
2012,177,152.64
2013,177,192.38
2014,177,126.95
2015,177,144.01
2016,177,108.24
2017,177,114.31
2018,177,69.05
2019,177,69.35
2020,177,47.44
2008,178,268.82
2009,178,352.44
2010,178,442.9
2011,178,447.18
2012,178,656.09
2013,178,901.7
2014,178,904.1
2015,178,1146.89
2016,178,1034.59
2017,178,1119.24
2018,178,1097.03
2019,178,1180.85
2020,178,1324.11
2008,179,
2009,179,
2010,179,
2011,179,
2012,179,
2013,179,
2014,179,
2015,179,
2016,179,
2017,179,
2018,179,
2019,179,
2020,179,
2008,180,268.82
2009,180,352.44
2010,180,442.9
2011,180,447.18
2012,180,656.09
2013,180,901.7
2014,180,904.1
2015,180,1146.89
2016,180,1034.59
2017,180,1119.24
2018,180,1097.03
2019,180,1180.85
2020,180,1324.11
2008,181,268.82
2009,181,352.44
2010,181,442.9
2011,181,447.18
2012,181,656.09
2013,181,901.7
2014,181,904.1
2015,181,1146.89
2016,181,1034.59
2017,181,1119.24
2018,181,1097.03
2019,181,1180.85
2020,181,1324.11
2008,182,78.73
2009,182,146.87
2010,182,247.57
2011,182,172.47
2012,182,244.63
2013,182,634.76
2014,182,376.42
2015,182,706.73
2016,182,550.98
2017,182,595.49
2018,182,916.45
2019,182,1075.68
2020,182,860.46
2008,183,268.82
2009,183,352.44
2010,183,442.9
2011,183,447.18
2012,183,656.09
2013,183,901.7
2014,183,904.1
2015,183,1146.89
2016,183,1034.59
2017,183,1119.24
2018,183,1097.03
2019,183,1180.85
2020,183,1324.11
2008,184,268.82
2009,184,352.44
2010,184,442.9
2011,184,447.18
2012,184,656.09
2013,184,901.7
2014,184,904.1
2015,184,1146.89
2016,184,1034.59
2017,184,1119.24
2018,184,1097.03
2019,184,1180.85
2020,184,1324.11
2008,185,268.82
2009,185,352.44
2010,185,442.9
2011,185,447.18
2012,185,656.09
2013,185,901.7
2014,185,904.1
2015,185,1146.89
2016,185,1034.59
2017,185,1119.24
2018,185,1097.03
2019,185,1180.85
2020,185,1324.11
2008,186,
2009,186,
2010,186,
2011,186,
2012,186,
2013,186,
2014,186,
2015,186,
2016,186,
2017,186,
2018,186,
2019,186,
2020,186,
2008,187,268.82
2009,187,352.44
2010,187,442.9
2011,187,447.18
2012,187,656.09
2013,187,901.7
2014,187,904.1
2015,187,1146.89
2016,187,1034.59
2017,187,1119.24
2018,187,1097.03
2019,187,1180.85
2020,187,1324.11
2008,188,268.82
2009,188,352.44
2010,188,442.9
2011,188,447.18
2012,188,656.09
2013,188,901.7
2014,188,904.1
2015,188,1146.89
2016,188,1034.59
2017,188,1119.24
2018,188,1097.03
2019,188,1180.85
2020,188,1324.11
2008,189,268.82
2009,189,352.44
2010,189,442.9
2011,189,447.18
2012,189,656.09
2013,189,901.7
2014,189,904.1
2015,189,1146.89
2016,189,1034.59
2017,189,1119.24
2018,189,1097.03
2019,189,1180.85
2020,189,1324.11
2008,190,268.82
2009,190,352.44
2010,190,442.9
2011,190,447.18
2012,190,656.09
2013,190,901.7
2014,190,904.1
2015,190,1146.89
2016,190,1034.59
2017,190,1119.24
2018,190,1097.03
2019,190,1180.85
2020,190,1324.11
2008,191,172.58
2009,191,232.17
2010,191,314.96
2011,191,249.3
2012,191,308.43
2013,191,466.83
2014,191,573.41
2015,191,1074.89
2016,191,1201.1
2017,191,1653.47
2018,191,1349.8
2019,191,1688.27
2020,191,2040.14
2008,192,
2009,192,
2010,192,
2011,192,
2012,192,
2013,192,
2014,192,
2015,192,
2016,192,
2017,192,
2018,192,
2019,192,
2020,192,
2008,193,
2009,193,
2010,193,
2011,193,
2012,193,
2013,193,
2014,193,
2015,193,
2016,193,
2017,193,
2018,193,
2019,193,
2020,193,
2008,194,172.58
2009,194,232.17
2010,194,314.96
2011,194,249.3
2012,194,308.43
2013,194,466.83
2014,194,573.41
2015,194,1074.89
2016,194,1201.1
2017,194,1653.47
2018,194,1349.8
2019,194,1688.27
2020,194,2040.14
2008,195,172.58
2009,195,232.17
2010,195,314.96
2011,195,249.3
2012,195,308.43
2013,195,466.83
2014,195,573.41
2015,195,1074.89
2016,195,1201.1
2017,195,1653.47
2018,195,1349.8
2019,195,1688.27
2020,195,2040.14
2008,196,308.94
2009,196,222.72
2010,196,162.19
2011,196,121.55
2012,196,158.85
2013,196,431.4
2014,196,452.65
2015,196,935.71
2016,196,861.16
2017,196,1294.4
2018,196,1235.72
2019,196,1946.82
2020,196,2671.34
2008,197,45.05
2009,197,48.19
2010,197,38.25
2011,197,40.11
2012,197,45.64
2013,197,78.67
2014,197,73.68
2015,197,109.02
2016,197,144.61
2017,197,186.03
2018,197,168.44
2019,197,334.76
2020,197,651.17
2008,198,45.05
2009,198,48.19
2010,198,38.25
2011,198,40.11
2012,198,45.64
2013,198,78.67
2014,198,73.68
2015,198,109.02
2016,198,144.61
2017,198,186.03
2018,198,168.44
2019,198,334.76
2020,198,651.17
2008,199,39.58
2009,199,41.28
2010,199,22.43
2011,199,16.38
2012,199,16.87
2013,199,16.14
2014,199,13.13
2015,199,14.46
2016,199,51.02
2017,199,142.83
2018,199,121.41
2019,199,137.77
2020,199,105.16
2008,200,1121.56
2009,200,1067.77
2010,200,990.69
2011,200,841.91
2012,200,701.02
2013,200,720.09
2014,200,879.5
2015,200,1180.49
2016,200,844.81
2017,200,734.63
2018,200,499.91
2019,200,585.67
2020,200,494.39
2008,201,308.94
2009,201,222.72
2010,201,162.19
2011,201,121.55
2012,201,158.85
2013,201,431.4
2014,201,452.65
2015,201,935.71
2016,201,861.16
2017,201,1294.4
2018,201,1235.72
2019,201,1946.82
2020,201,2671.34
2008,202,39.58
2009,202,41.28
2010,202,22.43
2011,202,16.38
2012,202,16.87
2013,202,16.14
2014,202,13.13
2015,202,14.46
2016,202,51.02
2017,202,142.83
2018,202,121.41
2019,202,137.77
2020,202,105.16
2008,203,39.58
2009,203,41.28
2010,203,22.43
2011,203,16.38
2012,203,16.87
2013,203,16.14
2014,203,13.13
2015,203,14.46
2016,203,51.02
2017,203,142.83
2018,203,121.41
2019,203,137.77
2020,203,105.16
2008,204,45.05
2009,204,48.19
2010,204,38.25
2011,204,40.11
2012,204,45.64
2013,204,78.67
2014,204,73.68
2015,204,109.02
2016,204,144.61
2017,204,186.03
2018,204,168.44
2019,204,334.76
2020,204,651.17
2008,205,45.05
2009,205,48.19
2010,205,38.25
2011,205,40.11
2012,205,45.64
2013,205,78.67
2014,205,73.68
2015,205,109.02
2016,205,144.61
2017,205,186.03
2018,205,168.44
2019,205,334.76
2020,205,651.17
2008,206,39.58
2009,206,41.28
2010,206,22.43
2011,206,16.38
2012,206,16.87
2013,206,16.14
2014,206,13.13
2015,206,14.46
2016,206,51.02
2017,206,142.83
2018,206,121.41
2019,206,137.77
2020,206,105.16
2008,207,45.05
2009,207,48.19
2010,207,38.25
2011,207,40.11
2012,207,45.64
2013,207,78.67
2014,207,73.68
2015,207,109.02
2016,207,144.61
2017,207,186.03
2018,207,168.44
2019,207,334.76
2020,207,651.17
2008,208,39.58
2009,208,41.28
2010,208,22.43
2011,208,16.38
2012,208,16.87
2013,208,16.14
2014,208,13.13
2015,208,14.46
2016,208,51.02
2017,208,142.83
2018,208,121.41
2019,208,137.77
2020,208,105.16
2008,209,45.05
2009,209,48.19
2010,209,38.25
2011,209,40.11
2012,209,45.64
2013,209,78.67
2014,209,73.68
2015,209,109.02
2016,209,144.61
2017,209,186.03
2018,209,168.44
2019,209,334.76
2020,209,651.17
2008,210,39.58
2009,210,41.28
2010,210,22.43
2011,210,16.38
2012,210,16.87
2013,210,16.14
2014,210,13.13
2015,210,14.46
2016,210,51.02
2017,210,142.83
2018,210,121.41
2019,210,137.77
2020,210,105.16
2008,211,39.58
2009,211,41.28
2010,211,22.43
2011,211,16.38
2012,211,16.87
2013,211,16.14
2014,211,13.13
2015,211,14.46
2016,211,51.02
2017,211,142.83
2018,211,121.41
2019,211,137.77
2020,211,105.16
2008,212,39.58
2009,212,41.28
2010,212,22.43
2011,212,16.38
2012,212,16.87
2013,212,16.14
2014,212,13.13
2015,212,14.46
2016,212,51.02
2017,212,142.83
2018,212,121.41
2019,212,137.77
2020,212,105.16
2008,213,308.94
2009,213,222.72
2010,213,162.19
2011,213,121.55
2012,213,158.85
2013,213,431.4
2014,213,452.65
2015,213,935.71
2016,213,861.16
2017,213,1294.4
2018,213,1235.72
2019,213,1946.82
2020,213,2671.34
2008,214,308.94
2009,214,222.72
2010,214,162.19
2011,214,121.55
2012,214,158.85
2013,214,431.4
2014,214,452.65
2015,214,935.71
2016,214,861.16
2017,214,1294.4
2018,214,1235.72
2019,214,1946.82
2020,214,2671.34
2008,215,45.05
2009,215,48.19
2010,215,38.25
2011,215,40.11
2012,215,45.64
2013,215,78.67
2014,215,73.68
2015,215,109.02
2016,215,144.61
2017,215,186.03
2018,215,168.44
2019,215,334.76
2020,215,651.17
2008,216,308.94
2009,216,222.72
2010,216,162.19
2011,216,121.55
2012,216,158.85
2013,216,431.4
2014,216,452.65
2015,216,935.71
2016,216,861.16
2017,216,1294.4
2018,216,1235.72
2019,216,1946.82
2020,216,2671.34
2008,217,39.58
2009,217,41.28
2010,217,22.43
2011,217,16.38
2012,217,16.87
2013,217,16.14
2014,217,13.13
2015,217,14.46
2016,217,51.02
2017,217,142.83
2018,217,121.41
2019,217,137.77
2020,217,105.16
2008,218,56.65
2009,218,59.98
2010,218,58.28
2011,218,47.55
2012,218,52.87
2013,218,82.05
2014,218,80.26
2015,218,108.16
2016,218,102.41
2017,218,135.09
2018,218,90.83
2019,218,116.09
2020,218,92.06
2008,219,56.65
2009,219,59.98
2010,219,58.28
2011,219,47.55
2012,219,52.87
2013,219,82.05
2014,219,80.26
2015,219,108.16
2016,219,102.41
2017,219,135.09
2018,219,90.83
2019,219,116.09
2020,219,92.06
2008,220,
2009,220,
2010,220,
2011,220,
2012,220,
2013,220,
2014,220,
2015,220,
2016,220,
2017,220,
2018,220,
2019,220,
2020,220,
2008,221,56.65
2009,221,59.98
2010,221,58.28
2011,221,47.55
2012,221,52.87
2013,221,82.05
2014,221,80.26
2015,221,108.16
2016,221,102.41
2017,221,135.09
2018,221,90.83
2019,221,116.09
2020,221,92.06
2008,222,56.65
2009,222,59.98
2010,222,58.28
2011,222,47.55
2012,222,52.87
2013,222,82.05
2014,222,80.26
2015,222,108.16
2016,222,102.41
2017,222,135.09
2018,222,90.83
2019,222,116.09
2020,222,92.06
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,
2015,223,
2016,223,
2017,223,
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,
2013,225,
2014,225,
2015,225,
2016,225,
2017,225,
2018,225,
2019,225,
2020,225,
2008,226,3.39
2009,226,0.83
2010,226,0.24
2011,226,0.15
2012,226,0.15
2013,226,0.15
2014,226,0.15
2015,226,0.15
2016,226,0.15
2017,226,0.15
2018,226,0.15
2019,226,0.15
2020,226,0.15
2008,227,56.65
2009,227,59.98
2010,227,58.28
2011,227,47.55
2012,227,52.87
2013,227,82.05
2014,227,80.26
2015,227,108.16
2016,227,102.41
2017,227,135.09
2018,227,90.83
2019,227,116.09
2020,227,92.06
2008,228,56.65
2009,228,59.98
2010,228,58.28
2011,228,47.55
2012,228,52.87
2013,228,82.05
2014,228,80.26
2015,228,108.16
2016,228,102.41
2017,228,135.09
2018,228,90.83
2019,228,116.09
2020,228,92.06
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,
2013,229,
2014,229,
2015,229,
2016,229,
2017,229,
2018,229,
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,
2013,230,
2014,230,
2015,230,107.04
2016,230,90.17
2017,230,188.83
2018,230,166.25
2019,230,166.25
2020,230,166.25
2008,231,233.96
2009,231,648.45
2010,231,394.66
2011,231,186.82
2012,231,240.47
2013,231,383.15
2014,231,408.79
2015,231,607.06
2016,231,504.99
2017,231,293.54
2018,231,252.43
2019,231,310.06
2020,231,403.32
2008,232,233.96
2009,232,648.45
2010,232,394.66
2011,232,186.82
2012,232,240.47
2013,232,383.15
2014,232,408.79
2015,232,607.06
2016,232,504.99
2017,232,293.54
2018,232,252.43
2019,232,310.06
2020,232,403.32
2008,233,58.31
2009,233,76.16
2010,233,71.87
2011,233,89.47
2012,233,98.42
2013,233,159.18
2014,233,196.86
2015,233,283.33
2016,233,243.6
2017,233,254.53
2018,233,270.68
2019,233,270.68
2020,233,270.68
2008,234,233.96
2009,234,648.45
2010,234,394.66
2011,234,186.82
2012,234,240.47
2013,234,383.15
2014,234,408.79
2015,234,607.06
2016,234,504.99
2017,234,293.54
2018,234,252.43
2019,234,310.06
2020,234,403.32
2008,235,2529.8
2009,235,2750.17
2010,235,3019.29
2011,235,2431.41
2012,235,3672.72
2013,235,4598.11
2014,235,3775.32
2015,235,5052.38
2016,235,5953.96
2017,235,6904.11
2018,235,4579.93
2019,235,5449.93
2020,235,5449.93
2008,236,
2009,236,
2010,236,
2011,236,
2012,236,
2013,236,
2014,236,
2015,236,
2016,236,
2017,236,
2018,236,
2019,236,
2020,236,
2008,237,23.72
2009,237,24.84
2010,237,25.5
2011,237,16.9
2012,237,11.83
2013,237,12.53
2014,237,11.4
2015,237,11.87
2016,237,12.18
2017,237,26.34
2018,237,31.92
2019,237,38.46
2020,237,25.18
2008,238,105.9
2009,238,150.21
2010,238,115.82
2011,238,56.13
2012,238,41.9
2013,238,86.53
2014,238,84.69
2015,238,98.97
2016,238,97.45
2017,238,86.96
2018,238,73.53
2019,238,106.94
2020,238,48.04
2008,239,101.86
2009,239,120.67
2010,239,106.01
2011,239,60.27
2012,239,73.53
2013,239,175.27
2014,239,202.72
2015,239,175.63
2016,239,179.69
2017,239,245.06
2018,239,180.33
2019,239,253.4
2020,239,207.21
2008,240,23.72
2009,240,24.84
2010,240,25.5
2011,240,16.9
2012,240,11.83
2013,240,12.53
2014,240,11.4
2015,240,11.87
2016,240,12.18
2017,240,26.34
2018,240,31.92
2019,240,38.46
2020,240,25.18
2008,241,101.86
2009,241,120.67
2010,241,106.01
2011,241,60.27
2012,241,73.53
2013,241,175.27
2014,241,202.72
2015,241,175.63
2016,241,179.69
2017,241,245.06
2018,241,180.33
2019,241,253.4
2020,241,207.21
2008,242,214.73
2009,242,352.66
2010,242,422.59
2011,242,301.42
2012,242,347.14
2013,242,549.49
2014,242,559.28
2015,242,789.15
2016,242,768.02
2017,242,1028.7
2018,242,658.3
2019,242,834.4
2020,242,489.14
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,243.76
2009,244,341.22
2010,244,306.58
2011,244,224.38
2012,244,60.62
2013,244,156.71
2014,244,142.88
2015,244,101.12
2016,244,149.09
2017,244,150.68
2018,244,171.84
2019,244,321.41
2020,244,321.89
2008,245,1104.36
2009,245,1361.36
2010,245,949.25
2011,245,531.42
2012,245,525.17
2013,245,693.62
2014,245,754
2015,245,880.56
2016,245,571
2017,245,663.3
2018,245,460.94
2019,245,568.41
2020,245,456.39
2008,246,4968.81
2009,246,5605.13
2010,246,4121.78
2011,246,3734.2
2012,246,4344.33
2013,246,7166.23
2014,246,5492.54
2015,246,7477.53
2016,246,6229.53
2017,246,6601.03
2018,246,6449.66
2019,246,9340.21
2020,246,7444.25
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,148.99
2009,249,402.79
2010,249,349.72
2011,249,298.09
2012,249,527.93
2013,249,957.7
2014,249,910.58
2015,249,1272.92
2016,249,902.62
2017,249,1021.12
2018,249,675.15
2019,249,1174.34
2020,249,974.92
2008,250,3116.48
2009,250,3234.65
2010,250,3445.12
2011,250,2422.07
2012,250,2030.49
