Date,Id,sales
2009,33,194500
2010,33,196657
2011,33,190466
2012,33,188620
2013,33,184141
2014,33,185230
2015,33,180852
2016,33,165215
2017,33,162161
2018,33,151631
2019,33,
2020,33,
2008,34,5775557
2009,34,5006379
2010,34,4790944
2011,34,4720542
2012,34,4480091
2013,34,4235433
2014,34,4155641
2015,34,4301640
2016,34,
2017,34,
2018,34,
2019,34,
2020,34,
2008,35,1092186
2009,35,822473
2010,35,842260
2011,35,933014
2012,35,976193
2013,35,988614
2014,35,948013
2015,35,969040
2016,35,1027578
2017,35,1140006
2018,35,1196186
2019,35,1211828
2020,35,1224793
2008,36,3520232
2009,36,2671809
2010,36,2648442
2011,36,2787385
2012,36,2813446
2013,36,2753050
2014,36,2506354
2015,36,2662071
2016,36,2669320
2017,36,2806213
2018,36,2873453
2019,36,3221443
2020,36,3222411
2008,37,6157042
2009,37,5365383
2010,37,5147341
2011,37,5016035
2012,37,4775658
2013,37,4519899
2014,37,4451330
2015,37,401969
2016,37,451028
2017,37,507626
2018,37,463069
2019,37,565875
2020,37,575520
2008,38,2867048
2009,38,2595943
2010,38,1931450
2011,38,2041859
2012,38,2200382
2013,38,2261406
2014,38,4096337
2015,38,4595483
2016,38,5760358
2017,38,5939976
2018,38,4864142
2019,38,4770634
2020,38,4247167
2008,39,15793
2009,39,31140
2010,39,47163
2011,39,65339
2012,39,79766
2013,39,66227
2014,39,44521
2015,39,44279
2016,39,49522
2017,39,52185
2018,39,55854
2019,39,70032
2020,39,100625
2008,40,97699
2009,40,94923
2010,40,99196
2011,40,248650
2012,40,274603
2013,40,275861
2014,40,248325
2015,40,270740
2016,40,249622
2017,40,288619
2018,40,335889
2019,40,374494
2020,40,384359
2008,41,1444
2009,41,11369
2010,41,10890
2011,41,3055
2012,41,2402
2013,41,2824
2014,41,3254
2015,41,2280
2016,41,3247
2017,41,58744
2018,41,117689
2019,41,143179
2020,41,125582
2008,42,59577000
2009,42,62171000
2010,42,71943000
2011,42,77573000
2012,42,82699000
2013,42,77258000
2014,42,73328000
2015,42,73076000
2016,42,68604000
2017,42,72664000
2018,42,73134000
2019,42,77366000
2020,42,62623000
2008,43,1336300
2009,43,1317300
2010,43,1533100
2011,43,1591300
2012,43,1732800
2013,43,1844600
2014,43,1922800
2015,43,2011900
2016,43,2032600
2017,43,2184000
2018,43,2272500
2019,43,2287900
2020,43,2461900
2008,44,20651
2009,44,15281
2010,44,17119
2011,44,18181
2012,44,18353
2013,44,18204
2014,44,16989
2015,44,15066
2016,44,14107
2017,44,
2018,44,
2019,44,
2020,44,
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,3056181
2009,46,2883320
2010,46,2480469
2011,46,3217123
2012,46,3522752
2013,46,3570583
2014,46,3012620
2015,46,2863167
2016,46,2769035
2017,46,2749814
2018,46,2930295
2019,46,3105774
2020,46,3297235
2008,47,5963000
2009,47,5762000
2010,47,5923000
2011,47,6096000
2012,47,6281000
2013,47,5604000
2014,47,4984000
2015,47,4921000
2016,47,5093000
2017,47,5796000
2018,47,6494000
2019,47,7324000
2020,47,6862000
2008,48,1789000
2009,48,1733000
2010,48,2121000
2011,48,2253000
2012,48,2696000
2013,48,2755000
2014,48,2913000
2015,48,2994000
2016,48,
2017,48,
2018,48,
2019,48,
2020,48,
2008,49,
2009,49,
2010,49,108
2011,49,467
2012,49,837
2013,49,1182
2014,49,4007
2015,49,3808
2016,49,3126
2017,49,1854
2018,49,2178
2019,49,2099
2020,49,2264
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,9826
2013,50,10734
2014,50,13100
2015,50,8503
2016,50,10247
2017,50,10811
2018,50,14459
2019,50,16164
2020,50,16055
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,26477
2015,52,29187
2016,52,29960
2017,52,41848
2018,52,52072
2019,52,49628
2020,52,49851
2008,53,157107
2009,53,128805
2010,53,140574
2011,53,148644
2012,53,142473
2013,53,128543
2014,53,131701
2015,53,166012
2016,53,189031
2017,53,231078
2018,53,160284
2019,53,182352
2020,53,168703
2008,54,221670
2009,54,149111
2010,54,189797
2011,54,211137
2012,54,153708
2013,54,157380
2014,54,180009
2015,54,217670
2016,54,252646
2017,54,306461
2018,54,346020
2019,54,400761
2020,54,408083
2008,55,379820
2009,55,311971
2010,55,392742
2011,55,425533
2012,55,462250
2013,55,450737
2014,55,464546
2015,55,535068
2016,55,576482
2017,55,606022
2018,55,631015
2019,55,612486
2020,55,479828
2008,56,367276
2009,56,231886
2010,56,250007
2011,56,309699
2012,56,349308
2013,56,335841
2014,56,350464
2015,56,364466
2016,56,393886
2017,56,449503
2018,56,466932
2019,56,427582
2020,56,332963
2008,57,192101
2009,57,171657
2010,57,183878
2011,57,229230
2012,57,274801
2013,57,264114
2014,57,270877
2015,57,287761
2016,57,309062
2017,57,324957
2018,57,368220
2019,57,
2020,57,
2008,58,5144000
2009,58,3731000
2010,58,4571000
2011,58,7583000
2012,58,7848000
2013,58,7273000
2014,58,6840000
2015,58,7361000
2016,58,7567000
2017,58,7901000
2018,58,10158000
2019,58,11519000
2020,58,10016000
2008,59,94288
2009,59,75984
2010,59,93934
2011,59,103028
2012,59,103899
2013,59,104547
2014,59,112905
2015,59,121377
2016,59,122605
2017,59,132637
2018,59,144096
2019,59,146296
2020,59,137137
2008,60,181699
2009,60,151121
2010,60,203932
2011,60,161573
2012,60,149785
2013,60,141048
2014,60,149737
2015,60,168103
2016,60,180369
2017,60,177865
2018,60,167768
2019,60,151844
2020,60,127357
2008,61,124827
2009,61,87406
2010,61,128826
2011,61,138975
2012,61,131515
2013,61,128368
2014,61,128922
2015,61,115352
2016,61,118655
2017,61,128639
2018,61,135571
2019,61,140535
2020,61,129645
2008,62,365085
2009,62,234751
2010,62,388179
2011,62,431370
2012,62,391161
2013,62,358795
2014,62,350611
2015,62,349929
2016,62,295901
2017,62,357126
2018,62,355404
2019,62,311938
2020,62,295262
2008,63,30450
2009,63,31522
2010,63,31261
2011,63,32751
2012,63,36059
2013,63,37488
2014,63,36470
2015,63,41734
2016,63,48133
2017,63,59994
2018,63,59516
2019,63,66292
2020,63,142990
2008,64,30158000
2009,64,27163000
2010,64,27571000
2011,64,29957000
2012,64,29503000
2013,64,23407000
2014,64,21573000
2015,64,19718000
2016,64,19025000
2017,64,19828000
2018,64,18940000
2019,64,17974000
2020,64,15805000
2008,65,1086178
2009,65,1115220
2010,65,1166787
2011,65,1219638
2012,65,1228776
2013,65,1331891
2014,65,1405260
2015,65,1440287
2016,65,1502558
2017,65,1585782
2018,65,1627882
2019,65,1651387
2020,65,1048396
2008,66,
2009,66,
2010,66,0
2011,66,271393
2012,66,286029
2013,66,312613
2014,66,321578
2015,66,347687
2016,66,362307
2017,66,409091
2018,66,434354
2019,66,462913
2020,66,329841
2008,67,104493
2009,67,98341
2010,67,101370
2011,67,103352
2012,67,103227
2013,67,98058
2014,67,100426
2015,67,96851
2016,67,117786
2017,67,183447
2018,67,180325
2019,67,175151
2020,67,180570
2008,68,115486
2009,68,120704
2010,68,69679
2011,68,43407
2012,68,47159
2013,68,48453
2014,68,53092
2015,68,58490
2016,68,54418
2017,68,47095
2018,68,41375
2019,68,31949
2020,68,11833
2008,69,3910400
2009,69,3964800
2010,69,4301000
2011,69,4491200
2012,69,5227100
2013,69,5350300
2014,69,5547600
2015,69,6416100
2016,69,6489400
2017,69,6695500
2018,69,
2019,69,
2020,69,
2008,70,54118
2009,70,52294
2010,70,56067
2011,70,56975
2012,70,93308
2013,70,100365
2014,70,114015
2015,70,115316
2016,70,114783
2017,70,111932
2018,70,83501
2019,70,74778
2020,70,83461
2008,71,36030
2009,71,35937
2010,71,40711
2011,71,44045
2012,71,46560
2013,71,52298
2014,71,53512
2015,71,52361
2016,71,54353
2017,71,56192
2018,71,61242
2019,71,63188
2020,71,51837
2008,72,448230
2009,72,445928
2010,72,443553
2011,72,484275
2012,72,578941
2013,72,604371
2014,72,631427
2015,72,748314
2016,72,653131
2017,72,669096
2018,72,687918
2019,72,717650
2020,72,848133
2008,73,7831
2009,73,6318
2010,73,7905
2011,73,8437
2012,73,8101
2013,73,7303
2014,73,10180
2015,73,8516
2016,73,9285
2017,73,
2018,73,
2019,73,
2020,73,
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,48509
2015,75,53128
2016,75,54176
2017,75,46953
2018,75,41161
2019,75,31906
2020,75,11658
2008,76,1902000
2009,76,2438000
2010,76,3475000
2011,76,3539000
2012,76,3901000
2013,76,3836000
2014,76,3881000
2015,76,3967000
2016,76,2501000
2017,76,2533000
2018,76,2586000
2019,76,2665000
2020,76,2770000
2008,77,2355634
2009,77,2022735
2010,77,2600075
2011,77,3254248
2012,77,4003654
2013,77,3228038
2014,77,2633866
2015,77,2849677
2016,77,3042735
2017,77,3448664
2018,77,3723148
2019,77,4081333
2020,77,3537250
2008,78,3716336
2009,78,4204204
2010,78,3668563
2011,78,4100408
2012,78,4490046
2013,78,4579681
2014,78,4189099
2015,78,4487000
2016,78,4460200
2017,78,5612100
2018,78,6134400
2019,78,6912800
2020,78,7079000
2008,79,148074
2009,79,205900
2010,79,205863
2011,79,207731
2012,79,248546
2013,79,249340
2014,79,199856
2015,79,204637
2016,79,184988
2017,79,178491
2018,79,273779
2019,79,400871
2020,79,367641
2008,80,824672
2009,80,764151
2010,80,855884
2011,80,1102590
2012,80,1078038
2013,80,854334
2014,80,585300
2015,80,581655
2016,80,497689
2017,80,532792
2018,80,581652
2019,80,124911
2020,80,163896
2008,81,11066000
2009,81,8867000
2010,81,10446000
2011,81,11381000
2012,81,12014000
2013,81,12335000
2014,81,12325000
2015,81,11313000
2016,81,11034000
2017,81,9940000
2018,81,9159000
2019,81,8168000
2020,81,6390000
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,950864
2013,82,1337940
2014,82,1343681
2015,82,1563254
2016,82,
2017,82,
2018,82,
2019,82,
2020,82,
2008,83,256739
2009,83,230432
2010,83,264858
2011,83,291227
2012,83,298751
2013,83,292284
2014,83,231544
2015,83,246366
2016,83,252085
2017,83,269540
2018,83,289838
2019,83,323725
2020,83,306713
2008,84,4728710
2009,84,4266865
2010,84,4805467
2011,84,4522722
2012,84,5062978
2013,84,4751980
2014,84,2392620
2015,84,2544410
2016,84,2620680
2017,84,2796698
2018,84,2817434
2019,84,2114431
2020,84,1834776
2008,85,455026
2009,85,428120
2010,85,503599
2011,85,507051
2012,85,466319
2013,85,468532
2014,85,426134
2015,85,438037
2016,85,477764
2017,85,569089
2018,85,605980
2019,85,701591
2020,85,679461
2008,86,4728710
2009,86,4266865
2010,86,4805467
2011,86,4522722
2012,86,5062978
2013,86,4751980
2014,86,2392620
2015,86,2544410
2016,86,2620680
2017,86,2796698
2018,86,2817434
2019,86,2114431
2020,86,1834776
2008,87,109622
2009,87,78377
2010,87,74471
2011,87,73707
2012,87,63891
2013,87,51017
2014,87,46305
2015,87,27715
2016,87,27339
2017,87,28764
2018,87,27808
2019,87,26117
2020,87,
2008,88,36348
2009,88,21939
2010,88,20503
2011,88,18070
2012,88,10824
2013,88,6442
2014,88,5348
2015,88,5147
2016,88,4145
2017,88,20895
2018,88,21986
2019,88,
2020,88,
2008,89,164919
2009,89,149289
2010,89,145365
2011,89,143323
2012,89,151308
2013,89,137823
2014,89,144315
2015,89,150452
2016,89,155287
2017,89,161709
2018,89,164252
2019,89,
2020,89,
2008,90,101450
2009,90,152217
2010,90,214288
2011,90,291188
2012,90,375924
2013,90,455590
2014,90,524340
2015,90,922659
2016,90,1870660
2017,90,2091040
2018,90,
2019,90,
2020,90,
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,10744
2013,91,16500
2014,91,25797
2015,91,27653
2016,91,26245
2017,91,29100
2018,91,42777
2019,91,44908
2020,91,
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,29623
2015,92,26976
2016,92,16322
2017,92,17334
2018,92,17861
2019,92,17444
2020,92,
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,
2016,93,
2017,93,
2018,93,
2019,93,
2020,93,
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,641439
2009,95,657032
2010,95,708096
2011,95,827442
2012,95,846611
2013,95,828632
2014,95,890931
2015,95,1033977
2016,95,1133097
2017,95,1265994
2018,95,1362234
2019,95,1732063
2020,95,1555543
2008,96,442731
2009,96,379583
2010,96,362118
2011,96,271822
2012,96,3406
2013,96,1952
2014,96,
2015,96,
2016,96,
2017,96,
2018,96,
2019,96,
2020,96,
2008,97,161118
2009,97,158563
2010,97,138147
2011,97,80561
2012,97,68781
2013,97,69160
2014,97,63056
2015,97,51632
2016,97,49444
2017,97,50863
2018,97,51601
2019,97,52907
2020,97,45412
2008,98,244612
2009,98,304129
2010,98,404547
2011,98,440003
2012,98,433763
2013,98,434849
2014,98,443770
2015,98,499181
2016,98,569312
2017,98,637487
2018,98,669197
2019,98,706319
2020,98,881305
2008,99,126019
2009,99,158414
2010,99,190661
2011,99,197505
2012,99,216874
2013,99,218493
2014,99,232051
2015,99,233848
2016,99,200322
2017,99,210632
2018,99,
2019,99,
2020,99,
2008,100,1503592
2009,100,1379323
2010,100,1600734
2011,100,1779102
2012,100,1506039
2013,100,1632633
2014,100,1726684
2015,100,1891098
2016,100,1845368
2017,100,1972793
2018,100,2078132
2019,100,2101138
2020,100,2351257
2008,101,60500
2009,101,57466
2010,101,58225
2011,101,55549
2012,101,50763
2013,101,56207
2014,101,52145
2015,101,55518
2016,101,59208
2017,101,57176
2018,101,50616
2019,101,49793
2020,101,56058
2008,102,385435
2009,102,335135
2010,102,368265
2011,102,378406
2012,102,384892
2013,102,391849
2014,102,391901
2015,102,421627
2016,102,439318
2017,102,479305
2018,102,472387
2019,102,479986
2020,102,452639
2008,103,210206
2009,103,194204
2010,103,184513
2011,103,173949
2012,103,162131
2013,103,159024
2014,103,161243
2015,103,172354
2016,103,179837
2017,103,176842
2018,103,126254
2019,103,
2020,103,
2008,104,45982
2009,104,51701
2010,104,52218
2011,104,61814
2012,104,64447
2013,104,56998
2014,104,63862
2015,104,68083
2016,104,70552
2017,104,75912
2018,104,97627
2019,104,147472
2020,104,152227
2008,105,28351
2009,105,14971
2010,105,17037
2011,105,22387
2012,105,23272
2013,105,25814
2014,105,28432
2015,105,25460
2016,105,23632
2017,105,31292
2018,105,34108
2019,105,34304
2020,105,30487
2008,106,243449
2009,106,194925
2010,106,206785
2011,106,204359
2012,106,354780
2013,106,355033
2014,106,354757
2015,106,381579
2016,106,391879
2017,106,422155
2018,106,452825
2019,106,433953
2020,106,469778
2008,107,258729
2009,107,221897
2010,107,188187
2011,107,184925
2012,107,158976
2013,107,151003
2014,107,100215
2015,107,92933
2016,107,80418
2017,107,77093
2018,107,83018
2019,107,70326
2020,107,71052
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,0
2014,108,14
2015,108,275333
2016,108,422609
2017,108,510354
2018,108,588747
2019,108,682686
2020,108,607382
2008,109,
2009,109,40773
2010,109,53428
2011,109,67255
2012,109,78136
2013,109,87181
2014,109,98792
2015,109,128196
2016,109,
2017,109,
2018,109,
2019,109,
2020,109,
2008,110,11839
2009,110,5768
2010,110,5064
2011,110,32
2012,110,12079
2013,110,1781
2014,110,852
2015,110,211
2016,110,1199
2017,110,74
2018,110,805
2019,110,669
2020,110,871
2008,111,62378
2009,111,39598
2010,111,1932
2011,111,4137
2012,111,3850
2013,111,3549
2014,111,3920
2015,111,2283
2016,111,1967
2017,111,680
2018,111,109
2019,111,14351
2020,111,6507
2008,112,547168
2009,112,505774
2010,112,503271
2011,112,669206
2012,112,734314
2013,112,760927
2014,112,854617
2015,112,1109537
2016,112,1310846
2017,112,1444730
2018,112,1500371
2019,112,1595527
2020,112,
2008,113,454320
2009,113,268006
2010,113,327522
2011,113,388530
2012,113,383061
2013,113,378417
2014,113,427144
2015,113,519108
2016,113,618489
2017,113,690120
2018,113,740159
2019,113,705872
2020,113,578789
2008,114,46405
2009,114,36543
2010,114,35046
2011,114,36422
2012,114,47001
2013,114,44704
2014,114,54544
2015,114,60324
2016,114,58850
2017,114,46013
2018,114,57741
2019,114,45783
2020,114,
2008,115,141123
2009,115,76929
2010,115,93526
2011,115,115834
2012,115,119639
2013,115,121590
2014,115,120694
2015,115,138651
2016,115,
2017,115,
2018,115,
2019,115,
2020,115,
2008,116,165951
2009,116,127088
2010,116,150897
2011,116,148583
2012,116,130733
2013,116,130967
2014,116,136337
2015,116,138003
2016,116,130978
2017,116,150223
2018,116,150642
2019,116,155923
2020,116,184906
2008,117,110177
2009,117,86088
2010,117,105280
2011,117,111779
2012,117,119834
2013,117,113549
2014,117,114895
2015,117,164402
2016,117,128513
2017,117,175559
2018,117,194611
2019,117,200666
2020,117,170655
2008,118,973369
2009,118,487440
2010,118,717748
2011,118,924192
2012,118,874356
2013,118,871936
2014,118,727757
2015,118,674010
2016,118,593747
2017,118,606021
2018,118,624115
2019,118,548846
2020,118,478678
2008,119,424513
2009,119,342924
2010,119,424925
2011,119,472291
2012,119,527176
2013,119,556513
2014,119,671999
2015,119,894928
2016,119,922818
2017,119,1086547
2018,119,1279167
2019,119,1368618
2020,119,1294363
2008,120,
2009,120,
2010,120,
2011,120,2378756
2012,120,2380665
2013,120,3810692
2014,120,4397984
2015,120,4240442
2016,120,4520819
2017,120,5019614
2018,120,5473801
2019,120,5849089
2020,120,5878545
2008,121,
2009,121,
2010,121,
2011,121,
2012,121,25785000
2013,121,25778000
2014,121,24959654
2015,121,23915877
2016,121,22947675
2017,121,24533553
2018,121,25237241
2019,121,25071672
2020,121,22648954
2008,122,2623855
2009,122,2018173
2010,122,2283694
2011,122,3078929
2012,122,2368622
2013,122,2937693
2014,122,2986994
2015,122,2666176
2016,122,3201676
2017,122,2555713
2018,122,2525057
2019,122,2615053
2020,122,2308942
2008,123,
2009,123,
2010,123,
2011,123,
2012,123,
2013,123,
2014,123,16568
2015,123,16622
2016,123,16783
2017,123,16787
2018,123,52965
2019,123,56668
2020,123,50081
2008,124,
2009,124,
2010,124,
2011,124,
2012,124,
2013,124,
2014,124,
2015,124,24434
2016,124,34029
2017,124,41096
2018,124,44371
2019,124,49011
2020,124,33924
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,210577
2016,125,236018
2017,125,269195
2018,125,305936
2019,125,390356
2020,125,400028
2008,126,2975231
2009,126,1949367
2010,126,2718666
2011,126,3011637
2012,126,2571454
2013,126,2335124
2014,126,2027954
2015,126,5023
2016,126,5403
2017,126,5488
2018,126,2236
2019,126,3866
2020,126,1110
2008,127,65782
2009,127,78795
2010,127,157715
2011,127,128615
2012,127,119436
2013,127,104879
2014,127,86597
2015,127,85952
2016,127,81782
2017,127,85981
2018,127,90856
2019,127,90421
2020,127,66222
2008,128,733988
2009,128,1002160
2010,128,1134824
2011,128,1246423
2012,128,1269492
2013,128,1330660
2014,128,1326897
2015,128,1382668
2016,128,1346146
2017,128,1408080
2018,128,1454576
2019,128,
2020,128,
2008,129,314092
2009,129,326372
2010,129,323248
2011,129,328235
2012,129,336395
2013,129,137156
2014,129,141372
2015,129,155810
2016,129,178509
2017,129,189064
2018,129,
2019,129,
2020,129,
2008,130,1105515
2009,130,1175640
2010,130,1283710
2011,130,1211944
2012,130,1247849
2013,130,1256419
2014,130,1303508
2015,130,1383837
2016,130,1327386
2017,130,1360967
2018,130,1437059
2019,130,
2020,130,
2008,131,53748
2009,131,54800
2010,131,69869
2011,131,73517
2012,131,68524
2013,131,67854
2014,131,73501
2015,131,127620
2016,131,123453
2017,131,134106
2018,131,125849
2019,131,128055
2020,131,49428
2008,132,3456712
2009,132,3610561
2010,132,4520972
2011,132,4941444
2012,132,5101249
2013,132,4990854
2014,132,5589989
2015,132,5985788
2016,132,6179711
2017,132,6364707
2018,132,7427115
2019,132,12615000
2020,132,9051000
2008,133,150609
2009,133,101909
2010,133,126913
2011,133,126503
2012,133,110991
2013,133,76683
2014,133,68367
2015,133,59825
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,744316
2009,134,1018073
2010,134,1157964
2011,134,1268918
2012,134,1294029
2013,134,1344389
2014,134,1340370
2015,134,1399109
2016,134,1473259
2017,134,1744861
2018,134,1992418
2019,134,2444943
2020,134,2482321
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,81981
2013,135,85915
2014,135,75902
2015,135,79313
2016,135,89600
2017,135,98169
2018,135,113152
2019,135,123989
2020,135,66389
2008,136,156762
2009,136,144392
2010,136,130650
2011,136,115627
2012,136,162763
2013,136,114363
2014,136,133145
2015,136,115990
2016,136,107215
2017,136,135383
2018,136,70405
2019,136,77008
2020,136,133223
2008,137,21369
2009,137,17163
2010,137,23388
2011,137,27693
2012,137,30708
2013,137,32292
2014,137,32771
2015,137,36588
2016,137,38432
