Date,Id,sales
2017,137,40309
2018,137,54502
2019,137,56287
2020,137,31975
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,37428
2009,139,8767
2010,139,12287
2011,139,15195
2012,139,11996
2013,139,8734
2014,139,13635
2015,139,17345
2016,139,28045
2017,139,32593
2018,139,19498
2019,139,23190
2020,139,25339
2008,140,121126
2009,140,124131
2010,140,133399
2011,140,117964
2012,140,123182
2013,140,90224
2014,140,3497
2015,140,2488
2016,140,1803
2017,140,2157
2018,140,587
2019,140,
2020,140,
2008,141,286899
2009,141,247234
2010,141,238105
2011,141,218318
2012,141,187699
2013,141,174703
2014,141,162986
2015,141,156885
2016,141,147022
2017,141,138467
2018,141,139174
2019,141,131920
2020,141,116411
2008,142,229367
2009,142,226658
2010,142,243560
2011,142,281549
2012,142,275938
2013,142,249514
2014,142,240266
2015,142,226582
2016,142,566100
2017,142,1109400
2018,142,1224100
2019,142,1159200
2020,142,969600
2008,143,277584
2009,143,253971
2010,143,248075
2011,143,237708
2012,143,216551
2013,143,201504
2014,143,198688
2015,143,170370
2016,143,159082
2017,143,153492
2018,143,173501
2019,143,167040
2020,143,
2008,144,573022
2009,144,502702
2010,144,481971
2011,144,467645
2012,144,430860
2013,144,385494
2014,144,310852
2015,144,324959
2016,144,284112
2017,144,229908
2018,144,211324
2019,144,198737
2020,144,190976
2008,145,76827
2009,145,69858
2010,145,68611
2011,145,64191
2012,145,60044
2013,145,56684
2014,145,55546
2015,145,31080
2016,145,26144
2017,145,25338
2018,145,23498
2019,145,25509
2020,145,22914
2008,146,125343
2009,146,112382
2010,146,116263
2011,146,112828
2012,146,82305
2013,146,78462
2014,146,77353
2015,146,74064
2016,146,65265
2017,146,61684
2018,146,68559
2019,146,73259
2020,146,60736
2008,147,1819187
2009,147,1540128
2010,147,1558302
2011,147,1509843
2012,147,1416093
2013,147,1275791
2014,147,1177495
2015,147,1122831
2016,147,1262911
2017,147,1268268
2018,147,891077
2019,147,884860
2020,147,743993
2008,148,251757
2009,148,233654
2010,148,232969
2011,148,220081
2012,148,206556
2013,148,183731
2014,148,180721
2015,148,154326
2016,148,142497
2017,148,135525
2018,148,153889
2019,148,147360
2020,148,
2008,149,1025548
2009,149,886649
2010,149,885036
2011,149,890057
2012,149,812683
2013,149,711645
2014,149,643459
2015,149,605119
2016,149,585512
2017,149,633743
2018,149,648736
2019,149,603508
2020,149,
2008,150,4198200
2009,150,3815000
2010,150,4253600
2011,150,4208200
2012,150,3682500
2013,150,3414700
2014,150,3414300
2015,150,3524800
2016,150,3667000
2017,150,3631000
2018,150,3401500
2019,150,2925700
2020,150,2636800
2008,151,
2009,151,
2010,151,
2011,151,15527
2012,151,19149
2013,151,21119
2014,151,28245
2015,151,33182
2016,151,53474
2017,151,65303
2018,151,66296
2019,151,75621
2020,151,81440
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,2219
2015,152,3248
2016,152,231
2017,152,76
2018,152,914
2019,152,2425
2020,152,941
2008,153,2673900
2009,153,2206400
2010,153,2255300
2011,153,2075000
2012,153,1597700
2013,153,1314800
2014,153,1279400
2015,153,1032200
2016,153,968300
2017,153,895800
2018,153,975600
2019,153,923600
2020,153,749500
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,8475
2014,154,24485
2015,154,22709
2016,154,20555
2017,154,16869
2018,154,28049
2019,154,37835
2020,154,11185
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,36117
2015,155,40699
2016,155,29497
2017,155,28140
2018,155,29225
2019,155,30648
2020,155,20974
2008,156,
2009,156,
2010,156,
2011,156,130756
2012,156,118728
2013,156,118342
2014,156,167264
2015,156,212306
2016,156,215216
2017,156,216196
2018,156,217727
2019,156,221388
2020,156,224463
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,8074
2013,157,8487
2014,157,8325
2015,157,19403
2016,157,45976
2017,157,28796
2018,157,10359
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,8284
2016,158,7556
2017,158,8305
2018,158,8763
2019,158,9132
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,2035
2015,159,4473
2016,159,3589
2017,159,1531
2018,159,3546
2019,159,2250
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,8679
2012,160,9126
2013,160,9954
2014,160,9044
2015,160,13975
2016,160,34461
2017,160,78816
2018,160,38952
2019,160,37737
2020,160,41291
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,11482
2015,161,23123
2016,161,25408
2017,161,26476
2018,161,29884
2019,161,35791
2020,161,31261
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,14654
2015,162,13906
2016,162,15566
2017,162,15599
2018,162,15610
2019,162,15694
2020,162,12443
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,1125
2015,163,1718
2016,163,2959
2017,163,3505
2018,163,5507
2019,163,8131
2020,163,11364
2008,164,88698
2009,164,139420
2010,164,154089
2011,164,109197
2012,164,99387
2013,164,121033
2014,164,70222
2015,164,37298
2016,164,22449
2017,164,18874
2018,164,7657
2019,164,1841
2020,164,14331
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,313996
2015,166,239216
2016,166,333508
2017,166,356596
2018,166,378472
2019,166,395396
2020,166,663408
2008,167,8555842
2009,167,5229506
2010,167,8529750
2011,167,10960866
2012,167,11889249
2013,167,11206391
2014,167,10214010
2015,167,8237793
2016,167,6869807
2017,167,7687102
2018,167,10388408
2019,167,9517696
2020,167,5342284
2008,168,376875
2009,168,368662
2010,168,533234
2011,168,658151
2012,168,260242
2013,168,177861
2014,168,151139
2015,168,104606
2016,168,82424
2017,168,84368
2018,168,88585
2019,168,93544
2020,168,75488
2008,169,107843000
2009,169,83519000
2010,169,98864000
2011,169,109147000
2012,169,126482000
2013,169,114722000
2014,169,109847000
2015,169,67740000
2016,169,55762000
2017,169,66919000
2018,169,75822000
2019,169,69881000
2020,169,43987000
2008,170,11498312
2009,170,5982612
2010,170,5382861
2011,170,6770291
2012,170,8264842
2013,170,5331224
2014,170,4833918
2015,170,921030
2016,170,1025489
2017,170,1053552
2018,170,1023736
2019,170,1021594
2020,170,973695
2008,171,2401417
2009,171,2137738
2010,171,2488864
2011,171,2608477
2012,171,2135277
2013,171,1572928
2014,171,1545383
2015,171,1637455
2016,171,2408768
2017,171,3502902
2018,171,3613582
2019,171,3297404
2020,171,2569224
2008,172,223904
2009,172,299057
2010,172,476393
2011,172,244332
2012,172,200878
2013,172,168102
2014,172,250730
2015,172,631639
2016,172,124327
2017,172,171371
2018,172,253886
2019,172,316831
2020,172,192003
2008,173,9656000
2009,173,10581000
2010,173,11526000
2011,173,12108000
2012,173,12379000
2013,173,12433000
2014,173,12888000
2015,173,11520000
2016,173,10008000
2017,173,9017000
2018,173,8537000
2019,173,9111000
2020,173,7399000
2008,174,5201611
2009,174,5094318
2010,174,5798035
2011,174,6222483
2012,174,7086142
2013,174,7312611
2014,174,7652317
2015,174,8836578
2016,174,9085707
2017,174,9157291
2018,174,8928889
2019,174,
2020,174,
2008,175,707553
2009,175,713135
2010,175,787539
2011,175,893638
2012,175,985192
2013,175,983120
2014,175,976008
2015,175,1048396
2016,175,1015047
2017,175,982738
2018,175,950205
2019,175,927121
2020,175,647043
2008,176,115946
2009,176,128299
2010,176,132383
2011,176,121932
2012,176,110026
2013,176,111696
2014,176,120506
2015,176,133941
2016,176,135183
2017,176,135583
2018,176,155615
2019,176,250148
2020,176,213756
2008,177,892513
2009,177,865010
2010,177,850076
2011,177,887272
2012,177,807615
2013,177,754191
2014,177,824243
2015,177,874304
2016,177,900763
2017,177,884529
2018,177,827220
2019,177,805858
2020,177,534897
2008,178,1147818
2009,178,1011236
2010,178,1079937
2011,178,1101882
2012,178,1175292
2013,178,1121531
2014,178,1178683
2015,178,1278960
2016,178,1252931
2017,178,1046955
2018,178,962861
2019,178,939038
2020,178,780298
2008,179,98594
2009,179,68951
2010,179,70330
2011,179,90749
2012,179,103414
2013,179,102411
2014,179,100459
2015,179,92034
2016,179,91326
2017,179,99410
2018,179,109580
2019,179,116278
2020,179,71236
2008,180,294684
2009,180,217039
2010,180,219240
2011,180,246025
2012,180,254080
2013,180,251071
2014,180,251538
2015,180,268825
2016,180,280691
2017,180,312605
2018,180,346556
2019,180,351403
2020,180,269117
2008,181,55581
2009,181,45007
2010,181,54539
2011,181,56940
2012,181,60528
2013,181,60433
2014,181,62621
2015,181,71378
2016,181,71617
2017,181,67405
2018,181,65793
2019,181,64196
2020,181,42297
2008,182,270153
2009,182,180336
2010,182,182855
2011,182,193588
2012,182,186605
2013,182,168517
2014,182,155609
2015,182,156636
2016,182,134085
2017,182,125329
2018,182,
2019,182,
2020,182,
2008,183,683886
2009,183,612012
2010,183,773486
2011,183,978997
2012,183,1152965
2013,183,1258034
2014,183,1331822
2015,183,1430039
2016,183,1437923
2017,183,1393472
2018,183,1346842
2019,183,1377261
2020,183,915825
2008,184,210455
2009,184,155609
2010,184,157311
2011,184,162897
2012,184,158580
2013,184,149449
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,158135
2010,185,203599
2011,185,242635
2012,185,279321
2013,185,322480
2014,185,355909
2015,185,414151
2016,185,455971
2017,185,503571
2018,185,552996
2019,185,607761
2020,185,544013
2008,186,112369
2009,186,99310
2010,186,106417
2011,186,143112
2012,186,135148
2013,186,129080
2014,186,127033
2015,186,123331
2016,186,126247
2017,186,127333
2018,186,111586
2019,186,108635
2020,186,82932
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,14814
2013,187,23523
2014,187,31032
2015,187,38349
2016,187,23985
2017,187,19906
2018,187,16044
2019,187,6288
2020,187,7290
2008,188,
2009,188,
2010,188,428733
2011,188,513364
2012,188,623786
2013,188,580577
2014,188,694189
2015,188,880393
2016,188,1040311
2017,188,1193704
2018,188,1420074
2019,188,1627704
2020,188,1440409
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,1138273
2014,189,1136243
2015,189,656985
2016,189,1319480
2017,189,1362624
2018,189,1525686
2019,189,1457154
2020,189,1374777
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,24688
2016,190,24832
2017,190,27524
2018,190,29703
2019,190,29889
2020,190,21949
2008,191,46253
2009,191,44398
2010,191,44695
2011,191,47254
2012,191,41526
2013,191,29600
2014,191,32514
2015,191,15886
2016,191,14272
2017,191,16837
2018,191,19929
2019,191,21344
2020,191,17929
2008,192,2635
2009,192,946
2010,192,626
2011,192,280
2012,192,8907
2013,192,3213
2014,192,1300
2015,192,2275
2016,192,4737
2017,192,13285
2018,192,4025
2019,192,7038
2020,192,5258
2008,193,2435
2009,193,2413
2010,193,2081
2011,193,2767
2012,193,4593
2013,193,5856
2014,193,11181
2015,193,13576
2016,193,19484
2017,193,23000
2018,193,28447
2019,193,34338
2020,193,
2008,194,669790
2009,194,729935
2010,194,694621
2011,194,734070
2012,194,828317
2013,194,941630
2014,194,987356
2015,194,1047676
2016,194,1153942
2017,194,1288123
2018,194,1352235
2019,194,1481848
2020,194,1448867
2008,195,
2009,195,
2010,195,
2011,195,23199
2012,195,26184
2013,195,26917
2014,195,30009
2015,195,33621
2016,195,34618
2017,195,35723
2018,195,41007
2019,195,
2020,195,
2008,196,330210
2009,196,340166
2010,196,384202
2011,196,440296
2012,196,506394
2013,196,574458
2014,196,632184
2015,196,705601
2016,196,780739
2017,196,884434
2018,196,1035793
2019,196,1182528
2020,196,1250191
2008,197,717604
2009,197,697069
2010,197,738286
2011,197,758083
2012,197,754472
2013,197,800102
2014,197,817261
2015,197,850914
2016,197,907602
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,63480
2009,198,68243
2010,198,69837
2011,198,85046
2012,198,74559
2013,198,74903
2014,198,97602
2015,198,114273
2016,198,135648
2017,198,127721
2018,198,150223
2019,198,152275
2020,198,178809
2008,199,56699
2009,199,48863
2010,199,48224
2011,199,52248
2012,199,51663
2013,199,48286
2014,199,52072
2015,199,54768
2016,199,52060
2017,199,58529
2018,199,62348
2019,199,57740
2020,199,62185
2008,200,983623
2009,200,290353
2010,200,278153
2011,200,267605
2012,200,233784
2013,200,225496
2014,200,214916
2015,200,219393
2016,200,202339
2017,200,211345
2018,200,168730
2019,200,158073
2020,200,154800
2008,201,170220
2009,201,155101
2010,201,151485
2011,201,80276
2012,201,84839
2013,201,75313
2014,201,67457
2015,201,62167
2016,201,63703
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,52952
2009,202,47632
2010,202,52655
2011,202,37582
2012,202,45217
2013,202,52560
2014,202,55878
2015,202,61540
2016,202,69152
2017,202,35851
2018,202,39957
2019,202,59091
2020,202,68753
2008,203,72873
2009,203,52817
2010,203,51378
2011,203,46310
2012,203,40779
2013,203,42662
2014,203,43450
2015,203,46899
2016,203,45493
2017,203,59502
2018,203,49789
2019,203,52445
2020,203,58053
2008,204,17412
2009,204,14126
2010,204,11870
2011,204,9962
2012,204,12909
2013,204,17664
2014,204,21551
2015,204,22344
2016,204,28618
2017,204,21521
2018,204,9496
2019,204,6765
2020,204,5473
2008,205,84845
2009,205,81793
2010,205,85279
2011,205,106822
2012,205,137422
2013,205,127190
2014,205,141959
2015,205,139234
2016,205,137298
2017,205,157122
2018,205,590964
2019,205,
2020,205,
2008,206,33574
2009,206,38308
2010,206,41338
2011,206,47198
2012,206,67526
2013,206,66783
2014,206,67533
2015,206,71326
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,11448
2009,207,20576
2010,207,25688
2011,207,30342
2012,207,32684
2013,207,39139
2014,207,50085
2015,207,60360
2016,207,56750
2017,207,80821
2018,207,
2019,207,
2020,207,
2008,208,3728
2009,208,3657
2010,208,2880
2011,208,2914
2012,208,3522
2013,208,5842
2014,208,10271
2015,208,12434
2016,208,8745
2017,208,9764
2018,208,13782
2019,208,14897
2020,208,14738
2008,209,
2009,209,
2010,209,0
2011,209,0
2012,209,0
2013,209,825224
2014,209,941023
2015,209,1054038
2016,209,1223485
2017,209,1260275
2018,209,1350900
2019,209,1539854
2020,209,1762641
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,10377
2015,210,8216
2016,210,10618
2017,210,8384
2018,210,9608
2019,210,6724
2020,210,5490
2008,211,
2009,211,8707
2010,211,9792
2011,211,11122
2012,211,10138
2013,211,11107
2014,211,15393
2015,211,9045
2016,211,12660
2017,211,14809
2018,211,21112
2019,211,21540
2020,211,16083
2008,212,
2009,212,
2010,212,10017
2011,212,9732
2012,212,11519
2013,212,10608
2014,212,11968
2015,212,16389
2016,212,23368
2017,212,26136
2018,212,28697
2019,212,31654
2020,212,28098
2008,213,
2009,213,
2010,213,28983
2011,213,30844
2012,213,33898
2013,213,36723
2014,213,36635
2015,213,38356
2016,213,43091
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,6456
2014,214,8009
2015,214,9366
2016,214,21114
2017,214,27320
2018,214,40203
2019,214,60797
2020,214,65234
2008,215,
2009,215,
2010,215,
2011,215,7090
2012,215,7495
2013,215,7179
2014,215,8146
2015,215,9528
2016,215,13494
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,3899
2015,216,5144
2016,216,5977
2017,216,5971
2018,216,5991
2019,216,5240
2020,216,6506
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,10787
2014,217,11550
2015,217,12838
2016,217,13477
2017,217,16374
2018,217,19374
2019,217,22774
2020,217,23546
2008,218,306535
2009,218,297146
2010,218,248358
2011,218,278000
2012,218,263408
2013,218,258142
2014,218,245457
2015,218,337339
2016,218,221041
2017,218,271327
2018,218,247217
2019,218,279711
2020,218,73635
2008,219,46029
2009,219,42736
2010,219,43439
2011,219,41387
2012,219,41155
2013,219,40442
2014,219,42163
2015,219,40146
2016,219,44086
2017,219,48807
2018,219,48342
2019,219,53537
2020,219,49800
2008,220,95584
2009,220,121202
2010,220,265033
2011,220,271491
2012,220,248094
2013,220,178602
2014,220,137671
2015,220,114431
2016,220,92135
2017,220,80851
2018,220,79906
2019,220,81891
2020,220,
2008,221,154366
2009,221,184704
2010,221,195135
2011,221,196162
2012,221,210550
2013,221,215367
2014,221,234347
2015,221,229983
2016,221,237716
2017,221,252102
2018,221,250908
2019,221,262403
2020,221,240160
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,3531
2015,222,1129
2016,222,1551
2017,222,1594
2018,222,1271
2019,222,1172
2020,222,932
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,0
2015,223,2779
2016,223,76926
2017,223,64352
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,1
2011,225,94
2012,225,565
2013,225,381
2014,225,371
2015,225,4576
2016,225,4294
2017,225,5830
2018,225,15927
2019,225,847
2020,225,8
2008,226,105515
2009,226,93802
2010,226,93353
2011,226,85837
2012,226,67224
2013,226,59575
2014,226,49049
2015,226,53528
2016,226,76976
2017,226,59531
2018,226,81836
2019,226,86359
2020,226,85096
2008,227,
2009,227,
2010,227,
2011,227,267224
2012,227,290624
2013,227,313478
2014,227,252050
2015,227,353485
2016,227,376954
2017,227,401375
2018,227,457221
2019,227,519266
2020,227,484979
2008,228,20357
2009,228,9261
2010,228,10826
2011,228,12499
2012,228,12083
2013,228,10659
2014,228,11196
2015,228,55408
2016,228,55717
2017,228,56278
2018,228,48255
2019,228,46412
2020,228,27611
2008,229,
2009,229,
2010,229,
2011,229,75967
2012,229,62860
2013,229,65215
2014,229,67203
2015,229,79340
2016,229,101333
2017,229,118242
2018,229,126660
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,347155
2013,230,364729
2014,230,392310
2015,230,432763
2016,230,460952
2017,230,583897
2018,230,594271
2019,230,565344
2020,230,516985
2008,231,109788
2009,231,102486
2010,231,108463
2011,231,134556
2012,231,105481
2013,231,101663
2014,231,89133
2015,231,100593
2016,231,54801
2017,231,29486
2018,231,31060
2019,231,34969
2020,231,38754
2008,232,2373257
2009,232,2119187
2010,232,2205174
2011,232,2096480
2012,232,1931900
2013,232,2043001
2014,232,2291141
2015,232,2694054
2016,232,3042330
2017,232,3217172
2018,232,3571190
2019,232,3945371
2020,232,4491613
2008,233,78840
2009,233,105823
2010,233,58822
2011,233,58461
2012,233,232600
2013,233,231601
2014,233,234512
2015,233,241807
2016,233,251533
2017,233,262935
2018,233,271876
2019,233,282726
2020,233,
2008,234,91731
2009,234,83529
2010,234,99269
2011,234,93806
2012,234,94434
2013,234,66106
2014,234,63898
2015,234,65551
2016,234,61103
2017,234,60120
2018,234,79083
2019,234,101973
2020,234,69259
2008,235,153638
2009,235,132084
2010,235,189617
2011,235,171394
2012,235,66193
2013,235,30080
2014,235,18104
2015,235,2573
2016,235,280
2017,235,0
2018,235,0
2019,235,0
2020,235,
2008,236,119573
2009,236,68627
2010,236,19969
2011,236,35010
2012,236,49840
2013,236,30546
2014,236,39779
2015,236,33268
2016,236,1988
2017,236,267
2018,236,829
2019,236,183
2020,236,27
2008,237,196532
2009,237,232191
2010,237,230251
2011,237,161773
2012,237,194292
2013,237,272404
2014,237,279352
2015,237,324666
2016,237,341497
2017,237,411562
2018,237,402268
2019,237,464270
2020,237,401403
2008,238,172020
2009,238,148866
2010,238,128356
2011,238,137600
2012,238,106514
2013,238,112834
2014,238,128447
2015,238,180626
2016,238,219429
2017,238,175000
2018,238,250867
2019,238,232753
2020,238,141249
2008,239,272848
2009,239,264858
2010,239,293039
2011,239,141359
2012,239,298983
2013,239,272326
2014,239,301066
2015,239,283008
2016,239,246236
2017,239,248435
2018,239,293562
2019,239,320195
2020,239,296794
2008,240,94716
2009,240,89303
2010,240,81134
2011,240,72942
2012,240,83242
2013,240,109165
2014,240,107380
2015,240,110795
2016,240,94429
2017,240,128816
2018,240,192347
2019,240,149764
2020,240,106259
2008,241,100266
2009,241,85279
2010,241,83042
2011,241,72580
2012,241,67484
2013,241,61323
2014,241,69240
2015,241,60482
2016,241,58415
2017,241,56158
2018,241,61309
2019,241,61956
2020,241,29002
2008,242,5898875
2009,242,5817450
2010,242,6014184
2011,242,6422193
2012,242,6686721
2013,242,4545922
2014,242,4461466
2015,242,4838777
2016,242,4940989
2017,242,4990594
2018,242,5113140
2019,242,5393753
2020,242,2215774
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,533445
2009,244,552266
2010,244,546120
2011,244,557401
2012,244,512683
2013,244,477535
2014,244,526203
2015,244,599263
2016,244,889064
2017,244,884213
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,5806
2012,245,39499
2013,245,66544
2014,245,92991
2015,245,94927
2016,245,98372
2017,245,101183
2018,245,118322
2019,245,136742
2020,245,128839
2008,246,17693505
2009,246,19887190
2010,246,21620813
2011,246,21511835
2012,246,23926966
2013,246,26103444
2014,246,28582389
2015,246,30797000
2016,246,32887000
2017,246,32949000
2018,246,27894000
2019,246,32530000
2020,246,29509000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,25860
2009,249,36946
2010,249,42291
2011,249,89264
2012,249,99134
2013,249,67143
2014,249,36010
2015,249,115718
2016,249,79294
2017,249,64446
2018,249,103528
2019,249,76593
2020,249,61747
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,56552
2018,250,62235
2019,250,59777
2020,250,73010
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,58725
2014,253,71105
2015,253,90527
2016,253,135118
2017,253,178810
2018,253,201856
2019,253,236961
2020,253,268360
2008,254,46345
2009,254,47877
2010,254,53430
2011,254,71835
2012,254,39873
2013,254,52285
2014,254,70362
2015,254,123000
2016,254,140408
2017,254,155721
2018,254,189202
2019,254,224145
2020,254,263542
2008,255,13722
2009,255,9842
2010,255,53
2011,255,20
2012,255,1
2013,255,174
2014,255,624
2015,255,929
2016,255,1749
2017,255,2424
2018,255,3440
2019,255,4206
2020,255,3947
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,409435
2014,257,464660
2015,257,511102
2016,257,554970
2017,257,597683
2018,257,632919
2019,257,666418
2020,257,508342
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,14597
2017,258,18809
2018,258,24391
2019,258,33727
2020,258,52094
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,800063
2014,262,796622
2015,262,809767
2016,262,822838
2017,262,845937
2018,262,843897
2019,262,864792
2020,262,735595
2008,263,1375989
2009,263,1209821
2010,263,1110649
2011,263,956728
2012,263,808806
2013,263,503320
2014,263,408185
2015,263,374941
2016,263,389476
2017,263,335925
2018,263,324757
2019,263,
2020,263,
2008,264,2367198
2009,264,12970128
2010,264,11302295
2011,264,11554235
2012,264,10773738
2013,264,7838629
2014,264,6620579
2015,264,5243232
2016,264,4281971
2017,264,4059237
2018,264,2757217
2019,264,6465262
2020,264,3838700
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,42
2013,265,
2014,265,3412
2015,265,15538
2016,265,30783
2017,265,40988
2018,265,51960
2019,265,55679
2020,265,48284
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,54630
2016,266,60692
2017,266,64783
2018,266,67363
2019,266,70753
2020,266,80519
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,1071000
2016,269,1052000
2017,269,1570929
2018,269,1583752
2019,269,1820020
2020,269,2058442
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,39
2017,270,994
2018,270,6
2019,270,1326
2020,270,-139
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,35118
2015,271,35227
2016,271,56601
2017,271,58777
2018,271,59363
2019,271,42446
2020,271,38527
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,4099
2015,272,6221
2016,272,6944
2017,272,7991
2018,272,6354
2019,272,6897
2020,272,5529
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,3948
2017,273,5289
2018,273,5970
2019,273,6758
2020,273,9194
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,21518
2015,274,21555
2016,274,16569
2017,274,34242
2018,274,36261
2019,274,37340
2020,274,44418
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,5228
2014,275,7054
2015,275,9097
2016,275,9822
2017,275,17009
2018,275,25774
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,129957
2014,277,119174
2015,277,171467
2016,277,187569
2017,277,203327
2018,277,206194
2019,277,175150
2020,277,142294
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,30022
2015,278,34039
2016,278,40206
2017,278,39895
2018,278,33427
2019,278,29483
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,15855
2016,279,15793
2017,279,16403
2018,279,17554
2019,279,17115
2020,279,14625
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
