Date,Id,retained earnings
2008,137,5916
2009,137,5727
2010,137,7009
2011,137,7924
2012,137,14243
2013,137,15768
2014,137,16347
2015,137,17027
2016,137,20232
2017,137,11442
2018,137,16157
2019,137,19271
2020,137,24822
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,-41349
2009,139,-40329
2010,139,-39978
2011,139,-38847
2012,139,-37074
2013,139,-5672
2014,139,3344
2015,139,13318
2016,139,19836
2017,139,34065
2018,139,-5894
2019,139,11376
2020,139,15155
2008,140,-2146
2009,140,-1901
2010,140,6868
2011,140,-2835
2012,140,3718
2013,140,-16566
2014,140,-8781
2015,140,-8247
2016,140,11250
2017,140,9403
2018,140,6139
2019,140,
2020,140,
2008,141,-10985
2009,141,-39206
2010,141,6003
2011,141,-30737
2012,141,545653
2013,141,500639
2014,141,461543
2015,141,434931
2016,141,354850
2017,141,325332
2018,141,316818
2019,141,285764
2020,141,241282
2008,142,8407
2009,142,8016
2010,142,15029
2011,142,10067
2012,142,10824
2013,142,75179
2014,142,79923
2015,142,81627
2016,142,93700
2017,142,141700
2018,142,193300
2019,142,222100
2020,142,237200
2008,143,-26226
2009,143,-25018
2010,143,-32608
2011,143,-37131
2012,143,-42611
2013,143,-57656
2014,143,-61732
2015,143,-57584
2016,143,-60920
2017,143,-64761
2018,143,-53383
2019,143,-57287
2020,143,
2008,144,100200
2009,144,37507
2010,144,6781
2011,144,-1585
2012,144,-47340
2013,144,86534
2014,144,74694
2015,144,51535
2016,144,-46813
2017,144,40988
2018,144,35277
2019,144,36001
2020,144,34749
2008,145,4365
2009,145,2928
2010,145,2724
2011,145,1143
2012,145,-1605
2013,145,-3890
2014,145,-7676
2015,145,-5723
2016,145,-4231
2017,145,-5576
2018,145,8930
2019,145,8732
2020,145,28403
2008,146,-4408
2009,146,608
2010,146,-1877
2011,146,5591
2012,146,24902
2013,146,-903
2014,146,-16717
2015,146,-38810
2016,146,-56001
2017,146,-73857
2018,146,-80054
2019,146,-93556
2020,146,-119824
2008,147,276305
2009,147,308992
2010,147,334849
2011,147,345588
2012,147,175399
2013,147,65528
2014,147,180581
2015,147,198187
2016,147,220770
2017,147,252192
2018,147,76302
2019,147,107079
2020,147,109493
2008,148,-18823
2009,148,-22918
2010,148,-25435
2011,148,-25157
2012,148,9685
2013,148,-1838
2014,148,-26690
2015,148,-18548
2016,148,-18955
2017,148,-5954
2018,148,-17771
2019,148,-13190
2020,148,
2008,149,171207
2009,149,207070
2010,149,281828
2011,149,318444
2012,149,320291
2013,149,527618
2014,149,533162
2015,149,558360
2016,149,567766
2017,149,443330
2018,149,408990
2019,149,502567
2020,149,
2008,150,1577100
2009,150,1423200
2010,150,1497400
2011,150,1542800
2012,150,1143600
2013,150,1550500
2014,150,1482100
2015,150,1378900
2016,150,1021500
2017,150,1057500
2018,150,1698400
2019,150,1859200
2020,150,2005200
2008,151,
2009,151,
2010,151,
2011,151,3487
2012,151,3701
2013,151,5640
2014,151,7384
2015,151,8424
2016,151,1935
2017,151,-7959
2018,151,-7737
2019,151,-10389
2020,151,-9931
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,873
2015,152,1062
2016,152,377
2017,152,94
2018,152,-108
2019,152,1067
2020,152,1040
2008,153,416300
2009,153,280800
2010,153,287800
2011,153,-26300
2012,153,-633500
2013,153,-174600
2014,153,-284700
2015,153,-460700
2016,153,-461900
2017,153,-387900
2018,153,10100
2019,153,36000
2020,153,66900
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,1150
2014,154,7192
2015,154,12478
2016,154,20367
2017,154,20656
2018,154,23610
2019,154,20329
2020,154,18020
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,4168
2015,155,9175
2016,155,12092
2017,155,15089
2018,155,15467
2019,155,16956
2020,155,18150
2008,156,
2009,156,
2010,156,62948
2011,156,57488
2012,156,62476
2013,156,71518
2014,156,83614
2015,156,89086
2016,156,91358
2017,156,106214
2018,156,110646
2019,156,114021
2020,156,114609
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1496
2013,157,2688
2014,157,3882
2015,157,5115
2016,157,24125
2017,157,-5292
2018,157,-38093
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,137
2016,158,20
2017,158,-113
2018,158,-543
2019,158,-486
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,139
2015,159,288
2016,159,307
2017,159,481
2018,159,879
2019,159,1755
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,-212
2012,160,-183
2013,160,-107
2014,160,-1726
2015,160,5782
2016,160,9822
2017,160,13489
2018,160,5201
2019,160,-5271
2020,160,-3809
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,2486
2015,161,3081
2016,161,4260
2017,161,4638
2018,161,4388
2019,161,4344
2020,161,3912
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,-3169
2015,162,-3187
2016,162,-2522
2017,162,-1387
2018,162,-474
2019,162,75
2020,162,-1702
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,31
2015,163,185
2016,163,194
2017,163,172
2018,163,206
2019,163,326
2020,163,3490
2008,164,2700
2009,164,3390
2010,164,1044
2011,164,2883
2012,164,-3171
2013,164,-3735
2014,164,-23465
2015,164,-17574
2016,164,-9485
2017,164,-5272
2018,164,-3298
2019,164,934
2020,164,-12826
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,182962
2016,166,224066
2017,166,262661
2018,166,288527
2019,166,301415
2020,166,288815
2008,167,61822
2009,167,72552
2010,167,-9468
2011,167,58802
2012,167,1142068
2013,167,866572
2014,167,605113
2015,167,830274
2016,167,868097
2017,167,1017666
2018,167,1049440
2019,167,1004209
2020,167,729892
2008,168,102658
2009,168,109593
2010,168,89882
2011,168,81859
2012,168,95694
2013,168,185248
2014,168,197440
2015,168,116191
2016,168,108103
2017,168,108890
2018,168,107031
2019,168,106408
2020,168,154411
2008,169,41151000
2009,169,41716000
2010,169,44362000
2011,169,47507000
2012,169,46872000
2013,169,55258000
2014,169,52705000
2015,169,40469000
2016,169,39213000
2017,169,39719000
2018,169,41117000
2019,169,37779000
2020,169,30266000
2008,170,646033
2009,170,6958
2010,170,10381
2011,170,65094
2012,170,1760671
2013,170,1758524
2014,170,1656433
2015,170,1610927
2016,170,1714068
2017,170,1862434
2018,170,1813800
2019,170,1759574
2020,170,1743044
2008,171,216968
2009,171,220118
2010,171,249088
2011,171,-72724
2012,171,-219344
2013,171,-209144
2014,171,-155129
2015,171,-115485
2016,171,-55353
2017,171,39174
2018,171,50488
2019,171,112473
2020,171,141501
2008,172,36123
2009,172,48169
2010,172,19584
2011,172,13533
2012,172,9742
2013,172,9087
2014,172,145500
2015,172,143660
2016,172,150285
2017,172,142610
2018,172,143821
2019,172,146288
2020,172,109448
2008,173,2450000
2009,173,2958000
2010,173,3602000
2011,173,4263000
2012,173,4853000
2013,173,4199000
2014,173,3684000
2015,173,3021000
2016,173,994000
2017,173,1414000
2018,173,1313000
2019,173,1383000
2020,173,265000
2008,174,2789895
2009,174,3003823
2010,174,3129786
2011,174,3355931
2012,174,3633481
2013,174,4197236
2014,174,4536953
2015,174,4690879
2016,174,5091402
2017,174,5682210
2018,174,6088867
2019,174,
2020,174,
2008,175,336221
2009,175,384710
2010,175,340527
2011,175,412739
2012,175,695745
2013,175,745139
2014,175,757058
2015,175,788182
2016,175,995520
2017,175,1013725
2018,175,987616
2019,175,1000009
2020,175,923678
2008,176,42563
2009,176,52894
2010,176,51870
2011,176,57404
2012,176,36572
2013,176,41663
2014,176,55869
2015,176,69617
2016,176,75053
2017,176,79789
2018,176,99047
2019,176,112249
2020,176,112239
2008,177,350611
2009,177,353628
2010,177,359790
2011,177,363301
2012,177,334083
2013,177,295517
2014,177,292250
2015,177,302296
2016,177,288723
2017,177,298893
2018,177,278554
2019,177,241948
2020,177,113787
2008,178,40554
2009,178,-315525
2010,178,18298
2011,178,45938
2012,178,43563
2013,178,49557
2014,178,174172
2015,178,199510
2016,178,74642
2017,178,-264957
2018,178,-280407
2019,178,-602161
2020,178,-796899
2008,179,-26704
2009,179,-3946
2010,179,-1197
2011,179,11677
2012,179,29244
2013,179,29872
2014,179,13626
2015,179,30140
2016,179,15040
2017,179,34286
2018,179,25037
2019,179,32622
2020,179,33412
2008,180,17912
2009,180,-7339
2010,180,-14849
2011,180,-8218
2012,180,29025
2013,180,101327
2014,180,27341
2015,180,28993
2016,180,33651
2017,180,42461
2018,180,59633
2019,180,66832
2020,180,49241
2008,181,-14428
2009,181,-17790
2010,181,-18229
2011,181,-17976
2012,181,10743
2013,181,11878
2014,181,12514
2015,181,13955
2016,181,14669
2017,181,9757
2018,181,5419
2019,181,5880
2020,181,3984
2008,182,-20789
2009,182,-48680
2010,182,-35385
2011,182,14386
2012,182,-20205
2013,182,1057
2014,182,-6757
2015,182,-14380
2016,182,-40458
2017,182,-6341
2018,182,
2019,182,
2020,182,
2008,183,29787
2009,183,-20907
2010,183,48877
2011,183,81290
2012,183,279468
2013,183,374764
2014,183,465364
2015,183,566741
2016,183,695953
2017,183,724360
2018,183,749126
2019,183,766045
2020,183,699724
2008,184,625
2009,184,-28373
2010,184,-45858
2011,184,-65289
2012,184,-46095
2013,184,-61014
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,15199
2010,185,21395
2011,185,21074
2012,185,46308
2013,185,70539
2014,185,93242
2015,185,118718
2016,185,147428
2017,185,182787
2018,185,212036
2019,185,223259
2020,185,189689
2008,186,7259
2009,186,5857
2010,186,5930
2011,186,2676
2012,186,7427
2013,186,29070
2014,186,32397
2015,186,54644
2016,186,54346
2017,186,54011
2018,186,41026
2019,186,15098
2020,186,8865
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,738
2013,187,1194
2014,187,1768
2015,187,-2352
2016,187,-18204
2017,187,-28420
2018,187,-29849
2019,187,-42324
2020,187,-42193
2008,188,
2009,188,
2010,188,29562
2011,188,68431
2012,188,81466
2013,188,150455
2014,188,264075
2015,188,384308
2016,188,648331
2017,188,883100
2018,188,1026953
2019,188,1259277
2020,188,1592496
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,408894
2014,189,398821
2015,189,-1336
2016,189,86684
2017,189,133138
2018,189,107259
2019,189,132462
2020,189,-5342
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,11384
2017,190,12567
2018,190,13200
2019,190,13982
2020,190,14944
2008,191,-16539
2009,191,-29952
2010,191,-37954
2011,191,-47930
2012,191,-19151
2013,191,-20486
2014,191,-35896
2015,191,-28991
2016,191,-7560
2017,191,2204
2018,191,7625
2019,191,-14365
2020,191,-12457
2008,192,-18731
2009,192,-27422
2010,192,-29074
2011,192,-11795
2012,192,-6008
2013,192,-9939
2014,192,-13421
2015,192,-26522
2016,192,-12226
2017,192,-1516
2018,192,-9177
2019,192,-12197
2020,192,-11552
2008,193,-23768
2009,193,-16975
2010,193,-16842
2011,193,-20169
2012,193,-20320
2013,193,-20251
2014,193,-4553
2015,193,-33665
2016,193,-47498
2017,193,-55844
2018,193,-59967
2019,193,-60394
2020,193,
2008,194,381344
2009,194,443396
2010,194,497855
2011,194,523654
2012,194,606434
2013,194,674806
2014,194,765212
2015,194,865316
2016,194,956460
2017,194,1064130
2018,194,1161686
2019,194,1334420
2020,194,1473601
2008,195,
2009,195,
2010,195,
2011,195,3215
2012,195,4290
2013,195,4918
2014,195,4384
2015,195,6174
2016,195,7402
2017,195,14488
2018,195,14116
2019,195,
2020,195,
2008,196,58626
2009,196,71885
2010,196,84682
2011,196,103707
2012,196,170960
2013,196,206969
2014,196,223101
2015,196,289040
2016,196,341257
2017,196,407770
2018,196,491912
2019,196,587148
2020,196,691629
2008,197,101099
2009,197,134652
2010,197,164029
2011,197,182569
2012,197,308693
2013,197,359089
2014,197,377615
2015,197,405913
2016,197,454487
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-15215
2009,198,-18484
2010,198,-17686
2011,198,2834
2012,198,12624
2013,198,18482
2014,198,18588
2015,198,7200
2016,198,8947
2017,198,10487
2018,198,13142
2019,198,17021
2020,198,19546
2008,199,15682
2009,199,13069
2010,199,10234
2011,199,12232
2012,199,51744
2013,199,48680
2014,199,49875
2015,199,49940
2016,199,48342
2017,199,50269
2018,199,55889
2019,199,57958
2020,199,71352
2008,200,-1292148
2009,200,-163298
2010,200,-188373
2011,200,-222004
2012,200,-237939
2013,200,-243919
2014,200,-260871
2015,200,-290498
2016,200,-258821
2017,200,-249563
2018,200,-87780
2019,200,-102360
2020,200,-73000
2008,201,28117
2009,201,35024
2010,201,17526
2011,201,12745
2012,201,15572
2013,201,13730
2014,201,14216
2015,201,23400
2016,201,16976
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-5708
2009,202,-12131
2010,202,-14166
2011,202,-197
2012,202,5858
2013,202,9977
2014,202,11748
2015,202,13062
2016,202,15594
2017,202,80390
2018,202,68734
2019,202,62895
2020,202,67199
2008,203,-6380
2009,203,-33718
2010,203,-31924
2011,203,-79034
2012,203,-16374
2013,203,-21338
2014,203,-28403
2015,203,-13811
2016,203,11077
2017,203,-2026
2018,203,-1535
2019,203,3386
2020,203,12301
2008,204,-1775
2009,204,-1236
2010,204,-339
2011,204,-1369
2012,204,-2021
2013,204,-1807
2014,204,-2729
2015,204,1920
2016,204,1372
2017,204,-894
2018,204,-3712
2019,204,-5525
2020,204,679
2008,205,9800
2009,205,10336
2010,205,11173
2011,205,9612
2012,205,8624
2013,205,23862
2014,205,25598
2015,205,27454
2016,205,29595
2017,205,55373
2018,205,49559
2019,205,
2020,205,
2008,206,4832
2009,206,5273
2010,206,5787
2011,206,5883
2012,206,17593
2013,206,-4106
2014,206,-5053
2015,206,5305
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,153
2009,207,-480
2010,207,-275
2011,207,-181
2012,207,5169
2013,207,5101
2014,207,4928
2015,207,7980
2016,207,9461
2017,207,11792
2018,207,
2019,207,
2020,207,
2008,208,1366
2009,208,-1755
2010,208,-6482
2011,208,-7672
2012,208,-7698
2013,208,-7055
2014,208,-4288
2015,208,-2317
2016,208,-392
2017,208,-982
2018,208,-1306
2019,208,-3896
2020,208,-6542
2008,209,
2009,209,
2010,209,-4
2011,209,520
2012,209,-558
2013,209,48134
2014,209,68389
2015,209,85742
2016,209,103275
2017,209,123146
2018,209,137040
2019,209,152773
2020,209,172390
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,73
2015,210,-4173
2016,210,-5573
2017,210,-5741
2018,210,-5700
2019,210,-6783
2020,210,-7921
2008,211,
2009,211,229
2010,211,308
2011,211,350
2012,211,300
2013,211,-1145
2014,211,-4946
2015,211,-6390
2016,211,-9455
2017,211,-5658
2018,211,-5855
2019,211,-10388
2020,211,-14847
2008,212,
2009,212,
2010,212,2839
2011,212,3320
2012,212,4319
2013,212,4364
2014,212,2880
2015,212,-1048
2016,212,-8861
2017,212,-16928
2018,212,-20340
2019,212,-22337
2020,212,-26978
2008,213,
2009,213,
2010,213,892
2011,213,1107
2012,213,790
2013,213,1223
2014,213,1294
2015,213,1225
2016,213,1240
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,112
2014,214,61
2015,214,1998
2016,214,6677
2017,214,13474
2018,214,3058
2019,214,4135
2020,214,4700
2008,215,
2009,215,
2010,215,
2011,215,1684
2012,215,1888
2013,215,2287
2014,215,2347
2015,215,2984
2016,215,2737
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,4054
2016,216,3930
2017,216,3663
2018,216,6115
2019,216,3442
2020,216,668
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,3547
2014,217,
2015,217,5330
2016,217,7973
2017,217,6213
2018,217,8547
2019,217,8559
2020,217,11971
2008,218,5596
2009,218,-1303
2010,218,506
2011,218,5361
2012,218,612
2013,218,-20444
2014,218,-25396
2015,218,-22925
2016,218,-16307
2017,218,10527
2018,218,31010
2019,218,61966
2020,218,17124
2008,219,-3050
2009,219,-1318
2010,219,-506
2011,219,52
2012,219,1634
2013,219,1396
2014,219,1608
2015,219,1681
2016,219,1853
2017,219,1966
2018,219,2390
2019,219,2524
2020,219,3246
2008,220,5252
2009,220,8299
2010,220,8209
2011,220,5600
2012,220,-9752
2013,220,7321
2014,220,-34237
2015,220,-119625
2016,220,-108242
2017,220,-113779
2018,220,-60780
2019,220,-42936
2020,220,
2008,221,11723
2009,221,16991
2010,221,28994
2011,221,27591
2012,221,29186
2013,221,70534
2014,221,81980
2015,221,91271
2016,221,54650
2017,221,61734
2018,221,67770
2019,221,69812
2020,221,68445
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,-34
2015,222,-463
2016,222,-317
2017,222,-379
2018,222,56
2019,222,86
2020,222,79
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,-74
2015,223,1244
2016,223,13488
2017,223,8744
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-17
2011,225,493
2012,225,710
2013,225,8245
2014,225,13276
2015,225,17014
2016,225,18147
2017,225,22443
2018,225,8853
2019,225,-1177
2020,225,-1283
2008,226,3122
2009,226,2357
2010,226,4855
2011,226,7182
2012,226,3092
2013,226,2538
2014,226,-8589
2015,226,-21965
2016,226,-9347
2017,226,-4044
2018,226,-871
2019,226,3347
2020,226,5449
2008,227,
2009,227,
2010,227,
2011,227,-81284
2012,227,-77040
2013,227,319132
2014,227,9562
2015,227,21351
2016,227,41747
2017,227,58988
2018,227,57110
2019,227,2044
2020,227,8486
2008,228,-3482
2009,228,4931
2010,228,-3316
2011,228,-9340
2012,228,-14374
2013,228,-16422
2014,228,-13044
2015,228,-37386
2016,228,-48037
2017,228,-38341
2018,228,-22653
2019,228,-25719
2020,228,-34907
2008,229,
2009,229,
2010,229,
2011,229,158
2012,229,1656
2013,229,1139
2014,229,1522
2015,229,697
2016,229,578
2017,229,-12922
2018,229,-14844
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,17185
2013,230,15069
2014,230,17158
2015,230,21659
2016,230,30919
2017,230,43160
2018,230,51250
2019,230,58365
2020,230,76786
2008,231,654
2009,231,-1251
2010,231,-4470
2011,231,-5458
2012,231,-8910
2013,231,-9156
2014,231,-10421
2015,231,25
2016,231,-28
2017,231,-1627
2018,231,520
2019,231,2041
2020,231,1224
2008,232,40491
2009,232,38006
2010,232,38474
2011,232,19093
2012,232,33778
2013,232,265035
2014,232,277888
2015,232,294092
2016,232,314242
2017,232,334426
2018,232,338662
2019,232,357299
2020,232,383807
2008,233,-18931
2009,233,-36714
2010,233,-3938
2011,233,-3938
2012,233,329033
2013,233,362475
2014,233,400312
2015,233,417085
2016,233,461266
2017,233,416399
2018,233,443598
2019,233,79472
2020,233,
2008,234,-146
2009,234,-1388
2010,234,19859
2011,234,27268
2012,234,-46560
2013,234,-37432
2014,234,-46354
2015,234,-52784
2016,234,-57793
2017,234,-62117
2018,234,-56857
2019,234,-37889
2020,234,-37666
2008,235,34079
2009,235,13860
2010,235,11051
2011,235,-25407
2012,235,-119697
2013,235,-120359
2014,235,-146260
2015,235,-3566
2016,235,1897
2017,235,555
2018,235,601
2019,235,252
2020,235,
2008,236,-7363
2009,236,-11305
2010,236,-419
2011,236,-2091
2012,236,-734
2013,236,-726
2014,236,-6004
2015,236,-20008
2016,236,-31856
2017,236,-1821
2018,236,773
2019,236,-871
2020,236,-1766
2008,237,-20787
2009,237,6582
2010,237,-6656
2011,237,-95414
2012,237,-48655
2013,237,-16033
2014,237,-6233
2015,237,2298
2016,237,6488
2017,237,48928
2018,237,29700
2019,237,-10196
2020,237,-88046
2008,238,36098
2009,238,31734
2010,238,9727
2011,238,-21051
2012,238,-54038
2013,238,-94168
2014,238,-101394
2015,238,-222217
2016,238,-236791
2017,238,-158489
2018,238,-274640
2019,238,-220839
2020,238,-335372
2008,239,91063
2009,239,103899
2010,239,121951
2011,239,150018
2012,239,77083
2013,239,92020
2014,239,105854
2015,239,119825
2016,239,137878
2017,239,166249
2018,239,184124
2019,239,203494
2020,239,227699
2008,240,-14586
2009,240,-3530
2010,240,-5423
2011,240,4515
2012,240,8599
2013,240,-49599
2014,240,-42590
2015,240,-36766
2016,240,-49440
2017,240,-38007
2018,240,-748
2019,240,-15423
2020,240,-31354
2008,241,29656
2009,241,30930
2010,241,30911
2011,241,29017
2012,241,23466
2013,241,42067
2014,241,36765
2015,241,34181
2016,241,35222
2017,241,35512
2018,241,34807
2019,241,29494
2020,241,23710
2008,242,123158
2009,242,37014
2010,242,103408
2011,242,126304
2012,242,708814
2013,242,358945
2014,242,370110
2015,242,436053
2016,242,504044
2017,242,559041
2018,242,582246
2019,242,739476
2020,242,261131
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,6362
2009,244,-1901
2010,244,-31231
2011,244,-43892
2012,244,-45096
2013,244,11598
2014,244,-23750
2015,244,-64024
2016,244,-35284
2017,244,-8274
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,560
2012,245,7925
2013,245,9458
2014,245,28273
2015,245,43921
2016,245,64921
2017,245,85600
2018,245,105619
2019,245,128336
2020,245,148385
2008,246,1850294
2009,246,2605182
2010,246,3135376
2011,246,2638648
2012,246,3080273
2013,246,5157540
2014,246,5251195
2015,246,5604000
2016,246,5753000
2017,246,5932000
2018,246,6777000
2019,246,7295000
2020,246,7836000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,38472
2009,249,13701
2010,249,-10849
2011,249,-54426
2012,249,-80703
2013,249,-59409
2014,249,-119355
2015,249,-78760
2016,249,-67486
2017,249,-77961
2018,249,1955
2019,249,13983
2020,249,34427
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,54153
2018,250,55041
2019,250,55118
2020,250,60114
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,3388
2014,253,3731
2015,253,3474
2016,253,-3256
2017,253,-1061
2018,253,2318
2019,253,5747
2020,253,22028
2008,254,21456
2009,254,26649
2010,254,27170
2011,254,32137
2012,254,31471
2013,254,30396
2014,254,33757
2015,254,51482
2016,254,65781
2017,254,79085
2018,254,80838
2019,254,111621
2020,254,266030
2008,255,-3759
2009,255,-5714
2010,255,-460
2011,255,-708
2012,255,-1525
2013,255,4
2014,255,1587
2015,255,1248
2016,255,2422
2017,255,3023
2018,255,3475
2019,255,4991
2020,255,7714
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,-390905
2014,257,-2619
2015,257,24959
2016,257,68414
2017,257,115696
2018,257,188942
2019,257,237389
2020,257,273271
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,2130
2017,258,2991
2018,258,329
2019,258,-1494
2020,258,-7652
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,120607
2014,262,107542
2015,262,138581
2016,262,566070
2017,262,572782
2018,262,587956
2019,262,602739
2020,262,537853
2008,263,-18840
2009,263,-61593
2010,263,-672081
2011,263,-811028
2012,263,-1043817
2013,263,-2260021
2014,263,37223
2015,263,23819
2016,263,230120
2017,263,178376
2018,263,175295
2019,263,
2020,263,
2008,264,23675
2009,264,217280
2010,264,246633
2011,264,67267
2012,264,351023
2013,264,1419082
2014,264,1500681
2015,264,1266174
2016,264,1445647
2017,264,1507384
2018,264,1464448
2019,264,1734940
2020,264,2173259
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-2211
2013,265,
2014,265,-5402
2015,265,-11545
2016,265,-13224
2017,265,-13114
2018,265,-13939
2019,265,-17668
2020,265,-25254
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,2734
2016,266,10026
2017,266,16249
2018,266,18635
2019,266,13821
2020,266,15454
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,
2016,269,-242000
2017,269,-111815
2018,269,31892
2019,269,284302
2020,269,475816
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,-831
2017,270,
2018,270,-2395
2019,270,-2829
2020,270,-4674
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,2406
2015,271,4067
2016,271,5795
2017,271,8202
2018,271,10182
2019,271,3585
2020,271,-12044
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,-43
2015,272,182
2016,272,
2017,272,-126
2018,272,-711
2019,272,213
2020,272,73
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,6910
2017,273,7183
2018,273,696
2019,273,762
2020,273,6478
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,434722
2015,274,434484
2016,274,11803
2017,274,33382
2018,274,69705
2019,274,91032
2020,274,96127
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,966
2014,275,845
2015,275,370
2016,275,-97
2017,275,-746
2018,275,-2075
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
