Date,Id,free fcash flow
2018,125,0.298
2019,125,0.324
2020,125,0.966
2008,126,-0.526
2009,126,0.326
2010,126,0.087
2011,126,-0.067
2012,126,-0.093
2013,126,-0.087
2014,126,-0.184
2015,126,-0.095
2016,126,0.043
2017,126,0.003
2018,126,-0.024
2019,126,-0.014
2020,126,-0.024
2008,127,-6.711
2009,127,-10.373
2010,127,4.451
2011,127,2.303
2012,127,-8.04
2013,127,-4.842
2014,127,-0.498
2015,127,1.625
2016,127,4.088
2017,127,3.57
2018,127,4.69
2019,127,1.933
2020,127,0.102
2008,128,-0.362
2009,128,1.198
2010,128,1.258
2011,128,1.289
2012,128,-0.03
2013,128,-0.501
2014,128,0.477
2015,128,0.705
2016,128,0.907
2017,128,1
2018,128,0.076
2019,128,
2020,128,
2008,129,-0.116
2009,129,0.054
2010,129,0.371
2011,129,0.269
2012,129,0.221
2013,129,-1.524
2014,129,0.733
2015,129,0.292
2016,129,0.507
2017,129,1.483
2018,129,
2019,129,
2020,129,
2008,130,0.294
2009,130,0.501
2010,130,0.539
2011,130,0.267
2012,130,0.452
2013,130,0.36
2014,130,0.406
2015,130,0.412
2016,130,0.34
2017,130,0.454
2018,130,0.633
2019,130,
2020,130,
2008,131,-1.045
2009,131,-0.253
2010,131,0.403
2011,131,0.573
2012,131,0.678
2013,131,0.262
2014,131,0.608
2015,131,0.442
2016,131,0.556
2017,131,0.472
2018,131,0.623
2019,131,0.288
2020,131,-0.824
2008,132,-0.363
2009,132,-0.686
2010,132,1.428
2011,132,1.874
2012,132,1.496
2013,132,2.027
2014,132,1.372
2015,132,1.564
2016,132,1.835
2017,132,1.788
2018,132,2.58
2019,132,4.922
2020,132,2.556
2008,133,-0.19
2009,133,-0.732
2010,133,-0.243
2011,133,-0.226
2012,133,-0.01
2013,133,-0.028
2014,133,-0.27
2015,133,-0.039
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,-0.296
2009,134,3.491
2010,134,3.878
2011,134,4.062
2012,134,4.457
2013,134,4.171
2014,134,4.428
2015,134,4.609
2016,134,4.049
2017,134,4.791
2018,134,5.754
2019,134,5.529
2020,134,2.792
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,0.075
2013,135,0.393
2014,135,0.483
2015,135,0.245
2016,135,0.254
2017,135,0.263
2018,135,0.275
2019,135,0.458
2020,135,-0.43
2008,136,0.178
2009,136,-0.444
2010,136,-0.023
2011,136,-0.197
2012,136,0.25
2013,136,-0.123
2014,136,0.214
2015,136,0.742
2016,136,0.829
2017,136,1.425
2018,136,1.039
2019,136,
2020,136,0.531
2008,137,-0.111
2009,137,-0.043
2010,137,0.199
2011,137,0.19
2012,137,0.118
2013,137,0.148
2014,137,0.029
2015,137,0.183
2016,137,0.299
2017,137,-0.508
2018,137,0.447
2019,137,0.489
2020,137,0.197
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,-0.017
2009,139,0.121
2010,139,0.184
2011,139,0.564
2012,139,0.166
2013,139,0.112
2014,139,0.249
2015,139,0.276
2016,139,0.44
2017,139,0.652
2018,139,0.343
2019,139,0.43
2020,139,0.377
2008,140,-1.416
2009,140,-0.381
2010,140,1.118
2011,140,0.199
2012,140,0.027
2013,140,-0.639
2014,140,-1.33
2015,140,-0.216
2016,140,-0.331
2017,140,-0.233
2018,140,-0.241
2019,140,
2020,140,
2008,141,0.032
2009,141,-0.074
2010,141,0.08
2011,141,-0.01
2012,141,-0.179
2013,141,-0.099
2014,141,-0.066
2015,141,0.011
2016,141,-0.013
2017,141,-0.05
2018,141,0.015
2019,141,0.06
2020,141,0.07
2008,142,-0.261
2009,142,-0.064
2010,142,0.177
2011,142,-0.114
2012,142,-0.073
2013,142,0.007
2014,142,-0.58
2015,142,-0.191
2016,142,0.036
2017,142,0.697
2018,142,0.693
2019,142,0.531
2020,142,0.454
2008,143,-0.212
2009,143,-0.023
2010,143,-0.006
2011,143,-0.009
2012,143,-0.106
2013,143,-0.061
2014,143,-0.054
2015,143,0.019
2016,143,0.031
2017,143,
2018,143,0.019
2019,143,0.012
2020,143,
2008,144,-0.134
2009,144,-2.05
2010,144,-1.083
2011,144,-0.365
2012,144,-1.778
2013,144,-2.132
2014,144,-0.787
2015,144,-0.682
2016,144,-1.025
2017,144,-0.358
2018,144,0.115
2019,144,0.038
2020,144,0.104
2008,145,-0.681
2009,145,0.102
2010,145,0.205
2011,145,0.046
2012,145,-0.115
2013,145,0.063
2014,145,0.072
2015,145,0.165
2016,145,
2017,145,
2018,145,
2019,145,0.13
2020,145,
2008,146,0.023
2009,146,0.187
2010,146,0.102
2011,146,0.172
2012,146,-0.25
2013,146,-0.497
2014,146,-0.108
2015,146,-0.191
2016,146,-0.13
2017,146,-0.108
2018,146,-0.034
2019,146,-0.133
2020,146,-0.078
2008,147,0.124
2009,147,0.276
2010,147,0.348
2011,147,0.12
2012,147,0.009
2013,147,-0.043
2014,147,0.084
2015,147,0.156
2016,147,0.212
2017,147,
2018,147,
2019,147,0.16
2020,147,0.245
2008,148,-0.104
2009,148,-0.031
2010,148,0.035
2011,148,0.011
2012,148,-0.056
2013,148,-0.05
2014,148,-0.059
2015,148,0.049
2016,148,0.037
2017,148,0.045
2018,148,0.022
2019,148,0.01
2020,148,
2008,149,-0.063
2009,149,0.109
2010,149,0.082
2011,149,0.064
2012,149,0.073
2013,149,0.041
2014,149,0.054
2015,149,0.031
2016,149,0.031
2017,149,-0.335
2018,149,0.013
2019,149,0.049
2020,149,
2008,150,0.799
2009,150,0.753
2010,150,1.142
2011,150,0.903
2012,150,0.897
2013,150,1.004
2014,150,1.045
2015,150,0.976
2016,150,0.892
2017,150,0.936
2018,150,0.865
2019,150,0.682
2020,150,0.716
2008,151,
2009,151,
2010,151,
2011,151,0.042
2012,151,0.019
2013,151,0.093
2014,151,0.126
2015,151,0.108
2016,151,0.144
2017,151,0.102
2018,151,0.222
2019,151,0.212
2020,151,0.379
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,0.036
2015,152,0.024
2016,152,-0.005
2017,152,-0.006
2018,152,0.002
2019,152,0.01
2020,152,0.001
2008,153,0.405
2009,153,-0.229
2010,153,0.262
2011,153,0.064
2012,153,-0.408
2013,153,-0.593
2014,153,-0.216
2015,153,-0.136
2016,153,0.037
2017,153,0.176
2018,153,0.23
2019,153,0.16
2020,153,0.133
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,0.426
2014,154,0.479
2015,154,0.445
2016,154,0.224
2017,154,0.191
2018,154,
2019,154,0.493
2020,154,0.213
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,0.577
2015,155,0.661
2016,155,0.318
2017,155,-0.492
2018,155,-0.24
2019,155,-0.164
2020,155,-0.422
2008,156,
2009,156,
2010,156,
2011,156,0.015
2012,156,0.347
2013,156,1.032
2014,156,0.121
2015,156,0.118
2016,156,0.107
2017,156,0.13
2018,156,0.068
2019,156,0.066
2020,156,-0.015
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,0.135
2013,157,
2014,157,0.216
2015,157,0.061
2016,157,0.207
2017,157,-0.634
2018,157,
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,-0.108
2016,158,0.055
2017,158,0.089
2018,158,
2019,158,0.07
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,0.002
2017,159,
2018,159,0.051
2019,159,0.1
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,-0.17
2015,160,
2016,160,0.378
2017,160,0.319
2018,160,-0.22
2019,160,-0.099
2020,160,0.069
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,
2015,161,0.31
2016,161,0.074
2017,161,0.011
2018,161,0.248
2019,161,0.114
2020,161,0.242
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,0.118
2015,162,0.055
2016,162,0.137
2017,162,0.185
2018,162,0.191
2019,162,0.006
2020,162,0.105
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,-0.043
2016,163,-0.062
2017,163,0.051
2018,163,0.157
2019,163,0.269
2020,163,-0.094
2008,164,-0.454
2009,164,-0.025
2010,164,-0.723
2011,164,-0.248
2012,164,-1.463
2013,164,-2.005
2014,164,-3.21
2015,164,-0.997
2016,164,
2017,164,-0.603
2018,164,
2019,164,-1.049
2020,164,0.668
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,0.133
2016,166,0.041
2017,166,-0.007
2018,166,-0.028
2019,166,-0.084
2020,166,-0.511
2008,167,-0.491
2009,167,-0.305
2010,167,0.059
2011,167,0.243
2012,167,-0.014
2013,167,-0.129
2014,167,-0.479
2015,167,0.649
2016,167,0.45
2017,167,0.325
2018,167,0.054
2019,167,-0.178
2020,167,-0.283
2008,168,0.199
2009,168,0.174
2010,168,-0.517
2011,168,0.207
2012,168,0.631
2013,168,0.468
2014,168,0.267
2015,168,0.559
2016,168,-0.221
2017,168,0.176
2018,168,0.106
2019,168,0
2020,168,-0.426
2008,169,0.65
2009,169,-0.983
2010,169,0.296
2011,169,0.366
2012,169,0.282
2013,169,-1.252
2014,169,-0.677
2015,169,-2.073
2016,169,-1.824
2017,169,-0.73
2018,169,-0.018
2019,169,0.343
2020,169,-0.724
2008,170,-3.251
2009,170,-1.924
2010,170,-0.049
2011,170,0.107
2012,170,0.295
2013,170,1.374
2014,170,0.329
2015,170,0.056
2016,170,1.018
2017,170,2.817
2018,170,0.977
2019,170,1.123
2020,170,1.559
2008,171,0.328
2009,171,0.152
2010,171,-0.027
2011,171,-3.233
2012,171,-1.135
2013,171,0.258
2014,171,0.294
2015,171,0.285
2016,171,0.296
2017,171,0.28
2018,171,0.137
2019,171,0.262
2020,171,0.28
2008,172,-3.198
2009,172,11.904
2010,172,0.758
2011,172,-1.524
2012,172,1.426
2013,172,2.778
2014,172,-1.171
2015,172,
2016,172,2.757
2017,172,-1.008
2018,172,2.772
2019,172,-0.611
2020,172,
2008,173,-3.811
2009,173,-1.307
2010,173,-0.823
2011,173,1.037
2012,173,0.814
2013,173,-2.991
2014,173,-0.281
2015,173,-1.653
2016,173,0.012
2017,173,0.129
2018,173,-0.03
2019,173,0.559
2020,173,-0.181
2008,174,0.367
2009,174,0.789
2010,174,0.81
2011,174,0.876
2012,174,1.207
2013,174,0.834
2014,174,1.188
2015,174,0.567
2016,174,0.772
2017,174,0.873
2018,174,1.102
2019,174,
2020,174,
2008,175,1.259
2009,175,2.131
2010,175,-1.225
2011,175,2.103
2012,175,1.862
2013,175,1.529
2014,175,-0.613
2015,175,1.623
2016,175,1.088
2017,175,1.226
2018,175,0.393
2019,175,1.582
2020,175,-0.32
2008,176,0.332
2009,176,0.263
2010,176,0.024
2011,176,0.157
2012,176,-0.204
2013,176,0.212
2014,176,0.312
2015,176,0.321
2016,176,0.114
2017,176,0.195
2018,176,0.413
2019,176,0.38
2020,176,0.156
2008,177,0.059
2009,177,0.182
2010,177,0.119
2011,177,0.068
2012,177,-0.037
2013,177,-0.126
2014,177,0.026
2015,177,0.01
2016,177,0.054
2017,177,0.138
2018,177,-0.048
2019,177,0.234
2020,177,-0.01
2008,178,-1.139
2009,178,-1.411
2010,178,0.128
2011,178,0.373
2012,178,0.305
2013,178,0.23
2014,178,0.395
2015,178,0.266
2016,178,0.061
2017,178,-0.216
2018,178,0.046
2019,178,-0.022
2020,178,-0.2
2008,179,-2.163
2009,179,-1.448
2010,179,-0.202
2011,179,0.079
2012,179,-0.059
2013,179,0.014
2014,179,-0.05
2015,179,0.026
2016,179,0.05
2017,179,0.175
2018,179,0.202
2019,179,0.085
2020,179,-0.08
2008,180,0.049
2009,180,-0.217
2010,180,-0.041
2011,180,0.092
2012,180,
2013,180,0.046
2014,180,0.12
2015,180,0.058
2016,180,0.176
2017,180,0.17
2018,180,0.253
2019,180,0.263
2020,180,-0.128
2008,181,
2009,181,
2010,181,
2011,181,
2012,181,1.817
2013,181,1.172
2014,181,0.68
2015,181,0.858
2016,181,1.05
2017,181,-1.59
2018,181,-1.516
2019,181,1.531
2020,181,0.948
2008,182,-1.135
2009,182,-1.118
2010,182,-0.5
2011,182,1.063
2012,182,-0.276
2013,182,-0.156
2014,182,-0.083
2015,182,-0.126
2016,182,-0.237
2017,182,-0.056
2018,182,
2019,182,
2020,182,
2008,183,0.252
2009,183,-0.042
2010,183,0.341
2011,183,0.486
2012,183,0.378
2013,183,0.353
2014,183,0.456
2015,183,0.559
2016,183,0.806
2017,183,0.405
2018,183,0.276
2019,183,1.088
2020,183,0.643
2008,184,-0.083
2009,184,-0.189
2010,184,-0.153
2011,184,-0.08
2012,184,
2013,184,
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,0.062
2010,185,0.11
2011,185,0.183
2012,185,0.052
2013,185,0.143
2014,185,0.187
2015,185,0.114
2016,185,0.391
2017,185,0.616
2018,185,0.556
2019,185,0.742
2020,185,0.678
2008,186,0.011
2009,186,-0.005
2010,186,-0.059
2011,186,0.087
2012,186,0.315
2013,186,0.149
2014,186,0.164
2015,186,0.03
2016,186,0.024
2017,186,-0.017
2018,186,-0.043
2019,186,-0.022
2020,186,-0.05
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,-0.504
2013,187,1.099
2014,187,0.895
2015,187,0.93
2016,187,
2017,187,-1.536
2018,187,-1.083
2019,187,-1.397
2020,187,-0.16
2008,188,
2009,188,
2010,188,0.901
2011,188,0.111
2012,188,0.309
2013,188,0.287
2014,188,0.456
2015,188,0.317
2016,188,0.591
2017,188,0.662
2018,188,1.138
2019,188,1.476
2020,188,1.434
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,-0.103
2014,189,0.044
2015,189,0.271
2016,189,0.245
2017,189,0.141
2018,189,0.044
2019,189,-0.13
2020,189,0.837
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,-0.032
2016,190,0.186
2017,190,0.103
2018,190,0.662
2019,190,0.338
2020,190,0.187
2008,191,-0.545
2009,191,-0.318
2010,191,-0.234
2011,191,-0.245
2012,191,-0.308
2013,191,-0.202
2014,191,-0.15
2015,191,-0.11
2016,191,-0.118
2017,191,0.023
2018,191,0.034
2019,191,0.002
2020,191,0
2008,192,-2.659
2009,192,-3.951
2010,192,-2.842
2011,192,-0.577
2012,192,-0.127
2013,192,-0.509
2014,192,-0.495
2015,192,-1.127
2016,192,-1.341
2017,192,-0.448
2018,192,-1.001
2019,192,-1.264
2020,192,-1.084
2008,193,-0.09
2009,193,-0.079
2010,193,-0.088
2011,193,-0.08
2012,193,-0.081
2013,193,-0.064
2014,193,-0.058
2015,193,-0.068
2016,193,-0.033
2017,193,-0.02
2018,193,-0.009
2019,193,0.004
2020,193,
2008,194,0.428
2009,194,0.51
2010,194,0.307
2011,194,0.174
2012,194,0.358
2013,194,0.451
2014,194,0.472
2015,194,0.463
2016,194,0.598
2017,194,0.574
2018,194,0.783
2019,194,1.195
2020,194,1.245
2008,195,
2009,195,
2010,195,
2011,195,
2012,195,
2013,195,0.169
2014,195,0.895
2015,195,0.187
2016,195,-0.229
2017,195,0.078
2018,195,-0.045
2019,195,
2020,195,
2008,196,0.265
2009,196,0.477
2010,196,0.667
2011,196,0.228
2012,196,0.561
2013,196,1.012
2014,196,0.945
2015,196,1.065
2016,196,1.175
2017,196,1.807
2018,196,1.708
2019,196,3
2020,196,2.987
2008,197,0.594
2009,197,3.499
2010,197,1.231
2011,197,-2.58
2012,197,2.348
2013,197,0.574
2014,197,7.15
2015,197,2.966
2016,197,4.248
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-0.294
2009,198,-0.019
2010,198,0.015
2011,198,
2012,198,0.004
2013,198,0.037
2014,198,0.086
2015,198,0.09
2016,198,0.097
2017,198,0.094
2018,198,0.124
2019,198,0.126
2020,198,0.116
2008,199,-0.481
2009,199,-0.064
2010,199,-0.015
2011,199,0.56
2012,199,0.046
2013,199,-0.074
2014,199,0.613
2015,199,0.447
2016,199,0.457
2017,199,0.824
2018,199,0.669
2019,199,0.664
2020,199,1.983
2008,200,0.015
2009,200,0.082
2010,200,0.025
2011,200,0.025
2012,200,0.029
2013,200,0.026
2014,200,0.021
2015,200,0.02
2016,200,0.003
2017,200,0.008
2018,200,0.016
2019,200,0.003
2020,200,
2008,201,1.029
2009,201,0.534
2010,201,0.328
2011,201,-0.069
2012,201,0.27
2013,201,-0.064
2014,201,0.15
2015,201,0.182
2016,201,0.214
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-0.177
2009,202,-0.149
2010,202,0.324
2011,202,0.561
2012,202,0.527
2013,202,0.073
2014,202,0.174
2015,202,0.152
2016,202,0.228
2017,202,-0.299
2018,202,-0.773
2019,202,-0.079
2020,202,0.479
2008,203,1.853
2009,203,-1.615
2010,203,0.32
2011,203,0.012
2012,203,-0.019
2013,203,0.014
2014,203,0.009
2015,203,0.009
2016,203,0.02
2017,203,0.022
2018,203,0.061
2019,203,0.164
2020,203,0.171
2008,204,-0.356
2009,204,-0.167
2010,204,-0.037
2011,204,-0.054
2012,204,-0.036
2013,204,-0.051
2014,204,0.023
2015,204,-0.091
2016,204,0.017
2017,204,-0.089
2018,204,-0.11
2019,204,-0.124
2020,204,
2008,205,0.218
2009,205,0.111
2010,205,0.14
2011,205,0.095
2012,205,0.073
2013,205,0.025
2014,205,0.111
2015,205,0.186
2016,205,0.052
2017,205,0.123
2018,205,0.138
2019,205,
2020,205,
2008,206,0.834
2009,206,0.591
2010,206,0.973
2011,206,
2012,206,1.398
2013,206,0.85
2014,206,0.597
2015,206,1.002
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,0.282
2009,207,-0.108
2010,207,0.002
2011,207,0.05
2012,207,0.147
2013,207,0.114
2014,207,0.328
2015,207,0.564
2016,207,0.488
2017,207,0.676
2018,207,
2019,207,
2020,207,
2008,208,0.199
2009,208,-0.098
2010,208,-0.199
2011,208,-0.052
2012,208,-0.006
2013,208,0.044
2014,208,0.078
2015,208,0.084
2016,208,0.057
2017,208,-0.102
2018,208,0
2019,208,-0.034
2020,208,-0.022
2008,209,
2009,209,
2010,209,
2011,209,
2012,209,
2013,209,1.419
2014,209,1.319
2015,209,1.472
2016,209,1.192
2017,209,1.789
2018,209,2.155
2019,209,2.669
2020,209,3.385
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-0.753
2015,210,-1.454
2016,210,1.437
2017,210,-0.081
2018,210,0.015
2019,210,-0.046
2020,210,-0.349
2008,211,
2009,211,
2010,211,0.285
2011,211,
2012,211,0.328
2013,211,-0.019
2014,211,
2015,211,-0.839
2016,211,-0.495
2017,211,-0.299
2018,211,-0.02
2019,211,-0.223
2020,211,-0.103
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,
2014,212,
2015,212,0.133
2016,212,0.034
2017,212,0.023
2018,212,0.096
2019,212,0.117
2020,212,-0.011
2008,213,
2009,213,
2010,213,1.334
2011,213,-0.555
2012,213,-0.158
2013,213,-0.143
2014,213,
2015,213,0.806
2016,213,0.591
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,0.077
2015,214,0.244
2016,214,0.121
2017,214,0.157
2018,214,0.225
2019,214,0.246
2020,214,0.373
2008,215,
2009,215,
2010,215,
2011,215,
2012,215,
2013,215,
2014,215,
2015,215,
2016,215,
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,
2018,216,
2019,216,0.047
2020,216,-0.047
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,0.15
2014,217,0.209
2015,217,0.205
2016,217,0.163
2017,217,0.071
2018,217,0.18
2019,217,0.29
2020,217,0.173
2008,218,0.32
2009,218,0.251
2010,218,-0.07
2011,218,0.338
2012,218,-0.07
2013,218,-0.096
2014,218,-0.28
2015,218,0.586
2016,218,-0.038
2017,218,0.118
2018,218,0.366
2019,218,0.99
2020,218,-0.041
2008,219,
2009,219,
2010,219,-0.052
2011,219,-0.814
2012,219,-1.179
2013,219,0.409
2014,219,0.458
2015,219,0.308
2016,219,0.11
2017,219,-0.728
2018,219,-2.28
2019,219,0.902
2020,219,0.847
2008,220,
2009,220,
2010,220,0.349
2011,220,-0.265
2012,220,-0.096
2013,220,0.041
2014,220,
2015,220,
2016,220,-0.381
2017,220,-0.14
2018,220,
2019,220,-0.03
2020,220,
2008,221,-0.393
2009,221,-0.431
2010,221,-1.056
2011,221,0.266
2012,221,0.867
2013,221,0.356
2014,221,0.697
2015,221,0.663
2016,221,0.572
2017,221,0.505
2018,221,0.058
2019,221,0.2
2020,221,-0.151
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,0.006
2015,222,
2016,222,
2017,222,
2018,222,
2019,222,
2020,222,
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,
2015,223,0.067
2016,223,1.256
2017,223,0.574
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,
2013,225,-0.02
2014,225,
2015,225,0.229
2016,225,-0.035
2017,225,-0.23
2018,225,-0.3
2019,225,
2020,225,
2008,226,0.004
2009,226,-0.068
2010,226,0.075
2011,226,0.039
2012,226,-0.017
2013,226,0.006
2014,226,-0.034
2015,226,-0.075
2016,226,0.048
2017,226,0.018
2018,226,0.043
2019,226,0.02
2020,226,0.048
2008,227,
2009,227,
2010,227,
2011,227,4.391
2012,227,5.726
2013,227,1.331
2014,227,0.459
2015,227,0.457
2016,227,0.583
2017,227,0.705
2018,227,0.757
2019,227,1.098
2020,227,0.688
2008,228,-1.44
2009,228,-0.334
2010,228,-0.439
2011,228,-0.207
2012,228,-0.198
2013,228,-0.165
2014,228,-0.145
2015,228,0.025
2016,228,0.004
2017,228,0.209
2018,228,-0.115
2019,228,-0.066
2020,228,-0.09
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,43.537
2013,229,26.215
2014,229,12.557
2015,229,-0.057
2016,229,-0.177
2017,229,0.074
2018,229,-0.547
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,0.416
2013,230,0.347
2014,230,0.638
2015,230,0.85
2016,230,0.904
2017,230,1.335
2018,230,0.899
2019,230,0.996
2020,230,0.729
2008,231,0.146
2009,231,-0.949
2010,231,-0.252
2011,231,0.089
2012,231,0.046
2013,231,0.046
2014,231,0.015
2015,231,0.031
2016,231,-0.012
2017,231,0.805
2018,231,0.138
2019,231,
2020,231,0.385
2008,232,0.281
2009,232,0.53
2010,232,0.546
2011,232,0.361
2012,232,0.379
2013,232,0.447
2014,232,0.513
2015,232,0.463
2016,232,0.332
2017,232,0.454
2018,232,0.377
2019,232,0.683
2020,232,0.974
2008,233,0.4
2009,233,0.703
2010,233,0.515
2011,233,0.478
2012,233,1.847
2013,233,2.512
2014,233,1.963
2015,233,0.786
2016,233,2.569
2017,233,-2.874
2018,233,1.398
2019,233,2.844
2020,233,
2008,234,0.198
2009,234,-0.061
2010,234,0.156
2011,234,-0.024
2012,234,0.072
2013,234,-0.089
2014,234,-0.124
2015,234,-0.047
2016,234,-0.039
2017,234,-0.017
2018,234,0.228
2019,234,0.68
2020,234,0.131
2008,235,-0.859
2009,235,0.105
2010,235,0.168
2011,235,-0.274
2012,235,-0.416
2013,235,-0.333
2014,235,-0.137
2015,235,
2016,235,-0.002
2017,235,-0.002
2018,235,-0.001
2019,235,
2020,235,
2008,236,-0.172
2009,236,-0.297
2010,236,-0.029
2011,236,-0.076
2012,236,
2013,236,0.029
2014,236,-0.498
2015,236,-0.298
2016,236,
2017,236,
2018,236,-0.037
2019,236,-0.035
2020,236,-0.025
2008,237,0.013
2009,237,0.028
2010,237,-0.033
2011,237,-0.252
2012,237,-0.126
2013,237,0.035
2014,237,0.013
2015,237,0.041
2016,237,0.028
2017,237,-0.002
2018,237,-0.003
2019,237,0.004
2020,237,-0.01
2008,238,0.055
2009,238,0.041
2010,238,-0.078
2011,238,-0.035
2012,238,-0.165
2013,238,-0.169
2014,238,
2015,238,-0.116
2016,238,
2017,238,-0.151
2018,238,0.005
2019,238,-0.117
2020,238,-0.188
2008,239,-0.582
2009,239,-0.621
2010,239,-0.025
2011,239,0.026
2012,239,-0.03
2013,239,0.058
2014,239,-0.1
2015,239,-0.058
2016,239,-0.084
2017,239,-0.132
2018,239,0.065
2019,239,0.051
2020,239,-0.007
2008,240,0.476
2009,240,0.451
2010,240,0.319
2011,240,0.397
2012,240,0.015
2013,240,0.125
2014,240,0.27
2015,240,0.259
2016,240,0.063
2017,240,0.489
2018,240,0.908
2019,240,0.251
2020,240,-0.046
2008,241,-0.096
2009,241,-0.099
2010,241,-0.05
2011,241,-0.054
2012,241,-0.055
2013,241,-0.193
2014,241,-0.084
2015,241,0.011
2016,241,0.103
2017,241,0.081
2018,241,0.077
2019,241,-0.004
2020,241,-0.062
2008,242,-0.133
2009,242,0.744
2010,242,0.815
2011,242,0.418
2012,242,0.38
2013,242,0.554
2014,242,0.256
2015,242,0.223
2016,242,0.282
2017,242,-0.018
2018,242,-0.071
2019,242,1.228
2020,242,-0.437
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,0.17
2009,244,0.371
2010,244,0.052
2011,244,0.217
2012,244,-0.05
2013,244,-0.643
2014,244,0.145
2015,244,0.125
2016,244,0.237
2017,244,0.308
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,-0.068
2012,245,-0.063
2013,245,0.112
2014,245,0.345
2015,245,0.136
2016,245,0.039
2017,245,0.307
2018,245,0.403
2019,245,0.498
2020,245,0.564
2008,246,1.164
2009,246,0.82
2010,246,0.306
2011,246,0.267
2012,246,1.278
2013,246,-1.529
2014,246,7.622
2015,246,10.948
2016,246,14.404
2017,246,8.332
2018,246,1.369
2019,246,-0.035
2020,246,0.771
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,0.013
2009,249,-0.16
2010,249,0.042
2011,249,-0.094
2012,249,-0.089
2013,249,-0.185
2014,249,0.025
2015,249,-0.248
2016,249,-0.192
2017,249,-0.168
2018,249,-0.253
2019,249,-0.107
2020,249,0.009
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,0.561
2018,250,-0.915
2019,250,0.63
2020,250,-0.034
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
