Date,Id,Earnings_Per_Share
2013,141,-0.603
2014,141,-0.298
2015,141,-0.163
2016,141,-0.507
2017,141,-0.241
2018,141,-0.069
2019,141,-0.287
2020,141,-0.415
2008,142,0.169
2009,142,0.156
2010,142,0.267
2011,142,0.302
2012,142,0.24
2013,142,0.949
2014,142,0.304
2015,142,0.141
2016,142,0.15
2017,142,0.387
2018,142,0.449
2019,142,0.313
2020,142,0.122
2008,143,-0.103
2009,143,0.011
2010,143,-0.037
2011,143,-0.033
2012,143,-0.059
2013,143,-0.104
2014,143,-0.016
2015,143,0.025
2016,143,-0.017
2017,143,-0.025
2018,143,0.075
2019,143,-0.029
2020,143,
2008,144,0.505
2009,144,-1.689
2010,144,-1.277
2011,144,-0.288
2012,144,-1.442
2013,144,-2.414
2014,144,-0.311
2015,144,-0.761
2016,144,-2.911
2017,144,0.116
2018,144,-0.093
2019,144,-0.018
2020,144,-0.015
2008,145,-0.086
2009,145,0.002
2010,145,0.014
2011,145,-0.035
2012,145,-0.019
2013,145,-0.055
2014,145,-0.119
2015,145,0.062
2016,145,0.052
2017,145,-0.043
2018,145,0.079
2019,145,0.06
2020,145,0.042
2008,146,-0.077
2009,146,0.026
2010,146,-0.051
2011,146,0.129
2012,146,-0.315
2013,146,-0.555
2014,146,-0.153
2015,146,-0.237
2016,146,-0.179
2017,146,-0.159
2018,146,-0.06
2019,146,-0.051
2020,146,-0.12
2008,147,0.406
2009,147,0.143
2010,147,0.177
2011,147,0.21
2012,147,-0.72
2013,147,-0.801
2014,147,0.002
2015,147,0.024
2016,147,0.086
2017,147,0.116
2018,147,-0.68
2019,147,0.109
2020,147,0.017
2008,148,-0.094
2009,148,-0.032
2010,148,-0.016
2011,148,0.002
2012,148,-0.032
2013,148,-0.096
2014,148,0.019
2015,148,-0.02
2016,148,0.007
2017,148,-0.023
2018,148,0.004
2019,148,-0.048
2020,148,
2008,149,0.051
2009,149,0.015
2010,149,0.125
2011,149,0.148
2012,149,0.056
2013,149,0.009
2014,149,0.022
2015,149,0.043
2016,149,0.027
2017,149,-0.281
2018,149,-0.066
2019,149,-0.263
2020,149,
2008,150,0.4
2009,150,0.24
2010,150,0.31
2011,150,0.2
2012,150,-0.25
2013,150,0.008
2014,150,0.021
2015,150,0.004
2016,150,-0.259
2017,150,0.08
2018,150,-0.024
2019,150,0.167
2020,150,0.122
2008,151,
2009,151,
2010,151,
2011,151,0.064
2012,151,0.043
2013,151,0.086
2014,151,0.069
2015,151,0.102
2016,151,0.13
2017,151,0.04
2018,151,0.062
2019,151,0.002
2020,151,0.021
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,0.002
2015,152,0.003
2016,152,-0.005
2017,152,-0.006
2018,152,-0.004
2019,152,0.002
2020,152,0
2008,153,0.17
2009,153,-0.612
2010,153,0.034
2011,153,-1.514
2012,153,-2.415
2013,153,-0.913
2014,153,-0.23
2015,153,-0.34
2016,153,0.007
2017,153,0.137
2018,153,0.165
2019,153,0.132
2020,153,0.061
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,0.252
2014,154,0.29
2015,154,0.315
2016,154,0.126
2017,154,0.066
2018,154,0.19
2019,154,0.247
2020,154,-0.097
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,0.15
2015,155,0.338
2016,155,0.265
2017,155,0.256
2018,155,0.222
2019,155,0.15
2020,155,0.08
2008,156,
2009,156,
2010,156,
2011,156,1.219
2012,156,0.429
2013,156,0.622
2014,156,0.091
2015,156,0.143
2016,156,0.154
2017,156,0.207
2018,156,0.22
2019,156,0.233
2020,156,0.238
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,0.103
2013,157,0.139
2014,157,0.14
2015,157,0.091
2016,157,0.097
2017,157,-2.154
2018,157,-1.623
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,0.055
2016,158,-0.047
2017,158,-0.053
2018,158,-0.148
2019,158,-0.121
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,0.002
2017,159,
2018,159,0.037
2019,159,0.083
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,0.001
2012,160,0.003
2013,160,0.007
2014,160,-0.075
2015,160,0.055
2016,160,0.089
2017,160,0.003
2018,160,-0.515
2019,160,-0.863
2020,160,-0.128
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,0.07
2015,161,0.082
2016,161,0.078
2017,161,0.03
2018,161,0.018
2019,161,0.017
2020,161,-0.03
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,0.064
2015,162,0.038
2016,162,0.045
2017,162,0.08
2018,162,0.062
2019,162,0.04
2020,162,-0.12
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,0.001
2015,163,0.043
2016,163,0.003
2017,163,-0.006
2018,163,0.002
2019,163,0.056
2020,163,0.106
2008,164,1.62
2009,164,0.32
2010,164,-0.54
2011,164,0.45
2012,164,-1.47
2013,164,-2.592
2014,164,-4.703
2015,164,-2.594
2016,164,-1.332
2017,164,-1.591
2018,164,-1.183
2019,164,-0.066
2020,164,-0.119
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,0.137
2015,166,0.134
2016,166,0.163
2017,166,0.211
2018,166,0.235
2019,166,0.232
2020,166,0.18
2008,167,0.066
2009,167,0.078
2010,167,-0.01
2011,167,0.063
2012,167,-0.097
2013,167,-0.293
2014,167,-0.283
2015,167,0.242
2016,167,0.21
2017,167,0.257
2018,167,0.15
2019,167,0.028
2020,167,-0.293
2008,168,0.26
2009,168,0.32
2010,168,-0.31
2011,168,-0.13
2012,168,0.38
2013,168,0.266
2014,168,0.388
2015,168,0.164
2016,168,-0.098
2017,168,0.018
2018,168,-0.042
2019,168,-0.014
2020,168,-0.785
2008,169,2.43
2009,169,1.21
2010,169,1.74
2011,169,1.89
2012,169,2.15
2013,169,1.424
2014,169,0.358
2015,169,-2.439
2016,169,-0.407
2017,169,0.937
2018,169,1.146
2019,169,0.041
2020,169,-2.417
2008,170,4.356
2009,170,0.047
2010,170,0.07
2011,170,0.439
2012,170,1.042
2013,170,0.199
2014,170,0.334
2015,170,0.144
2016,170,0.85
2017,170,1.39
2018,170,0.891
2019,170,0.212
2020,170,0.725
2008,171,0.955
2009,171,0.619
2010,171,0.495
2011,171,-2.372
2012,171,-1.661
2013,171,0.055
2014,171,0.165
2015,171,0.144
2016,171,0.243
2017,171,0.401
2018,171,0.336
2019,171,0.344
2020,171,0.176
2008,172,9.025
2009,172,12.67
2010,172,4.905
2011,172,3.474
2012,172,2.435
2013,172,2.24
2014,172,0.566
2015,172,0.447
2016,172,0.462
2017,172,-1.539
2018,172,1.459
2019,172,1.176
2020,172,-8.58
2008,173,2.644
2009,173,2.115
2010,173,2.43
2011,173,2.644
2012,173,2.581
2013,173,-0.456
2014,173,-0.659
2015,173,-2.309
2016,173,-2.5
2017,173,-0.327
2018,173,-0.474
2019,173,0.012
2020,173,-1.146
2008,174,0.83
2009,174,0.69
2010,174,0.88
2011,174,0.98
2012,174,1.17
2013,174,1.154
2014,174,1.35
2015,174,1.677
2016,174,1.775
2017,174,1.843
2018,174,1.879
2019,174,
2020,174,
2008,175,2.74
2009,175,2.8
2010,175,3.56
2011,175,4.41
2012,175,4.752
2013,175,4.371
2014,175,3.173
2015,175,3.03
2016,175,2.622
2017,175,2.146
2018,175,1.425
2019,175,1.399
2020,175,-2.212
2008,176,0.258
2009,176,0.28
2010,176,0.144
2011,176,0.139
2012,176,-0.298
2013,176,0.078
2014,176,0.217
2015,176,0.295
2016,176,0.184
2017,176,0.192
2018,176,0.405
2019,176,0.392
2020,176,0.163
2008,177,0.45
2009,177,0.26
2010,177,0.22
2011,177,0.19
2012,177,0.04
2013,177,-0.115
2014,177,-0.011
2015,177,0.039
2016,177,0.008
2017,177,0.059
2018,177,-0.02
2019,177,-0.096
2020,177,-0.502
2008,178,-0.676
2009,178,-10.392
2010,178,0.009
2011,178,0.303
2012,178,0.265
2013,178,0.155
2014,178,0.387
2015,178,-0.521
2016,178,-1.403
2017,178,-2.484
2018,178,-0.3
2019,178,-1.191
2020,178,-0.252
2008,179,-1.844
2009,179,-0.638
2010,179,-0.2
2011,179,0.47
2012,179,0.16
2013,179,0.115
2014,179,0.1
2015,179,0.12
2016,179,0.132
2017,179,0.218
2018,179,0.378
2019,179,0.468
2020,179,0.015
2008,180,0.072
2009,180,-0.197
2010,180,-0.123
2011,180,-0.042
2012,180,-0.03
2013,180,-0.032
2014,180,0.027
2015,180,0.015
2016,180,0.036
2017,180,0.113
2018,180,0.165
2019,180,0.116
2020,180,-0.214
2008,181,-1.75
2009,181,-1.46
2010,181,0.63
2011,181,0.77
2012,181,1.246
2013,181,1.027
2014,181,0.68
2015,181,0.797
2016,181,0.866
2017,181,-2.114
2018,181,-2.686
2019,181,0.104
2020,181,-0.911
2008,182,-1.131
2009,182,-1.993
2010,182,-0.419
2011,182,0.17
2012,182,-0.239
2013,182,-0.283
2014,182,-0.092
2015,182,-0.093
2016,182,-0.301
2017,182,0.047
2018,182,
2019,182,
2020,182,
2008,183,0.177
2009,183,-0.124
2010,183,0.29
2011,183,0.483
2012,183,0.627
2013,183,0.892
2014,183,0.93
2015,183,1.024
2016,183,1.197
2017,183,0.703
2018,183,0.523
2019,183,0.517
2020,183,-0.394
2008,184,-0.188
2009,184,-0.253
2010,184,-0.201
2011,184,-0.119
2012,184,-0.234
2013,184,-0.077
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,0.072
2010,185,0.141
2011,185,0.298
2012,185,0.344
2013,185,0.448
2014,185,0.486
2015,185,0.49
2016,185,0.535
2017,185,0.752
2018,185,0.745
2019,185,0.773
2020,185,-0.488
2008,186,0.168
2009,186,0.176
2010,186,0.178
2011,186,0.08
2012,186,0.223
2013,186,0.154
2014,186,0.161
2015,186,0.057
2016,186,0.05
2017,186,0.031
2018,186,-0.355
2019,186,-0.104
2020,186,-0.186
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,0.331
2013,187,0.251
2014,187,0.258
2015,187,0.219
2016,187,-2.262
2017,187,-1.794
2018,187,-0.902
2019,187,-1.402
2020,187,-0.275
2008,188,
2009,188,
2010,188,0.994
2011,188,0.22
2012,188,0.115
2013,188,0.304
2014,188,0.521
2015,188,0.671
2016,188,0.786
2017,188,0.991
2018,188,1.299
2019,188,1.39
2020,188,1.163
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,-0.323
2014,189,-0.072
2015,189,-0.027
2016,189,0.39
2017,189,0.336
2018,189,0.023
2019,189,0.113
2020,189,-0.621
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,0.917
2016,190,0.706
2017,190,0.724
2018,190,0.897
2019,190,0.711
2020,190,0.216
2008,191,-0.618
2009,191,-0.669
2010,191,-0.387
2011,191,-0.476
2012,191,-0.498
2013,191,-0.241
2014,191,-0.254
2015,191,-0.132
2016,191,0.04
2017,191,-0.043
2018,191,0.011
2019,191,0.01
2020,191,0.009
2008,192,-2.74
2009,192,-3.86
2010,192,-3.11
2011,192,-0.89
2012,192,-0.291
2013,192,-0.617
2014,192,-0.796
2015,192,-1.663
2016,192,-1.037
2017,192,-0.324
2018,192,-0.843
2019,192,-1.132
2020,192,-1.177
2008,193,-0.099
2009,193,-0.094
2010,193,-0.095
2011,193,-0.085
2012,193,-0.086
2013,193,-0.068
2014,193,-0.046
2015,193,-0.055
2016,193,-0.032
2017,193,-0.019
2018,193,-0.009
2019,193,-0.001
2020,193,
2008,194,0.511
2009,194,0.561
2010,194,0.548
2011,194,0.584
2012,194,0.593
2013,194,0.663
2014,194,0.792
2015,194,0.968
2016,194,1.152
2017,194,1.395
2018,194,1.528
2019,194,1.799
2020,194,1.725
2008,195,
2009,195,
2010,195,
2011,195,0.253
2012,195,0.423
2013,195,0.337
2014,195,0.517
2015,195,0.212
2016,195,0.179
2017,195,0.37
2018,195,0.358
2019,195,
2020,195,
2008,196,0.53
2009,196,0.46
2010,196,0.563
2011,196,0.667
2012,196,0.754
2013,196,0.947
2014,196,1.281
2015,196,1.517
2016,196,1.806
2017,196,2.082
2018,196,2.671
2019,196,3.044
2020,196,3.304
2008,197,0.61
2009,197,2.8
2010,197,2.88
2011,197,2.44
2012,197,3.399
2013,197,4.357
2014,197,3.426
2015,197,4.064
2016,197,3.625
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-0.39
2009,198,-0.114
2010,198,0.01
2011,198,0.019
2012,198,0.009
2013,198,0.003
2014,198,0.008
2015,198,0.026
2016,198,0.031
2017,198,0.033
2018,198,0.041
2019,198,0.047
2020,198,0.062
2008,199,0.542
2009,199,0.221
2010,199,-0.069
2011,199,0.207
2012,199,0.36
2013,199,-0.033
2014,199,0.056
2015,199,0.102
2016,199,0.128
2017,199,0.412
2018,199,0.612
2019,199,0.238
2020,199,1.502
2008,200,-0.254
2009,200,-0.02
2010,200,-0.01
2011,200,-0.02
2012,200,-0.01
2013,200,-0.003
2014,200,-0.009
2015,200,-0.01
2016,200,-0.014
2017,200,0
2018,200,0.021
2019,200,-0.004
2020,200,-0.004
2008,201,0.471
2009,201,0.426
2010,201,-1.08
2011,201,-0.527
2012,201,0.058
2013,201,-0.081
2014,201,-0.131
2015,201,0.08
2016,201,0.011
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-0.388
2009,202,-0.539
2010,202,0.018
2011,202,-0.384
2012,202,0.418
2013,202,0.202
2014,202,0.364
2015,202,0.333
2016,202,0.475
2017,202,5.877
2018,202,0.048
2019,202,0.027
2020,202,0.383
2008,203,-1.605
2009,203,-7.553
2010,203,0.225
2011,203,-0.565
2012,203,-0.076
2013,203,-0.05
2014,203,-0.075
2015,203,-0.104
2016,203,-0.04
2017,203,-0.019
2018,203,0.002
2019,203,0.064
2020,203,0.106
2008,204,-0.8
2009,204,-0.07
2010,204,-0.03
2011,204,-0.09
2012,204,-0.061
2013,204,-0.12
2014,204,-0.082
2015,204,0.013
2016,204,-0.04
2017,204,-0.214
2018,204,-0.496
2019,204,-0.382
2020,204,-0.077
2008,205,0.16
2009,205,0.1
2010,205,0.096
2011,205,0.065
2012,205,0.042
2013,205,0.048
2014,205,0.069
2015,205,0.09
2016,205,0.058
2017,205,-0.001
2018,205,0.003
2019,205,
2020,205,
2008,206,0.279
2009,206,0.159
2010,206,0.18
2011,206,0.062
2012,206,-0.434
2013,206,-1.148
2014,206,-0.094
2015,206,0.115
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,0.02
2009,207,-0.042
2010,207,-0.042
2011,207,-0.019
2012,207,-0.024
2013,207,0.011
2014,207,-0.037
2015,207,0.279
2016,207,0.255
2017,207,0.299
2018,207,
2019,207,
2020,207,
2008,208,0.176
2009,208,-0.019
2010,208,-0.188
2011,208,-0.049
2012,208,-0.001
2013,208,0.026
2014,208,0.107
2015,208,0.077
2016,208,0.075
2017,208,-0.03
2018,208,-0.012
2019,208,-0.102
2020,208,-0.102
2008,209,
2009,209,
2010,209,-0.368
2011,209,0.975
2012,209,0.119
2013,209,1.623
2014,209,1.475
2015,209,1.41
2016,209,1.555
2017,209,1.621
2018,209,1.738
2019,209,1.896
2020,209,2.457
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-1.558
2015,210,-2.02
2016,210,0.067
2017,210,-0.067
2018,210,0.016
2019,210,-0.421
2020,210,-0.455
2008,211,
2009,211,0.101
2010,211,0.037
2011,211,0.02
2012,211,-0.02
2013,211,-0.701
2014,211,-1.172
2015,211,-1.999
2016,211,-0.598
2017,211,-0.469
2018,211,-0.19
2019,211,-0.396
2020,211,-0.341
2008,212,
2009,212,
2010,212,4.406
2011,212,2.068
2012,212,2.478
2013,212,0.802
2014,212,0.004
2015,212,-0.129
2016,212,-0.291
2017,212,-0.234
2018,212,-0.105
2019,212,-0.025
2020,212,-0.107
2008,213,
2009,213,
2010,213,0.032
2011,213,0.074
2012,213,0.159
2013,213,0.134
2014,213,0.077
2015,213,0.039
2016,213,0.508
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,-0.004
2014,214,0.007
2015,214,-0.001
2016,214,0.069
2017,214,0.043
2018,214,0.087
2019,214,0.077
2020,214,0.038
2008,215,
2009,215,
2010,215,
2011,215,0.184
2012,215,0.213
2013,215,0.192
2014,215,0.055
2015,215,0.23
2016,215,0.047
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,0.001
2015,216,0.018
2016,216,0.018
2017,216,-0.014
2018,216,-0.085
2019,216,-0.165
2020,216,-0.139
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,0.106
2014,217,0.157
2015,217,0.189
2016,217,0.248
2017,217,0.187
2018,217,0.293
2019,217,0.168
2020,217,0.384
2008,218,0.106
2009,218,-0.066
2010,218,0.043
2011,218,0.097
2012,218,-0.04
2013,218,-0.324
2014,218,-0.373
2015,218,0.024
2016,218,-0.32
2017,218,0.023
2018,218,0.266
2019,218,0.485
2020,218,-0.475
2008,219,-2.554
2009,219,-1.104
2010,219,-0.424
2011,219,0.043
2012,219,-4.634
2013,219,-0.2
2014,219,0.178
2015,219,0.061
2016,219,0.143
2017,219,0.807
2018,219,0.377
2019,219,0.425
2020,219,0.551
2008,220,0.105
2009,220,0.11
2010,220,0.09
2011,220,-0.01
2012,220,-0.33
2013,220,-0.766
2014,220,-0.335
2015,220,-2.631
2016,220,-0.572
2017,220,-0.169
2018,220,2.536
2019,220,0.546
2020,220,
2008,221,0.405
2009,221,0.503
2010,221,0.721
2011,221,0.207
2012,221,0.45
2013,221,0.329
2014,221,0.482
2015,221,0.443
2016,221,0.335
2017,221,0.435
2018,221,0.365
2019,221,0.283
2020,221,0.087
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,-0.017
2015,222,-0.052
2016,222,-0.017
2017,222,-0.005
2018,222,0
2019,222,0.002
2020,222,0.002
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,0.16
2015,223,0.095
2016,223,1.231
2017,223,0.147
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,0
2011,225,0.005
2012,225,0.016
2013,225,0.015
2014,225,0.02
2015,225,0.146
2016,225,0.069
2017,225,0.146
2018,225,0.094
2019,225,-0.035
2020,225,-0.003
2008,226,0.072
2009,226,-0.004
2010,226,0.033
2011,226,0.038
2012,226,-0.035
2013,226,-0.026
2014,226,-0.06
2015,226,-0.132
2016,226,-0.017
2017,226,-0.031
2018,226,0.038
2019,226,0.05
2020,226,0.035
2008,227,
2009,227,
2010,227,
2011,227,0.864
2012,227,0.225
2013,227,0.221
2014,227,0.055
2015,227,0.007
2016,227,0.265
2017,227,0.291
2018,227,0.438
2019,227,0.252
2020,227,0.134
2008,228,-1.219
2009,228,0.473
2010,228,-0.464
2011,228,-0.339
2012,228,-0.283
2013,228,-0.237
2014,228,-0.277
2015,228,-0.038
2016,228,-0.083
2017,228,0.077
2018,228,0.148
2019,228,-0.03
2020,228,-0.089
2008,229,
2009,229,
2010,229,
2011,229,37.806
2012,229,18.804
2013,229,2.952
2014,229,7.318
2015,229,0.076
2016,229,0.03
2017,229,0.138
2018,229,0.102
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,0.188
2013,230,-0.199
2014,230,0.182
2015,230,0.411
2016,230,0.675
2017,230,0.893
2018,230,0.901
2019,230,0.785
2020,230,1.814
2008,231,0.139
2009,231,-0.269
2010,231,-0.519
2011,231,0.24
2012,231,-0.376
2013,231,-0.073
2014,231,-0.07
2015,231,0.003
2016,231,-0.004
2017,231,-0.234
2018,231,0.074
2019,231,0.289
2020,231,0.174
2008,232,0.47
2009,232,0.63
2010,232,0.64
2011,232,0.16
2012,232,0.46
2013,232,0.451
2014,232,0.506
2015,232,0.586
2016,232,0.515
2017,232,0.507
2018,232,0.272
2019,232,0.457
2020,232,0.631
2008,233,-1.27
2009,233,-1.57
2010,233,-0.15
2011,233,-1.03
2012,233,0.838
2013,233,1.168
2014,233,1.341
2015,233,1.694
2016,233,1.579
2017,233,1.994
2018,233,2.296
2019,233,1.773
2020,233,
2008,234,-0.359
2009,234,-0.274
2010,234,-0.173
2011,234,-0.206
2012,234,-0.079
2013,234,0.238
2014,234,-0.26
2015,234,-0.182
2016,234,-0.148
2017,234,-0.137
2018,234,0.166
2019,234,0.554
2020,234,0.004
2008,235,-0.827
2009,235,-0.476
2010,235,0.005
2011,235,-0.832
2012,235,-2.163
2013,235,-0.245
2014,235,-0.586
2015,235,0.205
2016,235,0.013
2017,235,-0.002
2018,235,0
2019,235,-0.002
2020,235,
2008,236,-0.21
2009,236,-0.33
2010,236,-0.01
2011,236,-0.06
2012,236,0.001
2013,236,0
2014,236,-0.113
2015,236,-0.412
2016,236,-0.348
2017,236,0.881
2018,236,0.014
2019,236,-0.04
2020,236,-0.022
2008,237,-0.039
2009,237,0.013
2010,237,-0.021
2011,237,-0.182
2012,237,-0.083
2013,237,-0.015
2014,237,-0.006
2015,237,0.002
2016,237,0.004
2017,237,0.039
2018,237,-0.018
2019,237,-0.036
2020,237,-0.076
2008,238,0.083
2009,238,-0.007
2010,238,-0.097
2011,238,-0.133
2012,238,-0.253
2013,238,-0.174
2014,238,-0.28
2015,238,-0.1
2016,238,-0.034
2017,238,-0.102
2018,238,-0.063
2019,238,-0.039
2020,238,-0.324
2008,239,0.017
2009,239,0.023
2010,239,0.034
2011,239,0.029
2012,239,0.055
2013,239,0.046
2014,239,0.048
2015,239,0.046
2016,239,0.06
2017,239,0.08
2018,239,0.065
2019,239,0.07
2020,239,0.06
2008,240,0.203
2009,240,0.178
2010,240,-0.02
2011,240,0.15
2012,240,0.06
2013,240,-0.087
2014,240,0.104
2015,240,0.086
2016,240,-0.186
2017,240,0.168
2018,240,0.551
2019,240,-0.194
2020,240,-0.234
2008,241,0.022
2009,241,0.061
2010,241,0.002
2011,241,-0.091
2012,241,-0.262
2013,241,-0.262
2014,241,-0.245
2015,241,-0.056
2016,241,0.022
2017,241,0.014
2018,241,0.028
2019,241,-0.018
2020,241,-0.121
2008,242,0.484
2009,242,0.146
2010,242,0.407
2011,242,0.498
2012,242,0.382
2013,242,0.347
2014,242,0.099
2015,242,0.253
2016,242,0.387
2017,242,0.378
2018,242,0.27
2019,242,0.807
2020,242,-1.905
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,-0.25
2009,244,-0.09
2010,244,-0.29
2011,244,-0.35
2012,244,-0.36
2013,244,-0.809
2014,244,-0.223
2015,244,-0.288
2016,244,-0.09
2017,244,0.14
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,0.01
2012,245,0.032
2013,245,0.099
2014,245,0.277
2015,245,0.219
2016,245,0.315
2017,245,0.333
2018,245,0.338
2019,245,0.37
2020,245,0.321
2008,246,0.676
2009,246,0.692
2010,246,0.779
2011,246,0.648
2012,246,0.791
2013,246,0.769
2014,246,0.162
2015,246,0.423
2016,246,0.476
2017,246,0.528
2018,246,1.071
2019,246,1.032
2020,246,0.927
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,-0.127
2009,249,-0.101
2010,249,-0.091
2011,249,-0.151
2012,249,-0.095
2013,249,-0.114
2014,249,-0.21
2015,249,0.154
2016,249,0.047
2017,249,-0.045
2018,249,0.044
2019,249,0.047
2020,249,0.078
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,0.301
2018,250,0.243
2019,250,0.209
2020,250,0.28
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,0.173
2014,253,0.162
2015,253,0.09
2016,253,0.395
2017,253,0.5
2018,253,0.581
2019,253,0.586
2020,253,0.752
2008,254,0.38
2009,254,0.38
2010,254,0.41
2011,254,0.56
2012,254,0.09
2013,254,0.093
2014,254,0.242
2015,254,0.594
2016,254,0.579
2017,254,0.691
2018,254,0.889
2019,254,1.072
2020,254,3.417
2008,255,-0.338
2009,255,-0.392
2010,255,-0.092
2011,255,-0.05
2012,255,-0.306
2013,255,-0.081
2014,255,-0.061
2015,255,-0.065
2016,255,-0.073
2017,255,-0.054
2018,255,0.012
2019,255,0.011
2020,255,-0.016
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,0.006
2014,257,0.028
2015,257,0.141
2016,257,0.215
2017,257,0.304
2018,257,0.463
2019,257,0.414
2020,257,0.179
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,0.044
2017,258,0.123
2018,258,0.135
2019,258,0.195
2020,258,0.064
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,0.053
2014,262,0.042
2015,262,0.07
2016,262,0.141
2017,262,0.187
2018,262,0.211
2019,262,0.219
2020,262,0.1
2008,263,-17479.675
2009,263,-2000
2010,263,-34600
2011,263,-41000
2012,263,-18800
2013,263,-2164
2014,263,21.46
2015,263,-0.3
2016,263,0.197
2017,263,0.23
2018,263,-0.076
2019,263,
2020,263,
2008,264,0.032
2009,264,0.297
2010,264,0.337
2011,264,0.092
2012,264,0.478
2013,264,0.458
2014,264,0.435
2015,264,0.594
2016,264,0.534
2017,264,0.517
2018,264,0.349
2019,264,0.771
2020,264,0.592
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-0.025
2013,265,
2014,265,-0.005
2015,265,-0.049
2016,265,-0.071
2017,265,-0.071
2018,265,-0.055
2019,265,-0.144
2020,265,-0.115
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,0.107
2016,266,0.106
2017,266,0.11
2018,266,0.14
2019,266,0.166
2020,266,0.128
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
