Date,Id,historic volatility
2013,116,0.3567
2014,116,0.2905
2015,116,0.2783
2016,116,0.2486
2017,116,0.2715
2018,116,0.2995
2019,116,0.283
2020,116,0.325
2008,117,
2009,117,
2010,117,0.3007
2011,117,0.3822
2012,117,0.4199
2013,117,0.3844
2014,117,0.3637
2015,117,0.3446
2016,117,0.3092
2017,117,0.2447
2018,117,0.2236
2019,117,0.1916
2020,117,0.3531
2008,118,0.3504
2009,118,0.3602
2010,118,0.3883
2011,118,0.4299
2012,118,0.4537
2013,118,0.4259
2014,118,0.4265
2015,118,0.4058
2016,118,0.3937
2017,118,0.384
2018,118,0.424
2019,118,0.4236
2020,118,0.475
2008,119,0.2491
2009,119,0.3263
2010,119,0.3234
2011,119,0.3397
2012,119,0.3302
2013,119,0.2996
2014,119,0.213
2015,119,0.2485
2016,119,0.2458
2017,119,0.2542
2018,119,0.2623
2019,119,0.3026
2020,119,0.3073
2008,120,
2009,120,
2010,120,
2011,120,
2012,120,
2013,120,
2014,120,0.2365
2015,120,0.3394
2016,120,0.3502
2017,120,0.3578
2018,120,0.3683
2019,120,0.3721
2020,120,0.4132
2008,121,
2009,121,
2010,121,
2011,121,
2012,121,
2013,121,0.1011
2014,121,0.156
2015,121,0.2393
2016,121,0.2456
2017,121,0.231
2018,121,0.2391
2019,121,0.2642
2020,121,0.3629
2008,122,0.5063
2009,122,0.543
2010,122,0.5602
2011,122,0.5405
2012,122,0.5344
2013,122,0.3811
2014,122,0.2914
2015,122,0.2544
2016,122,0.2501
2017,122,0.2125
2018,122,0.263
2019,122,0.2803
2020,122,0.3099
2008,123,
2009,123,
2010,123,
2011,123,
2012,123,
2013,123,
2014,123,
2015,123,0.5527
2016,123,0.4374
2017,123,0.3918
2018,123,0.3849
2019,123,0.4105
2020,123,0.3869
2008,124,
2009,124,
2010,124,
2011,124,
2012,124,
2013,124,
2014,124,
2015,124,0.3877
2016,124,0.4693
2017,124,0.8654
2018,124,0.7627
2019,124,0.6925
2020,124,0.7512
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,0.0943
2016,125,0.1537
2017,125,0.2214
2018,125,0.2106
2019,125,0.2223
2020,125,0.2475
2008,126,0.426
2009,126,0.4069
2010,126,0.4032
2011,126,0.3624
2012,126,0.3606
2013,126,0.2898
2014,126,0.2937
2015,126,0.2843
2016,126,0.2954
2017,126,0.3163
2018,126,0.3148
2019,126,0.272
2020,126,0.316
2008,127,0.2455
2009,127,0.3126
2010,127,0.3476
2011,127,0.3582
2012,127,0.3466
2013,127,0.2905
2014,127,0.2174
2015,127,0.1679
2016,127,0.1549
2017,127,0.1632
2018,127,0.2019
2019,127,0.2072
2020,127,0.2865
2008,128,0.2662
2009,128,0.2583
2010,128,0.2528
2011,128,0.2663
2012,128,0.2921
2013,128,0.2508
2014,128,0.2395
2015,128,0.2464
2016,128,0.2405
2017,128,0.2326
2018,128,0.2861
2019,128,0.292
2020,128,0.2735
2008,129,0.3597
2009,129,0.3874
2010,129,0.369
2011,129,0.3672
2012,129,0.3621
2013,129,0.2771
2014,129,0.1993
2015,129,0.1832
2016,129,0.1917
2017,129,0.1857
2018,129,0.1548
2019,129,0.1461
2020,129,0.1347
2008,130,0.1781
2009,130,0.1927
2010,130,0.2041
2011,130,0.23
2012,130,0.2642
2013,130,0.2696
2014,130,0.2631
2015,130,0.2427
2016,130,0.2065
2017,130,0.1513
2018,130,0.1268
2019,130,0.0964
2020,130,0.0898
2008,131,0.3017
2009,131,0.3207
2010,131,0.2798
2011,131,0.2543
2012,131,0.2387
2013,131,0.2024
2014,131,0.1808
2015,131,0.1871
2016,131,0.1859
2017,131,0.1835
2018,131,0.1738
2019,131,0.1497
2020,131,0.219
2008,132,0.2487
2009,132,0.2767
2010,132,0.2714
2011,132,0.2739
2012,132,0.2824
2013,132,0.238
2014,132,0.2087
2015,132,0.2167
2016,132,0.1991
2017,132,0.1878
2018,132,0.2339
2019,132,0.2417
2020,132,0.3566
2008,133,0.2778
2009,133,0.2429
2010,133,0.2426
2011,133,0.3527
2012,133,0.4213
2013,133,0.4243
2014,133,0.4546
2015,133,0.4773
2016,133,0.4894
2017,133,0.4427
2018,133,0.4127
2019,133,0.3724
2020,133,0.3257
2008,134,0.2985
2009,134,0.3386
2010,134,0.3379
2011,134,0.3453
2012,134,0.4141
2013,134,0.3588
2014,134,0.3238
2015,134,0.3235
2016,134,0.3274
2017,134,0.2616
2018,134,0.3085
2019,134,0.3205
2020,134,0.3861
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,
2013,135,
2014,135,
2015,135,0.1027
2016,135,0.1858
2017,135,0.2669
2018,135,0.2576
2019,135,0.2485
2020,135,0.3514
2008,136,0.3099
2009,136,0.345
2010,136,0.3721
2011,136,0.3972
2012,136,0.381
2013,136,0.3844
2014,136,0.387
2015,136,0.4555
2016,136,0.4776
2017,136,0.4775
2018,136,0.5289
2019,136,0.5655
2020,136,0.5569
2008,137,0.4907
2009,137,0.4873
2010,137,0.4283
2011,137,0.3881
2012,137,0.3533
2013,137,0.2821
2014,137,0.2522
2015,137,0.2552
2016,137,0.253
2017,137,0.3025
2018,137,0.3082
2019,137,0.2681
2020,137,0.3593
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,0.3145
2009,139,0.4165
2010,139,0.4223
2011,139,0.553
2012,139,0.7564
2013,139,0.7274
2014,139,0.8164
2015,139,0.9204
2016,139,0.8828
2017,139,0.7218
2018,139,0.8131
2019,139,0.7645
2020,139,0.6304
2008,140,0.4314
2009,140,0.4868
2010,140,0.4618
2011,140,0.4687
2012,140,0.4805
2013,140,0.5187
2014,140,0.4716
2015,140,0.5182
2016,140,0.6233
2017,140,0.6294
2018,140,0.5026
2019,140,0.5015
2020,140,0.4861
2008,141,0.2108
2009,141,0.2469
2010,141,0.2588
2011,141,0.2897
2012,141,0.3115
2013,141,0.3092
2014,141,0.2991
2015,141,0.3286
2016,141,0.3034
2017,141,0.319
2018,141,0.2961
2019,141,0.2689
2020,141,0.2518
2008,142,0.2994
2009,142,0.3146
2010,142,0.3401
2011,142,0.3373
2012,142,0.3598
2013,142,0.3459
2014,142,0.3414
2015,142,0.3206
2016,142,0.3498
2017,142,0.3303
2018,142,0.2962
2019,142,0.3235
2020,142,0.3716
2008,143,0.3184
2009,143,0.3068
2010,143,0.2829
2011,143,0.2774
2012,143,0.2848
2013,143,0.2439
2014,143,0.2641
2015,143,0.2806
2016,143,0.303
2017,143,0.3131
2018,143,0.3289
2019,143,0.3115
2020,143,0.3451
2008,144,0.371
2009,144,0.3952
2010,144,0.3634
2011,144,0.3545
2012,144,0.3764
2013,144,0.3634
2014,144,0.3744
2015,144,0.3775
2016,144,0.4344
2017,144,0.5569
2018,144,0.555
2019,144,0.5654
2020,144,0.5608
2008,145,
2009,145,
2010,145,0.3032
2011,145,0.2376
2012,145,0.2347
2013,145,0.2409
2014,145,0.2546
2015,145,0.3876
2016,145,0.4264
2017,145,0.5053
2018,145,0.5089
2019,145,0.4905
2020,145,0.4179
2008,146,0.31
2009,146,0.318
2010,146,0.3301
2011,146,0.3678
2012,146,0.3656
2013,146,0.3636
2014,146,0.5097
2015,146,0.5342
2016,146,0.554
2017,146,0.5326
2018,146,0.528
2019,146,0.3769
2020,146,0.3984
2008,147,0.2449
2009,147,0.3168
2010,147,0.3398
2011,147,0.3583
2012,147,0.3803
2013,147,0.4199
2014,147,0.4079
2015,147,0.4102
2016,147,0.4206
2017,147,0.4164
2018,147,0.3833
2019,147,0.3664
2020,147,0.4017
2008,148,0.3261
2009,148,0.3574
2010,148,0.3516
2011,148,0.3388
2012,148,0.3474
2013,148,0.2698
2014,148,0.2629
2015,148,0.2933
2016,148,0.3071
2017,148,0.317
2018,148,0.4023
2019,148,0.3864
2020,148,0.3898
2008,149,0.2377
2009,149,0.3767
2010,149,0.402
2011,149,0.4225
2012,149,0.4805
2013,149,0.484
2014,149,0.4327
2015,149,0.4268
2016,149,0.4273
2017,149,0.3635
2018,149,0.3493
2019,149,0.3805
2020,149,0.3524
2008,150,0.2073
2009,150,0.2566
2010,150,0.2832
2011,150,0.3166
2012,150,0.3772
2013,150,0.4221
2014,150,0.421
2015,150,0.4134
2016,150,0.4928
2017,150,0.4466
2018,150,0.398
2019,150,0.3782
2020,150,0.4042
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,0.1665
2015,151,0.2092
2016,151,0.2448
2017,151,0.2559
2018,151,0.3621
2019,151,0.3602
2020,151,0.4061
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,0.4964
2014,152,0.7647
2015,152,0.6917
2016,152,0.6457
2017,152,0.6147
2018,152,0.5925
2019,152,0.6015
2020,152,0.5558
2008,153,0.2889
2009,153,0.41
2010,153,0.4202
2011,153,0.4436
2012,153,0.6787
2013,153,0.7143
2014,153,0.6666
2015,153,0.6684
2016,153,0.6862
2017,153,0.4897
2018,153,0.4166
2019,153,0.4357
2020,153,0.4315
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,0.3432
2015,154,0.3012
2016,154,0.3516
2017,154,0.4324
2018,154,0.4475
2019,154,0.4248
2020,154,0.497
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,0.0904
2015,155,0.5177
2016,155,0.4435
2017,155,0.4797
2018,155,0.4303
2019,155,0.4082
2020,155,0.3376
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,0
2015,156,0.2749
2016,156,0.2875
2017,156,0.2778
2018,156,0.2777
2019,156,0.2672
2020,156,0.2493
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,
2013,157,
2014,157,
2015,157,0.1422
2016,157,0.5308
2017,157,0.4947
2018,157,0.4605
2019,157,0.4139
2020,157,0.41
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,0.1332
2016,158,0.1392
2017,158,0.1663
2018,158,0.3586
2019,158,0.5926
2020,158,0.911
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,0.6535
2016,159,0.6353
2017,159,0.5425
2018,159,0.4827
2019,159,0.5645
2020,159,0.5067
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,
2015,160,0.3229
2016,160,0.3053
2017,160,0.4404
2018,160,0.4851
2019,160,0.5057
2020,160,0.5436
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,
2015,161,0.1573
2016,161,0.2647
2017,161,0.3134
2018,161,0.3046
2019,161,0.2868
2020,161,0.2877
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,
2015,162,0
2016,162,0.4534
2017,162,0.8053
2018,162,0.6712
2019,162,0.5927
2020,162,0.5903
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,
2016,163,0.1231
2017,163,0.197
2018,163,0.3921
2019,163,0.3629
2020,163,0.3993
2008,164,0.4896
2009,164,0.5209
2010,164,0.5341
2011,164,0.5575
2012,164,0.507
2013,164,0.4371
2014,164,0.3965
2015,164,0.3995
2016,164,0.4989
2017,164,0.4424
2018,164,0.4985
2019,164,0.4907
2020,164,0.5686
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,0.1537
2016,165,0.2079
2017,165,0.1659
2018,165,0.1421
2019,165,0.1262
2020,165,0.1014
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,0.1605
2016,166,0.2132
2017,166,0.2145
2018,166,0.2132
2019,166,0.2191
2020,166,0.231
2008,167,0.2949
2009,167,0.3269
2010,167,0.3526
2011,167,0.3754
2012,167,0.4021
2013,167,0.3761
2014,167,0.385
2015,167,0.4127
2016,167,0.3989
2017,167,0.3952
2018,167,0.3943
2019,167,0.3768
2020,167,0.3644
2008,168,0.2076
2009,168,0.2053
2010,168,0.1938
2011,168,0.4083
2012,168,0.4603
2013,168,0.4502
2014,168,0.4509
2015,168,0.4522
2016,168,0.2798
2017,168,0.2028
2018,168,0.2091
2019,168,0.2196
2020,168,0.2363
2008,169,0.1894
2009,169,0.1986
2010,169,0.1958
2011,169,0.22
2012,169,0.2223
2013,169,0.1877
2014,169,0.1891
2015,169,0.2018
2016,169,0.1923
2017,169,0.1933
2018,169,0.197
2019,169,0.1948
2020,169,0.2699
2008,170,0.3636
2009,170,0.3656
2010,170,0.3212
2011,170,0.3015
2012,170,0.367
2013,170,0.3131
2014,170,0.3041
2015,170,0.3175
2016,170,0.321
2017,170,0.2324
2018,170,0.2291
2019,170,0.2072
2020,170,0.2455
2008,171,0.7397
2009,171,0.6755
2010,171,0.5869
2011,171,0.7428
2012,171,0.7222
2013,171,0.7701
2014,171,0.7614
2015,171,0.759
2016,171,0.5935
2017,171,0.5427
2018,171,0.3713
2019,171,0.3379
2020,171,0.4534
2008,172,
2009,172,
2010,172,0.0535
2011,172,0.0351
2012,172,0.0978
2013,172,0.0873
2014,172,0.085
2015,172,0.0826
2016,172,0.0838
2017,172,0.0538
2018,172,0.0693
2019,172,0.0621
2020,172,0.0754
2008,173,0.334
2009,173,0.3475
2010,173,0.3464
2011,173,0.3599
2012,173,0.3724
2013,173,0.4101
2014,173,0.4344
2015,173,0.4622
2016,173,0.5483
2017,173,0.549
2018,173,0.4936
2019,173,0.4828
2020,173,0.5146
2008,174,0.2269
2009,174,0.2666
2010,174,0.2656
2011,174,0.2631
2012,174,0.2668
2013,174,0.2137
2014,174,0.162
2015,174,0.168
2016,174,0.1797
2017,174,0.1656
2018,174,0.1642
2019,174,0.1605
2020,174,0.1227
2008,175,0.2603
2009,175,0.2716
2010,175,0.2721
2011,175,0.303
2012,175,0.3051
2013,175,0.2742
2014,175,0.2812
2015,175,0.2833
2016,175,0.2735
2017,175,0.274
2018,175,0.2876
2019,175,0.2785
2020,175,0.3533
2008,176,0.494
2009,176,0.4931
2010,176,0.5061
2011,176,0.4418
2012,176,0.3445
2013,176,0.3082
2014,176,0.3047
2015,176,0.3144
2016,176,0.3323
2017,176,0.3229
2018,176,0.303
2019,176,0.3002
2020,176,0.3263
2008,177,0.3756
2009,177,0.3765
2010,177,0.3936
2011,177,0.4114
2012,177,0.4386
2013,177,0.4004
2014,177,0.3668
2015,177,0.3468
2016,177,0.3392
2017,177,0.3279
2018,177,0.3364
2019,177,0.3901
2020,177,0.4681
2008,178,0.4047
2009,178,0.4734
2010,178,0.4907
2011,178,0.5189
2012,178,0.5249
2013,178,0.4905
2014,178,0.4462
2015,178,0.4055
2016,178,0.3711
2017,178,0.3781
2018,178,0.4105
2019,178,0.473
2020,178,0.5034
2008,179,0.302
2009,179,0.3988
2010,179,0.3992
2011,179,0.4063
2012,179,0.3739
2013,179,0.3456
2014,179,0.2316
2015,179,0.1838
2016,179,0.1576
2017,179,0.1568
2018,179,0.1642
2019,179,0.1842
2020,179,0.2512
2008,180,0.4046
2009,180,0.4073
2010,180,0.4262
2011,180,0.5133
2012,180,0.4927
2013,180,0.4472
2014,180,0.4566
2015,180,0.4609
2016,180,0.3747
2017,180,0.3951
2018,180,0.4328
2019,180,0.4603
2020,180,0.5191
2008,181,0.3708
2009,181,0.3731
2010,181,0.3729
2011,181,0.3579
2012,181,0.3475
2013,181,0.3036
2014,181,0.3151
2015,181,0.4484
2016,181,0.4465
2017,181,0.4651
2018,181,0.4588
2019,181,0.4111
2020,181,0.1961
2008,182,0.4562
2009,182,0.4653
2010,182,0.5214
2011,182,0.5405
2012,182,0.5938
2013,182,0.539
2014,182,0.5539
2015,182,0.4527
2016,182,0.5954
2017,182,0.5833
2018,182,0.5651
2019,182,0.5947
2020,182,0.587
2008,183,
2009,183,
2010,183,
2011,183,0.5493
2012,183,0.4212
2013,183,0.3565
2014,183,0.3562
2015,183,0.3547
2016,183,0.313
2017,183,0.2937
2018,183,0.2918
2019,183,0.2748
2020,183,0.3024
2008,184,0.3006
2009,184,0.3176
2010,184,0.3288
2011,184,0.419
2012,184,0.4348
2013,184,0.4334
2014,184,0.4139
2015,184,0.3984
2016,184,0.2729
2017,184,0.1694
2018,184,0
2019,184,0
2020,184,0
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,0.2541
2013,185,0.2142
2014,185,0.3062
2015,185,0.2748
2016,185,0.2649
2017,185,0.2591
2018,185,0.2777
2019,185,0.2514
2020,185,0.2807
2008,186,0.3737
2009,186,0.3936
2010,186,0.4185
2011,186,0.418
2012,186,0.3723
2013,186,0.3377
2014,186,0.3045
2015,186,0.3184
2016,186,0.319
2017,186,0.3201
2018,186,0.2908
2019,186,0.2748
2020,186,0.3355
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,
2013,187,0.2064
2014,187,0.2271
2015,187,0.2509
2016,187,0.695
2017,187,0.629
2018,187,0.6109
2019,187,0.6553
2020,187,0.775
2008,188,
2009,188,
2010,188,
2011,188,
2012,188,
2013,188,
2014,188,0.2137
2015,188,0.2874
2016,188,0.2595
2017,188,0.2581
2018,188,0.2688
2019,188,0.2703
2020,188,0.2633
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,
2014,189,
2015,189,0.213
2016,189,0.2639
2017,189,0.2356
2018,189,0.416
2019,189,0.4203
2020,189,0.5352
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,0.2706
2016,190,0.2473
2017,190,0.3134
2018,190,0.2791
2019,190,0.2592
2020,190,0.2772
2008,191,0.34
2009,191,0.3927
2010,191,0.3645
2011,191,0.4669
2012,191,0.5043
2013,191,0.4964
2014,191,0.4719
2015,191,0.479
2016,191,0.4323
2017,191,0.3935
2018,191,0.3737
2019,191,0.349
2020,191,0.354
2008,192,0.5383
2009,192,0.5832
2010,192,0.7576
2011,192,0.7358
2012,192,0.7926
2013,192,0.7567
2014,192,0.7451
2015,192,0.5456
2016,192,0.4965
2017,192,0.4425
2018,192,0.4726
2019,192,0.4634
2020,192,0.729
2008,193,0.6789
2009,193,0.6121
2010,193,0.6024
2011,193,0.5711
2012,193,0.5145
2013,193,0.5254
2014,193,0.4847
2015,193,0.4097
2016,193,0.4435
2017,193,0.4423
2018,193,0.3403
2019,193,0.351
2020,193,0.3705
2008,194,0.2042
2009,194,0.2017
2010,194,0.1992
2011,194,0.2033
2012,194,0.2111
2013,194,0.1831
2014,194,0.193
2015,194,0.2183
2016,194,0.2213
2017,194,0.2171
2018,194,0.2419
2019,194,0.2308
2020,194,0.2008
2008,195,
2009,195,
2010,195,
2011,195,
2012,195,
2013,195,
2014,195,
2015,195,0.3964
2016,195,0.347
2017,195,0.3198
2018,195,0.2847
2019,195,0.2739
2020,195,0.2114
2008,196,0.2624
2009,196,0.2762
2010,196,0.2672
2011,196,0.2649
2012,196,0.2447
2013,196,0.2361
2014,196,0.2292
2015,196,0.2495
2016,196,0.2727
2017,196,0.2922
2018,196,0.2989
2019,196,0.3069
2020,196,0.3254
2008,197,0.3098
2009,197,0.3268
2010,197,0.3202
2011,197,0.324
2012,197,0.3337
2013,197,0.2507
2014,197,0.2286
2015,197,0.239
2016,197,0.2233
2017,197,0.1907
2018,197,0.1664
2019,197,0.1385
2020,197,0.0516
2008,198,0.5526
2009,198,0.6456
2010,198,0.5649
2011,198,0.5543
2012,198,0.5242
2013,198,0.4864
2014,198,0.3809
2015,198,0.3833
2016,198,0.3803
2017,198,0.338
2018,198,0.3282
2019,198,0.304
2020,198,0.3337
2008,199,0.257
2009,199,0.2815
2010,199,0.2695
2011,199,0.2763
2012,199,0.2958
2013,199,0.276
2014,199,0.2537
2015,199,0.2387
2016,199,0.2432
2017,199,0.1992
2018,199,0.1959
2019,199,0.1724
2020,199,0.1623
2008,200,0.4927
2009,200,0.536
2010,200,0.557
2011,200,0.5637
2012,200,0.5788
2013,200,0.4777
2014,200,0.4849
2015,200,0.4595
2016,200,0.4544
2017,200,0.4268
2018,200,0.564
2019,200,0.4881
2020,200,0.5717
2008,201,0.3949
2009,201,0.4287
2010,201,0.4239
2011,201,0.4141
2012,201,0.4144
2013,201,0.3832
2014,201,0.3494
2015,201,0.3037
2016,201,0.3257
2017,201,0.3774
2018,201,0.353
2019,201,0.3273
2020,201,0.3014
2008,202,0.337
2009,202,0.3512
2010,202,0.3535
2011,202,0.4789
2012,202,0.4841
2013,202,0.4184
2014,202,0.4252
2015,202,0.4233
2016,202,0.2977
2017,202,0.324
2018,202,0.3025
2019,202,0.2978
2020,202,0.3323
2008,203,0.2832
2009,203,0.3732
2010,203,0.7922
2011,203,0.8916
2012,203,0.9168
2013,203,0.9102
2014,203,0.8796
2015,203,0.5372
2016,203,0.4298
2017,203,0.6263
2018,203,0.625
2019,203,0.6199
2020,203,0.6246
2008,204,0.4267
2009,204,0.3882
2010,204,0.3233
2011,204,0.4804
2012,204,0.4671
2013,204,0.4312
2014,204,0.4485
2015,204,0.4508
2016,204,0.2823
2017,204,0.4563
2018,204,0.453
2019,204,0.449
2020,204,0.6111
2008,205,0.4709
2009,205,0.4861
2010,205,0.4955
2011,205,0.503
2012,205,0.3881
2013,205,0.3342
2014,205,0.2746
2015,205,0.2658
2016,205,0.2395
2017,205,0.4269
2018,205,0.4373
2019,205,0.4701
2020,205,0.5083
2008,206,0.2657
2009,206,0.2466
2010,206,0.2294
2011,206,0.2152
2012,206,0.2043
2013,206,0.1516
2014,206,0.1757
2015,206,0.182
2016,206,0.1828
2017,206,0.1572
2018,206,0.1444
2019,206,0.0858
2020,206,0.0441
2008,207,0.309
2009,207,0.2875
2010,207,0.3144
2011,207,0.3156
2012,207,0.3039
2013,207,0.287
2014,207,0.2978
2015,207,0.2706
2016,207,0.2627
2017,207,0.2409
2018,207,0.2288
2019,207,0.188
2020,207,0.1716
2008,208,
2009,208,0.6188
2010,208,0.5422
2011,208,0.6275
2012,208,0.683
2013,208,0.8203
2014,208,0.7798
2015,208,0.7598
2016,208,0.6563
2017,208,0.6192
2018,208,0.4467
2019,208,0.5677
2020,208,0.5708
2008,209,
2009,209,
2010,209,
2011,209,0.0566
2012,209,0.0575
2013,209,0.0892
2014,209,0.1326
2015,209,0.1547
2016,209,0.1716
2017,209,0.2024
2018,209,0.2163
2019,209,0.2508
2020,209,0.2992
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,0.053
2013,210,0.3195
2014,210,0.3143
2015,210,0.3011
2016,210,0.3719
2017,210,0.4497
2018,210,0.4239
2019,210,0.4098
2020,210,0.5426
2008,211,
2009,211,
2010,211,
2011,211,
2012,211,0.0336
2013,211,0.2703
2014,211,0.2764
2015,211,0.4242
2016,211,0.505
2017,211,0.4816
2018,211,0.5388
2019,211,0.5465
2020,211,0.5125
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,
2014,212,0.1846
2015,212,0.2488
2016,212,0.2271
2017,212,0.2129
2018,212,0.2045
2019,212,0.3513
2020,212,0.3788
2008,213,
2009,213,
2010,213,
2011,213,
2012,213,
2013,213,0.3235
2014,213,0.2497
2015,213,0.3141
2016,213,0.2748
2017,213,0.4001
2018,213,0.3667
2019,213,0.3569
2020,213,0.3107
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,0.3892
2015,214,0.2354
2016,214,0.2144
2017,214,0.349
2018,214,0.3209
2019,214,0.3072
2020,214,0.3287
2008,215,
2009,215,
2010,215,
2011,215,
2012,215,
2013,215,
2014,215,0.1715
2015,215,0.2929
2016,215,0.2593
2017,215,0.2461
2018,215,0.2159
2019,215,0.1951
2020,215,0.1233
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,0.689
2015,216,0.4802
2016,216,0.4622
2017,216,0.4024
2018,216,0.3759
2019,216,0.3402
2020,216,0.3302
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,
2014,217,
2015,217,0.1838
2016,217,0.1448
2017,217,0.1405
2018,217,0.1963
2019,217,0.2194
2020,217,0.2249
2008,218,0.2676
2009,218,0.293
2010,218,0.2997
2011,218,0.3046
2012,218,0.3107
2013,218,0.2647
2014,218,0.2677
2015,218,0.3131
2016,218,0.3462
2017,218,0.3787
2018,218,0.4447
2019,218,0.4773
2020,218,0.556
2008,219,0.2783
2009,219,0.3134
2010,219,0.3161
2011,219,0.3482
2012,219,0.3331
2013,219,0.3326
2014,219,0.3487
2015,219,0.3454
2016,219,0.3756
2017,219,0.3712
2018,219,0.3314
2019,219,0.3182
2020,219,0.3361
2008,220,0.3112
2009,220,0.3033
2010,220,0.2786
2011,220,0.3093
2012,220,0.3271
2013,220,0.3417
2014,220,0.3895
2015,220,0.4013
2016,220,0.4025
2017,220,0.5005
2018,220,0.4974
2019,220,0.518
2020,220,0.5323
2008,221,0.331
2009,221,0.3566
2010,221,0.3161
2011,221,0.3253
2012,221,0.341
2013,221,0.2981
2014,221,0.2753
2015,221,0.2993
2016,221,0.2602
2017,221,0.2323
2018,221,0.2845
2019,221,0.3022
2020,221,0.3032
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,0.1786
2015,222,0.165
2016,222,0.6198
2017,222,0.8293
2018,222,0.7815
2019,222,0.8559
2020,222,0.9614
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,0.0539
2015,223,0.0524
2016,223,0.1612
2017,223,0.1685
2018,223,0.2144
2019,223,0.213
2020,223,0.2119
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,0
2013,224,0
2014,224,0
2015,224,0
2016,224,1.0282
2017,224,0.9856
2018,224,0.9938
2019,224,1.1162
2020,224,1.1288
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,0.0205
2013,225,0.1833
2014,225,0.2391
2015,225,0.2244
2016,225,0.2055
2017,225,0.2322
2018,225,0.2479
2019,225,0.2496
2020,225,0.2357
2008,226,0.3652
2009,226,0.4462
2010,226,0.4155
2011,226,0.4195
2012,226,0.4141
2013,226,0.4166
2014,226,0.3374
2015,226,0.3772
2016,226,0.3555
2017,226,0.3296
2018,226,0.2659
2019,226,0.2507
2020,226,0.2595
2008,227,
2009,227,
2010,227,
2011,227,
2012,227,
2013,227,
2014,227,0.1657
2015,227,0.2269
2016,227,0.2014
2017,227,0.2001
2018,227,0.2457
2019,227,0.2458
2020,227,0.3234
2008,228,0.6378
2009,228,0.6804
2010,228,0.6547
2011,228,0.6515
2012,228,0.6401
2013,228,0.3384
2014,228,0.5244
2015,228,0.5278
2016,228,0.5231
2017,228,0.5223
2018,228,0.5237
2019,228,0.2258
2020,228,0.2301
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,
2013,229,
2014,229,
2015,229,0.0805
2016,229,0.2645
2017,229,0.4016
2018,229,0.3972
2019,229,0.3806
2020,229,0.3596
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,
2013,230,
2014,230,
2015,230,
2016,230,0.2497
2017,230,0.334
2018,230,0.3286
2019,230,0.3035
2020,230,0.416
2008,231,0.2611
2009,231,0.2851
2010,231,0.2355
2011,231,0.2641
2012,231,0.3018
2013,231,0.301
2014,231,0.2752
2015,231,0.3294
2016,231,0.3417
2017,231,0.3183
2018,231,0.3938
2019,231,0.5492
2020,231,0.6581
2008,232,0.504
2009,232,0.5193
2010,232,0.5232
2011,232,0.4932
2012,232,0.5789
2013,232,0.4898
2014,232,0.4821
2015,232,0.4729
2016,232,0.4966
2017,232,0.3909
2018,232,0.3667
2019,232,0.3879
2020,232,0.4958
2008,233,0.4849
2009,233,0.7009
2010,233,0.7041
2011,233,0.7191
2012,233,0.7005
2013,233,0.6156
2014,233,0.2886
2015,233,0.2613
