Date,Id,total liabilities
2015,137,9509
2016,137,9217
2017,137,24884
2018,137,22135
2019,137,26056
2020,137,25992
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,50558
2009,139,6864
2010,139,14687
2011,139,12390
2012,139,7804
2013,139,4278
2014,139,6513
2015,139,8693
2016,139,13752
2017,139,20791
2018,139,12442
2019,139,11635
2020,139,20265
2008,140,151480
2009,140,123774
2010,140,121124
2011,140,121645
2012,140,129841
2013,140,132887
2014,140,85036
2015,140,58852
2016,140,10587
2017,140,3083
2018,140,3051
2019,140,
2020,140,
2008,141,260714
2009,141,240792
2010,141,212777
2011,141,196037
2012,141,180270
2013,141,171939
2014,141,139952
2015,141,136492
2016,141,108537
2017,141,83405
2018,141,77616
2019,141,76348
2020,141,57497
2008,142,104498
2009,142,105545
2010,142,114431
2011,142,124981
2012,142,120122
2013,142,172736
2014,142,182051
2015,142,165369
2016,142,1047800
2017,142,1026500
2018,142,821300
2019,142,971200
2020,142,889100
2008,143,320310
2009,143,289041
2010,143,269575
2011,143,254794
2012,143,245871
2013,143,247976
2014,143,238591
2015,143,179005
2016,143,164618
2017,143,155249
2018,143,134107
2019,143,172625
2020,143,
2008,144,354599
2009,144,318923
2010,144,300320
2011,144,260058
2012,144,240618
2013,144,264628
2014,144,209019
2015,144,227552
2016,144,244485
2017,144,185365
2018,144,156965
2019,144,153170
2020,144,216460
2008,145,76472
2009,145,66664
2010,145,60506
2011,145,54820
2012,145,61201
2013,145,60322
2014,145,57387
2015,145,30784
2016,145,25771
2017,145,11896
2018,145,8453
2019,145,10798
2020,145,20369
2008,146,119757
2009,146,111875
2010,146,140740
2011,146,147929
2012,146,155572
2013,146,176961
2014,146,160746
2015,146,144337
2016,146,149230
2017,146,153889
2018,146,178626
2019,146,200774
2020,146,197605
2008,147,1681056
2009,147,1329602
2010,147,1257722
2011,147,1255633
2012,147,1244272
2013,147,1139995
2014,147,931058
2015,147,835916
2016,147,1023258
2017,147,926695
2018,147,878270
2019,147,709495
2020,147,649589
2008,148,252082
2009,148,213612
2010,148,199438
2011,148,185539
2012,148,181674
2013,148,181139
2014,148,171983
2015,148,127823
2016,148,117946
2017,148,111216
2018,148,104391
2019,148,113316
2020,148,
2008,149,875040
2009,149,851195
2010,149,806280
2011,149,777234
2012,149,728502
2013,149,695842
2014,149,504312
2015,149,478749
2016,149,462382
2017,149,606606
2018,149,553279
2019,149,457834
2020,149,
2008,150,3146300
2009,150,3268800
2010,150,3374600
2011,150,3917800
2012,150,3689500
2013,150,3006600
2014,150,4061900
2015,150,3739200
2016,150,3480700
2017,150,2885600
2018,150,1875800
2019,150,2380700
2020,150,2315700
2008,151,
2009,151,
2010,151,
2011,151,8687
2012,151,12668
2013,151,9353
2014,151,11775
2015,151,15158
2016,151,48359
2017,151,62203
2018,151,73148
2019,151,77926
2020,151,92987
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,2898
2015,152,459
2016,152,75
2017,152,1781
2018,152,2960
2019,152,5222
2020,152,7072
2008,153,2420800
2009,153,2232400
2010,153,2168400
2011,153,2005000
2012,153,1646600
2013,153,1119700
2014,153,1099000
2015,153,1133300
2016,153,813200
2017,153,674500
2018,153,531700
2019,153,673400
2020,153,601100
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,5727
2014,154,12114
2015,154,10829
2016,154,11823
2017,154,12344
2018,154,12760
2019,154,29655
2020,154,33853
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,74485
2015,155,66244
2016,155,59172
2017,155,59358
2018,155,53794
2019,155,58351
2020,155,51672
2008,156,
2009,156,
2010,156,233479
2011,156,290476
2012,156,259597
2013,156,182380
2014,156,175879
2015,156,223104
2016,156,200454
2017,156,158150
2018,156,109829
2019,156,156446
2020,156,158989
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,5197
2013,157,3371
2014,157,4918
2015,157,10271
2016,157,34416
2017,157,49244
2018,157,63846
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,2749
2016,158,1564
2017,158,1892
2018,158,2229
2019,158,1808
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,4491
2017,159,
2018,159,1880
2019,159,1273
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,6859
2012,160,7560
2013,160,7542
2014,160,6355
2015,160,13803
2016,160,32769
2017,160,59769
2018,160,58689
2019,160,51951
2020,160,37276
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,10225
2015,161,19994
2016,161,23470
2017,161,21904
2018,161,20713
2019,161,26205
2020,161,27100
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,24709
2015,162,21617
2016,162,22491
2017,162,21573
2018,162,19890
2019,162,22292
2020,162,21537
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,218
2015,163,555
2016,163,789
2017,163,1650
2018,163,2482
2019,163,3847
2020,163,5589
2008,164,18538
2009,164,29237
2010,164,30543
2011,164,27047
2012,164,32872
2013,164,38671
2014,164,36333
2015,164,20356
2016,164,17205
2017,164,10653
2018,164,11328
2019,164,10312
2020,164,10677
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,281683
2016,166,288677
2017,166,285400
2018,166,381580
2019,166,1029292
2020,166,4504946
2008,167,1866252
2009,167,2150692
2010,167,2605550
2011,167,2837316
2012,167,2656794
2013,167,2686769
2014,167,2993754
2015,167,2310958
2016,167,1931882
2017,167,2068896
2018,167,1818644
2019,167,2473329
2020,167,2463822
2008,168,221195
2009,168,184052
2010,168,689476
2011,168,511162
2012,168,444953
2013,168,361988
2014,168,333963
2015,168,295642
2016,168,290654
2017,168,288555
2018,168,284584
2019,168,303784
2020,168,243330
2008,169,65168000
2009,169,63920000
2010,169,71268000
2011,169,77038000
2012,169,72015000
2013,169,72252000
2014,169,78767000
2015,169,76774000
2016,169,67669000
2017,169,62771000
2018,169,63369000
2019,169,71180000
2020,169,68046000
2008,170,3280849
2009,170,3810470
2010,170,3192808
2011,170,2732739
2012,170,2581086
2013,170,3001644
2014,170,2291931
2015,170,2927365
2016,170,2642461
2017,170,2650918
2018,170,2741051
2019,170,2774418
2020,170,2705678
2008,171,1994157
2009,171,1887351
2010,171,2380043
2011,171,2533036
2012,171,2271674
2013,171,1736035
2014,171,1849547
2015,171,1968418
2016,171,2803179
2017,171,3084114
2018,171,3362549
2019,171,4354385
2020,171,4446677
2008,172,230301
2009,172,187255
2010,172,175344
2011,172,195912
2012,172,233065
2013,172,213501
2014,172,172169
2015,172,163718
2016,172,191426
2017,172,183343
2018,172,202669
2019,172,208220
2020,172,177557
2008,173,11121000
2009,173,10505000
2010,173,10784000
2011,173,10929000
2012,173,11554000
2013,173,12167000
2014,173,13119000
2015,173,12340000
2016,173,9099000
2017,173,7723000
2018,173,7391000
2019,173,8587000
2020,173,8074000
2008,174,4667857
2009,174,4178385
2010,174,4359876
2011,174,4641297
2012,174,4279258
2013,174,3760346
2014,174,4477319
2015,174,4056996
2016,174,4382040
2017,174,4105868
2018,174,4054057
2019,174,
2020,174,
2008,175,184992
2009,175,164956
2010,175,265228
2011,175,315985
2012,175,263529
2013,175,256132
2014,175,277516
2015,175,301647
2016,175,459334
2017,175,446971
2018,175,496073
2019,175,873337
2020,175,952413
2008,176,107382
2009,176,107352
2010,176,141192
2011,176,124957
2012,176,142797
2013,176,134584
2014,176,117638
2015,176,112661
2016,176,118310
2017,176,122525
2018,176,122576
2019,176,171165
2020,176,199331
2008,177,203798
2009,177,152514
2010,177,167744
2011,177,177293
2012,177,209362
2013,177,256575
2014,177,288496
2015,177,287357
2016,177,318789
2017,177,284115
2018,177,314558
2019,177,592769
2020,177,647346
2008,178,959659
2009,178,902914
2010,178,668569
2011,178,624136
2012,178,551484
2013,178,542407
2014,178,531151
2015,178,498604
2016,178,557472
2017,178,558178
2018,178,480156
2019,178,445623
2020,178,689468
2008,179,66120
2009,179,51763
2010,179,58373
2011,179,51803
2012,179,63377
2013,179,57348
2014,179,53547
2015,179,51892
2016,179,57412
2017,179,60798
2018,179,73082
2019,179,76797
2020,179,78497
2008,180,206926
2009,180,194274
2010,180,200995
2011,180,214604
2012,180,214100
2013,180,209716
2014,180,212519
2015,180,216855
2016,180,192395
2017,180,193504
2018,180,191342
2019,180,283571
2020,180,288544
2008,181,42444
2009,181,34611
2010,181,31954
2011,181,29413
2012,181,27102
2013,181,26380
2014,181,35891
2015,181,34830
2016,181,37424
2017,181,40319
2018,181,36727
2019,181,39343
2020,181,45182
2008,182,223785
2009,182,222226
2010,182,236505
2011,182,156615
2012,182,152823
2013,182,149525
2014,182,146085
2015,182,150309
2016,182,153542
2017,182,107857
2018,182,
2019,182,
2020,182,
2008,183,333102
2009,183,282289
2010,183,324110
2011,183,349633
2012,183,395385
2013,183,356200
2014,183,395929
2015,183,407542
2016,183,362350
2017,183,354573
2018,183,329924
2019,183,961877
2020,183,884605
2008,184,230770
2009,184,216427
2010,184,212781
2011,184,216010
2012,184,233619
2013,184,233826
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,114478
2010,185,123500
2011,185,143694
2012,185,122965
2013,185,137383
2014,185,184502
2015,185,198647
2016,185,188303
2017,185,171140
2018,185,191596
2019,185,672152
2020,185,783258
2008,186,58616
2009,186,46139
2010,186,69620
2011,186,66501
2012,186,62731
2013,186,57135
2014,186,55186
2015,186,57387
2016,186,62148
2017,186,62442
2018,186,57617
2019,186,62510
2020,186,50665
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,11568
2013,187,18441
2014,187,31441
2015,187,38870
2016,187,32913
2017,187,35235
2018,187,28707
2019,187,21120
2020,187,23711
2008,188,
2009,188,
2010,188,445467
2011,188,580003
2012,188,573693
2013,188,489907
2014,188,460602
2015,188,399287
2016,188,373546
2017,188,377525
2018,188,464869
2019,188,1129921
2020,188,978643
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,1448127
2014,189,1373565
2015,189,1496001
2016,189,1076710
2017,189,1064460
2018,189,1149227
2019,189,1089023
2020,189,1895224
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,7402
2017,190,7038
2018,190,7805
2019,190,7218
2020,190,11111
2008,191,54896
2009,191,51720
2010,191,54131
2011,191,61537
2012,191,67040
2013,191,55680
2014,191,49719
2015,191,48507
2016,191,32349
2017,191,18696
2018,191,17947
2019,191,13868
2020,191,15788
2008,192,14729
2009,192,12395
2010,192,6941
2011,192,6981
2012,192,17039
2013,192,10528
2014,192,7813
2015,192,7268
2016,192,6844
2017,192,5303
2018,192,4887
2019,192,23490
2020,192,33952
2008,193,6476
2009,193,6359
2010,193,7535
2011,193,9642
2012,193,12362
2013,193,15394
2014,193,17501
2015,193,24956
2016,193,24752
2017,193,18451
2018,193,17099
2019,193,24193
2020,193,
2008,194,347555
2009,194,292707
2010,194,304847
2011,194,360490
2012,194,402654
2013,194,556786
2014,194,554782
2015,194,568394
2016,194,619572
2017,194,960008
2018,194,1118579
2019,194,1538606
2020,194,1360310
2008,195,
2009,195,
2010,195,
2011,195,16562
2012,195,16350
2013,195,15558
2014,195,14813
2015,195,12648
2016,195,15058
2017,195,17104
2018,195,23556
2019,195,
2020,195,
2008,196,171190
2009,196,172762
2010,196,214654
2011,196,256165
2012,196,285761
2013,196,322926
2014,196,348817
2015,196,387327
2016,196,416572
2017,196,444421
2018,196,562193
2019,196,687325
2020,196,777690
2008,197,552872
2009,197,510799
2010,197,490037
2011,197,580176
2012,197,572744
2013,197,604608
2014,197,553053
2015,197,572282
2016,197,672067
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,91694
2009,198,70762
2010,198,72387
2011,198,80134
2012,198,73073
2013,198,60593
2014,198,60021
2015,198,68534
2016,198,86178
2017,198,79666
2018,198,96271
2019,198,109865
2020,198,141743
2008,199,27053
2009,199,24844
2010,199,24682
2011,199,27588
2012,199,25308
2013,199,30190
2014,199,38158
2015,199,35117
2016,199,27598
2017,199,32992
2018,199,31684
2019,199,32849
2020,199,30118
2008,200,1190533
2009,200,495586
2010,200,458910
2011,200,437082
2012,200,399873
2013,200,374629
2014,200,376756
2015,200,411879
2016,200,458129
2017,200,428466
2018,200,390812
2019,200,237237
2020,200,224400
2008,201,127409
2009,201,110869
2010,201,120597
2011,201,64313
2012,201,58030
2013,201,55785
2014,201,57772
2015,201,52117
2016,201,57332
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,28260
2009,202,28360
2010,202,25138
2011,202,19358
2012,202,31928
2013,202,23595
2014,202,22386
2015,202,21516
2016,202,25858
2017,202,17733
2018,202,69841
2019,202,77600
2020,202,85512
2008,203,124930
2009,203,120205
2010,203,87999
2011,203,78462
2012,203,44789
2013,203,43369
2014,203,56091
2015,203,52810
2016,203,32717
2017,203,46742
2018,203,40166
2019,203,44468
2020,203,64696
2008,204,25558
2009,204,17673
2010,204,
2011,204,12500
2012,204,10555
2013,204,10954
2014,204,14923
2015,204,20873
2016,204,22486
2017,204,18531
2018,204,14297
2019,204,9699
2020,204,8109
2008,205,89729
2009,205,97241
2010,205,106556
2011,205,128309
2012,205,117104
2013,205,112163
2014,205,119112
2015,205,102772
2016,205,127546
2017,205,477944
2018,205,500151
2019,205,
2020,205,
2008,206,46406
2009,206,53775
2010,206,47325
2011,206,83526
2012,206,78202
2013,206,73083
2014,206,79745
2015,206,83611
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,7961
2009,207,13062
2010,207,17084
2011,207,24773
2012,207,24013
2013,207,31531
2014,207,48992
2015,207,51819
2016,207,39363
2017,207,61071
2018,207,
2019,207,
2020,207,
2008,208,1437
2009,208,2240
2010,208,3458
2011,208,2706
2012,208,2663
2013,208,3992
2014,208,2646
2015,208,3502
2016,208,3606
2017,208,4288
2018,208,5004
2019,208,6856
2020,208,6551
2008,209,
2009,209,
2010,209,0
2011,209,108
2012,209,9754
2013,209,331490
2014,209,328038
2015,209,346128
2016,209,433605
2017,209,486163
2018,209,582687
2019,209,648935
2020,209,834706
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,8987
2015,210,10853
2016,210,9770
2017,210,7407
2018,210,6805
2019,210,6833
2020,210,5985
2008,211,
2009,211,7447
2010,211,11623
2011,211,14757
2012,211,11470
2013,211,14830
2014,211,18733
2015,211,19445
2016,211,24312
2017,211,27952
2018,211,36909
2019,211,41433
2020,211,38448
2008,212,
2009,212,
2010,212,11405
2011,212,11071
2012,212,13513
2013,212,19411
2014,212,21443
2015,212,42731
2016,212,40953
2017,212,37222
2018,212,39581
2019,212,45303
2020,212,53650
2008,213,
2009,213,
2010,213,32784
2011,213,35179
2012,213,38732
2013,213,39089
2014,213,40953
2015,213,39026
2016,213,45803
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,4388
2014,214,5491
2015,214,12074
2016,214,17605
2017,214,17382
2018,214,25870
2019,214,35658
2020,214,36119
2008,215,
2009,215,
2010,215,
2011,215,3563
2012,215,3540
2013,215,4434
2014,215,5206
2015,215,5532
2016,215,8516
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,12841
2018,216,11610
2019,216,13242
2020,216,18373
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,20404
2014,217,
2015,217,15424
2016,217,13511
2017,217,18540
2018,217,40457
2019,217,40258
2020,217,99913
2008,218,252581
2009,218,241456
2010,218,228339
2011,218,232528
2012,218,228249
2013,218,244668
2014,218,246493
2015,218,215767
2016,218,180194
2017,218,158019
2018,218,142102
2019,218,623641
2020,218,586449
2008,219,23248
2009,219,20964
2010,219,21817
2011,219,20601
2012,219,19392
2013,219,20840
2014,219,19138
2015,219,20937
2016,219,23310
2017,219,26676
2018,219,29825
2019,219,33958
2020,219,42259
2008,220,89211
2009,220,201598
2010,220,250091
2011,220,284301
2012,220,330529
2013,220,325093
2014,220,304647
2015,220,324694
2016,220,342622
2017,220,351867
2018,220,258202
2019,220,267348
2020,220,
2008,221,166911
2009,221,169607
2010,221,192581
2011,221,197181
2012,221,202227
2013,221,204272
2014,221,184623
2015,221,182556
2016,221,202042
2017,221,205500
2018,221,213541
2019,221,261839
2020,221,252420
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,1371
2015,222,2043
2016,222,1412
2017,222,1571
2018,222,1058
2019,222,1308
2020,222,1249
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,299
2015,223,91694
2016,223,70656
2017,223,55711
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-9
2011,225,201
2012,225,131
2013,225,1319
2014,225,8609
2015,225,15453
2016,225,18238
2017,225,36812
2018,225,44455
2019,225,0
2020,225,54
2008,226,93076
2009,226,88435
2010,226,71593
2011,226,66874
2012,226,63581
2013,226,63020
2014,226,65248
2015,226,63696
2016,226,58634
2017,226,51015
2018,226,46157
2019,226,57217
2020,226,78666
2008,227,
2009,227,
2010,227,
2011,227,563075
2012,227,553228
2013,227,1087942
2014,227,828952
2015,227,847678
2016,227,866374
2017,227,903419
2018,227,958129
2019,227,1066124
2020,227,996843
2008,228,65108
2009,228,53759
2010,228,44576
2011,228,44371
2012,228,44426
2013,228,44063
2014,228,47974
2015,228,410821
2016,228,399632
2017,228,405806
2018,228,309611
2019,228,309803
2020,228,339525
2008,229,
2009,229,
2010,229,
2011,229,24719
2012,229,20905
2013,229,23262
2014,229,33203
2015,229,40303
2016,229,54916
2017,229,71801
2018,229,103807
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,138528
2013,230,142585
2014,230,125660
2015,230,124904
2016,230,120079
2017,230,123677
2018,230,112021
2019,230,119735
2020,230,103524
2008,231,43202
2009,231,50597
2010,231,57857
2011,231,62868
2012,231,74359
2013,231,61072
2014,231,65045
2015,231,74892
2016,231,65169
2017,231,31005
2018,231,31359
2019,231,29076
2020,231,26257
2008,232,706555
2009,232,633155
2010,232,536632
2011,232,486463
2012,232,436511
2013,232,468075
2014,232,582572
2015,232,655863
2016,232,838715
2017,232,897346
2018,232,1057791
2019,232,1328951
2020,232,1421887
2008,233,231361
2009,233,230666
2010,233,188874
2011,233,167958
2012,233,329144
2013,233,343942
2014,233,342787
2015,233,360481
2016,233,371470
2017,233,473883
2018,233,420109
2019,233,1332941
2020,233,
2008,234,75232
2009,234,72463
2010,234,73604
2011,234,69651
2012,234,59206
2013,234,45981
2014,234,40470
2015,234,38765
2016,234,36948
2017,234,35262
2018,234,38480
2019,234,37872
2020,234,53376
2008,235,132618
2009,235,122858
2010,235,100081
2011,235,86353
2012,235,90618
2013,235,66528
2014,235,72002
2015,235,16980
2016,235,6113
2017,235,3374
2018,235,2418
2019,235,2457
2020,235,
2008,236,93667
2009,236,56801
2010,236,28926
2011,236,38130
2012,236,40958
2013,236,36176
2014,236,44143
2015,236,38737
2016,236,38566
2017,236,4415
2018,236,3165
2019,236,4664
2020,236,6032
2008,237,149626
2009,237,175274
2010,237,197694
2011,237,336379
2012,237,358938
2013,237,389805
2014,237,447750
2015,237,424354
2016,237,517501
2017,237,740099
2018,237,685964
2019,237,900414
2020,237,926379
2008,238,155165
2009,238,145958
2010,238,134172
2011,238,146544
2012,238,240860
2013,238,239932
2014,238,296324
2015,238,400767
2016,238,460911
2017,238,524988
2018,238,582096
2019,238,570366
2020,238,708416
2008,239,295944
2009,239,351051
2010,239,275232
2011,239,282869
2012,239,287637
2013,239,283111
2014,239,287126
2015,239,380351
2016,239,343733
2017,239,416348
2018,239,481581
2019,239,609769
2020,239,644588
2008,240,132688
2009,240,133333
2010,240,148849
2011,240,149328
2012,240,156029
2013,240,142642
2014,240,140713
2015,240,136608
2016,240,139585
2017,240,164670
2018,240,175671
2019,240,189239
2020,240,236717
2008,241,90373
2009,241,83678
2010,241,78667
2011,241,71844
2012,241,64026
2013,241,62800
2014,241,58592
2015,241,52219
2016,241,47691
2017,241,36113
2018,241,35737
2019,241,32055
2020,241,30778
2008,242,3682436
2009,242,3542465
2010,242,3135996
2011,242,3095460
2012,242,2995356
2013,242,1716663
2014,242,1804415
2015,242,1756104
2016,242,1690294
2017,242,1615822
2018,242,1844542
2019,242,4293668
2020,242,4399917
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,502498
2009,244,549575
2010,244,513452
2011,244,525277
2012,244,529319
2013,244,621117
2014,244,607559
2015,244,815497
2016,244,739943
2017,244,749826
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,299064
2012,245,1033630
2013,245,1980073
2014,245,2037491
2015,245,2314496
2016,245,1877552
2017,245,2167739
2018,245,2983932
2019,245,3544454
2020,245,3453634
2008,246,79451813
2009,246,85722074
2010,246,90582206
2011,246,94457299
2012,246,114014127
2013,246,126136279
2014,246,149838869
2015,246,165555000
2016,246,184206000
2017,246,194182000
2018,246,199341000
2019,246,227298000
2020,246,259675000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,83137
2009,249,163952
2010,249,136397
2011,249,225817
2012,249,265328
2013,249,243268
2014,249,71876
2015,249,43132
2016,249,37817
2017,249,44944
2018,249,50133
2019,249,109074
2020,249,55562
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,165277
2018,250,216297
2019,250,206817
2020,250,199059
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,59771
2014,253,59491
2015,253,97830
2016,253,145239
2017,253,190442
2018,253,217706
2019,253,265312
2020,253,324013
2008,254,14255
2009,254,13936
2010,254,13336
2011,254,28230
2012,254,19643
2013,254,23043
2014,254,28795
2015,254,90127
2016,254,83911
2017,254,106248
2018,254,197331
2019,254,214471
2020,254,289628
2008,255,6728
2009,255,4709
2010,255,7582
2011,255,26
2012,255,50
2013,255,58
2014,255,217
2015,255,656
2016,255,1894
2017,255,2390
2018,255,4913
2019,255,3921
2020,255,7451
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,298343
2014,257,289128
2015,257,308653
2016,257,369916
2017,257,366080
2018,257,395494
2019,257,378498
2020,257,393443
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,16888
2017,258,18312
2018,258,31987
2019,258,51133
2020,258,135973
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,722189
2014,262,719204
2015,262,892713
2016,262,862269
2017,262,858704
2018,262,892331
2019,262,938403
2020,262,1078798
2008,263,3890770
2009,263,3495116
2010,263,3379214
2011,263,3459021
2012,263,2113556
2013,263,2112932
2014,263,368485
2015,263,325906
2016,263,333147
2017,263,291724
2018,263,329277
2019,263,
2020,263,
2008,264,21626157
2009,264,27708595
2010,264,31304508
2011,264,32584752
2012,264,34514909
2013,264,35550323
2014,264,40610653
2015,264,42528180
2016,264,39691757
2017,264,40931226
2018,264,45192981
2019,264,50983698
2020,264,56192494
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,6416
2013,265,
2014,265,5172
2015,265,13517
2016,265,17333
2017,265,36875
2018,265,42543
2019,265,46944
2020,265,54140
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,68557
2016,266,65348
2017,266,73611
2018,266,83875
2019,266,84825
2020,266,91064
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,
2016,269,4544000
2017,269,4658729
2018,269,5429863
2019,269,6437515
2020,269,7147967
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,100
2017,270,284
2018,270,271
2019,270,223
2020,270,354
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,33830
2015,271,26270
2016,271,43150
2017,271,30392
2018,271,36882
2019,271,47881
2020,271,41694
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,28
2015,272,730
2016,272,
2017,272,873
2018,272,336
2019,272,743
2020,272,1050
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,2424
2017,273,2650
2018,273,2542
2019,273,3229
2020,273,14059
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,1193
2015,274,1606
2016,274,298393
2017,274,274549
2018,274,306112
2019,274,374386
2020,274,358759
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,3625
2014,275,4625
2015,275,7537
2016,275,10430
2017,275,24645
2018,275,27991
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,100296
2014,277,99489
2015,277,166101
2016,277,167991
2017,277,153556
2018,277,145066
2019,277,170725
2020,277,
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,17386
2015,278,23214
2016,278,24491
2017,278,26972
2018,278,22050
2019,278,25645
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,17032
2016,279,15672
2017,279,16299
2018,279,11844
2019,279,12144
2020,279,12037
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
2017,280,
2018,280,
