Date,Id,total intangibles
2009,34,2083969
2010,34,2150431
2011,34,2017371
2012,34,1696495
2013,34,1602117
2014,34,1677800
2015,34,1678912
2016,34,
2017,34,
2018,34,
2019,34,
2020,34,
2008,35,442589
2009,35,469876
2010,35,494678
2011,35,477617
2012,35,486352
2013,35,443253
2014,35,448441
2015,35,424669
2016,35,445514
2017,35,475103
2018,35,577478
2019,35,563435
2020,35,525707
2008,36,591234
2009,36,579768
2010,36,597462
2011,36,598852
2012,36,590959
2013,36,546881
2014,36,581539
2015,36,585191
2016,36,608140
2017,36,592366
2018,36,614146
2019,36,689816
2020,36,664321
2008,37,2172864
2009,37,2179543
2010,37,2250706
2011,37,2098402
2012,37,1751942
2013,37,1652175
2014,37,1725242
2015,37,44432
2016,37,52099
2017,37,11386
2018,37,352033
2019,37,360456
2020,37,553555
2008,38,110503
2009,38,108252
2010,38,473561
2011,38,438087
2012,38,77251
2013,38,111172
2014,38,160014
2015,38,193821
2016,38,343951
2017,38,282847
2018,38,274069
2019,38,261157
2020,38,656387
2008,39,91498
2009,39,91866
2010,39,96829
2011,39,92873
2012,39,86309
2013,39,79605
2014,39,43779
2015,39,70135
2016,39,66698
2017,39,62703
2018,39,83176
2019,39,148504
2020,39,198100
2008,40,69698
2009,40,44963
2010,40,136277
2011,40,131069
2012,40,97499
2013,40,91904
2014,40,104206
2015,40,109288
2016,40,96542
2017,40,107135
2018,40,140580
2019,40,156457
2020,40,165451
2008,41,98726
2009,41,83627
2010,41,29031
2011,41,7636
2012,41,3157
2013,41,5843
2014,41,6504
2015,41,6696
2016,41,7516
2017,41,61526
2018,41,73801
2019,41,62253
2020,41,63659
2008,42,25779000
2009,42,34403000
2010,42,39071000
2011,42,39075000
2012,42,35970000
2013,42,33229000
2014,42,30639000
2015,42,29059000
2016,42,29485000
2017,42,30470000
2018,42,33287000
2019,42,33330000
2020,42,31447000
2008,43,483200
2009,43,372200
2010,43,470600
2011,43,470900
2012,43,470400
2013,43,461800
2014,43,452500
2015,43,520100
2016,43,516000
2017,43,505700
2018,43,519400
2019,43,542700
2020,43,577900
2008,44,12962
2009,44,12518
2010,44,6528
2011,44,6376
2012,44,3516
2013,44,3054
2014,44,3304
2015,44,3111
2016,44,3066
2017,44,
2018,44,
2019,44,
2020,44,
2008,45,
2009,45,
2010,45,
2011,45,
2012,45,
2013,45,
2014,45,
2015,45,
2016,45,
2017,45,
2018,45,
2019,45,
2020,45,
2008,46,423520
2009,46,439619
2010,46,1505139
2011,46,1820257
2012,46,1955403
2013,46,2058542
2014,46,1634627
2015,46,1780381
2016,46,1970632
2017,46,2064964
2018,46,2423235
2019,46,2889743
2020,46,3372711
2008,47,634000
2009,47,1487000
2010,47,1552000
2011,47,1503000
2012,47,1393000
2013,47,1306000
2014,47,1318000
2015,47,1348000
2016,47,1724000
2017,47,1863000
2018,47,2302000
2019,47,2379000
2020,47,2737000
2008,48,678000
2009,48,791000
2010,48,1776000
2011,48,2157000
2012,48,2202000
2013,48,2210000
2014,48,2249000
2015,48,1994000
2016,48,
2017,48,
2018,48,
2019,48,
2020,48,
2008,49,
2009,49,
2010,49,409
2011,49,32
2012,49,364
2013,49,336
2014,49,3970
2015,49,2494
2016,49,419
2017,49,305
2018,49,136
2019,49,140
2020,49,161
2008,50,
2009,50,
2010,50,
2011,50,
2012,50,27977
2013,50,31314
2014,50,32250
2015,50,30435
2016,50,29422
2017,50,52542
2018,50,49487
2019,50,46517
2020,50,44761
2008,51,
2009,51,
2010,51,
2011,51,
2012,51,
2013,51,
2014,51,
2015,51,
2016,51,
2017,51,
2018,51,
2019,51,
2020,51,
2008,52,
2009,52,
2010,52,
2011,52,
2012,52,
2013,52,
2014,52,292
2015,52,1461
2016,52,4566
2017,52,6058
2018,52,9260
2019,52,8389
2020,52,
2008,53,54962
2009,53,44038
2010,53,44411
2011,53,44009
2012,53,41563
2013,53,44721
2014,53,48705
2015,53,52322
2016,53,58984
2017,53,53175
2018,53,45290
2019,53,45216
2020,53,41165
2008,54,6407
2009,54,6975
2010,54,6992
2011,54,23958
2012,54,3428
2013,54,3397
2014,54,3613
2015,54,3858
2016,54,3896
2017,54,4259
2018,54,4484
2019,54,4834
2020,54,4488
2008,55,138690
2009,55,126702
2010,55,147086
2011,55,154380
2012,55,211396
2013,55,204150
2014,55,221439
2015,55,239567
2016,55,240931
2017,55,216323
2018,55,225655
2019,55,236597
2020,55,230547
2008,56,153176
2009,56,153850
2010,56,153754
2011,56,152630
2012,56,151395
2013,56,151572
2014,56,155552
2015,56,157771
2016,56,155713
2017,56,149603
2018,56,145000
2019,56,134705
2020,56,120837
2008,57,32398
2009,57,32349
2010,57,48153
2011,57,83321
2012,57,80846
2013,57,77044
2014,57,74699
2015,57,86894
2016,57,113979
2017,57,114645
2018,57,241419
2019,57,
2020,57,
2008,58,31000
2009,58,43000
2010,58,59000
2011,58,618000
2012,58,655000
2013,58,623000
2014,58,561000
2015,58,722000
2016,58,792000
2017,58,735000
2018,58,2132000
2019,58,2154000
2020,58,1997000
2008,59,692
2009,59,620
2010,59,554
2011,59,698
2012,59,942
2013,59,1153
2014,59,1219
2015,59,1336
2016,59,1350
2017,59,1867
2018,59,8865
2019,59,9050
2020,59,9000
2008,60,24158
2009,60,25965
2010,60,31244
2011,60,27893
2012,60,17209
2013,60,14630
2014,60,15981
2015,60,17620
2016,60,16870
2017,60,16024
2018,60,16968
2019,60,16520
2020,60,14840
2008,61,8497
2009,61,9984
2010,61,10688
2011,61,11435
2012,61,12238
2013,61,15403
2014,61,14690
2015,61,15126
2016,61,14353
2017,61,12605
2018,61,12376
2019,61,13558
2020,61,14627
2008,62,2315
2009,62,2339
2010,62,2370
2011,62,2355
2012,62,2466
2013,62,2503
2014,62,2419
2015,62,2378
2016,62,1828
2017,62,348
2018,62,127
2019,62,256
2020,62,133
2008,63,57270
2009,63,53898
2010,63,50523
2011,63,27143
2012,63,24824
2013,63,22708
2014,63,20442
2015,63,20407
2016,63,21871
2017,63,49802
2018,63,1602
2019,63,2817
2020,63,122087
2008,64,50383000
2009,64,49909000
2010,64,51815000
2011,64,45557000
2012,64,40337000
2013,64,36212000
2014,64,36770000
2015,64,35863000
2016,64,36563000
2017,64,36654000
2018,64,35658000
2019,64,30750000
2020,64,29587000
2008,65,98109
2009,65,100978
2010,65,100333
2011,65,100116
2012,65,100050
2013,65,99980
2014,65,106270
2015,65,107839
2016,65,144385
2017,65,151695
2018,65,152097
2019,65,152307
2020,65,153488
2008,66,
2009,66,
2010,66,0
2011,66,305654
2012,66,363131
2013,66,363483
2014,66,387002
2015,66,391874
2016,66,397614
2017,66,426499
2018,66,435387
2019,66,466360
2020,66,446571
2008,67,17714
2009,67,16155
2010,67,14596
2011,67,13612
2012,67,11477
2013,67,11777
2014,67,11706
2015,67,11539
2016,67,19484
2017,67,19521
2018,67,19644
2019,67,19655
2020,67,19634
2008,68,31476
2009,68,17505
2010,68,11710
2011,68,11645
2012,68,13670
2013,68,11694
2014,68,11928
2015,68,11938
2016,68,8070
2017,68,7350
2018,68,6488
2019,68,6785
2020,68,5815
2008,69,999200
2009,69,1063500
2010,69,1116400
2011,69,1084000
2012,69,1123400
2013,69,1045400
2014,69,1104700
2015,69,1338100
2016,69,1309500
2017,69,1368800
2018,69,
2019,69,
2020,69,
2008,70,131
2009,70,78
2010,70,103
2011,70,110
2012,70,23401
2013,70,23556
2014,70,23824
2015,70,23933
2016,70,23813
2017,70,32316
2018,70,31942
2019,70,31682
2020,70,44581
2008,71,5928
2009,71,6185
2010,71,6537
2011,71,6289
2012,71,7572
2013,71,7598
2014,71,7951
2015,71,7095
2016,71,7093
2017,71,8692
2018,71,8833
2019,71,9153
2020,71,7819
2008,72,13487
2009,72,11292
2010,72,10742
2011,72,9597
2012,72,9448
2013,72,9447
2014,72,25896
2015,72,26048
2016,72,22409
2017,72,18403
2018,72,17820
2019,72,15535
2020,72,17908
2008,73,2
2009,73,2
2010,73,19
2011,73,23
2012,73,21
2013,73,18
2014,73,13
2015,73,14
2016,73,25
2017,73,
2018,73,
2019,73,
2020,73,
2008,74,
2009,74,
2010,74,
2011,74,
2012,74,
2013,74,
2014,74,
2015,74,
2016,74,
2017,74,
2018,74,
2019,74,
2020,74,
2008,75,
2009,75,
2010,75,
2011,75,
2012,75,
2013,75,
2014,75,790
2015,75,774
2016,75,655
2017,75,500
2018,75,296
2019,75,963
2020,75,175
2008,76,39000
2009,76,4082000
2010,76,4262000
2011,76,4444000
2012,76,4593000
2013,76,4710000
2014,76,5076000
2015,76,5275000
2016,76,810000
2017,76,850000
2018,76,907000
2019,76,990000
2020,76,1125000
2008,77,164802
2009,77,163472
2010,77,1300575
2011,77,1412420
2012,77,1427883
2013,77,1475661
2014,77,1359077
2015,77,1490174
2016,77,1580605
2017,77,1781297
2018,77,2159699
2019,77,2347909
2020,77,2568727
2008,78,569886
2009,78,2066666
2010,78,2106077
2011,78,2180281
2012,78,2234357
2013,78,2924724
2014,78,3175611
2015,78,3274000
2016,78,3343700
2017,78,3511100
2018,78,3636200
2019,78,4593100
2020,78,4737200
2008,79,17165
2009,79,20888
2010,79,175783
2011,79,183122
2012,79,193272
2013,79,214132
2014,79,209879
2015,79,211911
2016,79,189141
2017,79,186951
2018,79,484812
2019,79,496315
2020,79,504380
2008,80,92776
2009,80,114542
2010,80,112502
2011,80,459046
2012,80,450457
2013,80,447898
2014,80,394530
2015,80,397417
2016,80,397663
2017,80,427692
2018,80,432636
2019,80,615108
2020,80,626685
2008,81,3841000
2009,81,4833000
2010,81,4628000
2011,81,4366000
2012,81,4284000
2013,81,4206000
2014,81,3927000
2015,81,2953000
2016,81,2881000
2017,81,2789000
2018,81,3020000
2019,81,2564000
2020,81,2439000
2008,82,
2009,82,
2010,82,
2011,82,
2012,82,589
2013,82,1511
2014,82,1549
2015,82,5576
2016,82,
2017,82,
2018,82,
2019,82,
2020,82,
2008,83,34969
2009,83,40178
2010,83,40157
2011,83,40939
2012,83,40995
2013,83,40984
2014,83,841
2015,83,824
2016,83,869
2017,83,3150
2018,83,2870
2019,83,5140
2020,83,5224
2008,84,1299869
2009,84,1352322
2010,84,1426916
2011,84,1529470
2012,84,1501522
2013,84,1161522
2014,84,977733
2015,84,997652
2016,84,988003
2017,84,1138329
2018,84,1139840
2019,84,670368
2020,84,625128
2008,85,5692
2009,85,6306
2010,85,6053
2011,85,6129
2012,85,6326
2013,85,5733
2014,85,5859
2015,85,5828
2016,85,6441
2017,85,8561
2018,85,18590
2019,85,20757
2020,85,21138
2008,86,1299869
2009,86,1352322
2010,86,1426916
2011,86,1529470
2012,86,1501522
2013,86,1161522
2014,86,977733
2015,86,997652
2016,86,988003
2017,86,1138329
2018,86,1139840
2019,86,670368
2020,86,625128
2008,87,23551
2009,87,22291
2010,87,22573
2011,87,21152
2012,87,12148
2013,87,11803
2014,87,7311
2015,87,6645
2016,87,6952
2017,87,7263
2018,87,6633
2019,87,6309
2020,87,
2008,88,11552
2009,88,11539
2010,88,11525
2011,88,7117
2012,88,4805
2013,88,2674
2014,88,2674
2015,88,2674
2016,88,17849
2017,88,16620
2018,88,12873
2019,88,
2020,88,
2008,89,12058
2009,89,14206
2010,89,12488
2011,89,10580
2012,89,10211
2013,89,9914
2014,89,9019
2015,89,9047
2016,89,5015
2017,89,9864
2018,89,9109
2019,89,
2020,89,
2008,90,2281
2009,90,3420
2010,90,7129
2011,90,12186
2012,90,19539
2013,90,27093
2014,90,35685
2015,90,1842481
2016,90,1693229
2017,90,1671317
2018,90,
2019,90,
2020,90,
2008,91,
2009,91,
2010,91,
2011,91,
2012,91,12246
2013,91,13866
2014,91,12946
2015,91,12792
2016,91,12763
2017,91,13924
2018,91,24312
2019,91,24272
2020,91,
2008,92,
2009,92,
2010,92,
2011,92,
2012,92,
2013,92,
2014,92,1631
2015,92,1695
2016,92,1637
2017,92,1049
2018,92,504
2019,92,171
2020,92,
2008,93,
2009,93,
2010,93,
2011,93,
2012,93,
2013,93,
2014,93,
2015,93,
2016,93,
2017,93,
2018,93,
2019,93,
2020,93,
2008,94,
2009,94,
2010,94,
2011,94,
2012,94,
2013,94,
2014,94,
2015,94,
2016,94,
2017,94,
2018,94,
2019,94,
2020,94,
2008,95,306540
2009,95,318087
2010,95,688372
2011,95,697262
2012,95,696474
2013,95,620980
2014,95,669930
2015,95,713563
2016,95,797038
2017,95,884591
2018,95,1482680
2019,95,1583019
2020,95,1642794
2008,96,21381
2009,96,19078
2010,96,17227
2011,96,15755
2012,96,23
2013,96,23
2014,96,
2015,96,
2016,96,
2017,96,
2018,96,
2019,96,
2020,96,
2008,97,69234
2009,97,67432
2010,97,61524
2011,97,37114
2012,97,32939
2013,97,26823
2014,97,25670
2015,97,17595
2016,97,17594
2017,97,17594
2018,97,17594
2019,97,17594
2020,97,18539
2008,98,93305
2009,98,96006
2010,98,126864
2011,98,121933
2012,98,125276
2013,98,119414
2014,98,116950
2015,98,117906
2016,98,357086
2017,98,344350
2018,98,373084
2019,98,370279
2020,98,356737
2008,99,44940
2009,99,54707
2010,99,59537
2011,99,60122
2012,99,60091
2013,99,55770
2014,99,54481
2015,99,62871
2016,99,48100
2017,99,49931
2018,99,
2019,99,
2020,99,
2008,100,414462
2009,100,414666
2010,100,408615
2011,100,405734
2012,100,364619
2013,100,327273
2014,100,325110
2015,100,322498
2016,100,327792
2017,100,320910
2018,100,316855
2019,100,314829
2020,100,631866
2008,101,2637
2009,101,2581
2010,101,2690
2011,101,2621
2012,101,2516
2013,101,3027
2014,101,2940
2015,101,2902
2016,101,2834
2017,101,2814
2018,101,2747
2019,101,2689
2020,101,2650
2008,102,56061
2009,102,54911
2010,102,65036
2011,102,66189
2012,102,67131
2013,102,66920
2014,102,71571
2015,102,74388
2016,102,71096
2017,102,65468
2018,102,66419
2019,102,67616
2020,102,61380
2008,103,25087
2009,103,21598
2010,103,19273
2011,103,15856
2012,103,15255
2013,103,14029
2014,103,14413
2015,103,16445
2016,103,15400
2017,103,14992
2018,103,12327
2019,103,
2020,103,
2008,104,1174
2009,104,1195
2010,104,648
2011,104,790
2012,104,1528
2013,104,3951
2014,104,5020
2015,104,4608
2016,104,4107
2017,104,8433
2018,104,8545
2019,104,7941
2020,104,7249
2008,105,31
2009,105,99
2010,105,111
2011,105,178
2012,105,176
2013,105,139
2014,105,110
2015,105,105
2016,105,100
2017,105,115
2018,105,412
2019,105,294
2020,105,225
2008,106,13419
2009,106,13093
2010,106,13936
2011,106,25600
2012,106,35632
2013,106,34784
2014,106,40943
2015,106,61250
2016,106,60621
2017,106,87439
2018,106,85968
2019,106,84342
2020,106,90533
2008,107,12583
2009,107,10537
2010,107,1816
2011,107,1300
2012,107,977
2013,107,1998
2014,107,929
2015,107,536
2016,107,360
2017,107,714
2018,107,1243
2019,107,1551
2020,107,2195
2008,108,
2009,108,
2010,108,
2011,108,
2012,108,
2013,108,0
2014,108,2
2015,108,88156
2016,108,218440
2017,108,208091
2018,108,445924
2019,108,430609
2020,108,435990
2008,109,
2009,109,76750
2010,109,77005
2011,109,77351
2012,109,78718
2013,109,80997
2014,109,81095
2015,109,80762
2016,109,
2017,109,
2018,109,
2019,109,
2020,109,
2008,110,61
2009,110,47
2010,110,32
2011,110,3669
2012,110,30270
2013,110,12
2014,110,0
2015,110,0
2016,110,0
2017,110,0
2018,110,0
2019,110,0
2020,110,0
2008,111,6754
2009,111,1003
2010,111,9
2011,111,4
2012,111,0
2013,111,0
2014,111,0
2015,111,0
2016,111,0
2017,111,0
2018,111,42
2019,111,238
2020,111,195
2008,112,117387
2009,112,115367
2010,112,122777
2011,112,189558
2012,112,182539
2013,112,175846
2014,112,178893
2015,112,321443
2016,112,332773
2017,112,362162
2018,112,453980
2019,112,874826
2020,112,
2008,113,40107
2009,113,41073
2010,113,44281
2011,113,48027
2012,113,47617
2013,113,47900
2014,113,52584
2015,113,58943
2016,113,65217
2017,113,75108
2018,113,84241
2019,113,83228
2020,113,73355
2008,114,246
2009,114,177
2010,114,186
2011,114,195
2012,114,200
2013,114,410
2014,114,694
2015,114,1099
2016,114,1338
2017,114,1758
2018,114,2342
2019,114,2601
2020,114,
2008,115,16216
2009,115,15938
2010,115,15169
2011,115,16787
2012,115,13757
2013,115,14223
2014,115,14761
2015,115,14555
2016,115,
2017,115,
2018,115,
2019,115,
2020,115,
2008,116,10366
2009,116,10692
2010,116,10409
2011,116,9082
2012,116,7915
2013,116,7290
2014,116,7359
2015,116,7525
2016,116,9284
2017,116,9283
2018,116,39054
2019,116,51668
2020,116,43017
2008,117,4465
2009,117,5680
2010,117,6813
2011,117,7963
2012,117,7620
2013,117,10214
2014,117,12372
2015,117,13827
2016,117,18891
2017,117,18340
2018,117,17998
2019,117,20419
2020,117,22487
2008,118,78799
2009,118,79964
2010,118,81018
2011,118,82100
2012,118,86049
2013,118,89521
2014,118,91335
2015,118,70702
2016,118,61117
2017,118,57603
2018,118,54701
2019,118,52544
2020,118,46996
2008,119,199015
2009,119,221609
2010,119,233550
2011,119,236962
2012,119,248067
2013,119,258547
2014,119,304022
2015,119,380581
2016,119,420747
2017,119,467538
2018,119,469430
2019,119,541197
2020,119,592679
2008,120,
2009,120,
2010,120,
2011,120,110247
2012,120,104004
2013,120,539332
2014,120,508643
2015,120,517977
2016,120,594622
2017,120,581501
2018,120,617668
2019,120,654495
2020,120,629043
2008,121,
2009,121,
2010,121,
2011,121,3909000
2012,121,4174000
2013,121,4384000
2014,121,4987637
2015,121,5231280
2016,121,5217792
2017,121,4707096
2018,121,4793384
2019,121,4925624
2020,121,3957408
2008,122,13112
2009,122,14225
2010,122,17038
2011,122,18621
2012,122,48761
2013,122,59664
2014,122,49604
2015,122,46984
2016,122,66087
2017,122,74415
2018,122,64015
2019,122,43511
2020,122,40079
2008,123,
2009,123,
2010,123,
2011,123,
2012,123,
2013,123,
2014,123,283
2015,123,307
2016,123,325
2017,123,802
2018,123,9173
2019,123,9748
2020,123,9974
2008,124,
2009,124,
2010,124,
2011,124,
2012,124,
2013,124,
2014,124,
2015,124,30073
2016,124,32091
2017,124,34541
2018,124,34524
2019,124,34338
2020,124,30155
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,39123
2016,125,58432
2017,125,62718
2018,125,70170
2019,125,96570
2020,125,94727
2008,126,117800
2009,126,118425
2010,126,118072
2011,126,121349
2012,126,129346
2013,126,128370
2014,126,1004
2015,126,801
2016,126,6
2017,126,6
2018,126,6
2019,126,8
2020,126,7
2008,127,2650
2009,127,1738
2010,127,26536
2011,127,13165
2012,127,3
2013,127,64
2014,127,31
2015,127,0
2016,127,1
2017,127,9
2018,127,88
2019,127,42
2020,127,62
2008,128,56760
2009,128,3140657
2010,128,3138988
2011,128,3150582
2012,128,3418457
2013,128,3353353
2014,128,3325036
2015,128,3264982
2016,128,3149541
2017,128,2924409
2018,128,3088751
2019,128,
2020,128,
2008,129,155694
2009,129,153794
2010,129,308057
2011,129,331166
2012,129,322585
2013,129,192734
2014,129,219310
2015,129,299960
2016,129,370557
2017,129,410571
2018,129,
2019,129,
2020,129,
2008,130,48922
2009,130,44636
2010,130,50231
2011,130,54348
2012,130,51062
2013,130,49986
2014,130,52744
2015,130,51546
2016,130,49262
2017,130,47505
2018,130,45023
2019,130,
2020,130,
2008,131,295
2009,131,187
2010,131,61394
2011,131,69214
2012,131,70264
2013,131,72056
2014,131,75860
2015,131,155100
2016,131,157945
2017,131,165155
2018,131,172956
2019,131,174880
2020,131,177760
2008,132,4588348
2009,132,4597351
2010,132,16187581
2011,132,17238446
2012,132,20996841
2013,132,25080605
2014,132,25182029
2015,132,24844588
2016,132,28382686
2017,132,27424561
2018,132,57626877
2019,132,59472000
2020,132,62497000
2008,133,
2009,133,
2010,133,0
2011,133,0
2012,133,0
2013,133,0
2014,133,0
2015,133,0
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,76147
2009,134,3156697
2010,134,3155323
2011,134,3167180
2012,134,3426856
2013,134,3360391
2014,134,3332176
2015,134,3271680
2016,134,3183017
2017,134,3006969
2018,134,3183160
2019,134,2953389
2020,134,2989686
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,143335
2013,135,158126
2014,135,157483
2015,135,155882
2016,135,156711
2017,135,158307
2018,135,168351
2019,135,178460
2020,135,200039
2008,136,680
2009,136,700
2010,136,589
2011,136,382
2012,136,472
2013,136,1268
2014,136,2141
2015,136,7946
2016,136,10458
2017,136,18867
2018,136,15131
2019,136,18341
2020,136,33248
2008,137,1454
2009,137,1645
2010,137,1745
2011,137,1837
2012,137,1675
2013,137,1583
2014,137,1530
2015,137,1486
2016,137,1491
2017,137,2918
2018,137,2772
2019,137,2670
2020,137,2622
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,33651
2009,139,14108
2010,139,17185
2011,139,13146
2012,139,14296
2013,139,7036
2014,139,9670
2015,139,16149
2016,139,31356
2017,139,44148
2018,139,30917
2019,139,35773
2020,139,44786
2008,140,58709
2009,140,58572
2010,140,59556
2011,140,59160
2012,140,51722
2013,140,51942
2014,140,38
2015,140,1
2016,140,0
2017,140,438
2018,140,816
2019,140,
2020,140,
2008,141,466775
2009,141,450094
2010,141,449573
2011,141,449233
2012,141,415026
2013,141,344020
2014,141,317591
2015,141,295673
2016,141,250517
