Date,Id,Net_income
2008,139,-11663
2009,139,1016
2010,139,352
2011,139,1135
2012,139,1547
2013,139,-7082
2014,139,1718
2015,139,3090
2016,139,8555
2017,139,12817
2018,139,-39514
2019,139,3832
2020,139,4368
2008,140,-7825
2009,140,-9329
2010,140,518
2011,140,-9655
2012,140,-17206
2013,140,-20431
2014,140,-10347
2015,140,436
2016,140,11833
2017,140,-1922
2018,140,-3264
2019,140,
2020,140,
2008,141,-10985
2009,141,-39206
2010,141,6003
2011,141,-30737
2012,141,-60978
2013,141,-75432
2014,141,-37194
2015,141,-20131
2016,141,-62439
2017,141,-29633
2018,141,-8298
2019,141,-30649
2020,141,-44277
2008,142,13118
2009,142,12161
2010,142,20729
2011,142,23446
2012,142,18663
2013,142,74194
2014,142,23791
2015,142,11053
2016,142,20200
2017,142,52000
2018,142,60300
2019,142,42100
2020,142,16500
2008,143,-15412
2009,143,1687
2010,143,-5484
2011,143,-5022
2012,143,-8899
2013,143,-15541
2014,143,-2415
2015,143,3689
2016,143,-2507
2017,143,-3699
2018,143,11312
2019,143,-4328
2020,143,
2008,144,16111
2009,144,-52564
2010,144,-40100
2011,144,-8366
2012,144,-45755
2013,144,-76213
2014,144,-9811
2015,144,-24012
2016,144,-91896
2017,144,7531
2018,144,-6020
2019,144,-1202
2020,144,-989
2008,145,-2348
2009,145,63
2010,145,426
2011,145,-1078
2012,145,-584
2013,145,-1672
2014,145,-3634
2015,145,1901
2016,145,1590
2017,145,-1322
2018,145,2410
2019,145,1822
2020,145,1268
2008,146,-2990
2009,146,608
2010,146,-1877
2011,146,5591
2012,146,-12944
2013,146,-22782
2014,146,-14408
2015,146,-22328
2016,146,-16874
2017,146,-15538
2018,146,-8374
2019,146,-8246
2020,146,-20302
2008,147,97080
2009,147,34333
2010,147,42101
2011,147,49621
2012,147,-167277
2013,147,-185415
2014,147,618
2015,147,6365
2016,147,22544
2017,147,30417
2018,147,-177133
2019,147,28200
2020,147,4503
2008,148,-12166
2009,148,-4095
2010,148,-2025
2011,148,263
2012,148,-4146
2013,148,-12230
2014,148,2339
2015,148,-2477
2016,148,829
2017,148,-2910
2018,148,541
2019,148,-6057
2020,148,
2008,149,20624
2009,149,5825
2010,149,50123
2011,149,58648
2012,149,21800
2013,149,3685
2014,149,8543
2015,149,16974
2016,149,10356
2017,149,-123336
2018,149,-32153
2019,149,-128986
2020,149,
2008,150,459000
2009,150,272400
2010,150,352200
2011,150,225000
2012,150,-287100
2013,150,8900
2014,150,23700
2015,150,4000
2016,150,-294500
2017,150,90500
2018,150,-26800
2019,150,190300
2020,150,139300
2008,151,
2009,151,
2010,151,
2011,151,1847
2012,151,1222
2013,151,2465
2014,151,1994
2015,151,2917
2016,151,3701
2017,151,1146
2018,151,1757
2019,151,64
2020,151,592
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,185
2015,152,295
2016,152,-558
2017,152,-681
2018,152,-452
2019,152,259
2020,152,-27
2008,153,38300
2009,153,-129700
2010,153,7200
2011,153,-322000
2012,153,-509300
2013,153,-218500
2014,153,-110800
2015,153,-175700
2016,153,3500
2017,153,71100
2018,153,85200
2019,153,68500
2020,153,31700
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,1262
2014,154,6473
2015,154,7086
2016,154,2803
2017,154,1479
2018,154,4153
2019,154,5405
2020,154,-2127
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,2238
2015,155,5027
2016,155,3937
2017,155,3802
2018,155,3291
2019,155,2232
2020,155,1194
2008,156,
2009,156,
2010,156,
2011,156,16584
2012,156,5837
2013,156,8454
2014,156,24646
2015,156,38942
2016,156,41814
2017,156,56263
2018,156,59746
2019,156,63361
2020,156,64008
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1026
2013,157,1392
2014,157,1909
2015,157,1234
2016,157,1323
2017,157,-29301
2018,157,-22754
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,137
2016,158,-117
2017,158,-133
2018,158,-431
2019,158,-373
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,17
2017,159,
2018,159,365
2019,159,825
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,10
2012,160,28
2013,160,76
2014,160,-802
2015,160,755
2016,160,1325
2017,160,44
2018,160,-8264
2019,160,-15796
2020,160,-2647
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,976
2015,161,1140
2016,161,1086
2017,161,416
2018,161,245
2019,161,233
2020,161,-406
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,918
2015,162,550
2016,162,656
2017,162,1152
2018,162,892
2019,162,586
2020,162,-1767
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,4
2015,163,137
2016,163,9
2017,163,-20
2018,163,5
2019,163,177
2020,163,337
2008,164,6564
2009,164,1311
2010,164,-2239
2011,164,1860
2012,164,-6053
2013,164,-10661
2014,164,-19347
2015,164,-10671
2016,164,-5479
2017,164,-6544
2018,164,-5841
2019,164,-325
2020,164,-586
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,82223
2015,166,62933
2016,166,97925
2017,166,126741
2018,166,140761
2019,166,139314
2020,166,156667
2008,167,61822
2009,167,72552
2010,167,-9468
2011,167,58802
2012,167,-90101
2013,167,-271080
2014,167,-261847
2015,167,223660
2016,167,196330
2017,167,240836
2018,167,140425
2019,167,26154
2020,167,-275516
2008,168,11521
2009,168,14104
2010,168,-13433
2011,168,-5864
2012,168,16378
2013,168,11594
2014,168,16886
2015,168,7128
2016,168,-4255
2017,168,769
2018,168,-1851
2019,168,-623
2020,168,-34222
2008,169,8825000
2009,169,4367000
2010,169,6318000
2011,169,6860000
2012,169,7788000
2013,169,5160000
2014,169,1291000
2015,169,-8783000
2016,169,-1464000
2017,169,3374000
2018,169,4126000
2019,169,148000
2020,169,-8635000
2008,170,646033
2009,170,6958
2010,170,10382
2011,170,65095
2012,170,151225
2013,170,28395
2014,170,47761
2015,170,20626
2016,170,122459
2017,170,206815
2018,170,132628
2019,170,31553
2020,170,107885
2008,171,117346
2009,171,76874
2010,171,61963
2011,171,-296376
2012,171,-207609
2013,171,16952
2014,171,50297
2015,171,43956
2016,171,74371
2017,171,118650
2018,171,110575
2019,171,112981
2020,171,57801
2008,172,36100
2009,172,48146
2010,172,19621
2011,172,13898
2012,172,9742
2013,172,8960
2014,172,2149
2015,172,1697
2016,172,1755
2017,172,-5849
2018,172,5543
2019,172,4470
2020,172,-32604
2008,173,914000
2009,173,732000
2010,173,844000
2011,173,921000
2012,173,902000
2013,173,-159000
2014,173,-230000
2015,173,-806000
2016,173,-2087000
2017,173,-328000
2018,173,-472000
2019,173,12000
2020,173,-1136000
2008,174,379722
2009,174,314762
2010,174,402187
2011,174,452343
2012,174,541700
2013,174,544696
2014,174,642596
2015,174,804119
2016,174,850524
2017,174,881045
2018,174,900202
2019,174,
2020,174,
2008,175,83449
2009,175,85668
2010,175,109076
2011,175,134997
2012,175,145461
2013,175,133780
2014,175,97114
2015,175,92735
2016,175,86292
2017,175,71007
2018,175,47146
2019,175,46283
2020,175,-73190
2008,176,15540
2009,176,16553
2010,176,8504
2011,176,8147
2012,176,-17335
2013,176,4501
2014,176,12437
2015,176,16760
2016,176,10305
2017,176,10646
2018,176,21014
2019,176,21053
2020,176,8581
2008,177,117590
2009,177,66706
2010,177,58003
2011,177,50168
2012,177,10039
2013,177,-29749
2014,177,-2941
2015,177,10008
2016,177,2010
2017,177,15383
2018,177,-5291
2019,177,-24759
2020,177,-128205
2008,178,-23315
2009,178,-351448
2010,178,731
2011,178,27862
2012,178,25865
2013,178,15521
2014,178,39030
2015,178,-52745
2016,178,-142101
2017,178,-251567
2018,178,-32446
2019,178,-328260
2020,178,-69380
2008,179,-13351
2009,179,-4492
2010,179,-1194
2011,179,12874
2012,179,4311
2013,179,3149
2014,179,2739
2015,179,3286
2016,179,3598
2017,179,5950
2018,179,10338
2019,179,12810
2020,179,421
2008,180,7676
2009,180,-20088
2010,180,-12507
2011,180,-4280
2012,180,-3028
2013,180,-3198
2014,180,2742
2015,180,1522
2016,180,3641
2017,180,11490
2018,180,16726
2019,180,11693
2020,180,-21397
2008,181,-3251
2009,181,-2697
2010,181,1179
2011,181,1419
2012,181,2308
2013,181,1909
2014,181,1272
2015,181,1501
2016,181,1627
2017,181,-3972
2018,181,-5047
2019,181,196
2020,181,-1712
2008,182,-20789
2009,182,-56606
2010,182,-35385
2011,182,14386
2012,182,-20205
2013,182,-23957
2014,182,-7814
2015,182,-7821
2016,182,-25480
2017,182,13557
2018,182,
2019,182,
2020,182,
2008,183,29787
2009,183,-20907
2010,183,48877
2011,183,81290
2012,183,105552
2013,183,150451
2014,183,156565
2015,183,172733
2016,183,201984
2017,183,118641
2018,183,88361
2019,183,87281
2020,183,-66397
2008,184,-15853
2009,184,-21297
2010,184,-16917
2011,184,-19016
2012,184,-37506
2013,184,-12389
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,4896
2010,185,9576
2011,185,20268
2012,185,22484
2013,185,30476
2014,185,33060
2015,185,33338
2016,185,36397
2017,185,51117
2018,185,50692
2019,185,52553
2020,185,-33216
2008,186,5576
2009,186,5857
2010,186,5930
2011,186,2676
2012,186,7427
2013,186,5131
2014,186,5352
2015,186,1884
2016,186,1615
2017,186,1005
2018,186,-11793
2019,186,-3444
2020,186,-6177
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,602
2013,187,456
2014,187,581
2015,187,494
2016,187,-12454
2017,187,-9880
2018,187,-6086
2019,187,-14310
2020,187,-2808
2008,188,
2009,188,
2010,188,49701
2011,188,55032
2012,188,28844
2013,188,76072
2014,188,130338
2015,188,167863
2016,188,196043
2017,188,249688
2018,188,332395
2019,188,358685
2020,188,300351
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,-45192
2014,189,-10073
2015,189,-3792
2016,189,86627
2017,189,78015
2018,189,5135
2019,189,25540
2020,189,-140389
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,4033
2016,190,3104
2017,190,3185
2018,190,3948
2019,190,3130
2020,190,949
2008,191,-10041
2009,191,-12838
2010,191,-7694
2011,191,-9976
2012,191,-10975
2013,191,-12952
2014,191,-13643
2015,191,-7580
2016,191,2359
2017,191,-2516
2018,191,846
2019,191,2250
2020,191,1903
2008,192,-16364
2009,192,-23481
2010,192,-20545
2011,192,-6445
2012,192,-2375
2013,192,-7098
2014,192,-10095
2015,192,-22816
2016,192,-15237
2017,192,-5282
2018,192,-15035
2019,192,-20207
2020,192,-20998
2008,193,-17446
2009,193,-17169
2010,193,-17582
2011,193,-21569
2012,193,-22001
2013,193,-18169
2014,193,-13003
2015,193,-20784
2016,193,-13876
2017,193,-8497
2018,193,-4123
2019,193,-427
2020,193,
2008,194,100424
2009,194,110560
2010,194,108571
2011,194,116434
2012,194,118484
2013,194,133678
2014,194,161187
2015,194,198792
2016,194,237406
2017,194,288762
2018,194,312376
2019,194,368825
2020,194,354984
2008,195,
2009,195,
2010,195,
2011,195,847
2012,195,1413
2013,195,1125
2014,195,1726
2015,195,2367
2016,195,1991
2017,195,4126
2018,195,3989
2019,195,
2020,195,
2008,196,18924
2009,196,16628
2010,196,20367
2011,196,24150
2012,196,27094
2013,196,34450
2014,196,47909
2015,196,56748
2016,196,67544
2017,196,77871
2018,196,99913
2019,196,113858
2020,196,123598
2008,197,12229
2009,197,34716
2010,197,35694
2011,197,30163
2012,197,41431
2013,197,53111
2014,197,41738
2015,197,49403
2016,197,45317
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-7988
2009,198,-3269
2010,198,801
2011,198,1215
2012,198,688
2013,198,371
2014,198,1042
2015,198,3455
2016,198,4246
2017,198,4478
2018,198,5481
2019,198,6087
2020,198,7973
2008,199,4867
2009,199,1985
2010,199,-623
2011,199,1858
2012,199,3230
2013,199,-300
2014,199,504
2015,199,917
2016,199,1147
2017,199,3700
2018,199,5492
2019,199,2136
2020,199,13489
2008,200,-242724
2009,200,-12512
2010,200,-20041
2011,200,-38208
2012,200,-15897
2013,200,-4782
2014,200,-16434
2015,200,-18480
2016,200,-44959
2017,200,827
2018,200,83198
2019,200,-16468
2020,200,-22200
2008,201,7627
2009,201,6906
2010,201,-17499
2011,201,-8542
2012,201,939
2013,201,-1348
2014,201,-2192
2015,201,1333
2016,201,178
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-4483
2009,202,-6228
2010,202,197
2011,202,-4256
2012,202,4584
2013,202,4642
2014,202,4172
2015,202,3882
2016,202,5555
2017,202,68555
2018,202,565
2019,202,314
2020,202,4474
2008,203,-5820
2009,203,-27352
2010,203,1793
2011,203,-47110
2012,203,-6330
2013,203,-4153
2014,203,-6253
2015,203,-8705
2016,203,-3340
2017,203,-1490
2018,203,200
2019,203,5363
2020,203,8817
2008,204,-8996
2009,204,-730
2010,204,-339
2011,204,-1030
2012,204,-679
2013,204,-1337
2014,204,-920
2015,204,141
2016,204,-449
2017,204,-2393
2018,204,-5545
2019,204,-4272
2020,204,-864
2008,205,6877
2009,205,5063
2010,205,4930
2011,205,3393
2012,205,2152
2013,205,2418
2014,205,3501
2015,205,4515
2016,205,2821
2017,205,-27
2018,205,166
2019,205,
2020,205,
2008,206,1386
2009,206,766
2010,206,863
2011,206,293
2012,206,-2260
2013,206,-8066
2014,206,-718
2015,206,871
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,153
2009,207,-377
2010,207,-377
2011,207,-181
2012,207,-226
2013,207,101
2014,207,-341
2015,207,2603
2016,207,2383
2017,207,2799
2018,207,
2019,207,
2020,207,
2008,208,1475
2009,208,-472
2010,208,-4727
2011,208,-1244
2012,208,-26
2013,208,643
2014,208,2734
2015,208,1971
2016,208,1925
2017,208,-777
2018,208,-310
2019,208,-2619
2020,208,-2619
2008,209,
2009,209,
2010,209,-4
2011,209,524
2012,209,613
2013,209,19906
2014,209,20672
2015,209,21803
2016,209,23964
2017,209,25043
2018,209,26861
2019,209,29284
2020,209,37914
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-955
2015,210,-4214
2016,210,140
2017,210,-167
2018,210,41
2019,210,-1051
2020,210,-1138
2008,211,
2009,211,214
2010,211,79
2011,211,42
2012,211,-50
2013,211,-1984
2014,211,-3879
2015,211,-6431
2016,211,-3067
2017,211,-3256
2018,211,-1559
2019,211,-4977
2020,211,-4363
2008,212,
2009,212,
2010,212,1238
2011,212,581
2012,212,697
2013,212,225
2014,212,89
2015,212,-3284
2016,212,-8126
2017,212,-8339
2018,212,-3781
2019,212,-983
2020,212,-5424
2008,213,
2009,213,
2010,213,92
2011,213,214
2012,213,456
2013,213,433
2014,213,246
2015,213,124
2016,213,1625
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,-44
2014,214,68
2015,214,-12
2016,214,781
2017,214,549
2018,214,1255
2019,214,1150
2020,214,565
2008,215,
2009,215,
2010,215,
2011,215,484
2012,215,559
2013,215,504
2014,215,166
2015,215,697
2016,215,145
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,7
2015,216,151
2016,216,136
2017,216,-255
2018,216,-1177
2019,216,-3173
2020,216,-2742
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,1655
2014,217,2443
2015,217,3426
2016,217,4503
2017,217,3385
2018,217,5265
2019,217,3017
2020,217,7101
2008,218,4754
2009,218,-3363
2010,218,2192
2011,218,4927
2012,218,-2024
2013,218,-16498
2014,218,-18955
2015,218,1014
2016,218,-22794
2017,218,1637
2018,218,18848
2019,218,34425
2020,218,-33943
2008,219,-3050
2009,219,-1318
2010,219,-506
2011,219,52
2012,219,-5533
2013,219,-239
2014,219,212
2015,219,73
2016,219,171
2017,219,907
2018,219,424
2019,219,478
2020,219,619
2008,220,3303
2009,220,3550
2010,220,3027
2011,220,-203
2012,220,-10686
2013,220,-25042
2014,220,-10942
2015,220,-86030
2016,220,-18695
2017,220,-5535
2018,220,82936
2019,220,17858
2020,220,
2008,221,6544
2009,221,8028
2010,221,11693
2011,221,3303
2012,221,9367
2013,221,8830
2014,221,13077
2015,221,12728
2016,221,10451
2017,221,13770
2018,221,11600
2019,221,8990
2020,221,2761
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,-193
2015,222,-595
2016,222,-196
2017,222,-62
2018,222,2
2019,222,30
2020,222,21
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,578
2015,223,1113
2016,223,13301
2017,223,1689
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-17
2011,225,510
2012,225,216
2013,225,189
2014,225,341
2015,225,2572
2016,225,1223
2017,225,2787
2018,225,1798
2019,225,-1187
2020,225,-106
2008,226,6593
2009,226,-386
2010,226,2869
2011,226,3305
2012,226,-3094
2013,226,-2416
2014,226,-5282
2015,226,-11637
2016,226,-1542
2017,226,-2706
2018,226,3349
2019,226,4388
2020,226,3102
2008,227,
2009,227,
2010,227,
2011,227,16597
2012,227,4315
2013,227,6909
2014,227,9443
2015,227,1437
2016,227,51730
2017,227,56790
2018,227,85189
2019,227,49373
2020,227,26142
2008,228,-21691
2009,228,8413
2010,228,-8247
2011,228,-6024
2012,228,-5034
2013,228,-4208
2014,228,-4935
2015,228,-4012
2016,228,-9111
2017,228,8443
2018,228,16339
2019,228,-3303
2020,228,-9834
2008,229,
2009,229,
2010,229,
2011,229,3822
2012,229,1901
2013,229,298
2014,229,740
2015,229,1169
2016,229,466
2017,229,2082
2018,229,1730
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,2004
2013,230,-2116
2014,230,1939
2015,230,4501
2016,230,9261
2017,230,12240
2018,230,12356
2019,230,10374
2020,230,23629
2008,231,654
2009,231,-1251
2010,231,-2444
2011,231,1788
2012,231,-2898
2013,231,-535
2014,231,-510
2015,231,25
2016,231,-28
2017,231,-1627
2018,231,520
2019,231,2041
2020,231,1224
2008,232,24200
2009,232,32164
2010,232,32873
2011,232,7967
2012,232,23338
2013,232,23095
2014,232,25909
2015,232,30321
2016,232,26667
2017,232,26234
2018,232,14031
2019,232,23099
2020,232,31406
2008,233,-14463
2009,233,-17783
2010,233,-1702
2011,233,-11506
2012,233,23644
2013,233,32938
2014,233,37820
2015,233,47770
2016,233,44467
2017,233,54496
2018,233,64902
2019,233,50109
2020,233,
2008,234,-12708
2009,234,-9601
2010,234,-6079
2011,234,-7246
2012,234,-2783
2013,234,8240
2014,234,-8922
2015,234,-6223
2016,234,-5069
2017,234,-4672
2018,234,5682
2019,234,19242
2020,234,132
2008,235,-35164
2009,235,-20219
2010,235,194
2011,235,-36275
2012,235,-94290
2013,235,-10683
2014,235,-25564
2015,235,42009
2016,235,5708
2017,235,-964
2018,235,-129
2019,235,-923
2020,235,
2008,236,-7271
2009,236,-11213
2010,236,-419
2011,236,-2091
2012,236,25
2013,236,2
2014,236,-3841
2015,236,-14016
2016,236,-11816
2017,236,29949
2018,236,560
2019,236,-1645
2020,236,-915
2008,237,-20787
2009,237,6582
2010,237,-10968
2011,237,-95414
2012,237,-48655
2013,237,-15911
2014,237,-6674
2015,237,2298
2016,237,4062
2017,237,42568
2018,237,-19229
2019,237,-39896
2020,237,-89682
2008,238,19203
2009,238,-1559
2010,238,-22007
2011,238,-30778
2012,238,-58474
2013,238,-40130
2014,238,-38558
2015,238,-41166
2016,238,-13984
2017,238,-42048
2018,238,-25498
2019,238,-24294
2020,238,-204028
2008,239,8283
2009,239,10439
2010,239,16875
2011,239,11411
2012,239,24060
2013,239,20135
2014,239,21068
2015,239,20142
2016,239,26261
2017,239,34993
2018,239,28477
2019,239,30281
2020,239,24185
2008,240,13762
2009,240,12051
2010,240,-1693
2011,240,9982
2012,240,4222
2013,240,-5894
2014,240,7068
2015,240,5812
2016,240,-12625
2017,240,11378
2018,240,37307
2019,240,-13161
2020,240,-15876
2008,241,477
2009,241,1296
2010,241,49
2011,241,-1929
2012,241,-5574
2013,241,-5363
2014,241,-5004
2015,241,-2555
2016,241,1043
2017,241,672
2018,241,1316
2019,241,-864
2020,241,-5776
2008,242,123158
2009,242,37014
2010,242,103408
2011,242,126304
2012,242,96753
2013,242,87859
2014,242,25107
2015,242,64153
2016,242,98228
2017,242,96176
2018,242,68660
2019,242,205188
2020,242,-479868
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,-29525
2009,244,-9986
2010,244,-33825
2011,244,-40324
2012,244,-42560
2013,244,-94530
2014,244,-26082
2015,244,-54231
2016,244,-16954
2017,244,27010
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,683
2012,245,2090
2013,245,7002
2014,245,19539
2015,245,17607
2016,245,25313
2017,245,26793
2018,245,27167
2019,245,29719
2020,245,25777
2008,246,882582
2009,246,903990
2010,246,1017921
2011,246,846381
2012,246,1032492
2013,246,1004877
2014,246,211975
2015,246,552000
2016,246,622000
2017,246,689000
2018,246,1399000
2019,246,1342000
2020,246,1207000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,-38236
2009,249,-29377
2010,249,-26348
2011,249,-43577
2012,249,-26277
2013,249,-31130
2014,249,-57601
2015,249,41072
2016,249,12427
2017,249,-11652
2018,249,11070
2019,249,12256
2020,249,20410
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,11016
2018,250,11028
2019,250,9505
2020,250,12251
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,2733
2014,253,2553
2015,253,1426
2016,253,6230
2017,253,7872
2018,253,9228
2019,253,9358
2020,253,11883
2008,254,14765
2009,254,14432
2010,254,15510
2011,254,21016
2012,254,3373
2013,254,3477
2014,254,8990
2015,254,22047
2016,254,21591
2017,254,25920
2018,254,33736
2019,254,40313
2020,254,128454
2008,255,-1685
2009,255,-1955
2010,255,-460
2011,255,-248
2012,255,-1525
2013,255,-1123
2014,255,-1162
2015,255,-1234
2016,255,-1899
2017,255,-1642
2018,255,401
2019,255,505
2020,255,-724
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,1216
2014,257,5533
2015,257,28168
2016,257,43085
2017,257,61199
2018,257,93030
2019,257,83204
2020,257,36004
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,911
2017,258,3137
2018,258,3496
2019,258,5008
2020,258,1594
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,49568
2014,262,40006
2015,262,66083
2016,262,76345
2017,262,101498
2018,262,114390
2019,262,118432
2020,262,54283
2008,263,-179646
2009,263,-37770
2010,263,-667366
2011,263,-789750
2012,263,-1058542
2013,263,-347603
2014,263,1379167
2015,263,-19080
2016,263,22650
2017,263,26417
2018,263,-8734
2019,263,
2020,263,
2008,264,23675
2009,264,217280
2010,264,246633
2011,264,67267
2012,264,351023
2013,264,336580
2014,264,320617
2015,264,438613
2016,264,393527
2017,264,379992
2018,264,255710
2019,264,565432
2020,264,434462
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-2215
2013,265,
2014,265,-477
2015,265,-4405
2016,265,-6288
2017,265,-6238
2018,265,-4857
2019,265,-12820
2020,265,-14753
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,2887
2016,266,3301
2017,266,3580
2018,266,4588
2019,266,5424
2020,266,5458
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,345000
2016,269,221000
2017,269,292766
2018,269,313695
2019,269,417238
2020,269,382972
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,-831
2017,270,77
2018,270,-1641
2019,270,-435
2020,270,-1845
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,928
2015,271,1657
2016,271,1621
2017,271,2415
2018,271,3036
2019,271,-6613
2020,271,-13981
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,-43
2015,272,182
2016,272,7
2017,272,-315
2018,272,-1052
2019,272,15
2020,272,-139
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,155
2017,273,245
2018,273,103
2019,273,100
2020,273,613
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,11481
2015,274,17444
2016,274,12123
2017,274,28889
2018,274,46267
2019,274,31973
2020,274,15627
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,-184
2014,275,-121
2015,275,-270
2016,275,-468
2017,275,-648
2018,275,-1336
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,2709
2014,277,1872
2015,277,5656
2016,277,9236
2017,277,5002
2018,277,6940
2019,277,2947
2020,277,-2526
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,62
2015,278,294
2016,278,347
2017,278,130
2018,278,-750
2019,278,-2370
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,332
2016,279,784
2017,279,832
2018,279,485
2019,279,229
2020,279,10
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
