Date,Id,market value
2018,124,14.55
2019,124,10.64
2020,124,6.65
2008,125,
2009,125,
2010,125,
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,196.09
2016,125,220.81
2017,125,238.35
2018,125,208.56
2019,125,284.6
2020,125,310.17
2008,126,104.56
2009,126,109.03
2010,126,148.72
2011,126,135.7
2012,126,114.81
2013,126,110.42
2014,126,112.84
2015,126,109.32
2016,126,70.76
2017,126,104.99
2018,126,120.63
2019,126,119.66
2020,126,137.36
2008,127,36.73
2009,127,69.74
2010,127,101.06
2011,127,72.32
2012,127,73.63
2013,127,69.21
2014,127,65.14
2015,127,77.83
2016,127,78.31
2017,127,121.19
2018,127,118.13
2019,127,133
2020,127,83.56
2008,128,1010.09
2009,128,1487.85
2010,128,1644.83
2011,128,1324.05
2012,128,1608.43
2013,128,1641.42
2014,128,1816.61
2015,128,2229.57
2016,128,1843.04
2017,128,3531.45
2018,128,2744.16
2019,128,3399.48
2020,128,3399.48
2008,129,230.08
2009,129,326.23
2010,129,425.01
2011,129,347.26
2012,129,446.04
2013,129,687.88
2014,129,729.93
2015,129,719.42
2016,129,962.92
2017,129,1159.93
2018,129,1159.93
2019,129,1159.93
2020,129,1159.93
2008,130,1002
2009,130,1331
2010,130,1286.4
2011,130,1029.7
2012,130,1128
2013,130,1413
2014,130,1666
2015,130,1974
2016,130,2368
2017,130,2400
2018,130,2540
2019,130,2536
2020,130,2536
2008,131,84.8
2009,131,104.71
2010,131,100.77
2011,131,90.12
2012,131,83.27
2013,131,108.46
2014,131,132.12
2015,131,276.02
2016,131,264.66
2017,131,300.58
2018,131,263.36
2019,131,323.85
2020,131,254.98
2008,132,7489.42
2009,132,10433.73
2010,132,9166.54
2011,132,7796.95
2012,132,9047.18
2013,132,13468.53
2014,132,15962.4
2015,132,20231.7
2016,132,18381.94
2017,132,21734.63
2018,132,14921.92
2019,132,17168.04
2020,132,12151.41
2008,133,151.04
2009,133,140.76
2010,133,142.38
2011,133,105.21
2012,133,44.86
2013,133,54.34
2014,133,31.7
2015,133,35.21
2016,133,10.51
2017,133,11.11
2018,133,11.11
2019,133,11.11
2020,133,11.11
2008,134,480.48
2009,134,908.16
2010,134,884.4
2011,134,658.68
2012,134,687.28
2013,134,1012
2014,134,841.28
2015,134,1016.4
2016,134,1024.64
2017,134,2398.73
2018,134,1730.49
2019,134,2669
2020,134,2894.61
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,
2013,135,
2014,135,
2015,135,220.21
2016,135,357.64
2017,135,579.46
2018,135,414.72
2019,135,437.84
2020,135,306.35
2008,136,37.25
2009,136,31.82
2010,136,21.31
2011,136,17.86
2012,136,17.62
2013,136,31.44
2014,136,45.01
2015,136,104.84
2016,136,188.66
2017,136,154.3
2018,136,60.18
2019,136,177.98
2020,136,308.03
2008,137,28.46
2009,137,27.61
2010,137,41.58
2011,137,33.03
2012,137,33.53
2013,137,69.3
2014,137,66
2015,137,84.92
2016,137,87.72
2017,137,120.01
2018,137,116.6
2019,137,154.55
2020,137,113.85
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,14.41
2009,139,32.72
2010,139,20.94
2011,139,12.01
2012,139,15.33
2013,139,13.27
2014,139,46.43
2015,139,157.89
2016,139,119.14
2017,139,192.75
2018,139,41.09
2019,139,82.25
2020,139,45.77
2008,140,19.45
2009,140,61.26
2010,140,43.86
2011,140,26.9
2012,140,24.76
2013,140,11.69
2014,140,14.86
2015,140,15.26
2016,140,11.98
2017,140,11.06
2018,140,9.15
2019,140,6.42
2020,140,3.47
2008,141,275.31
2009,141,218.38
2010,141,212.5
2011,141,120
2012,141,108.31
2013,141,134.75
2014,141,103.75
2015,141,125
2016,141,91.88
2017,141,160.13
2018,141,130
2019,141,137.5
2020,141,116.25
2008,142,160.6
2009,142,242.86
2010,142,213.09
2011,142,219.83
2012,142,193.51
2013,142,466.53
2014,142,380.28
2015,142,358.03
2016,142,512.13
2017,142,498.69
2018,142,460.38
2019,142,364.94
2020,142,169.9
2008,143,66.75
2009,143,67.5
2010,143,60.75
2011,143,43.26
2012,143,41.85
2013,143,66
2014,143,42.71
2015,143,39.9
2016,143,28.32
2017,143,28.74
2018,143,22.5
2019,143,23.18
2020,143,16.39
2008,144,98.37
2009,144,83.16
2010,144,59.93
2011,144,30.51
2012,144,22.81
2013,144,26.13
2014,144,25.74
2015,144,27.95
2016,144,15.97
2017,144,49.87
2018,144,21.41
2019,144,37.41
2020,144,25.69
2008,145,
2009,145,
2010,145,21.34
2011,145,14.33
2012,145,1.64
2013,145,9.24
2014,145,4.67
2015,145,8.54
2016,145,7.68
2017,145,21.25
2018,145,17.07
2019,145,17.68
2020,145,11.71
2008,146,70.53
2009,146,69.14
2010,146,46.85
2011,146,26.91
2012,146,23.04
2013,146,22.16
2014,146,86.9
2015,146,65.6
2016,146,29.73
2017,146,37.1
2018,146,17.62
2019,146,30.54
2020,146,18.01
2008,147,903.46
2009,147,803.58
2010,147,687.49
2011,147,333.46
2012,147,276.53
2013,147,346.03
2014,147,228.91
2015,147,271.65
2016,147,306.17
2017,147,544.36
2018,147,447.09
2019,147,538.6
2020,147,394.8
2008,148,49.76
2009,148,59.47
2010,148,62.96
2011,148,41.98
2012,148,34.98
2013,148,39.47
2014,148,29.74
2015,148,33.51
2016,148,20.09
2017,148,25.29
2018,148,24.95
2019,148,24.87
2020,148,17.42
2008,149,473.89
2009,149,919.04
2010,149,694.77
2011,149,446.74
2012,149,361
2013,149,557.91
2014,149,392.88
2015,149,416.98
2016,149,304.5
2017,149,356.85
2018,149,176.52
2019,149,232.47
2020,149,233.74
2008,150,4786.93
2009,150,6774.33
2010,150,5348
2011,150,2525.46
2012,150,1837.99
2013,150,4070.5
2014,150,4063.42
2015,150,4526.46
2016,150,4854.84
2017,150,3815.36
2018,150,3241.28
2019,150,3142.06
2020,150,2464.04
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,60.52
2015,151,42.36
2016,151,77.83
2017,151,71.74
2018,151,45.12
2019,151,43.83
2020,151,30.46
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,5.93
2014,152,13.13
2015,152,19.1
2016,152,12.37
2017,152,9.95
2018,152,3.12
2019,152,5.63
2020,152,3.34
2008,153,712.15
2009,153,929.02
2010,153,753.18
2011,153,495.28
2012,153,919.5
2013,153,560.89
2014,153,487.68
2015,153,323.82
2016,153,435.5
2017,153,637.72
2018,153,601.19
2019,153,526.04
2020,153,297.46
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,61.59
2015,154,46.47
2016,154,18.87
2017,154,30.66
2018,154,71.97
2019,154,55.78
2020,154,38.91
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,36.57
2015,155,28.12
2016,155,21.28
2017,155,35.89
2018,155,23.66
2019,155,21.57
2020,155,17.41
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,867.68
2015,156,1283.3
2016,156,973.76
2017,156,1380.4
2018,156,1179.12
2019,156,1667.36
2020,156,1485.12
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,
2013,157,
2014,157,74.8
2015,157,66.23
2016,157,39.77
2017,157,41.51
2018,157,18.77
2019,157,18.77
2020,157,18.77
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,5.49
2016,158,4.44
2017,158,4.12
2018,158,1.46
2019,158,2.86
2020,158,0.26
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,22.54
2016,159,12.73
2017,159,11.41
2018,159,5.4
2019,159,15.35
2020,159,8.18
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,
2015,160,31.75
2016,160,43.57
2017,160,110.84
2018,160,33.84
2019,160,51.81
2020,160,43.39
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,
2015,161,32.63
2016,161,16.63
2017,161,21.21
2018,161,17.72
2019,161,18.27
2020,161,16.95
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,
2015,162,15.86
2016,162,5.94
2017,162,16.1
2018,162,9.25
2019,162,9.39
2020,162,5.87
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,6.35
2016,163,6.29
2017,163,5.19
2018,163,3.17
2019,163,3.65
2020,163,6.67
2008,164,165.17
2009,164,287.31
2010,164,184.77
2011,164,81.32
2012,164,96.33
2013,164,82.07
2014,164,43.16
2015,164,35.72
2016,164,25.9
2017,164,18.26
2018,164,14.38
2019,164,14.28
2020,164,16.78
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,25.8
2016,165,31.67
2017,165,31.67
2018,165,31.67
2019,165,31.67
2020,165,31.67
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,3024
2016,166,2641.2
2017,166,3720
2018,166,3579
2019,166,5238
2020,166,9534.78
2008,167,2282.4
2009,167,2080.31
2010,167,1497.82
2011,167,919.14
2012,167,941.49
2013,167,790.28
2014,167,793.13
2015,167,1696.58
2016,167,1635.72
2017,167,1905.8
2018,167,1608.14
2019,167,1363.73
2020,167,565.37
2008,168,343.11
2009,168,274.62
2010,168,178.52
2011,168,222.3
2012,168,222.3
2013,168,213.32
2014,168,157.09
2015,168,162.12
2016,168,108.95
2017,168,117.48
2018,168,102.84
2019,168,108.68
2020,168,83.53
2008,169,67049.56
2009,169,71295.25
2010,169,65447.48
2011,169,64125.7
2012,169,66650.88
2013,169,63561.81
2014,169,52731.98
2015,169,50151.71
2016,169,56220.79
2017,169,50151.71
2018,169,49962.72
2019,169,50318.87
2020,169,30820.61
2008,170,1279.22
2009,170,1455.1
2010,170,1570.84
2011,170,1319.81
2012,170,1146.19
2013,170,1464.87
2014,170,1391.21
2015,170,1874.49
2016,170,1533.26
2017,170,2314.93
2018,170,2480.28
2019,170,2889.15
2020,170,3517.49
2008,171,462.79
2009,171,796.57
2010,171,1061.83
2011,171,319.76
2012,171,130.45
2013,171,498.01
2014,171,551.78
2015,171,766.87
2016,171,788.26
2017,171,1319.27
2018,171,1054.94
2019,171,813.06
2020,171,598.78
2008,172,
2009,172,
2010,172,120
2011,172,120
2012,172,136
2013,172,151.4
2014,172,143.6
2015,172,139.2
2016,172,138.68
2017,172,142.8
2018,172,164
2019,172,160
2020,172,140.8
2008,173,5215.71
2009,173,10634.49
2010,173,16256.24
2011,173,14495.85
2012,173,12929.91
2013,173,6866.59
2014,173,3867.99
2015,173,3305.35
2016,173,5408.67
2017,173,3847.74
2018,173,3300.8
2019,173,4403.77
2020,173,2229.18
2008,174,5869.29
2009,174,8377.12
2010,174,10623.35
2011,174,10141.17
2012,174,14662.95
2013,174,18600.1
2014,174,21914.19
2015,174,29209.81
2016,174,24740.6
2017,174,24807.88
2018,174,25084.58
2019,174,23774.55
2020,174,23774.55
2008,175,917.17
2009,175,1587.71
2010,175,2262.03
2011,175,1929.92
2012,175,2927.79
2013,175,3715.98
2014,175,2203.88
2015,175,2236.02
2016,175,2045.18
2017,175,2015.4
2018,175,1366.1
2019,175,1364.11
2020,175,941.84
2008,176,68.68
2009,176,118.94
2010,176,168.95
2011,176,129.55
2012,176,82.83
2013,176,141.63
2014,176,140.9
2015,176,295.82
2016,176,204.45
2017,176,224.46
2018,176,270.2
2019,176,317.17
2020,176,253.73
2008,177,1131.42
2009,177,1250.03
2010,177,887.14
2011,177,561.96
2012,177,563.52
2013,177,684.31
2014,177,699.86
2015,177,1058.08
2016,177,572.85
2017,177,749.63
2018,177,304.05
2019,177,306.38
2020,177,205.81
2008,178,171.95
2009,178,165.53
2010,178,756.3
2011,178,277.52
2012,178,411.5
2013,178,1057.4
2014,178,674.13
2015,178,670.77
2016,178,498.77
2017,178,298.64
2018,178,192.99
2019,178,307.13
2020,178,219.74
2008,179,14.51
2009,179,19.5
2010,179,47.12
2011,179,45.15
2012,179,53.33
2013,179,60.01
2014,179,65.64
2015,179,64.82
2016,179,50.35
2017,179,66.08
2018,179,77.4
2019,179,141.13
2020,179,102.84
2008,180,71.5
2009,180,56.15
2010,180,52.71
2011,180,63.08
2012,180,59.59
2013,180,75.26
2014,180,234.69
2015,180,159.86
2016,180,119.17
2017,180,241.57
2018,180,251.77
2019,180,214.08
2020,180,118.53
2008,181,15.39
2009,181,12.71
2010,181,10.34
2011,181,8.55
2012,181,7.98
2013,181,11.3
2014,181,15.01
2015,181,36.29
2016,181,25.55
2017,181,25.63
2018,181,25.63
2019,181,25.63
2020,181,25.63
2008,182,63.4
2009,182,57.79
2010,182,41.46
2011,182,26.2
2012,182,34.65
2013,182,30.94
2014,182,24.73
2015,182,20.17
2016,182,11.58
2017,182,15.17
2018,182,5.92
2019,182,9.3
2020,182,9.3
2008,183,
2009,183,
2010,183,
2011,183,1714.41
2012,183,2802.34
2013,183,4656.53
2014,183,3437.25
2015,183,3671.18
2016,183,3785.96
2017,183,3738.7
2018,183,2979.98
2019,183,3164.81
2020,183,2677.01
2008,184,22.77
2009,184,12.47
2010,184,8.97
2011,184,4.5
2012,184,4.08
2013,184,4.11
2014,184,4.11
2015,184,4.11
2016,184,4.11
2017,184,4.11
2018,184,4.11
2019,184,4.11
2020,184,4.11
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,908.48
2013,185,1756.44
2014,185,1260.04
2015,185,1109.76
2016,185,1383.12
2017,185,1836.68
2018,185,2043.4
2019,185,2146.08
2020,185,2427.6
2008,186,26.89
2009,186,25.13
2010,186,34.99
2011,186,24.6
2012,186,32.26
2013,186,43.8
2014,186,46.46
2015,186,35.32
2016,186,34.92
2017,186,34.39
2018,186,25.01
2019,186,20.09
2020,186,13.64
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,
2013,187,86.83
2014,187,75.98
2015,187,57.9
2016,187,32.05
2017,187,25.88
2018,187,13.2
2019,187,15.76
2020,187,17.91
2008,188,
2009,188,
2010,188,
2011,188,
2012,188,
2013,188,3950
2014,188,2780
2015,188,3231.61
2016,188,4135.97
2017,188,6642.77
2018,188,7394.42
2019,188,10337.24
2020,188,12953.8
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,
2014,189,
2015,189,1457.34
2016,189,1085.06
2017,189,1260.98
2018,189,248.34
2019,189,455.36
2020,189,238.35
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,74.8
2016,190,39.38
2017,190,45.76
2018,190,43.12
2019,190,42.68
2020,190,30.58
2008,191,71.34
2009,191,63.03
2010,191,50.78
2011,191,14.76
2012,191,10.52
2013,191,24.89
2014,191,34.84
2015,191,29.81
2016,191,9.83
2017,191,11.16
2018,191,33.19
2019,191,39.6
2020,191,40.86
2008,192,83.69
2009,192,122.63
2010,192,37.51
2011,192,15.98
2012,192,89.82
2013,192,195.29
2014,192,341.71
2015,192,364
2016,192,317.83
2017,192,206.91
2018,192,100.11
2019,192,113.32
2020,192,38.37
2008,193,111.47
2009,193,182.82
2010,193,85.64
2011,193,100.34
2012,193,90.32
2013,193,167.77
2014,193,105.27
2015,193,154.08
2016,193,176.08
2017,193,217.29
2018,193,124.9
2019,193,171.01
2020,193,239.6
2008,194,805.88
2009,194,1087.45
2010,194,1475.38
2011,194,1167.96
2012,194,1445.05
2013,194,2187.45
2014,194,2687.26
2015,194,5037.82
2016,194,5629.64
2017,194,7750.17
2018,194,6334.39
2019,194,7856.83
2020,194,9479.64
2008,195,
2009,195,
2010,195,
2011,195,
2012,195,
2013,195,
2014,195,
2015,195,62.82
2016,195,47.05
2017,195,60.48
2018,195,56.19
2019,195,72.24
2020,195,72.24
2008,196,150.61
2009,196,147.57
2010,196,182.43
2011,196,147.84
2012,196,193.22
2013,196,529.62
2014,196,569.59
2015,196,1177.52
2016,196,1103.64
2017,196,1727.28
2018,196,1649.1
2019,196,2598.22
2020,196,3565.31
2008,197,186
2009,197,345
2010,197,264.25
2011,197,277.12
2012,197,315.37
2013,197,543.62
2014,197,468.75
2015,197,750
2016,197,823.75
2017,197,823.75
2018,197,823.75
2019,197,823.75
2020,197,823.75
2008,198,9.87
2009,198,34.55
2010,198,27.77
2011,198,20.75
2012,198,11.86
2013,198,35.41
2014,198,65.69
2015,198,69.67
2016,198,91.39
2017,198,134.02
2018,198,118.84
2019,198,169.97
2020,198,196.95
2008,199,44.18
2009,199,49.21
2010,199,37.27
2011,199,28.92
2012,199,37.18
2013,199,41.22
2014,199,33.46
2015,199,37
2016,199,33.03
2017,199,38.06
2018,199,38.43
2019,199,38.43
2020,199,38.43
2008,200,430.96
2009,200,308.45
2010,200,149.66
2011,200,63.1
2012,200,71.67
2013,200,79.67
2014,200,97.54
2015,200,181.48
2016,200,143.11
2017,200,112.29
2018,200,55.75
2019,200,43.4
2020,200,148.29
2008,201,109.74
2009,201,95.72
2010,201,78.46
2011,201,34.49
2012,201,48.31
2013,201,56.78
2014,201,43.33
2015,201,35.9
2016,201,50.71
2017,201,66.42
2018,201,72.8
2019,201,72.8
2020,201,72.8
2008,202,15.21
2009,202,17.44
2010,202,14.06
2011,202,23.23
2012,202,36.33
2013,202,107.24
2014,202,92.34
2015,202,105.74
2016,202,97.55
2017,202,125.32
2018,202,106.39
2019,202,125.64
2020,202,102.49
2008,203,23.84
2009,203,24.86
2010,203,27.44
2011,203,20.05
2012,203,20.65
2013,203,19.76
2014,203,16.07
2015,203,17.71
2016,203,62.49
2017,203,174.93
2018,203,148.7
2019,203,167.91
2020,203,131.15
2008,204,21.28
2009,204,13.96
2010,204,12.14
2011,204,24.69
2012,204,21.58
2013,204,29.32
2014,204,19.17
2015,204,19.78
2016,204,14.87
2017,204,14.5
2018,204,10.15
2019,204,7.78
2020,204,13.36
2008,205,43.58
2009,205,62.12
2010,205,49.39
2011,205,34.3
2012,205,32.27
2013,205,42.99
2014,205,37.07
2015,205,39.59
2016,205,35.83
2017,205,78.09
2018,205,42.75
2019,205,43.12
2020,205,41.51
2008,206,25.55
2009,206,23.82
2010,206,27.44
2011,206,22.95
2012,206,19.25
2013,206,27.44
2014,206,35.01
2015,206,51.4
2016,206,61.77
2017,206,61.77
2018,206,61.77
2019,206,61.77
2020,206,61.77
2008,207,17.02
2009,207,13.23
2010,207,13.47
2011,207,10.47
2012,207,8.15
2013,207,13.92
2014,207,18.7
2015,207,22.44
2016,207,27.59
2017,207,28.05
2018,207,35.72
2019,207,35.72
2020,207,35.72
2008,208,
2009,208,65.19
2010,208,29.27
2011,208,3.85
2012,208,4.15
2013,208,27.45
2014,208,33.75
2015,208,37.61
2016,208,70.36
2017,208,53.73
2018,208,23.67
2019,208,25.58
2020,208,20.21
2008,209,
2009,209,
2010,209,
2011,209,48
2012,209,50
2013,209,165.53
2014,209,203.31
2015,209,244.47
2016,209,274.1
2017,209,396.97
2018,209,359.47
2019,209,738.32
2020,209,1595.94
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,9.98
2013,210,9.8
2014,210,6.37
2015,210,13.19
2016,210,4.46
2017,210,8.14
2018,210,6.42
2019,210,4.47
2020,210,4.25
2008,211,
2009,211,
2010,211,
2011,211,
2012,211,28.2
2013,211,31.12
2014,211,32.41
2015,211,10.34
2016,211,9.14
2017,211,10.1
2018,211,25.72
2019,211,27.01
2020,211,18.4
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,
2014,212,41.42
2015,212,52.38
2016,212,52.3
2017,212,51.12
2018,212,41.78
2019,212,122.2
2020,212,131.51
2008,213,
2009,213,
2010,213,
2011,213,
2012,213,
2013,213,20.03
2014,213,16.67
2015,213,19.09
2016,213,16.5
2017,213,50.16
2018,213,50.16
2019,213,50.16
2020,213,50.16
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,22.69
2015,214,24.08
2016,214,19.72
2017,214,35.74
2018,214,34.64
2019,214,70.81
2020,214,65.57
2008,215,
2009,215,
2010,215,
2011,215,
2012,215,
2013,215,
2014,215,12.44
2015,215,9.11
2016,215,10.03
2017,215,12.65
2018,215,12.65
2019,215,12.65
2020,215,12.65
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,17.65
2015,216,15.96
2016,216,15.91
2017,216,15.22
2018,216,15.01
2019,216,22.53
2020,216,17.08
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,
2014,217,
2015,217,69.75
2016,217,78.12
2017,217,93.38
2018,217,70.72
2019,217,115.96
2020,217,190.14
2008,218,179.13
2009,218,189.66
2010,218,184.29
2011,218,150.38
2012,218,165.22
2013,218,284.5
2014,218,266.16
2015,218,166.71
2016,218,101.33
2017,218,134.49
2018,218,239.49
2019,218,394.11
2020,218,204.25
2008,219,10.75
2009,219,13.84
2010,219,11.09
2011,219,4.77
2012,219,4.6
2013,219,7.12
2014,219,6.93
2015,219,7.08
2016,219,6.54
2017,219,8.34
2018,219,6.95
2019,219,8.54
2020,219,8.6
2008,220,61.2
2009,220,50.49
2010,220,45.22
2011,220,45.73
2012,220,22.59
2013,220,16.83
2014,220,15.89
2015,220,9.55
2016,220,5.03
2017,220,11.21
2018,220,6.09
2019,220,7.96
2020,220,6.12
2008,221,63.18
2009,221,84.56
2010,221,96.07
2011,221,59.29
2012,221,87.77
2013,221,109.13
2014,221,113.2
2015,221,116.66
2016,221,113.81
2017,221,213.12
2018,221,99.25
2019,221,95.11
2020,221,67.44
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,10.76
2014,222,11.46
2015,222,10.06
2016,222,2.86
2017,222,5.75
2018,222,4.88
2019,222,4.31
2020,222,3.72
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,33.53
2014,223,32.72
2015,223,88.88
2016,223,70.38
2017,223,77.98
2018,223,105.72
2019,223,105.72
2020,223,105.72
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,4.32
2013,224,4.32
2014,224,4.32
2015,224,4.32
2016,224,1.05
2017,224,2.36
2018,224,3.66
2019,224,1.16
2020,224,1.49
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,6.65
2013,225,5.56
2014,225,9.23
2015,225,8.38
2016,225,7.38
2017,225,12.34
2018,225,7.62
2019,225,0
2020,225,0
2008,226,53.77
2009,226,43.57
2010,226,31.94
2011,226,29.02
2012,226,23.01
2013,226,45.45
2014,226,36.06
2015,226,41.72
2016,226,35.32
2017,226,37.19
2018,226,31.05
2019,226,43.85
2020,226,63.59
2008,227,
2009,227,
2010,227,
2011,227,
2012,227,
2013,227,
2014,227,852.15
2015,227,1501.5
2016,227,1538.55
2017,227,2067
2018,227,1397.19
2019,227,1697.91
2020,227,1454.8
2008,228,26.31
2009,228,37.44
2010,228,28.41
2011,228,17.07
2012,228,14.87
2013,228,14.64
2014,228,40.06
2015,228,188.59
2016,228,128.68
2017,228,147.22
2018,228,102.85
2019,228,134.12
2020,228,98.64
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,
2013,229,
2014,229,
2015,229,38.53
2016,229,25.96
2017,229,41.82
2018,229,44.09
2019,229,67.41
2020,229,67.41
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,
2013,230,
2014,230,
2015,230,100.1
2016,230,84.33
2017,230,176.61
2018,230,109.7
2019,230,119.29
2020,230,96.81
2008,231,21.64
2009,231,15.9
2010,231,12.46
2011,231,9.33
2012,231,9.6
2013,231,11.78
2014,231,11.66
2015,231,12.73
2016,231,12.73
2017,231,9.69
2018,231,2.85
2019,231,4.9
2020,231,6.88
2008,232,171.76
2009,232,476.09
2010,232,289.8
2011,232,137.19
2012,232,176.6
2013,232,281.41
2014,232,300.28
2015,232,445.96
2016,232,371.02
2017,232,215.7
2018,232,185.51
2019,232,271.45
2020,232,549.07
2008,233,138.48
2009,233,180.88
2010,233,170.7
2011,233,212.53
2012,233,584.47
2013,233,945.38
2014,233,1169.21
2015,233,1683.02
2016,233,1447.03
2017,233,1512.04
2018,233,1608.13
2019,233,1608.13
2020,233,1608.13
2008,234,89.5
2009,234,101.13
2010,234,66.95
2011,234,46.53
2012,234,38.89
2013,234,64.6
2014,234,57.25
2015,234,57.18
2016,234,53.81
2017,234,48.05
2018,234,115.25
2019,234,299.4
2020,234,183.08
2008,235,48.24
2009,235,52.79
2010,235,58.29
2011,235,27.2
2012,235,16.44
2013,235,13.66
2014,235,7.38
2015,235,4.35
2016,235,3.84
2017,235,3.63
2018,235,2.01
2019,235,2.52
2020,235,3.96
2008,236,11.08
2009,236,16.86
2010,236,20.4
2011,236,9.83
2012,236,9.12
2013,236,13.33
2014,236,11.04
2015,236,6.39
2016,236,5.24
2017,236,5.24
2018,236,5.24
2019,236,5.24
2020,236,5.24
2008,237,153.58
2009,237,180.29
2010,237,192.79
2011,237,305.05
2012,237,213.65
2013,237,226.24
2014,237,221.71
2015,237,262.02
2016,237,303.34
2017,237,770.44
2018,237,1070.25
2019,237,1648.92
2020,237,1083.62
2008,238,80.18
2009,238,111.92
2010,238,139.81
2011,238,70.77
2012,238,66.09
2013,238,150.41
2014,238,216.68
2015,238,194.33
2016,238,164.91
2017,238,242.72
2018,238,309.41
2019,238,427.64
2020,238,192.12
2008,239,121.77
2009,239,144.26
2010,239,126.74
2011,239,72.07
2012,239,87.94
2013,239,209.62
2014,239,242.46
2015,239,210.06
2016,239,214.93
2017,239,293.12
2018,239,215.71
2019,239,303.13
2020,239,247.89
2008,240,21.88
2009,240,22.73
2010,240,49.52
2011,240,31.57
2012,240,30.62
2013,240,33.6
2014,240,33.53
2015,240,34.89
2016,240,39.02
2017,240,79.19
2018,240,82.24
2019,240,102.69
2020,240,76.41
2008,241,33.25
2009,241,43.2
2010,241,36.74
2011,241,30.82
2012,241,17.73
2013,241,17.14
2014,241,24.01
2015,241,42.99
2016,241,45.29
2017,241,94.92
2018,241,84.08
2019,241,62.34
2020,241,45.19
2008,242,1366.13
2009,242,2243.81
2010,242,2689.01
2011,242,1918.18
2012,242,2209.46
2013,242,1562.02
2014,242,1590
2015,242,2243.81
2016,242,2184.02
2017,242,2925.6
2018,242,1872.38
2019,242,2373.55
2020,242,1391.57
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,251.17
2009,244,351.64
2010,244,316.01
2011,244,231.31
2012,244,62.5
2013,244,161.57
2014,244,147.32
2015,244,104.27
2016,244,247.97
2017,244,250.61
2018,244,411.71
2019,244,411.71
2020,244,411.71
2008,245,
2009,245,
2010,245,
2011,245,
2012,245,
2013,245,
2014,245,
2015,245,312.52
2016,245,176.93
2017,245,182.39
2018,245,115.65
2019,245,148.62
2020,245,136.39
2008,246,
2009,246,
2010,246,
2011,246,
2012,246,
2013,246,
2014,246,
2015,246,9273.37
2016,246,8235.02
2017,246,8195.83
2018,246,9121.86
2019,246,13217.82
2020,246,10866.82
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,408.71
2009,249,386.94
2010,249,348.92
2011,249,407.79
2012,249,410.86
2013,249,389.4
2014,249,497.02
2015,249,433.55
2016,249,367.32
2017,249,413.62
2018,249,382.65
2019,249,389.25
2020,249,302.87
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,110.81
2018,250,162
2019,250,142.5
