Date,Id,total assets
2009,137,14047
2010,137,17598
2011,137,20085
2012,137,22745
2013,137,22801
2014,137,30670
2015,137,27608
2016,137,31095
2017,137,42699
2018,137,44835
2019,137,51669
2020,137,52202
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,70794
2009,139,25813
2010,139,33455
2011,139,32272
2012,139,40340
2013,139,30266
2014,139,37652
2015,139,49174
2016,139,69727
2017,139,98500
2018,139,68552
2019,139,73207
2020,139,89605
2008,140,201917
2009,140,173218
2010,140,170439
2011,140,160486
2012,140,153678
2013,140,135541
2014,140,85703
2015,140,60053
2016,140,23464
2017,140,13742
2018,140,9899
2019,140,
2020,140,
2008,141,1088746
2009,141,1032433
2010,141,978022
2011,141,920083
2012,141,850891
2013,141,797646
2014,141,726495
2015,141,696423
2016,141,580871
2017,141,532173
2018,141,492791
2019,141,484558
2020,141,396766
2008,142,174634
2009,142,172291
2010,142,184615
2011,142,188711
2012,142,180476
2013,142,297406
2014,142,308398
2015,142,281619
2016,142,1434400
2017,142,1668900
2018,142,1545000
2019,142,1721500
2020,142,1666900
2008,143,388338
2009,143,361560
2010,143,343275
2011,143,321796
2012,143,300714
2013,143,282651
2014,143,269807
2015,143,213760
2016,143,196047
2017,143,181664
2018,143,172345
2019,143,204409
2020,143,
2008,144,713092
2009,144,616505
2010,144,557782
2011,144,508315
2012,144,437571
2013,144,386553
2014,144,319587
2015,144,314722
2016,144,232770
2017,144,226923
2018,144,192812
2019,144,189742
2020,144,251780
2008,145,108187
2009,145,96942
2010,145,93721
2011,145,86454
2012,145,90087
2013,145,86923
2014,145,80202
2015,145,55552
2016,145,52031
2017,145,36811
2018,145,35786
2019,145,37933
2020,145,48772
2008,146,195130
2009,146,193081
2010,146,219849
2011,146,228079
2012,146,226910
2013,146,224828
2014,146,232960
2015,146,194890
2016,146,180743
2017,146,170417
2018,146,207485
2019,146,229261
2020,146,198416
2008,147,2190155
2009,147,1875883
2010,147,1838685
2011,147,1864512
2012,147,1678084
2013,147,1398684
2014,147,1220179
2015,147,1131425
2016,147,1341056
2017,147,1272009
2018,147,1048969
2019,147,879536
2020,147,822005
2008,148,301924
2009,148,263701
2010,148,255527
2011,148,240284
2012,148,230943
2013,148,217926
2014,148,209356
2015,148,163528
2016,148,153475
2017,148,143483
2018,148,137695
2019,148,140949
2020,148,
2008,149,1364298
2009,149,1346624
2010,149,1349595
2011,149,1342231
2012,149,1286179
2013,149,1258059
2014,149,1071745
2015,149,1069172
2016,149,1060742
2017,149,1164162
2018,149,1076683
2019,149,851723
2020,149,
2008,150,5902100
2009,150,5807100
2010,150,6809600
2011,150,7213500
2012,150,6654600
2013,150,5984300
2014,150,7107500
2015,150,6687000
2016,150,6016600
2017,150,5268100
2018,150,4732000
2019,150,5271100
2020,150,5481300
2008,151,
2009,151,
2010,151,
2011,151,12194
2012,151,16389
2013,151,25536
2014,151,50475
2015,151,54650
2016,151,94584
2017,151,97870
2018,151,109372
2019,151,111743
2020,151,127039
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,4871
2015,152,2622
2016,152,1552
2017,152,3027
2018,152,4055
2019,152,8319
2020,152,10142
2008,153,3637700
2009,153,3316000
2010,153,3235800
2011,153,2707700
2012,153,1825600
2013,153,1470500
2014,153,1372000
2015,153,1238500
2016,153,913600
2017,153,846000
2018,153,786200
2019,153,954000
2020,153,912700
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,7377
2014,154,26755
2015,154,30755
2016,154,32572
2017,154,33364
2018,154,36318
2019,154,56648
2020,154,58463
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,95432
2015,155,92212
2016,155,88036
2017,155,91222
2018,155,88197
2019,155,94239
2020,155,88765
2008,156,
2009,156,
2010,156,366603
2011,156,418470
2012,156,392249
2013,156,324074
2014,156,329669
2015,156,382366
2016,156,361988
2017,156,334540
2018,156,290651
2019,156,340642
2020,156,323800
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,6725
2013,157,6090
2014,157,28650
2015,157,35236
2016,157,58647
2017,157,44251
2018,157,25979
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,5796
2016,158,4494
2017,158,4690
2018,158,4596
2019,158,4052
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,5050
2016,159,4890
2017,159,
2018,159,2848
2019,159,3120
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,8748
2012,160,9477
2013,160,9535
2014,160,8204
2015,160,24139
2016,160,45554
2017,160,76461
2018,160,67098
2019,160,50345
2020,160,37601
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,13268
2015,161,32549
2016,161,37134
2017,161,35987
2018,161,34779
2019,161,40705
2020,161,41866
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,26576
2015,162,30098
2016,162,31663
2017,162,31907
2018,162,31126
2019,162,34090
2020,162,31555
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,456
2015,163,2298
2016,163,2616
2017,163,3414
2018,163,4145
2019,163,5823
2020,163,9228
2008,164,83738
2009,164,98019
2010,164,99189
2011,164,96475
2012,164,93814
2013,164,85046
2014,164,63636
2015,164,34799
2016,164,28147
2017,164,13458
2018,164,11500
2019,164,9920
2020,164,19646
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,1724644
2016,166,1772743
2017,166,1808060
2018,166,1929886
2019,166,2590484
2020,166,9085427
2008,167,3177305
2009,167,3378732
2010,167,3825935
2011,167,4120350
2012,167,3853492
2013,167,3607971
2014,167,3653497
2015,167,3195862
2016,167,2854609
2017,167,3141192
2018,167,2922714
2019,167,3532168
2020,167,3248344
2008,168,437204
2009,168,405769
2010,168,890537
2011,168,704141
2012,168,650134
2013,168,571015
2014,168,555202
2015,168,519225
2016,168,504948
2017,168,503309
2018,168,497546
2019,168,516556
2020,168,421263
2008,169,113678000
2009,169,113971000
2010,169,126996000
2011,169,137431000
2012,169,134728000
2013,169,133426000
2014,169,140976000
2015,169,130443000
2016,169,120755000
2017,169,110850000
2018,169,114442000
2019,169,119080000
2020,169,105539000
2008,170,5305176
2009,170,5738997
2010,170,5084302
2011,170,4611012
2012,170,4552188
2013,170,5015204
2014,170,4010783
2015,170,4603662
2016,170,4371560
2017,170,4528384
2018,170,4569883
2019,170,4560554
2020,170,4473424
2008,171,2324741
2009,171,2247914
2010,171,2811964
2011,171,2579689
2012,171,2150997
2013,171,1771230
2014,171,1936292
2015,171,2087657
2016,171,2980875
2017,171,3361041
2018,171,3705182
2019,171,4803321
2020,171,4894955
2008,172,340842
2009,172,339333
2010,172,339895
2011,172,368256
2012,172,381917
2013,172,405671
2014,172,358652
2015,172,348349
2016,172,377583
2017,172,363069
2018,172,388007
2019,172,407218
2020,172,359697
2008,173,13899000
2009,173,14000000
2010,173,14938000
2011,173,15752000
2012,173,17107000
2013,173,16911000
2014,173,17297000
2015,173,15859000
2016,173,13984000
2017,173,12322000
2018,173,11427000
2019,173,12712000
2020,173,11022000
2008,174,7221778
2009,174,7038619
2010,174,7629280
2011,174,8266417
2012,174,8272498
2013,174,7910282
2014,174,9406098
2015,174,9474715
2016,174,10166418
2017,174,9912416
2018,174,10360565
2019,174,
2020,174,
2008,175,791307
2009,175,824889
2010,175,883669
2011,175,1004772
2012,175,1027516
2013,175,1057236
2014,175,1092125
2015,175,1167728
2016,175,1549815
2017,175,1534123
2018,175,1560772
2019,175,1953885
2020,175,1959589
2008,176,179589
2009,176,188968
2010,176,221432
2011,176,209837
2012,176,205629
2013,176,202199
2014,176,198349
2015,176,205172
2016,176,213190
2017,176,219536
2018,176,235513
2019,176,292906
2020,176,318608
2008,177,631268
2009,177,581265
2010,177,594045
2011,177,623721
2012,177,612198
2013,177,612004
2014,177,662176
2015,177,658220
2016,177,678506
2017,177,633598
2018,177,655318
2019,177,895467
2020,177,814554
2008,178,1763936
2009,178,1348906
2010,178,1435604
2011,178,1439878
2012,178,1414330
2013,178,1388469
2014,178,1505407
2015,178,1497208
2016,178,1430276
2017,178,1091383
2018,178,1126480
2019,178,787615
2020,178,875837
2008,179,73635
2009,179,54740
2010,179,85340
2011,179,91277
2012,179,103736
2013,179,98335
2014,179,94039
2015,179,93184
2016,179,99271
2017,179,106313
2018,179,125216
2019,179,136450
2020,179,138711
2008,180,417343
2009,180,379010
2010,180,370782
2011,180,379042
2012,180,361048
2013,180,353135
2014,180,360490
2015,180,366483
2016,180,360464
2017,180,371944
2018,180,388801
2019,180,487646
2020,180,467300
2008,181,56711
2009,181,45892
2010,181,43994
2011,181,43130
2012,181,42672
2013,181,43161
2014,181,53307
2015,181,53687
2016,181,56995
2017,181,54978
2018,181,47048
2019,181,50125
2020,181,54068
2008,182,306244
2009,182,261017
2010,182,288024
2011,182,222511
2012,182,197758
2013,182,168502
2014,182,156898
2015,182,152644
2016,182,129802
2017,182,121046
2018,182,
2019,182,
2020,182,
2008,183,528625
2009,183,475600
2010,183,564546
2011,183,605752
2012,183,694883
2013,183,755970
2014,183,904123
2015,183,1016283
2016,183,1084964
2017,183,1103004
2018,183,1110262
2019,183,1747142
2020,183,1594301
2008,184,294652
2009,184,259872
2010,184,241175
2011,184,235907
2012,184,217932
2013,184,203314
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,138664
2010,185,155946
2011,185,181678
2012,185,242582
2013,185,282597
2014,185,354827
2015,185,395425
2016,185,414185
2017,185,434331
2018,185,478978
2019,185,971491
2020,185,1044362
2008,186,109618
2009,186,101225
2010,186,129015
2011,186,126693
2012,186,127427
2013,186,125229
2014,186,126607
2015,186,129196
2016,186,133659
2017,186,133618
2018,186,115808
2019,186,116632
2020,186,98554
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,15447
2013,187,33504
2014,187,47635
2015,187,50499
2016,187,44097
2017,187,36299
2018,187,32424
2019,187,20373
2020,187,23079
2008,188,
2009,188,
2010,188,764111
2011,188,808225
2012,188,814743
2013,188,800492
2014,188,881176
2015,188,946094
2016,188,1077117
2017,188,1301056
2018,188,1533745
2019,188,2436289
2020,188,2605780
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,1852134
2014,189,1761812
2015,189,1903999
2016,189,1901766
2017,189,1936204
2018,189,1990907
2019,189,1956722
2020,189,2624053
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,30226
2017,190,31045
2018,190,32379
2019,190,32700
2020,190,37668
2008,191,84119
2009,191,70192
2010,191,64792
2011,191,63372
2012,191,57830
2013,191,64994
2014,191,57023
2015,191,49416
2016,191,24839
2017,191,20950
2018,191,29288
2019,191,27349
2020,191,31173
2008,192,60540
2009,192,41678
2010,192,19132
2011,192,13566
2012,192,44647
2013,192,31618
2014,192,37074
2015,192,44380
2016,192,56591
2017,192,73024
2018,192,59731
2019,192,60288
2020,192,51198
2008,193,51698
2009,193,34999
2010,193,73940
2011,193,54467
2012,193,35651
2013,193,25527
2014,193,29583
2015,193,56885
2016,193,46901
2017,193,43084
2018,193,40694
2019,193,47366
2020,193,
2008,194,793297
2009,194,801686
2010,194,880853
2011,194,954970
2012,194,1064051
2013,194,1258606
2014,194,1342204
2015,194,1438386
2016,194,1523512
2017,194,1987245
2018,194,2082165
2019,194,2737417
2020,194,2636570
2008,195,
2009,195,
2010,195,
2011,195,23522
2012,195,24385
2013,195,24221
2014,195,22942
2015,195,26566
2016,195,30204
2017,195,37631
2018,195,47099
2019,195,
2020,195,
2008,196,296114
2009,196,303047
2010,196,353478
2011,196,414182
2012,196,464222
2013,196,535534
2014,196,601660
2015,196,683406
2016,196,754109
2017,196,846493
2018,196,1048805
2019,196,1274386
2020,196,1453647
2008,197,786817
2009,197,775329
2010,197,783168
2011,197,890551
2012,197,915122
2013,197,998676
2014,197,970210
2015,197,1014330
2016,197,1158724
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,106321
2009,198,101944
2010,198,105110
2011,198,114321
2012,198,107514
2013,198,106462
2014,198,106206
2015,198,117746
2016,198,137238
2017,198,133229
2018,198,151047
2019,198,165937
2020,198,200636
2008,199,88932
2009,199,83837
2010,199,80501
2011,199,85433
2012,199,84297
2013,199,85718
2014,199,92703
2015,199,89727
2016,199,82937
2017,199,91013
2018,199,95195
2019,199,98596
2020,199,108603
2008,200,1195310
2009,200,428606
2010,200,366942
2011,200,307097
2012,200,253954
2013,200,222733
2014,200,207938
2015,200,290458
2016,200,290509
2017,200,300435
2018,200,346097
2019,200,181232
2020,200,151400
2008,201,188889
2009,201,183713
2010,201,177307
2011,201,112563
2012,201,108429
2013,201,105449
2014,201,107922
2015,201,111452
2016,201,110242
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,50862
2009,202,44603
2010,202,42228
2011,202,39623
2012,202,58091
2013,202,51532
2014,202,51356
2015,202,55141
2016,202,60140
2017,202,117627
2018,202,156189
2019,202,159619
2020,202,171376
2008,203,132530
2009,203,117350
2010,203,112664
2011,203,57225
2012,203,64072
2013,203,58657
2014,203,64358
2015,203,53330
2016,203,58131
2017,203,70636
2018,203,64900
2019,203,74195
2020,203,103307
2008,204,31881
2009,204,23365
2010,204,
2011,204,16821
2012,204,14126
2013,204,14599
2014,204,17587
2015,204,29730
2016,204,30552
2017,204,25479
2018,204,18991
2019,204,11991
2020,204,10815
2008,205,148077
2009,205,158902
2010,205,173176
2011,205,196842
2012,205,185785
2013,205,183357
2014,205,191838
2015,205,176969
2016,205,203285
2017,205,579461
2018,205,598921
2019,205,
2020,205,
2008,206,62821
2009,206,71863
2010,206,66118
2011,206,109216
2012,206,109575
2013,206,101485
2014,206,107546
2015,206,115235
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,19104
2009,207,23572
2010,207,27875
2011,207,35213
2012,207,33875
2013,207,41406
2014,207,58785
2015,207,64499
2016,207,53502
2017,207,77538
2018,207,
2019,207,
2020,207,
2008,208,3502
2009,208,10110
2010,208,6550
2011,208,4591
2012,208,4498
2013,208,6551
2014,208,7913
2015,208,10740
2016,208,12768
2017,208,12861
2018,208,13270
2019,208,12515
2020,208,9563
2008,209,
2009,209,
2010,209,7
2011,209,51178
2012,209,52512
2013,209,461392
2014,209,472021
2015,209,506560
2016,209,613019
2017,209,685191
2018,209,798688
2019,209,881557
2020,209,1088565
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,11307
2015,210,15477
2016,210,12882
2017,210,11551
2018,210,11019
2019,210,9890
2020,210,7915
2008,211,
2009,211,10158
2010,211,14412
2011,211,17589
2012,211,17749
2013,211,23137
2014,211,25120
2015,211,21074
2016,211,25895
2017,211,30306
2018,211,42742
2019,211,44679
2020,211,37473
2008,212,
2009,212,
2010,212,15857
2011,212,16005
2012,212,19444
2013,212,25388
2014,212,38401
2015,212,62889
2016,212,57390
2017,212,56498
2018,212,54659
2019,212,66203
2020,212,98220
2008,213,
2009,213,
2010,213,36212
2011,213,38822
2012,213,43131
2013,213,46452
2014,213,48255
2015,213,46257
2016,213,53616
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,4513
2014,214,8755
2015,214,19342
2016,214,24625
2017,214,31332
2018,214,41800
2019,214,52631
2020,214,53402
2008,215,
2009,215,
2010,215,
2011,215,5475
2012,215,5891
2013,215,7183
2014,215,9718
2015,215,10511
2016,215,13643
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,21071
2018,216,22577
2019,216,25886
2020,216,28243
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,39500
2014,217,
2015,217,44803
2016,217,45533
2017,217,48456
2018,217,71593
2019,217,71677
2020,217,143912
2008,218,322425
2009,218,304027
2010,218,292644
2011,218,303194
2012,218,288119
2013,218,282130
2014,218,266181
2015,218,301035
2016,218,241873
2017,218,221054
2018,218,224197
2019,218,731497
2020,218,649680
2008,219,38077
2009,219,34115
2010,219,34385
2011,219,33201
2012,219,26439
2013,219,27649
2014,219,26159
2015,219,28031
2016,219,30531
2017,219,34804
2018,219,38281
2019,219,42892
2020,219,51539
2008,220,127612
2009,220,244050
2010,220,293698
2011,220,327654
2012,220,361397
2013,220,331378
2014,220,299952
2015,220,234156
2016,220,233367
2017,220,237076
2018,220,226388
2019,220,253378
2020,220,
2008,221,222819
2009,221,231689
2010,221,265891
2011,221,269129
2012,221,302046
2013,221,303580
2014,221,296211
2015,221,304650
2016,221,339798
2017,221,347139
2018,221,351779
2019,221,400096
2020,221,371006
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,2694
2015,222,3090
2016,222,2263
2017,222,2360
2018,222,2473
2019,222,2503
2020,222,2465
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,36425
2015,223,144110
2016,223,133463
2017,223,113773
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,2421
2011,225,3848
2012,225,8005
2013,225,12866
2014,225,24300
2015,225,34488
2016,225,38191
2017,225,64403
2018,225,71112
2019,225,200
2020,225,148
2008,226,169066
2009,226,161302
2010,226,147327
2011,226,145127
2012,226,137931
2013,226,134947
2014,226,126287
2015,226,111676
2016,226,104239
2017,226,93032
2018,226,91369
2019,226,106249
2020,226,129683
2008,227,
2009,227,
2010,227,
2011,227,735050
2012,227,718303
2013,227,1459049
2014,227,1434082
2015,227,1416476
2016,227,1410308
2017,227,1459464
2018,227,1510438
2019,227,1584809
2020,227,1509452
2008,228,85728
2009,228,82691
2010,228,65018
2011,228,58402
2012,228,53123
2013,228,48727
2014,228,47316
2015,228,466072
2016,228,441056
2017,228,454191
2018,228,383009
2019,228,375173
2020,228,390006
2008,229,
2009,229,
2010,229,
2011,229,29187
2012,229,27627
2013,229,29659
2014,229,40375
2015,229,57818
2016,229,73977
2017,229,80623
2018,229,116654
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,181893
2013,230,184429
2014,230,169587
2015,230,191410
2016,230,196057
2017,230,211985
2018,230,208543
2019,230,222894
2020,230,225610
2008,231,58609
2009,231,64094
2010,231,68797
2011,231,78632
2012,231,86757
2013,231,72843
2014,231,75526
2015,231,84899
2016,231,74016
2017,231,37601
2018,231,37594
2019,231,37083
2020,231,35115
2008,232,876859
2009,232,827469
2010,232,756027
2011,232,706182
2012,232,676386
2013,232,727901
2014,232,857444
2015,232,953468
2016,232,1156672
2017,232,1235534
2018,232,1400689
2019,232,1687973
2020,232,1810850
2008,233,327452
2009,233,309523
2010,233,267034
2011,233,236312
2012,233,864808
2013,233,900400
2014,233,935782
2015,233,970426
2016,233,1009289
2017,233,968112
2018,233,998992
2019,233,2472325
2020,233,
2008,234,212705
2009,234,192537
2010,234,209088
2011,234,204694
2012,234,179378
2013,234,154080
2014,234,142457
2015,234,144102
2016,234,140505
2017,234,125959
2018,234,140522
2019,234,162528
2020,234,172240
2008,235,260792
2009,235,228047
2010,235,210880
2011,235,161870
2012,235,70708
2013,235,41914
2014,235,23806
2015,235,13414
2016,235,8010
2017,235,3929
2018,235,3019
2019,235,2709
2020,235,
2008,236,109142
2009,236,61004
2010,236,32649
2011,236,39741
2012,236,42570
2013,236,37796
2014,236,40484
2015,236,21075
2016,236,9055
2017,236,4940
2018,236,7963
2019,236,7818
2020,236,8291
2008,237,244992
2009,237,277062
2010,237,287998
2011,237,331427
2012,237,423547
2013,237,438436
2014,237,490376
2015,237,468999
2016,237,570885
2017,237,833873
2018,237,758008
2019,237,931657
2020,237,1165584
2008,238,165524
2009,238,154768
2010,238,120972
2011,238,102560
2012,238,188397
2013,238,173966
2014,238,214996
2015,238,298490
2016,238,343906
2017,238,436074
2018,238,476672
2019,238,442914
2020,238,465968
2008,239,551711
2009,239,620198
2010,239,563117
2011,239,591804
2012,239,594575
2013,239,604979
2014,239,622838
2015,239,730086
2016,239,711527
2017,239,814542
2018,239,916752
2019,239,1064070
2020,239,1121696
2008,240,122849
2009,240,135551
2010,240,149358
2011,240,159829
2012,240,170694
2013,240,151353
2014,240,156434
2015,240,158153
2016,240,148455
2017,240,184973
2018,240,233233
2019,240,232125
2020,240,263674
2008,241,170728
2009,241,164913
2010,241,159010
2011,241,148794
2012,241,134069
2013,241,125314
2014,241,115387
2015,241,126013
2016,241,122319
2017,241,111182
2018,241,110175
2019,241,103822
2020,241,96147
2008,242,4225814
2009,242,4105843
2010,242,3847363
2011,242,3894878
2012,242,3844035
2013,242,2161421
2014,242,2295074
2015,242,2356076
2016,242,2377899
2017,242,2311087
2018,242,2585577
2019,242,5229592
2020,242,4799609
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,806659
2009,244,843750
2010,244,773802
2011,244,735627
2012,244,693548
2013,244,693464
2014,244,655660
2015,244,951122
2016,244,858453
2017,244,895415
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,307721
2012,245,1049823
2013,245,2002050
2014,245,2078542
2015,245,2407854
2016,245,1991869
2017,245,2302506
2018,245,3137086
2019,245,3721606
2020,245,3661120
2008,246,82873475
2009,246,90296997
2010,246,94965284
2011,246,97305514
2012,246,119664653
2013,246,133252583
2014,246,158257158
2015,246,175213000
2016,246,192340000
2017,246,201730000
2018,246,207444000
2019,246,236994000
2020,246,271180000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,846714
2009,249,944839
2010,249,900904
2011,249,1029186
2012,249,1124775
2013,249,985647
2014,249,898498
2015,249,728292
2016,249,698864
2017,249,629557
2018,249,555913
2019,249,590172
2020,249,518624
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,244257
2018,250,296367
2019,250,286949
2020,250,284742
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,72787
2014,253,76390
2015,253,114955
2016,253,206576
2017,253,254781
2018,253,286307
2019,253,337407
2020,253,407292
2008,254,38324
2009,254,44774
2010,254,44770
2011,254,62134
2012,254,52409
2013,254,55484
2014,254,64870
2015,254,148211
2016,254,158519
2017,254,194640
2018,254,280277
2019,254,328669
2020,254,526460
2008,255,11497
2009,255,7484
2010,255,9523
2011,255,1547
2012,255,46
2013,255,4016
2014,255,8230
2015,255,8329
2016,255,12761
2017,255,15144
2018,255,20446
2019,255,25859
2020,255,29672
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,302038
2014,257,299395
2015,257,352053
2016,257,457555
2017,257,500789
2018,257,604771
2019,257,638587
2020,257,683989
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,21400
2017,258,43067
2018,258,54231
2019,258,71794
2020,258,151092
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,1964038
2014,262,1953266
2015,262,1983263
2016,262,1982096
2017,262,1978669
2018,262,2029889
2019,262,2094446
2020,262,2164264
2008,263,4794311
2009,263,4529194
2010,263,3753921
2011,263,2903943
2012,263,1145405
2013,263,789504
2014,263,542822
2015,263,486700
2016,263,700484
2017,263,607317
2018,263,641789
2019,263,
2020,263,
2008,264,22469678
2009,264,28692082
2010,264,32410501
2011,264,33630286
2012,264,35846372
2013,264,37201117
2014,264,42424001
2015,264,44598315
2016,264,41842417
2017,264,43140003
2018,264,47253970
2019,264,53326811
2020,264,58931025
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,11379
2013,265,
2014,265,13804
2015,265,53330
2016,265,50684
2017,265,61260
2018,265,63526
2019,265,64047
2020,265,63987
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,77008
2016,266,82099
2017,266,95925
2018,266,108981
2019,266,111708
2020,266,144820
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,
2016,269,5608000
2017,269,5844369
2018,269,6759210
2019,269,8232454
2020,269,9129009
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,5320
2017,270,5831
2018,270,4251
2019,270,22219
2020,270,20525
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,36799
2015,271,30947
2016,271,53514
2017,271,48427
2018,271,56900
2019,271,61306
2020,271,42984
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,1924
2015,272,2810
2016,272,
2017,272,4626
2018,272,3192
2019,272,4139
2020,272,4304
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,9476
2017,273,9983
2018,273,10113
2019,273,10807
2020,273,30418
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,435965
2015,274,436161
2016,274,671385
2017,274,669875
2018,274,738352
2019,274,885671
2020,274,875181
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,9291
2014,275,10169
2015,275,14104
2016,275,20319
2017,275,40965
2018,275,47413
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,131303
2014,277,132456
2015,277,216517
2016,277,243549
2017,277,234088
2018,277,233718
2019,277,257690
2020,277,
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,18192
2015,278,25272
2016,278,26288
2017,278,33151
2018,278,27500
2019,278,28725
2020,278,
