Date,Id,cash flows per share
2015,125,0.901
2016,125,1.594
2017,125,0.807
2018,125,1.604
2019,125,1.655
2020,125,2.077
2008,126,-0.32
2009,126,0.458
2010,126,0.184
2011,126,0.075
2012,126,0.005
2013,126,-0.004
2014,126,-0.118
2015,126,-0.095
2016,126,0.043
2017,126,0.003
2018,126,-0.023
2019,126,-0.013
2020,126,-0.022
2008,127,5.091
2009,127,2.662
2010,127,5.331
2011,127,3.174
2012,127,0.812
2013,127,2.63
2014,127,2.349
2015,127,3.705
2016,127,4.527
2017,127,4.568
2018,127,5.887
2019,127,3.77
2020,127,0.502
2008,128,1.272
2009,128,1.376
2010,128,1.547
2011,128,1.649
2012,128,1.736
2013,128,1.728
2014,128,1.874
2015,128,1.971
2016,128,2.017
2017,128,2.18
2018,128,2.445
2019,128,
2020,128,
2008,129,0.706
2009,129,0.711
2010,129,0.85
2011,129,0.849
2012,129,0.904
2013,129,1.053
2014,129,1.327
2015,129,1.045
2016,129,1.255
2017,129,2.409
2018,129,
2019,129,
2020,129,
2008,130,0.366
2009,130,0.554
2010,130,0.574
2011,130,0.324
2012,130,0.508
2013,130,0.568
2014,130,0.606
2015,130,0.636
2016,130,0.599
2017,130,0.554
2018,130,0.71
2019,130,
2020,130,
2008,131,0.552
2009,131,0.704
2010,131,0.735
2011,131,0.942
2012,131,1.179
2013,131,0.7
2014,131,0.847
2015,131,1.107
2016,131,1.132
2017,131,1.219
2018,131,1.357
2019,131,1.37
2020,131,-0.674
2008,132,1.953
2009,132,1.987
2010,132,2.18
2011,132,2.682
2012,132,2.332
2013,132,2.512
2014,132,2.553
2015,132,2.563
2016,132,2.915
2017,132,3.107
2018,132,3.649
2019,132,6.075
2020,132,2.772
2008,133,0.205
2009,133,0.158
2010,133,0.257
2011,133,0.148
2012,133,0.096
2013,133,0.026
2014,133,-0.078
2015,133,-0.026
2016,133,
2017,133,
2018,133,
2019,133,
2020,133,
2008,134,3.608
2009,134,3.718
2010,134,4.286
2011,134,4.569
2012,134,4.785
2013,134,4.706
2014,134,5.18
2015,134,5.394
2016,134,4.552
2017,134,5.358
2018,134,6.428
2019,134,6.178
2020,134,2.939
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,0.141
2013,135,0.454
2014,135,0.555
2015,135,0.299
2016,135,0.535
2017,135,0.67
2018,135,0.741
2019,135,0.975
2020,135,-0.402
2008,136,0.309
2009,136,-0.334
2010,136,0.048
2011,136,-0.16
2012,136,0.264
2013,136,-0.047
2014,136,0.225
2015,136,0.933
2016,136,1.165
2017,136,1.581
2018,136,1.192
2019,136,0.414
2020,136,1.03
2008,137,0.295
2009,137,0.217
2010,137,0.405
2011,137,0.404
2012,137,0.422
2013,137,0.527
2014,137,0.405
2015,137,0.547
2016,137,0.676
2017,137,0.532
2018,137,0.944
2019,137,1.078
2020,137,0.226
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,0.008
2009,139,0.121
2010,139,0.215
2011,139,0.566
2012,139,0.168
2013,139,0.115
2014,139,0.25
2015,139,0.283
2016,139,0.517
2017,139,0.659
2018,139,0.346
2019,139,0.432
2020,139,0.383
2008,140,2.19
2009,140,1.348
2010,140,2.547
2011,140,1.75
2012,140,1.629
2013,140,0.218
2014,140,-1.311
2015,140,-0.215
2016,140,-0.063
2017,140,-0.224
2018,140,-0.227
2019,140,
2020,140,
2008,141,0.24
2009,141,-0.01
2010,141,0.139
2011,141,0.052
2012,141,-0.139
2013,141,-0.094
2014,141,-0.065
2015,141,0.015
2016,141,0.008
2017,141,-0.018
2018,141,0.02
2019,141,0.066
2020,141,0.074
2008,142,0.176
2009,142,0.137
2010,142,0.383
2011,142,0.275
2012,142,0.203
2013,142,0.216
2014,142,0.299
2015,142,0.223
2016,142,0.266
2017,142,0.948
2018,142,1.001
2019,142,0.976
2020,142,0.64
2008,143,-0.023
2009,143,0.007
2010,143,0.014
2011,143,0.023
2012,143,-0.042
2013,143,-0.035
2014,143,-0.042
2015,143,0.023
2016,143,0.035
2017,143,0.036
2018,143,0.035
2019,143,0.022
2020,143,
2008,144,0.723
2009,144,-1.509
2010,144,-0.87
2011,144,-0.228
2012,144,-1.545
2013,144,-1.492
2014,144,-0.376
2015,144,-0.245
2016,144,-0.817
2017,144,-0.306
2018,144,0.18
2019,144,0.17
2020,144,0.332
2008,145,-0.132
2009,145,0.196
2010,145,0.241
2011,145,0.142
2012,145,0.197
2013,145,0.16
2014,145,0.091
2015,145,0.166
2016,145,0.237
2017,145,0.198
2018,145,0.101
2019,145,0.196
2020,145,0.12
2008,146,0.121
2009,146,0.214
2010,146,0.172
2011,146,0.224
2012,146,-0.242
2013,146,-0.466
2014,146,-0.104
2015,146,-0.181
2016,146,-0.119
2017,146,-0.104
2018,146,-0.017
2019,146,0.003
2020,146,-0.07
2008,147,0.551
2009,147,0.276
2010,147,0.403
2011,147,0.362
2012,147,0.031
2013,147,-0.009
2014,147,0.096
2015,147,0.156
2016,147,0.226
2017,147,0.333
2018,147,0.234
2019,147,0.178
2020,147,0.262
2008,148,0.04
2009,148,0.001
2010,148,0.053
2011,148,0.045
2012,148,0.019
2013,148,-0.019
2014,148,-0.045
2015,148,0.057
2016,148,0.045
2017,148,0.057
2018,148,0.039
2019,148,0.019
2020,148,
2008,149,0.244
2009,149,0.176
2010,149,0.151
2011,149,0.219
2012,149,0.208
2013,149,0.092
2014,149,0.093
2015,149,0.052
2016,149,0.061
2017,149,-0.305
2018,149,0.047
2019,149,0.073
2020,149,
2008,150,1.471
2009,150,1.338
2010,150,1.53
2011,150,1.476
2012,150,1.114
2013,150,1.046
2014,150,1.072
2015,150,1.11
2016,150,1.056
2017,150,1.172
2018,150,0.996
2019,150,0.78
2020,150,0.769
2008,151,
2009,151,
2010,151,
2011,151,0.07
2012,151,0.058
2013,151,0.119
2014,151,0.136
2015,151,0.182
2016,151,0.258
2017,151,0.228
2018,151,0.328
2019,151,0.346
2020,151,0.39
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,0.036
2015,152,0.025
2016,152,-0.004
2017,152,-0.005
2018,152,0.002
2019,152,0.012
2020,152,0.002
2008,153,1.195
2009,153,0.127
2010,153,0.681
2011,153,0.422
2012,153,-0.098
2013,153,-0.358
2014,153,-0.082
2015,153,-0.023
2016,153,0.098
2017,153,0.213
2018,153,0.264
2019,153,0.251
2020,153,0.164
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,0.429
2014,154,0.48
2015,154,0.528
2016,154,0.305
2017,154,0.244
2018,154,0.442
2019,154,0.577
2020,154,0.229
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,1.127
2015,155,1.174
2016,155,0.902
2017,155,0.821
2018,155,0.827
2019,155,0.832
2020,155,0.759
2008,156,
2009,156,
2010,156,
2011,156,1.548
2012,156,0.353
2013,156,1.041
2014,156,0.214
2015,156,0.347
2016,156,0.319
2017,156,0.338
2018,156,0.359
2019,156,0.404
2020,156,0.429
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,0.135
2013,157,0.281
2014,157,0.246
2015,157,0.094
2016,157,0.334
2017,157,-0.62
2018,157,-1.249
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,-0.107
2016,158,0.056
2017,158,0.092
2018,158,-0.317
2019,158,0.073
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,0.002
2017,159,
2018,159,0.051
2019,159,0.1
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,0.116
2012,160,0.145
2013,160,0.148
2014,160,0.1
2015,160,0.287
2016,160,0.42
2017,160,0.409
2018,160,-0.21
2019,160,-0.096
2020,160,0.078
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,0.095
2015,161,0.321
2016,161,0.287
2017,161,0.016
2018,161,0.301
2019,161,0.139
2020,161,0.326
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,0.131
2015,162,0.125
2016,162,0.168
2017,162,0.205
2018,162,0.206
2019,162,0.249
2020,162,0.106
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,0.028
2015,163,0.108
2016,163,0.098
2017,163,0.059
2018,163,0.189
2019,163,0.282
2020,163,0.577
2008,164,0.031
2009,164,0.651
2010,164,0.186
2011,164,1.037
2012,164,-0.47
2013,164,-1.65
2014,164,-2.776
2015,164,-0.881
2016,164,0.28
2017,164,-0.568
2018,164,-0.913
2019,164,-1.049
2020,164,0.671
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,0.154
2015,166,0.16
2016,166,0.195
2017,166,0.235
2018,166,0.265
2019,166,0.479
2020,166,0.529
2008,167,-0.028
2009,167,0.206
2010,167,0.198
2011,167,0.351
2012,167,0.099
2013,167,-0.013
2014,167,-0.348
2015,167,0.756
2016,167,0.607
2017,167,0.531
2018,167,0.31
2019,167,0.185
2020,167,-0.015
2008,168,0.79
2009,168,0.618
2010,168,0.023
2011,168,0.522
2012,168,0.954
2013,168,0.803
2014,168,0.563
2015,168,0.808
2016,168,0.25
2017,168,0.408
2018,168,0.421
2019,168,0.375
2020,168,0.042
2008,169,5.383
2009,169,3.563
2010,169,4.693
2011,169,4.604
2012,169,4.439
2013,169,3.016
2014,169,3.392
2015,169,1.836
2016,169,1.494
2017,169,2.428
2018,169,3.24
2019,169,3.428
2020,169,1.059
2008,170,-0.642
2009,170,1.229
2010,170,1.779
2011,170,1.08
2012,170,1.23
2013,170,2.347
2014,170,1.793
2015,170,1.272
2016,170,2.395
2017,170,3.658
2018,170,2.482
2019,170,2.361
2020,170,3.05
2008,171,0.727
2009,171,0.512
2010,171,0.166
2011,171,-3.072
2012,171,-1.122
2013,171,0.26
2014,171,0.3
2015,171,0.296
2016,171,0.353
2017,171,0.388
2018,171,0.275
2019,171,0.397
2020,171,0.289
2008,172,10.3
2009,172,14.535
2010,172,4.227
2011,172,4.605
2012,172,3.84
2013,172,4.597
2014,172,1.473
2015,172,-0.453
2016,172,3.916
2017,172,0.349
2018,172,4.049
2019,172,0.886
2020,172,-9.892
2008,173,2.612
2009,173,4.013
2010,173,4.346
2011,173,5.05
2012,173,4.693
2013,173,0.642
2014,173,1.802
2015,173,-0.029
2016,173,0.396
2017,173,0.381
2018,173,0.454
2019,173,0.95
2020,173,0.197
2008,174,1.539
2009,174,1.437
2010,174,1.682
2011,174,1.821
2012,174,2.27
2013,174,2.001
2014,174,2.434
2015,174,2.676
2016,174,2.809
2017,174,3.056
2018,174,3.17
2019,174,
2020,174,
2008,175,3.843
2009,175,4.013
2010,175,4.73
2011,175,5.62
2012,175,5.901
2013,175,5.861
2014,175,4.156
2015,175,5.178
2016,175,4.137
2017,175,4.01
2018,175,3.036
2019,175,4.053
2020,175,0.578
2008,176,0.366
2009,176,0.411
2010,176,0.249
2011,176,0.243
2012,176,-0.098
2013,176,0.257
2014,176,0.338
2015,176,0.421
2016,176,0.3
2017,176,0.301
2018,176,0.53
2019,176,0.603
2020,176,0.354
2008,177,0.51
2009,177,0.537
2010,177,0.411
2011,177,0.341
2012,177,0.241
2013,177,0.04
2014,177,0.129
2015,177,0.126
2016,177,0.196
2017,177,0.229
2018,177,0.11
2019,177,0.346
2020,177,0.035
2008,178,1.265
2009,178,-0.39
2010,178,0.491
2011,178,0.612
2012,178,0.6
2013,178,0.512
2014,178,0.676
2015,178,0.604
2016,178,0.464
2017,178,0.048
2018,178,0.257
2019,178,0.133
2020,178,-0.151
2008,179,-1.368
2009,179,-1.173
2010,179,0.083
2011,179,0.248
2012,179,0.257
2013,179,0.252
2014,179,0.278
2015,179,0.305
2016,179,0.33
2017,179,0.407
2018,179,0.552
2019,179,0.595
2020,179,0.167
2008,180,0.199
2009,180,-0.161
2010,180,0.009
2011,180,0.14
2012,180,0.111
2013,180,0.096
2014,180,0.164
2015,180,0.107
2016,180,0.209
2017,180,0.197
2018,180,0.319
2019,180,0.352
2020,180,-0.017
2008,181,0.983
2009,181,0.664
2010,181,3.027
2011,181,2.226
2012,181,2.585
2013,181,1.824
2014,181,1.697
2015,181,1.968
2016,181,2.073
2017,181,-0.249
2018,181,-0.904
2019,181,2.173
2020,181,1.268
2008,182,-0.721
2009,182,-1.118
2010,182,-0.357
2011,182,1.176
2012,182,-0.227
2013,182,-0.13
2014,182,-0.058
2015,182,-0.085
2016,182,-0.215
2017,182,-0.054
2018,182,
2019,182,
2020,182,
2008,183,0.444
2009,183,0.066
2010,183,0.539
2011,183,0.84
2012,183,0.965
2013,183,1.096
2014,183,1.29
2015,183,1.377
2016,183,1.593
2017,183,1.222
2018,183,1.028
2019,183,1.729
2020,183,0.783
2008,184,-0.076
2009,184,-0.095
2010,184,-0.147
2011,184,-0.022
2012,184,-0.167
2013,184,-0.012
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,0.137
2010,185,0.229
2011,185,0.405
2012,185,0.38
2013,185,0.589
2014,185,0.739
2015,185,0.714
2016,185,0.895
2017,185,1.127
2018,185,1.23
2019,185,1.611
2020,185,1.279
2008,186,0.116
2009,186,0.143
2010,186,0.187
2011,186,0.181
2012,186,0.394
2013,186,0.244
2014,186,0.244
2015,186,0.114
2016,186,0.122
2017,186,0.085
2018,186,0.025
2019,186,0.043
2020,186,-0.046
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,0.834
2013,187,1.444
2014,187,1.805
2015,187,1.545
2016,187,-1.896
2017,187,-1.498
2018,187,-1.048
2019,187,-1.254
2020,187,-0.14
2008,188,
2009,188,
2010,188,1.399
2011,188,0.264
2012,188,0.425
2013,188,0.424
2014,188,0.757
2015,188,0.708
2016,188,0.985
2017,188,1.134
2018,188,1.773
2019,188,2.346
2020,188,1.792
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,0.169
2014,189,0.134
2015,189,0.511
2016,189,0.555
2017,189,0.554
2018,189,0.5
2019,189,0.147
2020,189,1.042
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,0.953
2016,190,0.853
2017,190,0.647
2018,190,1.191
2019,190,0.868
2020,190,0.206
2008,191,-0.399
2009,191,-0.305
2010,191,-0.187
2011,191,-0.18
2012,191,-0.295
2013,191,-0.196
2014,191,-0.133
2015,191,-0.101
2016,191,-0.111
2017,191,0.04
2018,191,0.04
2019,191,0.019
2020,191,0.014
2008,192,-2.607
2009,192,-3.94
2010,192,-2.841
2011,192,-0.577
2012,192,-0.126
2013,192,-0.504
2014,192,-0.493
2015,192,-1.123
2016,192,-1.336
2017,192,-0.447
2018,192,-0.999
2019,192,-1.262
2020,192,-1.083
2008,193,-0.085
2009,193,-0.076
2010,193,-0.086
2011,193,-0.08
2012,193,-0.08
2013,193,-0.061
2014,193,-0.042
2015,193,-0.052
2016,193,-0.029
2017,193,-0.016
2018,193,-0.005
2019,193,0.006
2020,193,
2008,194,0.711
2009,194,0.8
2010,194,0.623
2011,194,0.689
2012,194,0.732
2013,194,0.833
2014,194,0.951
2015,194,1.155
2016,194,1.342
2017,194,1.416
2018,194,1.753
2019,194,2.279
2020,194,2.382
2008,195,
2009,195,
2010,195,
2011,195,0.491
2012,195,0.688
2013,195,0.686
2014,195,1.169
2015,195,0.323
2016,195,0.267
2017,195,0.34
2018,195,0.561
2019,195,
2020,195,
2008,196,0.61
2009,196,0.787
2010,196,0.918
2011,196,0.566
2012,196,0.92
2013,196,1.451
2014,196,1.396
2015,196,1.694
2016,196,1.964
2017,196,2.509
2018,196,2.878
2019,196,3.915
2020,196,3.983
2008,197,1.464
2009,197,4.027
2010,197,2.502
2011,197,-0.947
2012,197,3.39
2013,197,1.668
2014,197,8.497
2015,197,5.301
2016,197,5.113
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-0.217
2009,198,0.006
2010,198,0.035
2011,198,0.022
2012,198,0.043
2013,198,0.037
2014,198,0.09
2015,198,0.1
2016,198,0.117
2017,198,0.112
2018,198,0.152
2019,198,0.154
2020,198,0.146
2008,199,0.249
2009,199,0.481
2010,199,0.258
2011,199,0.578
2012,199,0.318
2013,199,0.298
2014,199,0.626
2015,199,0.597
2016,199,0.701
2017,199,1.077
2018,199,0.886
2019,199,0.705
2020,199,2.054
2008,200,0.081
2009,200,0.104
2010,200,0.028
2011,200,0.027
2012,200,0.031
2013,200,0.028
2014,200,0.023
2015,200,0.021
2016,200,0.01
2017,200,0.014
2018,200,0.017
2019,200,0.006
2020,200,0.004
2008,201,1.271
2009,201,0.769
2010,201,0.604
2011,201,0.086
2012,201,0.486
2013,201,0.316
2014,201,0.306
2015,201,0.415
2016,201,0.44
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-0.113
2009,202,-0.097
2010,202,0.376
2011,202,1.554
2012,202,0.59
2013,202,0.185
2014,202,0.453
2015,202,0.444
2016,202,0.54
2017,202,0.048
2018,202,0.261
2019,202,0.491
2020,202,0.546
2008,203,1.948
2009,203,-1.609
2010,203,0.37
2011,203,0.018
2012,203,-0.017
2013,203,0.02
2014,203,0.014
2015,203,0.013
2016,203,0.029
2017,203,0.058
2018,203,0.07
2019,203,0.168
2020,203,0.177
2008,204,-0.352
2009,204,-0.142
2010,204,-0.035
2011,204,-0.054
2012,204,-0.031
2013,204,-0.049
2014,204,0.03
2015,204,0.143
2016,204,0.068
2017,204,-0.081
2018,204,-0.107
2019,204,-0.122
2020,204,-0.095
2008,205,0.241
2009,205,0.167
2010,205,0.165
2011,205,0.117
2012,205,0.115
2013,205,0.082
2014,205,0.175
2015,205,0.234
2016,205,0.155
2017,205,0.139
2018,205,0.215
2019,205,
2020,205,
2008,206,1.012
2009,206,0.735
2010,206,1.092
2011,206,1.504
2012,206,1.504
2013,206,0.99
2014,206,0.683
2015,206,1.073
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,0.352
2009,207,-0.073
2010,207,0.05
2011,207,0.129
2012,207,0.178
2013,207,0.256
2014,207,0.437
2015,207,0.606
2016,207,0.623
2017,207,0.754
2018,207,
2019,207,
2020,207,
2008,208,0.237
2009,208,-0.038
2010,208,-0.193
2011,208,-0.049
2012,208,0.013
2013,208,0.053
2014,208,0.117
2015,208,0.122
2016,208,0.137
2017,208,0.021
2018,208,0.034
2019,208,-0.004
2020,208,-0.012
2008,209,
2009,209,
2010,209,-0.381
2011,209,1.295
2012,209,0.117
2013,209,2.346
2014,209,2.345
2015,209,2.311
2016,209,2.333
2017,209,2.78
2018,209,3.393
2019,209,3.92
2020,209,4.829
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-0.742
2015,210,-1.44
2016,210,0.479
2017,210,0.119
2018,210,0.264
2019,210,0.086
2020,210,-0.265
2008,211,
2009,211,0.173
2010,211,0.318
2011,211,0.462
2012,211,0.336
2013,211,-0.01
2014,211,0.147
2015,211,-0.819
2016,211,-0.484
2017,211,-0.288
2018,211,0
2019,211,-0.209
2020,211,-0.099
2008,212,
2009,212,
2010,212,7.757
2011,212,5.378
2012,212,6.215
2013,212,-2.723
2014,212,-0.087
2015,212,0.149
2016,212,0.042
2017,212,0.026
2018,212,0.1
2019,212,0.122
2020,212,-0.007
2008,213,
2009,213,
2010,213,1.334
2011,213,1.78
2012,213,2.074
2013,213,1.81
2014,213,1.623
2015,213,1.957
2016,213,2.639
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,0.036
2014,214,0.095
2015,214,0.272
2016,214,0.143
2017,214,0.205
2018,214,0.25
2019,214,0.316
2020,214,0.398
2008,215,
2009,215,
2010,215,
2011,215,0.417
2012,215,0.504
2013,215,0.501
2014,215,0.466
2015,215,0.578
2016,215,0.465
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,0.109
2015,216,0.189
2016,216,0.254
2017,216,0.132
2018,216,0.193
2019,216,0.129
2020,216,0.049
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,0.151
2014,217,0.21
2015,217,0.207
2016,217,0.263
2017,217,0.234
2018,217,0.386
2019,217,0.453
2020,217,0.366
2008,218,0.439
2009,218,0.439
2010,218,0.01
2011,218,0.507
2012,218,0.133
2013,218,-0.054
2014,218,-0.146
2015,218,0.666
2016,218,0.004
2017,218,0.172
2018,218,0.384
2019,218,1.145
2020,218,0.102
2008,219,-0.468
2009,219,0.289
2010,219,0.122
2011,219,-0.295
2012,219,-0.913
2013,219,0.467
2014,219,0.535
2015,219,0.493
2016,219,0.757
2017,219,1.41
2018,219,1.27
2019,219,2.291
2020,219,2.564
2008,220,0.249
2009,220,0.298
2010,220,0.822
2011,220,0.844
2012,220,0.433
2013,220,0.044
2014,220,0.181
2015,220,-0.692
2016,220,-0.332
2017,220,-0.044
2018,220,2.496
2019,220,0.689
2020,220,
2008,221,2.187
2009,221,2.757
2010,221,2.987
2011,221,2.885
2012,221,2.635
2013,221,2.028
2014,221,2.382
2015,221,2.149
2016,221,2.03
2017,221,2.178
2018,221,1.986
2019,221,2.001
2020,221,1.704
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,0.006
2015,222,-0.015
2016,222,0.02
2017,222,0.023
2018,222,0.012
2019,222,0.021
2020,222,0.014
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,0.159
2015,223,0.083
2016,223,2.328
2017,223,1.333
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,0
2011,225,0
2012,225,-0.005
2013,225,-0.02
2014,225,0.014
2015,225,0.249
2016,225,-0.014
2017,225,-0.184
2018,225,-0.258
2019,225,-0.035
2020,225,-0.003
2008,226,0.11
2009,226,0.019
2010,226,0.111
2011,226,0.099
2012,226,0.025
2013,226,0.02
2014,226,-0.002
2015,226,-0.063
2016,226,0.064
2017,226,0.022
2018,226,0.065
2019,226,0.072
2020,226,0.07
2008,227,
2009,227,
2010,227,
2011,227,4.55
2012,227,5.841
2013,227,1.45
2014,227,0.474
2015,227,0.474
2016,227,0.624
2017,227,0.739
2018,227,0.786
2019,227,1.163
2020,227,0.712
2008,228,-0.756
2009,228,-0.226
2010,228,-0.234
2011,228,-0.18
2012,228,-0.18
2013,228,-0.156
2014,228,-0.125
2015,228,0.039
2016,228,0.019
2017,228,0.232
2018,228,-0.091
2019,228,-0.034
2020,228,-0.075
2008,229,
2009,229,
2010,229,
2011,229,64.192
2012,229,48.404
2013,229,34.766
2014,229,38.032
2015,229,0.26
2016,229,0.281
2017,229,0.435
2018,229,0.41
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,0.445
2013,230,0.36
2014,230,0.666
2015,230,0.905
2016,230,0.945
2017,230,1.397
2018,230,0.95
2019,230,1.276
2020,230,0.989
2008,231,0.358
2009,231,-0.083
2010,231,-0.171
2011,231,0.091
2012,231,0.064
2013,231,0.057
2014,231,0.042
2015,231,0.163
2016,231,0.033
2017,231,0.805
2018,231,0.141
2019,231,0.383
2020,231,0.393
2008,232,0.478
2009,232,0.697
2010,232,0.734
2011,232,0.58
2012,232,0.584
2013,232,0.587
2014,232,0.653
2015,232,0.677
2016,232,0.598
2017,232,0.655
2018,232,0.566
2019,232,0.917
2020,232,1.103
2008,233,0.794
2009,233,1.182
2010,233,0.814
2011,233,0.948
2012,233,2.842
2013,233,3.258
2014,233,2.344
2015,233,2.853
2016,233,3.165
2017,233,3.087
2018,233,3.86
2019,233,4.68
2020,233,
2008,234,0.269
2009,234,-0.036
2010,234,0.186
2011,234,-0.001
2012,234,0.089
2013,234,-0.08
2014,234,-0.098
2015,234,-0.026
2016,234,-0.019
2017,234,-0.008
2018,234,0.249
2019,234,0.717
2020,234,0.145
2008,235,0.474
2009,235,0.447
2010,235,0.581
2011,235,0.148
2012,235,-0.263
2013,235,-0.264
2014,235,-0.135
2015,235,-0.035
2016,235,-0.002
2017,235,-0.002
2018,235,-0.001
2019,235,-0.002
2020,235,
2008,236,-0.172
2009,236,-0.297
2010,236,-0.029
2011,236,-0.076
2012,236,0.048
2013,236,0.029
2014,236,-0.241
2015,236,-0.297
2016,236,-0.155
2017,236,-0.022
2018,236,-0.037
2019,236,-0.035
2020,236,-0.025
2008,237,0.045
2009,237,0.05
2010,237,0.044
2011,237,-0.1
2012,237,-0.035
2013,237,0.037
2014,237,0.019
2015,237,0.045
2016,237,0.038
2017,237,0.013
2018,237,0.008
2019,237,0.01
2020,237,-0.006
2008,238,0.132
2009,238,0.049
2010,238,-0.078
2011,238,-0.033
2012,238,-0.16
2013,238,-0.169
2014,238,-0.388
2015,238,-0.069
2016,238,-0.043
2017,238,-0.138
2018,238,0.012
2019,238,-0.11
2020,238,-0.181
2008,239,0.031
2009,239,0.045
2010,239,0.051
2011,239,0.072
2012,239,0.06
2013,239,0.074
2014,239,0.076
2015,239,0.074
2016,239,0.107
2017,239,0.098
2018,239,0.16
2019,239,0.164
2020,239,0.158
2008,240,0.481
2009,240,0.455
2010,240,0.32
2011,240,0.398
2012,240,0.342
2013,240,0.127
2014,240,0.304
2015,240,0.291
2016,240,0.065
2017,240,0.492
2018,240,0.912
2019,240,0.283
2020,240,0
2008,241,0.066
2009,241,0.161
2010,241,0.189
2011,241,0.09
2012,241,-0.034
2013,241,-0.118
2014,241,-0.006
2015,241,0.011
2016,241,0.125
2017,241,0.093
2018,241,0.116
2019,241,0.056
2020,241,-0.044
2008,242,1.493
2009,242,1.364
2010,242,1.699
2011,242,1.477
2012,242,1.776
2013,242,1.294
2014,242,0.964
2015,242,1.119
2016,242,1.269
2017,242,1.236
2018,242,1.298
2019,242,2.78
2020,242,0.293
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,0.366
2009,244,0.472
2010,244,0.119
2011,244,0.269
2012,244,0.091
2013,244,-0.466
2014,244,0.237
2015,244,0.175
2016,244,0.297
2017,244,0.39
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,-0.066
2012,245,-0.058
2013,245,0.118
2014,245,0.355
2015,245,0.162
2016,245,0.372
2017,245,0.398
2018,245,0.541
2019,245,0.618
2020,245,0.632
2008,246,1.724
2009,246,1.156
2010,246,0.878
2011,246,0.696
2012,246,1.744
2013,246,-1.138
2014,246,8.173
2015,246,11.321
2016,246,14.913
2017,246,8.907
2018,246,1.988
2019,246,0.861
2020,246,1.472
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,0.013
2009,249,-0.16
2010,249,0.042
2011,249,-0.093
2012,249,-0.086
2013,249,-0.148
2014,249,0.061
2015,249,0.134
2016,249,-0.026
2017,249,0.039
2018,249,0.045
2019,249,0.039
2020,249,0.134
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,0.631
2018,250,-0.674
2019,250,0.854
2020,250,0.168
