Date,Id,pretax income
2011,139,-1122
2012,139,-500
2013,139,-12584
2014,139,1834
2015,139,5449
2016,139,12716
2017,139,15410
2018,139,-54018
2019,139,6010
2020,139,5967
2008,140,-9408
2009,140,-4736
2010,140,6369
2011,140,-5715
2012,140,-10322
2013,140,-12689
2014,140,-6126
2015,140,-843
2016,140,-2859
2017,140,-2312
2018,140,-3809
2019,140,
2020,140,
2008,141,656
2009,141,-41140
2010,141,14510
2011,141,-31944
2012,141,-69299
2013,141,-78126
2014,141,-35652
2015,141,-19270
2016,141,-64665
2017,141,-39640
2018,141,-12478
2019,141,-40493
2020,141,-56756
2008,142,21119
2009,142,19566
2010,142,33437
2011,142,36486
2012,142,28605
2013,142,79828
2014,142,24789
2015,142,10032
2016,142,39600
2017,142,94100
2018,142,111800
2019,142,83500
2020,142,23500
2008,143,-19463
2009,143,7301
2010,143,-7713
2011,143,-1432
2012,143,-14550
2013,143,-18373
2014,143,3454
2015,143,-3751
2016,143,-899
2017,143,-1005
2018,143,20699
2019,143,-7564
2020,143,
2008,144,25343
2009,144,-66743
2010,144,-48659
2011,144,-10635
2012,144,-73766
2013,144,-75578
2014,144,-31020
2015,144,-16019
2016,144,-79344
2017,144,-46667
2018,144,-4913
2019,144,-398
2020,144,324
2008,145,-2469
2009,145,61
2010,145,782
2011,145,-840
2012,145,-512
2013,145,-1455
2014,145,-4280
2015,145,3193
2016,145,2531
2017,145,4236
2018,145,3520
2019,145,2963
2020,145,1923
2008,146,-2872
2009,146,3261
2010,146,-2923
2011,146,2984
2012,146,-18148
2013,146,-28108
2014,146,-12193
2015,146,-17330
2016,146,-18138
2017,146,-16323
2018,146,-5939
2019,146,-6751
2020,146,-17864
2008,147,151405
2009,147,63918
2010,147,90267
2011,147,82672
2012,147,-173809
2013,147,-207277
2014,147,19417
2015,147,38314
2016,147,42304
2017,147,47487
2018,147,32064
2019,147,49096
2020,147,1550
2008,148,-11383
2009,148,-821
2010,148,-390
2011,148,5408
2012,148,-6965
2013,148,-10908
2014,148,7134
2015,148,-278
2016,148,2759
2017,148,2339
2018,148,2043
2019,148,-6715
2020,148,
2008,149,75716
2009,149,44314
2010,149,95033
2011,149,104751
2012,149,44113
2013,149,17258
2014,149,28010
2015,149,4537
2016,149,16595
2017,149,19095
2018,149,-33150
2019,149,-136978
2020,149,
2008,150,693000
2009,150,448400
2010,150,599600
2011,150,459200
2012,150,-287400
2013,150,100200
2014,150,138700
2015,150,197200
2016,150,-274400
2017,150,296500
2018,150,67000
2019,150,381700
2020,150,285900
2008,151,
2009,151,
2010,151,
2011,151,2787
2012,151,2036
2013,151,3510
2014,151,3341
2015,151,4336
2016,151,5378
2017,151,2144
2018,151,2793
2019,151,375
2020,151,1663
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,185
2015,152,295
2016,152,-558
2017,152,-681
2018,152,-452
2019,152,259
2020,152,-27
2008,153,62700
2009,153,-133400
2010,153,44000
2011,153,-323300
2012,153,-587900
2013,153,-254700
2014,153,-98600
2015,153,-143300
2016,153,5000
2017,153,87400
2018,153,100500
2019,153,86400
2020,153,29000
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,1958
2014,154,9974
2015,154,10141
2016,154,3166
2017,154,1818
2018,154,4119
2019,154,6591
2020,154,-3162
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,2503
2015,155,5877
2016,155,5148
2017,155,4800
2018,155,3222
2019,155,2276
2020,155,1414
2008,156,
2009,156,
2010,156,
2011,156,28590
2012,156,8712
2013,156,15073
2014,156,39018
2015,156,58948
2016,156,63452
2017,156,79750
2018,156,82549
2019,156,88839
2020,156,88303
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1603
2013,157,2434
2014,157,3167
2015,157,1549
2016,157,2529
2017,157,-29255
2018,157,-20972
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,230
2016,158,-136
2017,158,-160
2018,158,-560
2019,158,-368
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,172
2016,159,23
2017,159,267
2018,159,457
2019,159,1032
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,52
2012,160,87
2013,160,148
2014,160,-1152
2015,160,1394
2016,160,1879
2017,160,78
2018,160,-1747
2019,160,-3582
2020,160,-2363
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,1735
2015,161,2448
2016,161,1431
2017,161,194
2018,161,48
2019,161,1307
2020,161,681
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,892
2015,162,851
2016,162,552
2017,162,1345
2018,162,1040
2019,162,1002
2020,162,-1739
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,20
2015,163,174
2016,163,20
2017,163,-62
2018,163,76
2019,163,249
2020,163,417
2008,164,10063
2009,164,2756
2010,164,1447
2011,164,3440
2012,164,-2345
2013,164,-8152
2014,164,-14829
2015,164,-9940
2016,164,-6918
2017,164,-11250
2018,164,-4768
2019,164,-3638
2020,164,-642
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,120958
2015,166,92764
2016,166,143715
2017,166,175506
2018,166,196285
2019,166,195581
2020,166,220941
2008,167,90542
2009,167,118680
2010,167,-13807
2011,167,119389
2012,167,-122483
2013,167,-383600
2014,167,-261838
2015,167,343740
2016,167,308362
2017,167,331367
2018,167,185523
2019,167,35314
2020,167,-354929
2008,168,27191
2009,168,24340
2010,168,-15872
2011,168,98
2012,168,28802
2013,168,20778
2014,168,2599
2015,168,-1398
2016,168,-7319
2017,168,1117
2018,168,-2513
2019,168,-962
2020,168,-113226
2008,169,19250000
2009,169,12073000
2010,169,16540000
2011,169,18477000
2012,169,16600000
2013,169,13728000
2014,169,7342000
2015,169,-3980000
2016,169,892000
2017,169,6844000
2018,169,10107000
2019,169,5746000
2020,169,-5978000
2008,170,644512
2009,170,86090
2010,170,-37842
2011,170,64960
2012,170,268738
2013,170,183828
2014,170,-1986
2015,170,36741
2016,170,153541
2017,170,140189
2018,170,144012
2019,170,52302
2020,170,66276
2008,171,184242
2009,171,110696
2010,171,95980
2011,171,-355469
2012,171,-232547
2013,171,50117
2014,171,61382
2015,171,77613
2016,171,133835
2017,171,188893
2018,171,172710
2019,171,167007
2020,171,78814
2008,172,54179
2009,172,70388
2010,172,27982
2011,172,21430
2012,172,11712
2013,172,15051
2014,172,4839
2015,172,3517
2016,172,2875
2017,172,-5904
2018,172,11576
2019,172,28240
2020,172,-40866
2008,173,1217000
2009,173,1063000
2010,173,1239000
2011,173,1379000
2012,173,1349000
2013,173,-30000
2014,173,-120000
2015,173,-662000
2016,173,-1635000
2017,173,-106000
2018,173,-216000
2019,173,228000
2020,173,-974000
2008,174,589870
2009,174,494283
2010,174,605535
2011,174,695273
2012,174,856357
2013,174,956366
2014,174,1060080
2015,174,1277914
2016,174,1318693
2017,174,1256490
2018,174,1228473
2019,174,
2020,174,
2008,175,125963
2009,175,126545
2010,175,163352
2011,175,196886
2012,175,207717
2013,175,191172
2014,175,144380
2015,175,137270
2016,175,114967
2017,175,101897
2018,175,65751
2019,175,76971
2020,175,-157975
2008,176,20057
2009,176,22016
2010,176,12522
2011,176,10659
2012,176,1620
2013,176,8380
2014,176,20643
2015,176,26384
2016,176,14940
2017,176,15063
2018,176,25401
2019,176,29372
2020,176,6777
2008,177,166193
2009,177,112874
2010,177,90239
2011,177,78127
2012,177,17714
2013,177,-38479
2014,177,-1445
2015,177,19084
2016,177,7278
2017,177,26750
2018,177,568
2019,177,-24330
2020,177,-132649
2008,178,29448
2009,178,-324578
2010,178,28750
2011,178,51184
2012,178,44037
2013,178,50062
2014,178,64863
2015,178,-25559
2016,178,-122621
2017,178,-222171
2018,178,-23233
2019,178,-279046
2020,178,-84109
2008,179,-12677
2009,179,-4095
2010,179,-595
2011,179,5754
2012,179,6140
2013,179,5193
2014,179,4797
2015,179,5491
2016,179,5294
2017,179,7507
2018,179,13090
2019,179,16006
2020,179,422
2008,180,15250
2009,180,-30836
2010,180,-14606
2011,180,-1247
2012,180,1357
2013,180,-717
2014,180,6113
2015,180,2853
2016,180,8331
2017,180,18939
2018,180,28797
2019,180,21806
2020,180,-27587
2008,181,-2371
2009,181,-2063
2010,181,2378
2011,181,2713
2012,181,2865
2013,181,2624
2014,181,1472
2015,181,2180
2016,181,2585
2017,181,-4265
2018,181,-5188
2019,181,982
2020,181,-1037
2008,182,-18752
2009,182,-57570
2010,182,-39908
2011,182,-44387
2012,182,-20369
2013,182,-25626
2014,182,-8211
2015,182,-10081
2016,182,-25107
2017,182,18391
2018,182,
2019,182,
2020,182,
2008,183,64226
2009,183,34803
2010,183,89315
2011,183,154340
2012,183,188366
2013,183,220691
2014,183,237980
2015,183,251383
2016,183,245673
2017,183,173345
2018,183,135912
2019,183,117134
2020,183,-79825
2008,184,-16629
2009,184,-16797
2010,184,-14554
2011,184,-17393
2012,184,-28121
2013,184,-10642
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,8895
2010,185,17869
2011,185,32350
2012,185,33760
2013,185,45221
2014,185,46426
2015,185,46143
2016,185,53400
2017,185,59414
2018,185,65282
2019,185,69176
2020,185,-33782
2008,186,5262
2009,186,5412
2010,186,7875
2011,186,5296
2012,186,11208
2013,186,9178
2014,186,9181
2015,186,4566
2016,186,4268
2017,186,2536
2018,186,-10544
2019,186,-1638
2020,186,-5266
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,1705
2013,187,1617
2014,187,1436
2015,187,886
2016,187,-12155
2017,187,-6985
2018,187,-6226
2019,187,-15376
2020,187,-2552
2008,188,
2009,188,
2010,188,79472
2011,188,88910
2012,188,67664
2013,188,145246
2014,188,195486
2015,188,250971
2016,188,293089
2017,188,335695
2018,188,412188
2019,188,470727
2020,188,345519
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,-35670
2014,189,12623
2015,189,7947
2016,189,98508
2017,189,105789
2018,189,9527
2019,189,32845
2020,189,-134430
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,5769
2016,190,4736
2017,190,4517
2018,190,5556
2019,190,4338
2020,190,431
2008,191,-10507
2009,191,-12755
2010,191,-10095
2011,191,-8608
2012,191,-11741
2013,191,-15751
2014,191,-18067
2015,191,-5172
2016,191,-7436
2017,191,-2267
2018,191,1117
2019,191,2471
2020,191,1937
2008,192,-16356
2009,192,-24351
2010,192,-21673
2011,192,-6437
2012,192,-2497
2013,192,-7713
2014,192,-10723
2015,192,-24983
2016,192,-15204
2017,192,-5301
2018,192,-15019
2019,192,-25131
2020,192,-21029
2008,193,-17446
2009,193,-17169
2010,193,-17582
2011,193,-21569
2012,193,-22001
2013,193,-18169
2014,193,-13003
2015,193,-20784
2016,193,-13876
2017,193,-8497
2018,193,-4123
2019,193,-341
2020,193,
2008,194,138146
2009,194,152652
2010,194,150997
2011,194,160012
2012,194,160338
2013,194,180796
2014,194,214775
2015,194,265437
2016,194,317282
2017,194,389115
2018,194,417935
2019,194,444144
2020,194,455656
2008,195,
2009,195,
2010,195,
2011,195,1615
2012,195,2415
2013,195,1934
2014,195,2906
2015,195,3606
2016,195,2975
2017,195,5165
2018,195,5352
2019,195,
2020,195,
2008,196,40135
2009,196,33968
2010,196,40094
2011,196,46473
2012,196,50265
2013,196,61732
2014,196,79267
2015,196,88930
2016,196,97405
2017,196,110310
2018,196,139217
2019,196,161419
2020,196,162054
2008,197,36564
2009,197,67842
2010,197,67127
2011,197,47292
2012,197,59196
2013,197,80574
2014,197,79776
2015,197,70705
2016,197,67690
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-6511
2009,198,-1904
2010,198,2097
2011,198,3716
2012,198,1233
2013,198,1915
2014,198,3805
2015,198,6250
2016,198,7453
2017,198,7745
2018,198,10074
2019,198,11118
2020,198,13346
2008,199,9443
2009,199,3824
2010,199,760
2011,199,4699
2012,199,5820
2013,199,714
2014,199,1396
2015,199,954
2016,199,2047
2017,199,6559
2018,199,8381
2019,199,3696
2020,199,16722
2008,200,-196474
2009,200,-2563
2010,200,-16117
2011,200,-36387
2012,200,-13361
2013,200,-3943
2014,200,-15997
2015,200,-18359
2016,200,-37852
2017,200,-42175
2018,200,-45061
2019,200,-16359
2020,200,-22100
2008,201,12664
2009,201,8562
2010,201,-14408
2011,201,-8475
2012,201,1789
2013,201,-579
2014,201,-1331
2015,201,2876
2016,201,1167
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-1748
2009,202,-5661
2010,202,454
2011,202,-3666
2012,202,4759
2013,202,4521
2014,202,5218
2015,202,4644
2016,202,7011
2017,202,2464
2018,202,561
2019,202,2315
2020,202,5877
2008,203,-4838
2009,203,-28175
2010,203,3581
2011,203,-56475
2012,203,-5587
2013,203,-3304
2014,203,-4322
2015,203,-8623
2016,203,-3475
2017,203,-1465
2018,203,200
2019,203,5270
2020,203,9125
2008,204,-8715
2009,204,-452
2010,204,-77
2011,204,-888
2012,204,-416
2013,204,-915
2014,204,-443
2015,204,408
2016,204,-223
2017,204,-2250
2018,204,-4355
2019,204,-3865
2020,204,-1518
2008,205,9084
2009,205,9203
2010,205,9959
2011,205,8682
2012,205,4224
2013,205,6034
2014,205,6964
2015,205,7662
2016,205,4768
2017,205,2644
2018,205,1780
2019,205,
2020,205,
2008,206,2906
2009,206,2316
2010,206,2520
2011,206,1846
2012,206,-3289
2013,206,-7746
2014,206,30
2015,206,262
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,481
2009,207,165
2010,207,14
2011,207,311
2012,207,46
2013,207,698
2014,207,403
2015,207,3715
2016,207,2677
2017,207,3502
2018,207,
2019,207,
2020,207,
2008,208,2016
2009,208,-307
2010,208,-4533
2011,208,-1473
2012,208,97
2013,208,1003
2014,208,2556
2015,208,2630
2016,208,2861
2017,208,-478
2018,208,-668
2019,208,-2993
2020,208,-2853
2008,209,
2009,209,
2010,209,-4
2011,209,728
2012,209,978
2013,209,29609
2014,209,33703
2015,209,35611
2016,209,37703
2017,209,40337
2018,209,43031
2019,209,48318
2020,209,60191
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-1012
2015,210,-4158
2016,210,213
2017,210,-183
2018,210,-8
2019,210,-855
2020,210,-1131
2008,211,
2009,211,436
2010,211,309
2011,211,326
2012,211,55
2013,211,-2264
2014,211,-4869
2015,211,-7446
2016,211,-3375
2017,211,-3229
2018,211,-1664
2019,211,-5314
2020,211,-4911
2008,212,
2009,212,
2010,212,1777
2011,212,1145
2012,212,1148
2013,212,584
2014,212,697
2015,212,-3562
2016,212,-8705
2017,212,-8687
2018,212,-3131
2019,212,-780
2020,212,-6373
2008,213,
2009,213,
2010,213,736
2011,213,889
2012,213,1157
2013,213,1238
2014,213,1128
2015,213,833
2016,213,1687
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,82
2014,214,203
2015,214,51
2016,214,1128
2017,214,1202
2018,214,1918
2019,214,1822
2020,214,1201
2008,215,
2009,215,
2010,215,
2011,215,829
2012,215,888
2013,215,842
2014,215,287
2015,215,1008
2016,215,323
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,55
2015,216,159
2016,216,300
2017,216,-305
2018,216,-1584
2019,216,-4126
2020,216,-3437
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,2474
2014,217,3532
2015,217,4555
2016,217,5050
2017,217,3123
2018,217,5723
2019,217,3724
2020,217,7229
2008,218,12036
2009,218,-4659
2010,218,207
2011,218,12716
2012,218,-1764
2013,218,-19634
2014,218,-23692
2015,218,6440
2016,218,-28155
2017,218,4598
2018,218,24923
2019,218,46233
2020,218,-47025
2008,219,-1563
2009,219,-1089
2010,219,-288
2011,219,-1673
2012,219,-5179
2013,219,20
2014,219,629
2015,219,396
2016,219,509
2017,219,1346
2018,219,551
2019,219,721
2020,219,940
2008,220,4118
2009,220,3002
2010,220,8565
2011,220,4931
2012,220,-9698
2013,220,-29283
2014,220,-16241
2015,220,-85473
2016,220,-18595
2017,220,-5384
2018,220,78964
2019,220,17569
2020,220,
2008,221,11775
2009,221,13865
2010,221,16962
2011,221,7806
2012,221,13672
2013,221,15123
2014,221,20231
2015,221,16435
2016,221,13072
2017,221,17761
2018,221,12678
2019,221,9976
2020,221,1198
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,-263
2015,222,-682
2016,222,-187
2017,222,50
2018,222,2
2019,222,44
2020,222,31
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,659
2015,223,476
2016,223,13078
2017,223,2593
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-24
2011,225,718
2012,225,228
2013,225,73
2014,225,-1249
2015,225,2114
2016,225,2177
2017,225,4135
2018,225,1203
2019,225,-1236
2020,225,-106
2008,226,10448
2009,226,1351
2010,226,5343
2011,226,5688
2012,226,-945
2013,226,-3013
2014,226,-6943
2015,226,-11642
2016,226,-3040
2017,226,-2442
2018,226,3433
2019,226,6043
2020,226,4274
2008,227,
2009,227,
2010,227,
2011,227,30909
2012,227,20546
2013,227,22643
2014,227,17542
2015,227,-1718
2016,227,75502
2017,227,86506
2018,227,108104
2019,227,85273
2020,227,54791
2008,228,-19930
2009,228,-9711
2010,228,-8030
2011,228,-7533
2012,228,-6211
2013,228,-4215
2014,228,-4307
2015,228,-9204
2016,228,-14462
2017,228,7734
2018,228,33175
2019,228,-7010
2020,228,-16484
2008,229,
2009,229,
2010,229,
2011,229,6298
2012,229,5416
2013,229,3187
2014,229,3094
2015,229,2918
2016,229,2534
2017,229,3984
2018,229,2495
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,3307
2013,230,-1456
2014,230,3977
2015,230,7222
2016,230,14009
2017,230,18166
2018,230,18350
2019,230,14889
2020,230,7965
2008,231,1727
2009,231,-820
2010,231,-2082
2011,231,3052
2012,231,-2844
2013,231,228
2014,231,412
2015,231,695
2016,231,202
2017,231,1428
2018,231,922
2019,231,2432
2020,231,1256
2008,232,38657
2009,232,48851
2010,232,48897
2011,232,18306
2012,232,33275
2013,232,34844
2014,232,39100
2015,232,42247
2016,232,35720
2017,232,33634
2018,232,19179
2019,232,31657
2020,232,42549
2008,233,-15492
2009,233,-20398
2010,233,7924
2011,233,-1781
2012,233,38438
2013,233,50548
2014,233,58188
2015,233,65049
2016,233,66116
2017,233,76603
2018,233,91468
2019,233,62156
2020,233,
2008,234,-15679
2009,234,-8991
2010,234,-3813
2011,234,-6613
2012,234,-271
2013,234,-11387
2014,234,-8281
2015,234,-6163
2016,234,-5125
2017,234,-4561
2018,234,5624
2019,234,16125
2020,234,1832
2008,235,-48561
2009,235,-21352
2010,235,-5409
2011,235,-39064
2012,235,-29763
2013,235,-10072
2014,235,-25543
2015,235,42662
2016,235,5567
2017,235,-982
2018,235,-112
2019,235,-934
2020,235,
2008,236,-6672
2009,236,-11384
2010,236,-2300
2011,236,-4985
2012,236,524
2013,236,183
2014,236,-2905
2015,236,-11124
2016,236,-11806
2017,236,30002
2018,236,560
2019,236,-1645
2020,236,-915
2008,237,-9416
2009,237,13407
2010,237,2076
2011,237,-93767
2012,237,-45919
2013,237,-10915
2014,237,146
2015,237,10808
2016,237,11608
2017,237,58415
2018,237,-10023
2019,237,-26898
2020,237,-81657
2008,238,28409
2009,238,3338
2010,238,-18597
2011,238,-26716
2012,238,-54844
2013,238,-36740
2014,238,-35059
2015,238,-37218
2016,238,-6750
2017,238,-36095
2018,238,-17747
2019,238,-15492
2020,238,-204096
2008,239,13221
2009,239,19625
2010,239,28943
2011,239,18906
2012,239,26957
2013,239,26656
2014,239,26668
2015,239,25618
2016,239,32410
2017,239,41539
2018,239,36550
2019,239,35865
2020,239,28358
2008,240,28910
2009,240,19078
2010,240,4529
2011,240,18131
2012,240,-3463
2013,240,-8843
2014,240,8829
2015,240,8311
2016,240,-11352
2017,240,12511
2018,240,40314
2019,240,-3986
2020,240,-15436
2008,241,2457
2009,241,4025
2010,241,1003
2011,241,-1866
2012,241,-7854
2013,241,-7516
2014,241,-4966
2015,241,-2219
2016,241,1501
2017,241,1041
2018,241,1918
2019,241,-842
2020,241,-6345
2008,242,211275
2009,242,156099
2010,242,179818
2011,242,219440
2012,242,161966
2013,242,35398
2014,242,77222
2015,242,112995
2016,242,170310
2017,242,158736
2018,242,120976
2019,242,273936
2020,242,-637983
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,-37966
2009,244,-9122
2010,244,-31169
2011,244,-44902
2012,244,-56464
2013,244,-100915
2014,244,-24034
2015,244,-45859
2016,244,-35643
2017,244,41576
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,-2774
2012,245,4032
2013,245,12199
2014,245,29672
2015,245,25512
2016,245,35712
2017,245,38915
2018,245,42075
2019,245,41349
2020,245,36302
2008,246,1519336
2009,246,1589563
2010,246,1887452
2011,246,1654139
2012,246,1422774
2013,246,1528581
2014,246,696724
2015,246,933000
2016,246,1056000
2017,246,1067000
2018,246,1490000
2019,246,1872000
2020,246,1576000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,-31115
2009,249,-32146
2010,249,-21985
2011,249,-37677
2012,249,-19830
2013,249,-45919
2014,249,-57653
2015,249,32509
2016,249,12665
2017,249,-25873
2018,249,47110
2019,249,16059
2020,249,-984
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,15365
2018,250,15555
2019,250,13691
2020,250,17630
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,3960
2014,253,4892
2015,253,3339
2016,253,12214
2017,253,13637
2018,253,12816
2019,253,12808
2020,253,13243
2008,254,22229
2009,254,20943
2010,254,22273
2011,254,31078
2012,254,3930
2013,254,5152
2014,254,14293
2015,254,33541
2016,254,34233
2017,254,38613
2018,254,42358
2019,254,52173
2020,254,59596
2008,255,-1642
2009,255,-1940
2010,255,-517
2011,255,-315
2012,255,-1525
2013,255,-1302
2014,255,-1163
2015,255,-1274
2016,255,-1899
2017,255,-1549
2018,255,428
2019,255,624
2020,255,-770
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,2016
2014,257,24438
2015,257,54973
2016,257,65739
2017,257,86256
2018,257,107456
2019,257,106404
2020,257,48041
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,1352
2017,258,3862
2018,258,4287
2019,258,4992
2020,258,3626
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,89990
2014,262,67470
2015,262,95724
2016,262,114704
2017,262,143753
2018,262,161199
2019,262,165968
2020,262,64999
2008,263,-27122
2009,263,31152
2010,263,-561775
2011,263,-701784
2012,263,-1204205
2013,263,-364707
2014,263,1408516
2015,263,-29671
2016,263,-691
2017,263,28442
2018,263,-282
2019,263,
2020,263,
2008,264,22606
2009,264,257992
2010,264,305463
2011,264,84539
2012,264,500610
2013,264,544091
2014,264,452682
2015,264,561215
2016,264,448892
2017,264,447075
2018,264,421477
2019,264,738987
2020,264,531422
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-2199
2013,265,
2014,265,-395
2015,265,-4042
2016,265,-6071
2017,265,-6038
2018,265,-4582
2019,265,-12724
2020,265,-14635
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,5274
2016,266,5902
2017,266,6070
2018,266,7329
2019,266,8349
2020,266,8525
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,490000
2016,269,331000
2017,269,404626
2018,269,426506
2019,269,547527
2020,269,555605
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,-831
2017,270,-161
2018,270,-1641
2019,270,-435
2020,270,-1845
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,1996
2015,271,2738
2016,271,2702
2017,271,3655
2018,271,3891
2019,271,-8454
2020,271,-13481
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,65
2015,272,358
2016,272,66
2017,272,-273
2018,272,-1303
2019,272,81
2020,272,-160
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,220
2017,273,319
2018,273,153
2019,273,113
2020,273,869
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,11481
2015,274,17444
2016,274,12629
2017,274,30700
2018,274,48314
2019,274,34683
2020,274,19961
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,-185
2014,275,-87
2015,275,-329
2016,275,-565
2017,275,-696
2018,275,-938
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,4308
2014,277,3032
2015,277,11193
2016,277,12819
2017,277,8565
2018,277,10959
2019,277,5800
2020,277,-3757
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,362
2015,278,698
2016,278,768
2017,278,350
2018,278,-796
2019,278,-2567
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,375
2016,279,1266
2017,279,1165
2018,279,758
2019,279,414
2020,279,-80
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
