Date,Id,operating income
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,-16922
2009,139,-1103
2010,139,456
2011,139,769
2012,139,53
2013,139,-2513
2014,139,2216
2015,139,5583
2016,139,12707
2017,139,17564
2018,139,-21644
2019,139,6344
2020,139,8321
2008,140,2613
2009,140,4594
2010,140,12170
2011,140,6994
2012,140,2014
2013,140,-8507
2014,140,-4085
2015,140,718
2016,140,-1925
2017,140,-1320
2018,140,-3693
2019,140,
2020,140,
2008,141,7049
2009,141,-18264
2010,141,3616
2011,141,-11161
2012,141,-36413
2013,141,-18811
2014,141,-18348
2015,141,-12099
2016,141,-16256
2017,141,-14619
2018,141,-7627
2019,141,-9719
2020,141,-5711
2008,142,17511
2009,142,17365
2010,142,23424
2011,142,33357
2012,142,24020
2013,142,13094
2014,142,11035
2015,142,-63
2016,142,30500
2017,142,74500
2018,142,101200
2019,142,83700
2020,142,29300
2008,143,-17614
2009,143,-11736
2010,143,-2124
2011,143,-5510
2012,143,-14753
2013,143,-15760
2014,143,-15882
2015,143,-5135
2016,143,-2720
2017,143,8
2018,143,-3248
2019,143,-9837
2020,143,
2008,144,9762
2009,144,-69341
2010,144,-42344
2011,144,-15642
2012,144,-61572
2013,144,-56716
2014,144,-42301
2015,144,-29941
2016,144,-52813
2017,144,-27237
2018,144,-8098
2019,144,-8368
2020,144,-3320
2008,145,-786
2009,145,870
2010,145,1661
2011,145,-276
2012,145,963
2013,145,-926
2014,145,-4457
2015,145,-584
2016,145,661
2017,145,3797
2018,145,1842
2019,145,3077
2020,145,1341
2008,146,-8584
2009,146,-4554
2010,146,-14437
2011,146,-19993
2012,146,-28465
2013,146,-23835
2014,146,-21915
2015,146,-16573
2016,146,-21488
2017,146,-18700
2018,146,-12616
2019,146,-9444
2020,146,-15377
2008,147,122089
2009,147,49127
2010,147,88913
2011,147,56981
2012,147,7736
2013,147,-13601
2014,147,14312
2015,147,28906
2016,147,47946
2017,147,56733
2018,147,48603
2019,147,70929
2020,147,45181
2008,148,-12705
2009,148,-4835
2010,148,2804
2011,148,184
2012,148,-3638
2013,148,-12607
2014,148,-14663
2015,148,-4418
2016,148,-2648
2017,148,-937
2018,148,-2608
2019,148,-10133
2020,148,
2008,149,86379
2009,149,50673
2010,149,99054
2011,149,102141
2012,149,43856
2013,149,21291
2014,149,36366
2015,149,18594
2016,149,24332
2017,149,33602
2018,149,4569
2019,149,-197
2020,149,
2008,150,986400
2009,150,564300
2010,150,796400
2011,150,508500
2012,150,-46900
2013,150,252100
2014,150,255600
2015,150,233600
2016,150,-53100
2017,150,319600
2018,150,210500
2019,150,356200
2020,150,270500
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,
2015,151,
2016,151,
2017,151,
2018,151,
2019,151,
2020,151,
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,-1782
2015,152,183
2016,152,-679
2017,152,-870
2018,152,-133
2019,152,136
2020,152,-187
2008,153,103100
2009,153,-119600
2010,153,57200
2011,153,50900
2012,153,-62800
2013,153,-286000
2014,153,-75400
2015,153,-71700
2016,153,11800
2017,153,77600
2018,153,104800
2019,153,91800
2020,153,40500
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,1453
2014,154,7771
2015,154,7332
2016,154,765
2017,154,669
2018,154,695
2019,154,3048
2020,154,-5394
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,-3753
2015,155,-2475
2016,155,-2490
2017,155,-4202
2018,155,-3432
2019,155,-3965
2020,155,-8813
2008,156,
2009,156,
2010,156,
2011,156,18620
2012,156,3423
2013,156,5915
2014,156,33112
2015,156,61322
2016,156,65166
2017,156,80565
2018,156,83639
2019,156,89148
2020,156,88866
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1389
2013,157,3083
2014,157,3043
2015,157,3775
2016,157,6973
2017,157,-12072
2018,157,-19521
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,242
2016,158,-125
2017,158,-98
2018,158,-477
2019,158,-244
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,-6
2017,159,417
2018,159,458
2019,159,1090
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,-211
2012,160,357
2013,160,332
2014,160,-816
2015,160,2018
2016,160,2494
2017,160,1082
2018,160,527
2019,160,-183
2020,160,494
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,1669
2015,161,2697
2016,161,310
2017,161,-1260
2018,161,351
2019,161,278
2020,161,289
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,2438
2015,162,1396
2016,162,1194
2017,162,1005
2018,162,673
2019,162,813
2020,162,-1279
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,53
2015,163,185
2016,163,10
2017,163,-87
2018,163,103
2019,163,335
2020,163,446
2008,164,731
2009,164,1926
2010,164,1185
2011,164,760
2012,164,-5446
2013,164,-6245
2014,164,-14706
2015,164,-10258
2016,164,-7146
2017,164,-8503
2018,164,-4170
2019,164,-3920
2020,164,3139
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,124534
2015,166,99380
2016,166,150056
2017,166,180663
2018,166,201277
2019,166,225943
2020,166,296650
2008,167,-28208
2009,167,65320
2010,167,-68814
2011,167,104720
2012,167,1543
2013,167,-145107
2014,167,-487002
2015,167,310570
2016,167,411345
2017,167,321151
2018,167,190437
2019,167,41965
2020,167,-253004
2008,168,30243
2009,168,18753
2010,168,-18214
2011,168,7307
2012,168,36402
2013,168,32556
2014,168,13336
2015,168,3420
2016,168,966
2017,168,6832
2018,168,3073
2019,168,2515
2020,168,-8165
2008,169,19369000
2009,169,12071000
2010,169,15792000
2011,169,17581000
2012,169,17661000
2013,169,10410000
2014,169,8200000
2015,169,1325000
2016,169,1132000
2017,169,4073000
2018,169,9859000
2019,169,7518000
2020,169,-600000
2008,170,-74571
2009,170,-143149
2010,170,-10035
2011,170,23675
2012,170,170576
2013,170,367004
2014,170,150375
2015,170,161023
2016,170,187722
2017,170,208497
2018,170,202654
2019,170,198673
2020,170,164002
2008,171,112326
2009,171,95869
2010,171,92056
2011,171,-346380
2012,171,-170859
2013,171,18146
2014,171,73097
2015,171,91292
2016,171,190278
2017,171,166785
2018,171,158585
2019,171,171478
2020,171,68987
2008,172,51670
2009,172,71831
2010,172,26407
2011,172,19070
2012,172,4888
2013,172,10196
2014,172,2890
2015,172,8923
2016,172,294
2017,172,-7355
2018,172,15599
2019,172,17155
2020,172,-46461
2008,173,1040000
2009,173,1138000
2010,173,1305000
2011,173,1486000
2012,173,1489000
2013,173,146000
2014,173,475000
2015,173,-233000
2016,173,223000
2017,173,336000
2018,173,383000
2019,173,604000
2020,173,14000
2008,174,749763
2009,174,583202
2010,174,732590
2011,174,820940
2012,174,1003757
2013,174,1064673
2014,174,1177613
2015,174,1442807
2016,174,1362643
2017,174,1326701
2018,174,1358772
2019,174,
2020,174,
2008,175,115527
2009,175,115776
2010,175,145289
2011,175,182675
2012,175,209083
2013,175,193155
2014,175,150518
2015,175,151564
2016,175,131992
2017,175,114213
2018,175,73162
2019,175,6767
2020,175,-92089
2008,176,-8262
2009,176,-6159
2010,176,-19313
2011,176,-26936
2012,176,-41391
2013,176,3863
2014,176,21031
2015,176,21729
2016,176,13015
2017,176,13003
2018,176,24155
2019,176,24382
2020,176,-584
2008,177,170490
2009,177,134697
2010,177,77726
2011,177,64077
2012,177,25954
2013,177,-34288
2014,177,-14768
2015,177,7769
2016,177,1638
2017,177,30110
2018,177,9323
2019,177,-9052
2020,177,-116734
2008,178,84208
2009,178,12223
2010,178,65209
2011,178,81277
2012,178,64309
2013,178,85467
2014,178,85410
2015,178,40827
2016,178,41542
2017,178,-39528
2018,178,-36450
2019,178,5958
2020,178,-13873
2008,179,-7402
2009,179,-8176
2010,179,-1390
2011,179,4446
2012,179,5040
2013,179,4037
2014,179,5928
2015,179,4778
2016,179,3492
2017,179,6749
2018,179,11926
2019,179,15458
2020,179,-279
2008,180,18687
2009,180,-26926
2010,180,-12128
2011,180,3820
2012,180,4272
2013,180,1534
2014,180,10484
2015,180,3603
2016,180,8006
2017,180,22706
2018,180,27332
2019,180,17093
2020,180,-30390
2008,181,-1567
2009,181,-973
2010,181,3416
2011,181,3702
2012,181,3309
2013,181,1854
2014,181,1713
2015,181,1773
2016,181,2227
2017,181,-1263
2018,181,-3193
2019,181,2156
2020,181,-327
2008,182,-16548
2009,182,-52130
2010,182,-37592
2011,182,-31891
2012,182,-26611
2013,182,-16540
2014,182,-12469
2015,182,-2631
2016,182,-16715
2017,182,-14177
2018,182,
2019,182,
2020,182,
2008,183,47365
2009,183,10023
2010,183,70091
2011,183,147117
2012,183,181755
2013,183,209450
2014,183,237458
2015,183,252492
2016,183,249650
2017,183,176915
2018,183,142309
2019,183,135278
2020,183,-40369
2008,184,-12818
2009,184,-12031
2010,184,-12511
2011,184,-15574
2012,184,-29746
2013,184,-15317
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,10981
2010,185,19308
2011,185,34094
2012,185,40023
2013,185,44866
2014,185,47855
2015,185,50189
2016,185,57110
2017,185,62608
2018,185,68090
2019,185,82550
2020,185,-17590
2008,186,5112
2009,186,3931
2010,186,6063
2011,186,5875
2012,186,11483
2013,186,8417
2014,186,8668
2015,186,4126
2016,186,3273
2017,186,2196
2018,186,-2247
2019,186,-1357
2020,186,-4490
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,1492
2013,187,984
2014,187,705
2015,187,1166
2016,187,-16594
2017,187,-4671
2018,187,-8516
2019,187,-13810
2020,187,-1952
2008,188,
2009,188,
2010,188,88767
2011,188,104391
2012,188,142126
2013,188,172518
2014,188,206584
2015,188,264068
2016,188,313419
2017,188,340877
2018,188,414098
2019,188,491799
2020,188,368821
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,-2723
2014,189,20570
2015,189,41560
2016,189,51831
2017,189,45311
2018,189,41997
2019,189,-33332
2020,189,18672
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,5709
2016,190,4284
2017,190,4700
2018,190,5330
2019,190,4226
2020,190,529
2008,191,-6420
2009,191,-7287
2010,191,-6836
2011,191,-5743
2012,191,-11027
2013,191,-13269
2014,191,-9621
2015,191,-2682
2016,191,-1658
2017,191,864
2018,191,1992
2019,191,2860
2020,191,1764
2008,192,-19617
2009,192,-23163
2010,192,-17074
2011,192,-10491
2012,192,-2714
2013,192,-8102
2014,192,-11472
2015,192,-24505
2016,192,-17314
2017,192,-4239
2018,192,-14978
2019,192,-25868
2020,192,-19477
2008,193,-20636
2009,193,-20106
2010,193,-18343
2011,193,-23331
2012,193,-22848
2013,193,-18583
2014,193,-13708
2015,193,-23639
2016,193,-16884
2017,193,-8984
2018,193,-5221
2019,193,-1077
2020,193,
2008,194,135117
2009,194,157425
2010,194,125211
2011,194,140591
2012,194,182551
2013,194,209235
2014,194,234916
2015,194,282228
2016,194,340054
2017,194,408738
2018,194,445754
2019,194,465530
2020,194,473943
2008,195,
2009,195,
2010,195,
2011,195,1782
2012,195,2457
2013,195,1616
2014,195,2759
2015,195,3497
2016,195,2881
2017,195,2607
2018,195,4850
2019,195,
2020,195,
2008,196,40678
2009,196,31738
2010,196,43483
2011,196,43024
2012,196,57215
2013,196,71246
2014,196,64264
2015,196,76322
2016,196,75169
2017,196,93219
2018,196,113049
2019,196,131697
2020,196,145642
2008,197,39177
2009,197,50800
2010,197,50509
2011,197,26966
2012,197,50530
2013,197,34258
2014,197,42772
2015,197,30212
2016,197,29004
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-5604
2009,198,-2325
2010,198,-825
2011,198,3822
2012,198,-1704
2013,198,-5220
2014,198,5243
2015,198,7079
2016,198,8117
2017,198,7019
2018,198,11637
2019,198,12239
2020,198,18188
2008,199,8715
2009,199,2264
2010,199,646
2011,199,4069
2012,199,4246
2013,199,227
2014,199,764
2015,199,231
2016,199,1320
2017,199,5486
2018,199,7241
2019,199,2590
2020,199,12827
2008,200,-40305
2009,200,21832
2010,200,-3734
2011,200,-30629
2012,200,-3088
2013,200,7941
2014,200,633
2015,200,-4040
2016,200,-22569
2017,200,-19226
2018,200,-27429
2019,200,-16608
2020,200,-12100
2008,201,18711
2009,201,8026
2010,201,1976
2011,201,434
2012,201,4727
2013,201,2497
2014,201,1917
2015,201,3339
2016,201,4091
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,-5463
2009,202,-7463
2010,202,-1058
2011,202,-1713
2012,202,2978
2013,202,4941
2014,202,5467
2015,202,4795
2016,202,6919
2017,202,2672
2018,202,1845
2019,202,7689
2020,202,5123
2008,203,2725
2009,203,-9518
2010,203,-3320
2011,203,-2955
2012,203,-3329
2013,203,-4102
2014,203,-4938
2015,203,-2049
2016,203,-3450
2017,203,-1475
2018,203,109
2019,203,5257
2020,203,7830
2008,204,-4381
2009,204,-2106
2010,204,31
2011,204,-1392
2012,204,-269
2013,204,-730
2014,204,-377
2015,204,13
2016,204,-426
2017,204,-1665
2018,204,-2292
2019,204,-1962
2020,204,-1876
2008,205,9322
2009,205,9219
2010,205,10033
2011,205,8027
2012,205,6514
2013,205,6072
2014,205,6005
2015,205,7090
2016,205,5366
2017,205,7015
2018,205,-10317
2019,205,
2020,205,
2008,206,3206
2009,206,1682
2010,206,1737
2011,206,2168
2012,206,371
2013,206,-3265
2014,206,3384
2015,206,3655
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,249
2009,207,95
2010,207,-224
2011,207,95
2012,207,445
2013,207,735
2014,207,571
2015,207,4189
2016,207,3009
2017,207,4021
2018,207,
2019,207,
2020,207,
2008,208,2048
2009,208,-334
2010,208,-4459
2011,208,-1334
2012,208,179
2013,208,1053
2014,208,2488
2015,208,2638
2016,208,2859
2017,208,-523
2018,208,-846
2019,208,-2247
2020,208,-2982
2008,209,
2009,209,
2010,209,-4
2011,209,-144
2012,209,-741
2013,209,28184
2014,209,32979
2015,209,35449
2016,209,36394
2017,209,33609
2018,209,34190
2019,209,41992
2020,209,51886
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,-503
2015,210,-3063
2016,210,-159
2017,210,-8
2018,210,142
2019,210,-663
2020,210,-1004
2008,211,
2009,211,992
2010,211,888
2011,211,957
2012,211,676
2013,211,-1616
2014,211,-3242
2015,211,-5613
2016,211,-1947
2017,211,-1569
2018,211,38
2019,211,-2572
2020,211,-3126
2008,212,
2009,212,
2010,212,1016
2011,212,923
2012,212,-1056
2013,212,451
2014,212,-426
2015,212,-6415
2016,212,-10235
2017,212,-8143
2018,212,-2404
2019,212,-2402
2020,212,-11119
2008,213,
2009,213,
2010,213,1505
2011,213,1514
2012,213,890
2013,213,2147
2014,213,1632
2015,213,2668
2016,213,2941
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,-11
2014,214,180
2015,214,-129
2016,214,-596
2017,214,1280
2018,214,1897
2019,214,1850
2020,214,1534
2008,215,
2009,215,
2010,215,
2011,215,845
2012,215,835
2013,215,876
2014,215,310
2015,215,1123
2016,215,375
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,246
2015,216,281
2016,216,262
2017,216,-714
2018,216,-1228
2019,216,-3665
2020,216,-8909
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,3254
2014,217,4143
2015,217,5185
2016,217,5002
2017,217,4496
2018,217,4754
2019,217,5629
2020,217,3972
2008,218,-6732
2009,218,-17505
2010,218,-14241
2011,218,2780
2012,218,621
2013,218,-14565
2014,218,-20135
2015,218,17269
2016,218,-14698
2017,218,3019
2018,218,18065
2019,218,54715
2020,218,-51725
2008,219,-1363
2009,219,-1340
2010,219,-960
2011,219,-2014
2012,219,-1715
2013,219,189
2014,219,863
2015,219,489
2016,219,495
2017,219,1260
2018,219,593
2019,219,931
2020,219,876
2008,220,5151
2009,220,4570
2010,220,12544
2011,220,11847
2012,220,-1456
2013,220,-10009
2014,220,-10093
2015,220,-77239
2016,220,-13348
2017,220,-3654
2018,220,804
2019,220,-698
2020,220,
2008,221,8879
2009,221,13200
2010,221,14500
2011,221,9448
2012,221,13299
2013,221,13484
2014,221,17977
2015,221,12238
2016,221,9613
2017,221,12664
2018,221,8811
2019,221,8820
2020,221,-1521
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,-198
2015,222,-594
2016,222,-231
2017,222,106
2018,222,-71
2019,222,74
2020,222,58
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,-155
2015,223,-497
2016,223,-5362
2017,223,-2621
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-24
2011,225,-25
2012,225,201
2013,225,-359
2014,225,-812
2015,225,2653
2016,225,1188
2017,225,1176
2018,225,-5525
2019,225,-1134
2020,225,-106
2008,226,8532
2009,226,4360
2010,226,4919
2011,226,5385
2012,226,-1138
2013,226,-3115
2014,226,-7952
2015,226,-3430
2016,226,2441
2017,226,232
2018,226,4216
2019,226,5122
2020,226,3961
2008,227,
2009,227,
2010,227,
2011,227,
2012,227,
2013,227,
2014,227,
2015,227,96350
2016,227,101187
2017,227,118119
2018,227,128910
2019,227,141216
2020,227,113361
2008,228,-14328
2009,228,-8510
2010,228,-7773
2011,228,-5625
2012,228,-5781
2013,228,-4820
2014,228,
2015,228,-5439
2016,228,-3665
2017,228,-2881
2018,228,-1521
2019,228,-3789
2020,228,-14982
2008,229,
2009,229,
2010,229,
2011,229,7763
2012,229,6430
2013,229,4555
2014,229,4637
2015,229,4795
2016,229,3784
2017,229,5589
2018,229,6916
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,-4710
2013,230,-6336
2014,230,-1509
2015,230,-72
2016,230,3909
2017,230,6116
2018,230,5674
2019,230,2820
2020,230,-383
2008,231,1361
2009,231,66
2010,231,-1175
2011,231,3440
2012,231,1250
2013,231,1978
2014,231,2075
2015,231,2754
2016,231,1072
2017,231,-2579
2018,231,-51
2019,231,2693
2020,231,1446
2008,232,48693
2009,232,56366
2010,232,56087
2011,232,43968
2012,232,36797
2013,232,37086
2014,232,42004
2015,232,47156
2016,232,40482
2017,232,36186
2018,232,41610
2019,232,41438
2020,232,56420
2008,233,-5898
2009,233,-9475
2010,233,13818
2011,233,9816
2012,233,43828
2013,233,57943
2014,233,67813
2015,233,75122
2016,233,78326
2017,233,92198
2018,233,100329
2019,233,81692
2020,233,
2008,234,-3659
2009,234,-6812
2010,234,-1906
2011,234,-4090
2012,234,48
2013,234,-7196
2014,234,-9240
2015,234,-7851
2016,234,-8147
2017,234,-4640
2018,234,5029
2019,234,15486
2020,234,2211
2008,235,-1487
2009,235,-15297
2010,235,-3249
2011,235,-21246
2012,235,-17532
2013,235,-8073
2014,235,-14564
2015,235,-3230
2016,235,-2039
2017,235,-1439
2018,235,-1013
2019,235,-968
2020,235,
2008,236,-5317
2009,236,-9017
2010,236,-31
2011,236,-4073
2012,236,218
2013,236,-1024
2014,236,-3485
2015,236,-10354
2016,236,-11548
2017,236,-3417
2018,236,-3787
2019,236,-1715
2020,236,-1431
2008,237,-3863
2009,237,8814
2010,237,-1177
2011,237,-81879
2012,237,-53461
2013,237,-9140
2014,237,-26224
2015,237,-6
2016,237,-33853
2017,237,-82689
2018,237,-102918
2019,237,-170970
2020,237,-211999
2008,238,4804
2009,238,-23075
2010,238,-46615
2011,238,-30584
2012,238,-63792
2013,238,-54962
2014,238,-58766
2015,238,-57069
2016,238,-52620
2017,238,-93862
2018,238,-38955
2019,238,-119728
2020,238,-188026
2008,239,-26959
2009,239,-14842
2010,239,-7141
2011,239,-24870
2012,239,127000
2013,239,100875
2014,239,128616
2015,239,109574
2016,239,72236
2017,239,78978
2018,239,33573
2019,239,49628
2020,239,48304
2008,240,26652
2009,240,22685
2010,240,-1765
2011,240,-6085
2012,240,-13037
2013,240,-2536
2014,240,12041
2015,240,11516
2016,240,-8641
2017,240,22028
2018,240,46379
2019,240,-1894
2020,240,-27565
2008,241,1772
2009,241,2135
2010,241,32
2011,241,-2666
2012,241,-8603
2013,241,-7545
2014,241,-5584
2015,241,-4488
2016,241,512
2017,241,-534
2018,241,568
2019,241,-2164
2020,241,-7704
2008,242,218573
2009,242,146162
2010,242,179591
2011,242,186020
2012,242,146222
2013,242,-24045
2014,242,19920
2015,242,61581
2016,242,91740
2017,242,90363
2018,242,48350
2019,242,8784
2020,242,-582648
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,21129
2009,244,22983
2010,244,-5234
2011,244,7313
2012,244,-14604
2013,244,-40823
2014,244,35119
2015,244,6255
2016,244,96842
2017,244,76999
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,-10577
2012,245,1932
2013,245,11990
2014,245,29519
2015,245,24754
2016,245,32766
2017,245,38791
2018,245,41789
2019,245,41589
2020,245,37448
2008,246,1196617
2009,246,1454837
2010,246,1658714
2011,246,1420369
2012,246,1244641
2013,246,1185498
2014,246,3743500
2015,246,3792000
2016,246,3690000
2017,246,3517000
2018,246,3790000
2019,246,4111000
2020,246,4071000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,15226
2009,249,-619
2010,249,1390
2011,249,34379
2012,249,13683
2013,249,-65297
2014,249,-51116
2015,249,43446
2016,249,17222
2017,249,4658
2018,249,48727
2019,249,16745
2020,249,-1087
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,12805
2018,250,12580
2019,250,8197
2020,250,14299
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,4199
2014,253,6015
2015,253,4718
2016,253,13733
2017,253,14793
2018,253,11401
2019,253,11123
2020,253,16284
2008,254,21531
2009,254,20692
2010,254,21452
2011,254,30284
2012,254,3610
2013,254,5566
2014,254,14476
2015,254,32048
2016,254,35244
2017,254,39742
2018,254,46098
2019,254,50772
2020,254,63095
2008,255,-1415
2009,255,-1950
2010,255,-609
2011,255,-489
2012,255,-1561
2013,255,-1164
2014,255,-913
2015,255,-1184
2016,255,-1137
2017,255,-1095
2018,255,-1026
2019,255,-1192
2020,255,-1673
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,6031
2014,257,32457
2015,257,57290
2016,257,73788
2017,257,91755
2018,257,120876
2019,257,110783
2020,257,58158
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,1073
2017,258,3438
2018,258,4032
2019,258,5041
2020,258,4179
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,38614
2014,262,21820
2015,262,44329
2016,262,64704
2017,262,101064
2018,262,110271
2019,262,123583
2020,262,30032
2008,263,244425
2009,263,270787
2010,263,410638
2011,263,300713
2012,263,182075
2013,263,8469
2014,263,3852
2015,263,-3337
2016,263,25997
2017,263,34863
2018,263,35566
2019,263,
2020,263,
2008,264,20609
2009,264,251966
2010,264,291076
2011,264,119121
2012,264,555830
2013,264,6685396
2014,264,5361019
2015,264,3944879
2016,264,3030993
2017,264,2755121
2018,264,1471127
2019,264,5103354
2020,264,2393119
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-208
2013,265,
2014,265,-2249
2015,265,-2993
2016,265,-6896
2017,265,-8575
2018,265,-13378
2019,265,-15744
2020,265,-15493
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,5164
2016,266,6368
2017,266,6879
2018,266,7547
2019,266,8499
2020,266,8771
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,482000
2016,269,332000
2017,269,374131
2018,269,397677
2019,269,456060
2020,269,547571
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,-584
2017,270,75
2018,270,-1428
2019,270,26
2020,270,-1940
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,3190
2015,271,3207
2016,271,2814
2017,271,3717
2018,271,2587
2019,271,-9848
2020,271,-11480
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,35
2015,272,336
2016,272,12
2017,272,-398
2018,272,-1540
2019,272,-202
2020,272,-395
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,231
2017,273,-35
2018,273,-48
2019,273,92
2020,273,854
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,11930
2015,274,11404
2016,274,4770
2017,274,15437
2018,274,13039
2019,274,15468
2020,274,24393
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,-356
2014,275,1
2015,275,-303
2016,275,-649
2017,275,-1090
2018,275,-2214
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,5480
2014,277,829
2015,277,7670
2016,277,5456
2017,277,2717
2018,277,3897
2019,277,386
2020,277,-12785
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,947
2015,278,1001
2016,278,974
2017,278,304
2018,278,-790
2019,278,-2381
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,729
2016,279,1580
2017,279,1474
2018,279,1185
