Date,Id,EBITDA
2012,140,4828
2013,140,-307
2014,140,-4028
2015,140,602
2016,140,-2154
2017,140,-2101
2018,140,-3415
2019,140,
2020,140,
2008,141,15721
2009,141,-29114
2010,141,25108
2011,141,-21634
2012,141,-59108
2013,141,-68636
2014,141,-26675
2015,141,-11795
2016,141,-57345
2017,141,-32294
2018,141,-9425
2019,141,-33840
2020,141,-49691
2008,142,22243
2009,142,20586
2010,142,34414
2011,142,37331
2012,142,29490
2013,142,85434
2014,142,28509
2015,142,18320
2016,142,71900
2017,142,161300
2018,142,165100
2019,142,132800
2020,142,97400
2008,143,7455
2009,143,30322
2010,143,11201
2011,143,19749
2012,143,6779
2013,143,2493
2014,143,
2015,143,11765
2016,143,13125
2017,143,10670
2018,143,31214
2019,143,6572
2020,143,
2008,144,52588
2009,144,-34935
2010,144,-19049
2011,144,12795
2012,144,-52110
2013,144,-52656
2014,144,-13151
2015,144,4117
2016,144,-53127
2017,144,-30605
2018,144,5011
2019,144,16942
2020,144,18202
2008,145,6503
2009,145,8502
2010,145,8790
2011,145,7129
2012,145,6932
2013,145,6408
2014,145,1602
2015,145,8582
2016,145,7623
2017,145,7174
2018,145,5400
2019,145,5215
2020,145,4436
2008,146,5239
2009,146,11382
2010,146,6036
2011,146,6987
2012,146,-12600
2013,146,-18555
2014,146,-5857
2015,146,-8656
2016,146,-10113
2017,146,-9014
2018,146,2067
2019,146,4054
2020,146,-7144
2008,147,242983
2009,147,111175
2010,147,133515
2011,147,119434
2012,147,-131038
2013,147,-166736
2014,147,65649
2015,147,78670
2016,147,88822
2017,147,91028
2018,147,58073
2019,147,77024
2020,147,47661
2008,148,5954
2009,148,13704
2010,148,12462
2011,148,18588
2012,148,7388
2013,148,1898
2014,148,19415
2015,148,9923
2016,148,12022
2017,148,9589
2018,148,9038
2019,148,2485
2020,148,
2008,149,138038
2009,149,103749
2010,149,147955
2011,149,157116
2012,149,98718
2013,149,60708
2014,149,56331
2015,149,26464
2016,149,38992
2017,149,43277
2018,149,-5921
2019,149,-99316
2020,149,
2008,150,1869100
2009,150,1626500
2010,150,1756600
2011,150,1735200
2012,150,1012900
2013,150,1209300
2014,150,1250100
2015,150,1365800
2016,150,985600
2017,150,1420500
2018,150,935200
2019,150,971400
2020,150,814100
2008,151,
2009,151,
2010,151,
2011,151,2931
2012,151,2390
2013,151,3912
2014,151,4654
2015,151,5628
2016,151,8194
2017,151,8073
2018,151,9391
2019,151,8585
2020,151,10286
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,3804
2015,152,2685
2016,152,-445
2017,152,
2018,152,-124
2019,152,1857
2020,152,310
2008,153,251700
2009,153,-3100
2010,153,165200
2011,153,-201400
2012,153,-483000
2013,153,-171900
2014,153,-16800
2015,153,-66300
2016,153,74600
2017,153,138700
2018,153,138000
2019,153,142700
2020,153,82100
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,2764
2014,154,14218
2015,154,13091
2016,154,6493
2017,154,6015
2018,154,11119
2019,154,14992
2020,154,10705
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,18943
2015,155,20059
2016,155,15037
2017,155,13915
2018,155,12886
2019,155,13329
2020,155,12472
2008,156,
2009,156,
2010,156,
2011,156,33035
2012,156,13686
2013,156,19055
2014,156,67170
2015,156,108707
2016,156,103682
2017,156,114793
2018,156,115912
2019,156,131061
2020,156,134237
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,1975
2013,157,2771
2014,157,3878
2015,157,2869
2016,157,3824
2017,157,-27229
2018,157,-18588
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,
2016,158,
2017,158,
2018,158,
2019,158,
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,44
2017,159,567
2018,159,626
2019,159,1172
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,1486
2012,160,1879
2013,160,1844
2014,160,587
2015,160,4511
2016,160,7112
2017,160,6270
2018,160,6785
2019,160,-779
2020,160,474
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,2104
2015,161,4084
2016,161,3791
2017,161,2909
2018,161,2914
2019,161,4759
2020,161,4550
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,1902
2015,162,2151
2016,162,
2017,162,
2018,162,3302
2019,162,4169
2020,162,1909
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,115
2015,163,359
2016,163,
2017,163,
2018,163,
2019,163,1121
2020,163,1543
2008,164,11845
2009,164,5725
2010,164,5821
2011,164,7081
2012,164,2632
2013,164,-3332
2014,164,-10980
2015,164,-8108
2016,164,-5515
2017,164,-9380
2018,164,-4560
2019,164,-3466
2020,164,-298
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,134637
2015,166,102615
2016,166,158799
2017,166,189482
2018,166,211710
2019,166,345806
2020,166,604337
2008,167,283682
2009,167,330047
2010,167,216269
2011,167,366805
2012,167,151834
2013,167,-161125
2014,167,-22398
2015,167,626843
2016,167,571687
2017,167,522119
2018,167,378234
2019,167,253837
2020,167,-128648
2008,168,55476
2009,168,43874
2010,168,9216
2011,168,35437
2012,168,66612
2013,168,50824
2014,168,30029
2015,168,28738
2016,168,10927
2017,168,17944
2018,168,18560
2019,168,19850
2020,168,-88995
2008,169,28673000
2009,169,21594000
2010,169,26191000
2011,169,27701000
2012,169,26973000
2013,169,24954000
2014,169,18240000
2015,169,6977000
2016,169,9210000
2017,169,15080000
2018,169,17782000
2019,169,14976000
2020,169,2671000
2008,170,938676
2009,170,270881
2010,170,118830
2011,170,261882
2012,170,462539
2013,170,431242
2014,170,185123
2015,170,223574
2016,170,445058
2017,170,419846
2018,170,448926
2019,170,399914
2020,170,410673
2008,171,215453
2009,171,136198
2010,171,133091
2011,171,-309026
2012,171,
2013,171,
2014,171,72550
2015,171,90152
2016,171,146199
2017,171,205673
2018,171,187786
2019,171,223335
2020,171,135771
2008,172,57862
2009,172,75620
2010,172,33712
2011,172,26694
2012,172,15673
2013,172,22441
2014,172,10524
2015,172,9602
2016,172,8618
2017,172,-326
2018,172,18106
2019,172,36069
2020,172,-33867
2008,173,1778000
2009,173,1586000
2010,173,1817000
2011,173,2103000
2012,173,2190000
2013,173,864000
2014,173,816000
2015,173,283000
2016,173,-842000
2017,173,501000
2018,173,343000
2019,173,990000
2020,173,-246000
2008,174,990075
2009,174,871777
2010,174,1010202
2011,174,1133688
2012,174,1345094
2013,174,1410883
2014,174,1540831
2015,174,1847854
2016,174,1900725
2017,174,1857884
2018,174,1793383
2019,174,
2020,174,
2008,175,151927
2009,175,153454
2010,175,191931
2011,175,230356
2012,175,247281
2013,175,234487
2014,175,186722
2015,175,186405
2016,175,163856
2017,175,147808
2018,175,110117
2019,175,242437
2020,175,3244
2008,176,30713
2009,176,31416
2010,176,21646
2011,176,19845
2012,176,11756
2013,176,17409
2014,176,29576
2015,176,34565
2016,176,22595
2017,176,22623
2018,176,32184
2019,176,41995
2020,176,19843
2008,177,198101
2009,177,152885
2010,177,130004
2011,177,120938
2012,177,61649
2013,177,7611
2014,177,38520
2015,177,57130
2016,177,42921
2017,177,61391
2018,177,34141
2019,177,83723
2020,177,-28914
2008,178,112497
2009,178,-228206
2010,178,96273
2011,178,111176
2012,178,105112
2013,178,98407
2014,178,110490
2015,178,23603
2016,178,-67842
2017,178,-172397
2018,178,36288
2019,178,-194578
2020,178,-12292
2008,179,-6981
2009,179,-300
2010,179,2618
2011,179,9190
2012,179,10140
2013,179,9159
2014,179,8553
2015,179,9270
2016,179,9670
2017,179,11988
2018,179,17681
2019,179,20725
2020,179,5303
2008,180,30557
2009,180,-17414
2010,180,-2059
2011,180,12754
2012,180,22227
2013,180,18620
2014,180,23785
2015,180,19004
2016,180,22561
2017,180,31831
2018,180,41279
2019,180,50421
2020,180,1589
2008,181,2862
2009,181,2215
2010,181,5547
2011,181,5244
2012,181,5084
2013,181,4621
2014,181,3331
2015,181,4206
2016,181,4640
2017,181,-2115
2018,181,-3119
2019,181,5685
2020,181,2860
2008,182,5389
2009,182,-35287
2010,182,-26878
2011,182,-30817
2012,182,-8243
2013,182,-15434
2014,182,1229
2015,182,4420
2016,182,-11989
2017,182,26061
2018,182,
2019,182,
2020,182,
2008,183,92326
2009,183,62680
2010,183,118355
2011,183,183317
2012,183,226144
2013,183,262963
2014,183,289693
2015,183,316164
2016,183,312548
2017,183,237977
2018,183,201685
2019,183,321870
2020,183,120177
2008,184,2572
2009,184,-707
2010,184,3148
2011,184,4239
2012,184,-12826
2013,184,3869
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,12980
2010,185,22595
2011,185,38538
2012,185,42519
2013,185,57941
2014,185,62208
2015,185,66396
2016,185,75138
2017,185,83541
2018,185,91969
2019,185,167455
2020,185,83422
2008,186,8584
2009,186,7962
2010,186,10893
2011,186,9493
2012,186,15626
2013,186,12587
2014,186,12507
2015,186,7611
2016,186,7150
2017,186,5861
2018,186,-7033
2019,186,2375
2020,186,-1456
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,2230
2013,187,3703
2014,187,4335
2015,187,3688
2016,187,-8643
2017,187,-3978
2018,187,-3666
2019,187,-13222
2020,187,-997
2008,188,
2009,188,
2010,188,98931
2011,188,118584
2012,188,107456
2013,188,182745
2014,188,233926
2015,188,292905
2016,188,337957
2017,188,384867
2018,188,469981
2019,188,663596
2020,188,569518
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,90914
2014,189,117476
2015,189,79887
2016,189,174600
2017,189,174935
2018,189,81091
2019,189,110066
2020,189,146055
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,6213
2016,190,5215
2017,190,5116
2018,190,6250
2019,190,5068
2020,190,850
2008,191,-5102
2009,191,-7059
2010,191,-3360
2011,191,-2074
2012,191,-6014
2013,191,-9247
2014,191,-10797
2015,191,-2101
2016,191,-5905
2017,191,-997
2018,191,2189
2019,191,3637
2020,191,3188
2008,192,-16021
2009,192,-24074
2010,192,-21519
2011,192,-6343
2012,192,-2429
2013,192,
2014,192,
2015,192,
2016,192,-15037
2017,192,-5168
2018,192,-14916
2019,192,-24352
2020,192,-18571
2008,193,-15648
2009,193,-15320
2010,193,-16319
2011,193,-20447
2012,193,
2013,193,-17612
2014,193,-12570
2015,193,-20158
2016,193,-12417
2017,193,-6815
2018,193,-2553
2019,193,3115
2020,193,
2008,194,174515
2009,194,192252
2010,194,182087
2011,194,191034
2012,194,192278
2013,194,225756
2014,194,274195
2015,194,316156
2016,194,366788
2017,194,450793
2018,194,491041
2019,194,542266
2020,194,566831
2008,195,
2009,195,
2010,195,
2011,195,2711
2012,195,3495
2013,195,3023
2014,195,3937
2015,195,4690
2016,195,4283
2017,195,6627
2018,195,7538
2019,195,
2020,195,
2008,196,48011
2009,196,43323
2010,196,49536
2011,196,54782
2012,196,59294
2013,196,71328
2014,196,89238
2015,196,99636
2016,196,110091
2017,196,123479
2018,196,154290
2019,196,202865
2020,196,208972
2008,197,58911
2009,197,91139
2010,197,89051
2011,197,68054
2012,197,82038
2013,197,105903
2014,197,99972
2015,197,91616
2016,197,87083
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,-1112
2009,198,3907
2010,198,7612
2011,198,10042
2012,198,7679
2013,198,9975
2014,198,11759
2015,198,13178
2016,198,14649
2017,198,14853
2018,198,16127
2019,198,20561
2020,198,24343
2008,199,12928
2009,199,7435
2010,199,4566
2011,199,8314
2012,199,9502
2013,199,5214
2014,199,6767
2015,199,6776
2016,199,7891
2017,199,12631
2018,199,13280
2019,199,9917
2020,199,22643
2008,200,40553
2009,200,87928
2010,200,42239
2011,200,27447
2012,200,36427
2013,200,45084
2014,200,30936
2015,200,32317
2016,200,19471
2017,200,12393
2018,200,-397
2019,200,23951
2020,200,27200
2008,201,23020
2009,201,21251
2010,201,681
2011,201,378
2012,201,10474
2013,201,8468
2014,201,8144
2015,201,11092
2016,201,8616
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,3296
2009,202,-686
2010,202,4585
2011,202,235
2012,202,6033
2013,202,5911
2014,202,6679
2015,202,5779
2016,202,8247
2017,202,3677
2018,202,2596
2019,202,5321
2020,202,9535
2008,203,9051
2009,203,-15300
2010,203,16854
2011,203,-47969
2012,203,9218
2013,203,3077
2014,203,1095
2015,203,-2416
2016,203,2628
2017,203,4039
2018,203,6579
2019,203,12789
2020,203,18169
2008,204,-6998
2009,204,439
2010,204,247
2011,204,-359
2012,204,98
2013,204,-301
2014,204,240
2015,204,1286
2016,204,1194
2017,204,-1082
2018,204,-3351
2019,204,-2548
2020,204,-570
2008,205,14529
2009,205,13979
2010,205,14069
2011,205,13570
2012,205,10088
2013,205,12101
2014,205,12979
2015,205,13639
2016,205,12753
2017,205,8857
2018,205,31245
2019,205,
2020,205,
2008,206,6609
2009,206,6814
2010,206,7661
2011,206,8477
2012,206,7789
2013,206,3147
2014,206,10323
2015,206,10650
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,934
2009,207,1235
2010,207,1270
2011,207,2087
2012,207,1840
2013,207,2685
2014,207,3477
2015,207,7357
2016,207,6262
2017,207,7374
2018,207,
2019,207,
2020,207,
2008,208,2073
2009,208,
2010,208,-4144
2011,208,-1284
2012,208,442
2013,208,1462
2014,208,3093
2015,208,3094
2016,208,3462
2017,208,541
2018,208,787
2019,208,-956
2020,208,-1194
2008,209,
2009,209,
2010,209,
2011,209,
2012,209,
2013,209,39296
2014,209,42701
2015,209,43626
2016,209,45855
2017,209,50089
2018,209,54550
2019,209,62949
2020,209,85177
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,
2015,210,-3674
2016,210,1150
2017,210,575
2018,210,783
2019,210,276
2020,210,-286
2008,211,
2009,211,686
2010,211,871
2011,211,1407
2012,211,864
2013,211,-1250
2014,211,-2563
2015,211,-1571
2016,211,-1102
2017,211,-1379
2018,211,282
2019,211,-2288
2020,211,-2371
2008,212,
2009,212,
2010,212,2938
2011,212,2361
2012,212,2321
2013,212,1963
2014,212,2692
2015,212,1962
2016,212,-1912
2017,212,-828
2018,212,2506
2019,212,7961
2020,212,1571
2008,213,
2009,213,
2010,213,5545
2011,213,5921
2012,213,7562
2013,213,6901
2014,213,7040
2015,213,7882
2016,213,8654
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,505
2014,214,827
2015,214,1110
2016,214,2405
2017,214,2879
2018,214,3833
2019,214,4843
2020,214,4841
2008,215,
2009,215,
2010,215,
2011,215,1402
2012,215,1638
2013,215,1634
2014,215,1217
2015,215,2082
2016,215,1631
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,1261
2015,216,1745
2016,216,2216
2017,216,2501
2018,216,1547
2019,216,163
2020,216,4717
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,4118
2014,217,5135
2015,217,5269
2016,217,5782
2017,217,4971
2018,217,8213
2019,217,10562
2020,217,11966
2008,218,31958
2009,218,14487
2010,218,17993
2011,218,29288
2012,218,
2013,218,-1198
2014,218,
2015,218,
2016,218,-18504
2017,218,12413
2018,218,31037
2019,218,105039
2020,218,10633
2008,219,1456
2009,219,900
2010,219,995
2011,219,-425
2012,219,-4026
2013,219,983
2014,219,1468
2015,219,1140
2016,219,1256
2017,219,2254
2018,219,1896
2019,219,2791
2020,219,3220
2008,220,13589
2009,220,13656
2010,220,28257
2011,220,26236
2012,220,12945
2013,220,-10601
2014,220,-3563
2015,220,-69542
2016,220,-12347
2017,220,-1501
2018,220,81308
2019,220,23681
2020,220,
2008,221,44487
2009,221,50661
2010,221,56709
2011,221,51921
2012,221,59519
2013,221,
2014,221,67366
2015,221,65136
2016,221,64264
2017,221,71936
2018,221,64165
2019,221,68955
2020,221,58333
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,109
2015,222,-200
2016,222,281
2017,222,404
2018,222,182
2019,222,303
2020,222,216
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,
2015,223,1217
2016,223,24065
2017,223,13646
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,-24
2011,225,721
2012,225,232
2013,225,117
2014,225,-1036
2015,225,2669
2016,225,3083
2017,225,5528
2018,225,3107
2019,225,275
2020,225,
2008,226,15993
2009,226,6247
2010,226,11238
2011,226,11168
2012,226,3720
2013,226,1803
2014,226,-1586
2015,226,-7905
2016,226,1714
2017,226,503
2018,226,5963
2019,226,8885
2020,226,7803
2008,227,
2009,227,
2010,227,
2011,227,114985
2012,227,112219
2013,227,140272
2014,227,105771
2015,227,115379
2016,227,170006
2017,227,168214
2018,227,195301
2019,227,183639
2020,227,147349
2008,228,-13437
2009,228,-4684
2010,228,-4069
2011,228,-3524
2012,228,-2176
2013,228,-1225
2014,228,-1326
2015,228,-1686
2016,228,-7543
2017,228,13443
2018,228,49648
2019,228,8748
2020,228,-2005
2008,229,
2009,229,
2010,229,
2011,229,9253
2012,229,8176
2013,229,5812
2014,229,6333
2015,229,7075
2016,229,7205
2017,229,9655
2018,229,9927
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,9486
2013,230,4658
2014,230,9612
2015,230,11835
2016,230,16661
2017,230,19949
2018,230,19948
2019,230,20202
2020,230,13385
2008,231,4161
2009,231,1453
2010,231,-105
2011,231,5016
2012,231,
2013,231,
2014,231,
2015,231,3248
2016,231,1842
2017,231,3306
2018,231,1990
2019,231,3278
2020,231,2086
2008,232,55749
2009,232,60415
2010,232,57794
2011,232,26231
2012,232,38854
2013,232,39765
2014,232,43940
2015,232,48426
2016,232,41728
2017,232,42098
2018,232,26957
2019,232,52302
2020,232,62099
2008,233,10986
2009,233,4525
2010,233,23385
2011,233,14231
2012,233,91089
2013,233,104471
2014,233,110708
2015,233,113955
2016,233,116882
2017,233,130683
2018,233,136920
2019,233,172147
2020,233,
2008,234,-5097
2009,234,-112
2010,234,4782
2011,234,2171
2012,234,8657
2013,234,-4689
2014,234,-2501
2015,234,-257
2016,234,522
2017,234,210
2018,234,8098
2019,234,20512
2020,234,6279
2008,235,-2564
2009,235,21935
2010,235,28528
2011,235,-6097
2012,235,-265
2013,235,-6271
2014,235,-22336
2015,235,43430
2016,235,5567
2017,235,-976
2018,235,-29
2019,235,
2020,235,
2008,236,-4017
2009,236,-9044
2010,236,-509
2011,236,-3472
2012,236,2762
2013,236,1946
2014,236,-996
2015,236,-8826
2016,236,-10668
2017,236,30499
2018,236,574
2019,236,-1626
2020,236,-906
2008,237,18267
2009,237,43672
2010,237,38288
2011,237,-44197
2012,237,11898
2013,237,51459
2014,237,66566
2015,237,84098
2016,237,93044
2017,237,156271
2018,237,116165
2019,237,142930
2020,237,115138
2008,238,55260
2009,238,31278
2010,238,5850
2011,238,-3741
2012,238,-22759
2013,238,-1582
2014,238,-1643
2015,238,9563
2016,238,57606
2017,238,41683
2018,238,62155
2019,238,94218
2020,238,-70656
2008,239,30385
2009,239,37935
2010,239,49102
2011,239,33932
2012,239,47405
2013,239,45497
2014,239,46405
2015,239,46550
2016,239,56058
2017,239,69133
2018,239,75748
2019,239,77920
2020,239,68278
2008,240,44022
2009,240,35322
2010,240,24248
2011,240,38396
2012,240,19800
2013,240,13946
2014,240,24977
2015,240,24225
2016,240,7726
2017,240,34239
2018,240,
2019,240,
2020,240,17423
2008,241,10716
2009,241,11412
2010,241,7552
2011,241,4682
2012,241,-1704
2013,241,-1823
2014,241,539
2015,241,2604
2016,241,6210
2017,241,5308
2018,241,5947
2019,241,3139
2020,241,-2313
2008,242,586369
2009,242,571171
2010,242,554461
2011,242,594094
2012,242,558679
2013,242,289546
2014,242,301742
2015,242,356151
2016,242,404910
2017,242,396740
2018,242,374720
2019,242,632279
2020,242,91094
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,51214
2009,244,75625
2010,244,51872
2011,244,53205
2012,244,31115
2013,244,4213
2014,244,87179
2015,244,65007
2016,244,93121
2017,244,129399
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,5060
2012,245,21838
2013,245,43102
2014,245,57581
2015,245,46843
2016,245,51599
2017,245,56009
2018,245,67752
2019,245,72644
2020,245,62120
2008,246,2174668
2009,246,2213555
2010,246,2499131
2011,246,2261873
2012,246,2037894
2013,246,2153620
2014,246,1374251
2015,246,1567000
2016,246,1698000
2017,246,1688000
2018,246,2079000
2019,246,2729000
2020,246,2382000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,-30278
2009,249,-18403
2010,249,-10654
2011,249,-27072
2012,249,983
2013,249,-27435
2014,249,-41761
2015,249,40287
2016,249,19734
2017,249,-23172
2018,249,49588
2019,249,21210
2020,249,4393
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,17165
2018,250,17274
2019,250,17566
2020,250,22298
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,10228
2014,253,12048
2015,253,12859
2016,253,19719
2017,253,25431
2018,253,28910
2019,253,31867
2020,253,38035
2008,254,23551
2009,254,22324
2010,254,23773
2011,254,32901
2012,254,6463
2013,254,7317
2014,254,16222
2015,254,40234
2016,254,42425
2017,254,46406
2018,254,51920
2019,254,66537
2020,254,74322
2008,255,-931
2009,255,-1453
2010,255,-434
2011,255,
2012,255,
2013,255,-1291
2014,255,-1143
2015,255,-1237
2016,255,-1804
2017,255,-1401
2018,255,710
2019,255,944
2020,255,-377
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,25906
2014,257,47223
2015,257,75822
2016,257,98848
2017,257,111548
2018,257,130520
2019,257,138299
2020,257,83643
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,3784
2017,258,7170
2018,258,9520
2019,258,12048
2020,258,15823
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,247198
2014,262,228161
2015,262,247378
2016,262,263896
2017,262,290133
2018,262,305934
2019,262,311978
2020,262,209177
2008,263,558384
2009,263,497804
2010,263,-245660
2011,263,-373894
2012,263,-1028950
2013,263,-151944
2014,263,1580238
2015,263,14038
2016,263,48913
2017,263,64245
2018,263,31325
2019,263,
2020,263,
2008,264,237342
2009,264,366986
2010,264,396398
2011,264,249316
2012,264,738362
2013,264,814765
2014,264,714283
2015,264,765292
2016,264,609985
2017,264,569472
2018,264,537791
2019,264,845699
2020,264,651623
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,-2082
2013,265,
2014,265,-107
2015,265,-2635
2016,265,-4166
2017,265,-3032
2018,265,-339
2019,265,-7796
2020,265,-8806
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,7027
2016,266,7909
2017,266,7942
2018,266,9349
2019,266,10430
2020,266,14489
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,811000
2016,269,705000
2017,269,786812
2018,269,869351
2019,269,999089
2020,269,1047424
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,
2017,270,
2018,270,
2019,270,
2020,270,
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,3344
2015,271,4491
2016,271,5365
2017,271,6640
2018,271,7426
2019,271,-2708
2020,271,-7704
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,101
2015,272,395
2016,272,119
2017,272,-228
2018,272,-1246
2019,272,417
2020,272,150
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,355
2017,273,515
2018,273,412
2019,273,478
2020,273,1728
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,
2015,274,
2016,274,
2017,274,
2018,274,
2019,274,42635
2020,274,27048
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,521
2014,275,702
2015,275,414
2016,275,626
2017,275,1061
2018,275,1842
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,8432
2014,277,8048
2015,277,17262
2016,277,19120
2017,277,15311
2018,277,18386
2019,277,17943
2020,277,9597
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,
2015,278,
2016,278,
2017,278,
2018,278,
2019,278,
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,2051
2016,279,2900
2017,279,2639
2018,279,2284
2019,279,1551
2020,279,940
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
2017,280,
2018,280,
2019,280,
2020,280,
2008,281,
2009,281,
2010,281,
2011,281,
2012,281,
2013,281,
2014,281,
2015,281,
2016,281,
2017,281,
2018,281,
2019,281,
2020,281,
2008,282,
2009,282,
2010,282,
2011,282,
2012,282,
2013,282,
2014,282,
2015,282,
2016,282,
2017,282,
2018,282,
2019,282,
2020,282,
2008,283,
2009,283,
2010,283,
2011,283,
2012,283,
2013,283,
2014,283,
2015,283,
2016,283,
2017,283,
2018,283,
2019,283,
2020,283,
2008,284,
2009,284,
2010,284,
2011,284,
2012,284,
2013,284,
2014,284,
2015,284,
2016,284,
2017,284,
2018,284,
2019,284,
2020,284,
